route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
A,DTPR2,A,A,,3,,,
AY1,DTPR2,AY1,AY1,,3,,,
C,DTPR2,C,C,,3,,,
F,DTPR2,F,F,,3,,,
FY1,DTPR2,FY1,FY1,,3,,,
T,DTPR2,T,T,,3,,,
Z,DTPR2,Z,Z,,3,,,
ZY1,DTPR2,ZY1,ZY1,,3,,,
B,DTPR2,B,B,,3,,,
D,DTPR2,D,D,,3,,,
M,DTPR2,M,M,,3,,,
E,DTPR2,E,E,,3,,,
X,DTPR2,X,X,,3,,,
