route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
A,NOR_L,1,Neira,,0,,A_I,0,0
A,NOR_L,2,Neira,,0,,A_I,0,0
A,NOR_L,3,Neira,,0,,A_I,0,0
A,NOR_L,4,Neira,,0,,A_I,0,0
A,NOR_L,5,Neira,,0,,A_I,0,0
A,NOR_L,6,Neira,,0,,A_I,0,0
A,NOR_L,7,Neira,,0,,A_I,0,0
A,NOR_L,8,Neira,,0,,A_I,0,0
A,NOR_L,9,Neira,,0,,A_I,0,0
A,NOR_L,10,Neira,,0,,A_I,0,0
A,NOR_L,11,Neira,,0,,A_I,0,0
A,NOR_L,12,Neira,,0,,A_I,0,0
A,NOR_L,13,Neira,,0,,A_I,0,0
A,NOR_L,14,Neira,,0,,A_I,0,0
A,NOR_L,15,Neira,,0,,A_I,0,0
A,NOR_L,16,Neira,,0,,A_I,0,0
A,NOR_L,17,Neira,,0,,A_I,0,0
A,NOR_L,18,Neira,,0,,A_I,0,0
A,NOR_L,19,Neira,,0,,A_I,0,0
A,NOR_L,20,Neira,,0,,A_I,0,0
A,NOR_L,21,Neira,,0,,A_I,0,0
A,NOR_L,22,Neira,,0,,A_I,0,0
A,NOR_L,23,Neira,,0,,A_I,0,0
A,NOR_L,24,Neira,,0,,A_I,0,0
A,NOR_L,25,Neira,,0,,A_I,0,0
A,NOR_L,26,Neira,,0,,A_I,0,0
A,NOR_L,27,Neira,,0,,A_I,0,0
A,NOR_L,28,Neira,,0,,A_I,0,0
A,NOR_L,29,Neira,,0,,A_I,0,0
A,NOR_L,30,Neira,,0,,A_I,0,0
A,NOR_L,31,Neira,,0,,A_I,0,0
A,NOR_L,32,Neira,,0,,A_I,0,0
A,NOR_L,33,Neira,,0,,A_I,0,0
A,NOR_L,34,Neira,,0,,A_I,0,0
A,NOR_L,35,Neira,,0,,A_I,0,0
A,NOR_L,36,Neira,,0,,A_I,0,0
A,NOR_L,37,Neira,,0,,A_I,0,0
A,NOR_L,38,Neira,,0,,A_I,0,0
A,NOR_L,39,Neira,,0,,A_I,0,0
A,NOR_L,40,Neira,,0,,A_I,0,0
A,NOR_L,41,Neira,,0,,A_I,0,0
A,NOR_L,42,Neira,,0,,A_I,0,0
A,NOR_L,43,Neira,,0,,A_I,0,0
A,NOR_L,44,Neira,,0,,A_I,0,0
A,NOR_L,45,Neira,,0,,A_I,0,0
A,NOR_L,46,Neira,,0,,A_I,0,0
A,NOR_L,47,Neira,,0,,A_I,0,0
A,NOR_L,48,Neira,,0,,A_I,0,0
A,NOR_L,49,Neira,,0,,A_I,0,0
A,NOR_L,50,Neira,,0,,A_I,0,0
A,NOR_L,51,Neira,,0,,A_I,0,0
A,NOR_L,52,Neira,,0,,A_I,0,0
A,NOR_L,53,Neira,,0,,A_I,0,0
A,NOR_L,54,Neira,,0,,A_I,0,0
A,NOR_L,55,Neira,,0,,A_I,0,0
A,NOR_L,56,Neira,,0,,A_I,0,0
A,NOR_L,57,Neira,,0,,A_I,0,0
A,NOR_L,58,Neira,,0,,A_I,0,0
A,NOR_L,59,Neira,,0,,A_I,0,0
A,NOR_L,60,Neira,,0,,A_I,0,0
A,NOR_L,61,Neira,,0,,A_I,0,0
A,NOR_L,62,Neira,,0,,A_I,0,0
A,NOR_L,63,Neira,,0,,A_I,0,0
A,NOR_L,64,Neira,,0,,A_I,0,0
A,NOR_L,65,Neira,,0,,A_I,0,0
A,NOR_L,66,Neira,,0,,A_I,0,0
A,NOR_L,67,Neira,,0,,A_I,0,0
A,NOR_L,68,Neira,,0,,A_I,0,0
A,NOR_L,69,Neira,,0,,A_I,0,0
A,NOR_L,70,Neira,,0,,A_I,0,0
A,NOR_L,71,Neira,,0,,A_I,0,0
A,NOR_L,72,Neira,,0,,A_I,0,0
A,NOR_L,73,Neira,,0,,A_I,0,0
A,NOR_L,74,Neira,,0,,A_I,0,0
A,NOR_L,75,Neira,,0,,A_I,0,0
A,NOR_L,76,Neira,,0,,A_I,0,0
A,NOR_L,77,Neira,,0,,A_I,0,0
A,NOR_L,78,Neira,,0,,A_I,0,0
A,NOR_L,79,Neira,,0,,A_I,0,0
A,NOR_L,80,Neira,,0,,A_I,0,0
A,NOR_L,81,Neira,,0,,A_I,0,0
A,NOR_L,82,Neira,,0,,A_I,0,0
A,NOR_L,83,Neira,,0,,A_I,0,0
A,NOR_L,84,Neira,,0,,A_I,0,0
A,NOR_L,85,Neira,,0,,A_I,0,0
A,NOR_L,86,Neira,,0,,A_I,0,0
A,NOR_L,87,Neira,,0,,A_I,0,0
