NOMBRE FANTASIA;LONGITUD;LATITUD
758-ACUENTA SANTA ROSA;-70.6326461619056;-33.5502544767706
759-TOTTUS NATANIEL;-70.65277054;-33.45356944
762-MONTSERRAT BUIN;-70.74844989;-33.73203317
763-LIDER ESPACIO URBANO;-70.53537466;-33.44131353
768-SANTA ISABEL CERRO NAVIA;-70.73603719;-33.42928442
773-JUMBO LOS DOMINICOS;-70.5159471;-33.40099294
776-LIDER 10 DE JULIO;-70.65726428;-33.45439691
790- MONSERRAT PEÃALOLEN;-70.5434024741001;-33.4761125273929
791-JUMBO CONCHA Y TORO;-70.58294397;-33.57166778
794-EASY OCHAGAVIA;6288462;-70.6828555221853
802-MALL PASEO SANTA FILOMENA;-70.6444841917732;-33.4288462205399
808-TOTTUS LA FLORIDA;-70.595659;-33.519805
810-SANTA ISABEL LA CISTERNA;-70.6588035900165;-33.5180168198838
813-COSTANERA CENTER;-70.6081718086979;-33.4177753669844
815-SANTA ISABEL HUECHURABA;-70.6703379117934;-33.3476444970472
817-CENTRO COMERCIAL ORIENTE;6271089;-71.1934570915176
PCMA59;-70.5162333698769;-33.4010283139606
PCMA60;-70.644872;-33.44272566
PCMA61;-70.750752;-33.486436
PCMA 64;-70.6630693155897;-33.5332983565256
PCMA66;-70.75917383;-33.50796909
PCMA74;-70.67138398;-33.39605624
PCMA94;-70.878772926207;-33.6109281047966
PCMA112;-70.5774851721172;-33.5995494428859
PCMA156;-70.6313068416836;-33.490155691717
PCMA 849;-70.6038346761948;-33.4143063718314
PCMA 880;-70.6000258343121;-33.5186525387528
PCMA883;-70.5778159246653;-33.6008218044813
PCMA885;-70.5963682177367;-33.5266573896102
PCMA889;-70.7098458919462;-33.5173362202943
PCMA891;-70.68022995;-33.43499796
PCMA924;-70.654389;-33.501358
PCMA925;-70.628772;-33.58303
PCMA927;-70.72070705;-33.43061221
PCMA934;-70.57176677;-33.53958299
PCMA935;-70.544187057097;-33.4777802389231
PCMA937;-70.69111059;-33.43208276
PCMA941;-70.57542239;-33.60808837
PCMA959;-70.6482392;-33.47233065
PCMA975;-70.64825045;-33.43788426
PCMA979;-70.65084421;-33.4362748
PCMA980;-70.67353148;-33.44970599
PCMA981;-70.6470448777439;-33.4290078663658
PCMA982;-70.6781100270276;-33.4506229941267
PCMA986;-70.57107139;-33.45382053
PCMA987;-70.65523364;-33.43872044
PCMA994;-70.6781100270276;-33.4506229941267
PCMA996;-70.78582651;-33.56087405
ServiPag;-70.729876;-33.364559
ServiPag;-70.601006831;-33.553779642
ServiPag;-70.6369873306668;-33.3743266728215
ServiPag;-70.5972527520502;-33.5814585895894
ServiPag;-70.631563987;-33.554597748
ServiPag;-70.686334698276;-33.3741907681277
ServiPag;-70.5997571459929;-33.4901010496947
ServiPag;-70.696075782;-33.520068943
ServiPag;-70.703798;-33.40544
ServiEstado;-70.5522593772394;-33.4253931794707
ServiPag;-70.639512099;-33.507196804
ServiPag;-70.7522291375094;-33.444357051398 
ServiEstado;-70.608272575;-33.438292644
ServiEstado;-70.70359;-33.591856
ServiPag;-70.740805595;-33.477084768
ServiPag;-70.718979261;-33.430827596
Fullcarga;-70.7053621313577;-33.4644668833812
Fullcarga;-70.6304929349206;-33.4021305440776
Fullcarga;-70.660524371;-33.406932263
Fullcarga;-70.63540677;-33.434685966
Fullcarga;-70.676792614;-33.494994668
Fullcarga;-70.64663853;-33.45349244
ServiEstado;-70.75978192;-33.51014368
Fullcarga;-70.6049706416048;-33.453692341057
Fullcarga;-70.5404113867119;-33.4513184212625
ServiPag;-70.775377328;-33.510498603
ServiPag;6282420;-70.6287687044761
ServiPag;-70.721595617;-33.400846759
ServiPag;-70.670887211;-33.372443015
ServiPag;-70.598386062;-33.464093486
ServiPag;-70.661661225;-33.573340362
ServiPag;-70.6700401075645;-33.5591878050873
ServiPag;6291822;-70.561206684
ServiEstado;-70.625833787;-33.618353748
ServiPag;-70.759683375;-33.47150984
ServiPag;-70.507172757;-33.355620107
Fullcarga;-70.680219629;-33.41368386
Fullcarga;-70.6690212825476;-33.3979857474878
Fullcarga;6306333;-70.518238249
Fullcarga;6293937;-70.7536128
Fullcarga;-70.6454652660867;-33.4586362713964
Fullcarga;-70.5664179652211;-33.406693818368
Fullcarga;-70.692088893;-33.431823555
Fullcarga;-70.571989853;-33.539708931
Fullcarga;6304628;-70.566868242
Fullcarga;-70.76370119;-33.442133375
Fullcarga;-70.787032005;-33.560962703
Fullcarga;6294939;-70.543402481
Fullcarga;-70.649457255408;-33.4389904579987
Fullcarga;-70.57627383;-33.45443311
Fullcarga;-70.656180728;-33.419395389
Fullcarga;-70.729274;-33.35653
Fullcarga;-70.722485351;-33.491990401
Fullcarga;6289715;-70.57914236
Fullcarga;-70.63491407;-33.53386688
Fullcarga;-70.6929868521095;-33.514439889142
Fullcarga;-70.691878474;-33.505539463
Fullcarga;-70.679475054;-33.435885838
Fullcarga;-70.671430749;-33.549302791
Fullcarga;-70.62808045;-33.396127496
Fullcarga;-70.606254365;-33.419785145
Fullcarga;343093;6283705
Fullcarga;-70.7406147787427;-33.4310740336562
Fullcarga;-70.603629175;-33.543239539
Fullcarga;-70.685697161;-33.593868668
Fullcarga;-70.570273728;-33.576715972
Fullcarga;-70.5427318153592;-33.3917616677612
Fullcarga;-70.750818;-33.422138
Fullcarga;-70.704207269;-33.43210303
Fullcarga;-70.694681097;-33.482130547
Fullcarga;-70.633282224;-33.365958354
Fullcarga;-70.7467333630182;-33.4621734143827
Fullcarga;Lun a Dom. 09:00 a 22:00 Festivos 09:00 a 22:00;355451
Fullcarga;340494;6290027
Fullcarga;-70.7379789189779;-33.3666680424433
UNIMARC ZAPADORES;-70.6641478015796;-33.3862617267971
UNIMARC LAS REJAS;-70.70507104166667;-33.46882000000001
UNIMARC JUAN ANTONIO RIOS;-70.67080616666668;-33.419566666666654
UNIMARC-INDEPENDENCIA;-70.6578679616206;-33.3945915377861
UNIMARC LO OVALLE;-70.65963511904762;-33.516832083333334
UNIMARC VICUÃA PARAD 19;-70.5914099988768;-33.5394802038029
UNIMARC ROJAS MAGALLANES;-70.5547798666583;-33.5359270019668
UNIMARC MIRADOR;-70.6071683333333;-33.513935000000004
UNIMARC VICENTE VALDES;-70.5934611759999;-33.5264369719999
UNIMARC LA REINA;-70.5566216661032;-33.439033930051
UNIMARC BATUCO;-70.80771748822639;-33.230514171094136
UNIMARC LAMPA;-70.87704195288244;-33.28562288539904
UNIMARC LARAPINTA;-70.86674258469635;-33.294249826808695
UNIMARC LAS CONDES;-70.4992863209999;-33.3671586729999
UNIMARC LOS MILITARES;-70.5727942670416;-33.3903352060048
UNIMARC ESC. MILITAR;-70.5854137269988;-33.4151957807766
UNIMARC MANQUEHUE;-70.5638241520871;-33.4267767581412
UNIMARC LOS TRAPENSES;-70.5441601049999;-33.361293814
UNIMARC 2da TRANSVERSAL MAIPU;-70.742400759;-33.488491715
UNIMARC EL ROSAL;-70.755865037;-33.4790914719999
UNIMARC MAIPU 4 PONIENTE ;-70.7929883333333;-33.5311133333333
UNIMARC SILVA CARVALLO;-70.7748811580075;-33.5317578837243
UNIMARC RINCONADA;-70.78322806347565;-33.507436523392094
UNIMARC RAMON FREIRE;-70.7572041155321;-33.5136286644342
UNIMARC ABRAZO DE MAIPU;-70.77119666666665;-33.542105555555565
UNIMARC IGNACIO CARRERA PINTO;-70.5941922979999;-33.465664476
UNIMARC IRARRAZAVAL;-70.5832589036208;-33.454682812099
UNIMARC VILLA OLIMPICA;-70.620126539;-33.4622026659999
UNIMARC GRECIA;-70.624774370013;-33.4570436385942
UNIMARC LOS LEONES;-70.5979928378057;-33.4492817398444
UNIMARC BUIN MAIPO;-70.7738461920038;-33.7310794220974
UNIMARC MANUEL MONTT;-70.6129261787161;-33.453435087701074
UNIMARC CONSISTORIAL;-70.54804093749999;-33.48475083333333
UNIMARC PEÃALOLEN;-70.5587616666667;-33.4822066666667
UNIMARC LAS PARCELAS;-70.53850590909089;-33.47236772727273
UNIMARC FCO. BILBAO;-70.60635638888888;-33.43787740740739
UNIMARC CIUDAD DE LOS VALLES;-70.848868121612;-33.45137851226013
UNIMARC CONCHA y TORO;-70.5810930577196;-33.5810872192106
UNIMARC TRONCAL SAN FRANCISCO;-70.55648055378825;-33.58999730657146
UNIMARC CARRASCAL;-70.69770881268451;-33.41897606779182
UNIMARC SAN BERNARDO;-70.6763640259839;-33.6333312803465
UNIMARC BUIN;-70.6930003127127;-33.5869520410361
UNIMARC ALTO JAHUEL;-70.7017944773331;-33.5798609222436
UNIMARC SAN JOAQUIN;-70.63829166666666;-33.5057238888889
UNIMARC GRAN AVENIDA 1;-70.65522499999997;-33.50367933333334
UNIMARC DIEGO PORTALES;-70.63928769230766;-33.44124153846153
UNIMARC ESTADO;-70.6490317802572;-33.44197592224275
UNIMARC ESPACIO M;-70.6540427730639;-33.4386299257484
UNIMARC LAS TRANQUERAS;-70.55406998192434;-33.38471122178522
UNIMARC RENCA BIGGER;-70.7452052654659;-33.4003926036353
UNIMARC VITACURA;-70.58644919291348;-33.39845424503488
UNIMARC SANTA MARIA;-70.5685015296984;-33.37672678934954
UNIMARC PUDAHUEL;-70.751331201;-33.4443062559999
UNIMARC HUECHURABA;-70.6702618902826;-33.3491351263854
UNIMARC PORTUGAL;-70.63514240599;-33.4492998960469
UNIMARC EL ABRAZO;-70.7733293153341;-33.538810971032
UNIMARC LOS DOMINICOS;-70.5444439874589;-33.4097939366661
UNIMARC ALFEREZ REAL;-70.615965752;-33.437514134
OK MARKET VICUÃA MACKENNA;-70.61643189396041;-33.49549695883499
OK MARKET ELIODORO YAÃEZ;-70.62545892622124;-33.43295613888134
OK MARKET EL RODEO;-70.51831066;-33.35236727
OK MARKET PLAZA NORTE;-70.6778212680362;-33.3684386191972
OK MARKET CHICUREO;-70.676051;-33.285618
LIDER EXPRESS LYON;-70.6081661556346;-33.4219538517412
LIDER HIPER INDEPENDENCIA;-70.6755763593055;-33.3900453115187
LIDER EXPRESS SANTO DOMINGO;-70.6516548119126;-33.4360880401112
LIDER HIPER PUENTE ALTO;-70.5775013992747;-33.5994671217027
LIDER EXPRESS HUERFANOS;-70.6485729715654;-33.4392619273105
LIDER HIPER PUENTE NUEVO;-70.5124132700129;-33.3707159149033
LIDER HIPER DEPARTAMENTAL;-70.5908423050933;-33.5139692664726
LIDER EXPRESS SAN PABLO;-70.6703095942928;-33.4351117170152
LIDER EXPRESS VITACURA;-70.590576297215;-33.3998990540761
LIDER EXPRESS MAIPU;-70.7767871139999;-33.5102455959999
LIDER EXPRESS NONATO COO;-70.5695087566837;-33.5781976112227
LIDER EXPRESS PLAZA ITALIA;-70.6302176043761;-33.4408174704335
LIDER HIPER IRARRAZAVAL;-70.6006210653509;-33.4547651690121
LIDER EXPRESS LAS REJAS;-70.7064214225571;-33.4571151736776
LIDER EXPRESS PUENTE ALTO;-70.5592016467882;-33.5946574220441
LIDER HIPER LOS MORROS;-70.6678183800384;-33.5459163082289
LIDER HIPER MATUCANA;-70.6804390226636;-33.43157146822
LIDER HIPER HUECHURABA;-70.6778212680362;-33.3684386191972
LIDER HIPER AVDA CENTRAL;-70.757311;-33.503596
LIDER HIPER MAIPU;-70.7454617303113;-33.4815673499888
LIDER HIPER QUILIN;-70.5793607501303;-33.4852339316205
LIDER HIPER VESPUCIO MAIPU;-70.7596833680178;-33.4715098425775
LIDER HIPER CORDILLERA;-70.5581064108238;-33.5664713042779
LIDER VICUÃA MACKENNA;-70.6011757750608;-33.5207973280328
LIDER HIPER MACUL;-70.5989014600478;-33.4741531626615
LIDER HIPER VITACURA;-70.5681058850668;-33.3864876806606
LIDER HIPER PLAZA VESPUCIO;-70.6001898275732;-33.5145345077161
LIDER EXPRESS COLON ;-70.5535460224003;-33.4177873910042
LIDER EXPRESS LATADIA ;-70.5746863701926;-33.428513593411
LIDER HIPER TALAGANTE ;-70.9252302032062;-33.6623790828303
LIDER EXPRESS P. DE VALDIVIA;-70.6071853448527;-33.4400811646939
LIDER EXPRESS ESTORIL ;-70.5339438756033;-33.384250004664
LIDER EXPRESS M MONTT ;-70.6197662036586;-33.4293901179188
LIDER EXPRESS TOBALABA ;-70.5978918739228;-33.4229235911053
LIDER EXPRESS LA DEHESA ;-70.5207927126735;-33.352951786773
LIDER EXPRESS APOQUINDO;-70.5679730326251;-33.4091874626127
LIDER EXPRESS IRARRÃZAVAL;-70.6061770801876;-33.4542041239829
LIDER EXPRESS LOS DOMINICOS;-70.498851;-33.39047
LIDER EXPRESS PIEDRA ROJA ;-70.62877;-33.277328
LIDER EXPRESS COLINA;-70.685467;-33.217646
LIDER EXPRESS PEDRO FONTOVA;-70.6702707188651;-33.3517902688916
LIDER EXPRESS PROVIDENCIA SANTA ISABEL;-70.628988552848;-33.4468024118991
LIDER EXPRESS GRECIA ;-70.6271214907962;-33.4554512837419
LIDER EXPRESS CONSISTORIAL;-70.5492605909738;-33.4879386719393
LIDER EXPRESS EYZAGUIRRE ;-70.7003763848303;-33.5791623563435
LIDER EXPRESS ROJAS MAGALLANES ;-70.553776;-33.534239
LIDER EXPRESS G AVENIDA ;-70.6510015909072;-33.4901472285148
LIDER EXPRESS CIUDAD DEL ESTE  ;-70.551684;-33.560031
LIDER EXPRESS 10 DE JULIO;-70.657264268817;-33.4543969124095
LIDER EXPRESS SANTA ROSA;-70.6456432832749;-33.4454406991941
LIDER HIPER LOS DOMINICOS;-70.5162602451958;-33.4010309606469
LIDER EXPRESS MERCED;-70.6450494877621;-33.4380244776321
LIDER EXPRESS SAN MARTIN DOWN TOWN;-70.6573316939999;-33.4442484746824
LIDER EXPRESS VESPUCIO EL ROSAL;-70.7554495228448;-33.4785709438186
LIDER HIPER OESTE ;-70.7095140378624;-33.5177767962498
LIDER HIPER SANTA ROSA ;-70.6338725867448;-33.5455463417283
LIDER HIPER QUILICURA. ;-70.7294089356145;-33.3560057380838
LIDER EXPRESS TOMAS MORO.;-70.5539198757747;-33.425385206987
LIDER HIPER RECOLETA. ;-70.6423967463143;-33.3937924098514
LIDER LAS BRUJAS LA REINA;-70.5354914891933;-33.4416245402331
LIDER HIPER GRAN AVENIDA. ;-70.6571739852926;-33.5123136495111
LIDER LA PINTANA;-70.62848095;-33.58582
LIDER HIPER MELIPILLA;-71.2034869855747;-33.6808237217269
LIDER HIPER GENERAL VELASQUEZ. ;-70.69173;-33.4530783333333
LIDER HIPER SAN PABLO ;-70.7227898618076;-33.4448987331016
LIDER HIPER LA REINA.;-70.5471596002507;-33.4625346040014
LIDER HIPER VESPUCIO. ;-70.57430507;-33.46258442
LIDER HIPER SANTA AMALIA. ;-70.5649584514583;-33.5435387769553
LIDER SAN JOAQUIN;-70.6205823884334;-33.4831148286493
LIDER HIPER SAN BERNARDO. ;-70.6963917185752;-33.5981376684502
LIDER HIPER 3 PONIENTE  ;-70.777865038053;-33.5207567895844
LIDER HIPER NOS ;-70.7132534136322;-33.6295800949417
LIDER EXPRESS BUIN-SAN MARTIN;-70.735576486;-33.734499365
LIDER EXPRESS MAIPU-ISABEL RIQUELME;-70.7388550829891;-33.485306511221
LIDER EXPRESS PORTUGAL;-70.6346717431647;-33.4500732628827
LIDER EXPRESS LAGUNA DEL SOL;-70.6546238759851;-33.4680186104286
LIDER EXPRESS SALVADOR-ÃUÃOA;-70.6215545684589;-33.4497634121856
ACUENTA CERRILLOS;-70.7224930083152;-33.4941409589072
ACUENTA CARMEN MAIPU;-70.7620630093553;-33.5210544505879
ACUENTA CUIDAD SATELITE;-70.79446925;-33.55369251
ACUENTA  PEÃAFLOR  ;-70.86666102926881;-33.60923922228975
ACUENTA EL MONTE;-70.9824197080847;-33.6813888357299
ACUENTA TRAVESIA  ;-70.7383005350336;-33.4582852089311
ACUENTA QUINTA NORMAL;-70.7046108333333;-33.4283406666667
ACUENTA CARRASCAL;-70.7117466666667;-33.415845
ACUENTA RENCA PETERSEN;-70.74639418;-33.40919017
ACUENTA QUILICURA AV MATTA;-70.71489527921082;-33.36719203612535
ACUENTA RENCA JAIME GUZMAN;-70.70236322;-33.40226617
ACUENTA CONCHALI SANTA INES;-70.6773008333334;-33.3969508333333
ACUENTA CONCHALI  ;-70.66473591238972;-33.379718111700704
ACUENTA VIVACETA ;-70.6622793342328;-33.4228078756101
ACUENTA RECOLETA NORTE;-70.6388490700764;-33.3788795688539
ACUENTA LAMPA;-70.8790592698801;-33.2832073418454
ACUENTA EYZAGUIRRE ORIENTE;-70.5397118918455;-33.6092567268672
ACUENTA DOMINGO TOCORNAL;-70.5822406168285;-33.603626844196
ACUENTA CERRO NAVIA;-70.7423110238356;-33.4154158055936
ACUENTA LOS MORROS;-70.6822966640878;-33.6171047498733
ACUENTA GABRIELA;-70.6059885;-33.58230976
ACUENTA EL BOSQUE;-70.67377318642306;-33.5711071810507
ACUENTA ORIENTALES;-70.55338847;-33.46965175
ACUENTA LA FLORIDA SOTERO DEL RIO;-70.60460434243714;-33.539023341775305
ACUENTA LO OVALLE;-70.67790256742315;-33.508441724194
ACUENTA LA GRANJA;-70.626652037037;-33.5567838888889
ACUENTA BUIN;-70.7399912266777;-33.7320234573693
ACUENTA SAN BERNARDO EUCALIPTUS;-70.70280734095891;-33.608921172408756
ACUENTA PAINE;-70.7371097441192;-33.8080739085468
ACUENTA RINCONADA;-70.78975468122334;-33.5054677263014
ACUENTA ISLA DE MAIPO;-70.9027821959589;-33.7498156830761
EKONO RECOLETA EINSTEIN;-70.6432800734353;-33.4057145086571
EKONO VIC MACK TRINIDAD;-70.5880525296785;-33.5469704357368
EKONO ELIODORO YANEZ;-70.61679506830598;-33.433201925186005
EKONO INDEPENDENCIA;-70.6553948790727;-33.4236550783208
EKONO BELLAVISTA;-70.6432746161456;-33.4331281310355
EKONO 1 TRANSVERSAL;-70.7990280572964;-33.56524566557
EKONO IRARRAZAVAL;-70.6229075760195;-33.4531840201005
EKONO GRAN AVENIDA;-70.6601892300442;-33.5229296960687
LIDER HIPER LO MARCOLETA;-70.7451918570984;-33.3602705550185
