stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
PI-69,85,El Quillay /Maqui,Paradero Informal 69,-18.48903732,-70.28179884,,,0,,,0
PI-61,80,Benjamín Vicuña Mackenna / José Victorino Lastarria,Paradero Informal 61,-18.47888652,-70.30961163,,,0,,,0
PI-169,160,Ginebra / Eifel,Paradero Informal 169,-18.44451964,-70.2964964,,,0,,,0
PI-168,115,Ginebra / Eiffel,Paradero Informal 168,-18.44485567,-70.29630519,,,0,,,0
PI-167,169,Ginebra / Nueva Caledonia,Paradero Informal 167,-18.44557584,-70.296459,,,0,,,0
PI-165,114,La Proveedora / Exequiel Fuentes,Paradero Informal 165,-18.44411249,-70.29233515,,,0,,,0
PI-164,8,Santiago Arata Gandolfo / Rotonda Capitán Ávalos,Paradero Informal 164,-18.42764769,-70.295254,,,0,,,0
PI-163,96,Diaguitas / Cancha Rayada,Paradero Informal 163,-18.42850331,-70.29438384,,,0,,,0
PI-162,9,Diaguitas / Cancha Rayada,Paradero Informal 162,-18.42861783,-70.29413955,,,0,,,0
PI-161,184,Cancha rayada / Tomé,Paradero Informal 161,-18.43654242,-70.29091385,,,0,,,0
PI-75,87,Joaquin Toesca / Las Torres,Paradero Informal 75,-18.48363448,-70.27983843,,,0,,,0
PI-160,93,Amador Nehgme / Cancha Rayada,Paradero Informal 160,-18.43827926,-70.28996807,,,0,,,0
PI-76,154,Capitan Avalos / Jacaranda (frente Mercado Cabo Aroca),Paradero Informal 76,-18.48235914,-70.28382042,,,0,,,0
PI-73,66,Capitán Ávalos / Las Brisas,Paradero Informal 73,-18.48586621,-70.28482716,,,0,,,0
PI-74,38,Barros Luco / Las Torres,Paradero Informal 74,-18.48395174,-70.28199261,,,0,,,0
PI-79,130,Capitan Avalos / Rene Schneider,Paradero Informal 79,-18.48033099,-70.28346842,,,0,,,0
PI-77,52,Joaquin Toesca / Los Cedros,Paradero Informal 77,-18.48190285,-70.27915007,,,0,,,0
PI-78,61,Rene Schneider / Barros Luco,Paradero Informal 78,-18.48036727,-70.28130555,,,0,,,0
PFA-106,334,Comadante San Martin (Balneario La Lisera),Paradero Formal Antiguo 106,-18.4940071,-70.32537757,,,0,,,0
PFA-105,337,Comandante San Martin 764,Paradero Formal Antiguo 105,-18.48763159,-70.3261549,,,0,,,0
PFA-108,346,General josé / Dr Juan Noé (Parque Ibañez),Paradero Formal Antiguo 108,-18.47525853,-70.31582454,,,0,,,0
PFA-107,335,Comadante San Martin (Balneario Playa Brava),Paradero Formal Antiguo 107,-18.49520724,-70.3247509,,,0,,,0
PI-72,70,Capitán  Avalos / Las Brisas,Paradero Informal 72,-18.48648133,-70.28470916,,,0,,,0
PI-71,34,Barros Luco / Maqui,Paradero Informal 71,-18.4864366,-70.28403073,,,0,,,0
PI-70,206,Capitán Ávalos / Los Cisnes,Paradero Informal 70,-18.4874238,-70.28515459,,,0,,,0
PFA-104,315,Comandante San Martin / Nelson Mandela,Paradero Formal Antiguo 104,-18.48119582,-70.32679657,,,0,,,0
PFA-109,347,General José / Chacabuco,Paradero Forma Antiguo 109,-18.47570664,-70.31658319,,,0,,,0
PI-159,62,Dr. Amador Nehgme / Cancha Rayada,Paradero Informal 159,-18.43839311,-70.2901191,,,0,,,0
PR-1,189,Tambo Quemado / Río Cisnes,Punto Referencia 1,-18.50222133,-70.28236432,,,0,,,0
PR-146,479,Bernardino Guerra / Colina,Punto Referencia 146,-18.49412756,-70.29972963,,,0,,,0
PR-147,480,Alejandro Azolas / Francisco Bilbao,Punto Referencia 147,-18.466897,-70.29310443,,,0,,,0
PR-144,477,Bernardino Guerra / La Florida,Punto Referencia 144,-18.49805727,-70.29855939,,,0,,,0
PR-11,249,Senador Luis Valente Rossi  / Los Canarios,Punto Referencia 11,-18.48579066,-70.30760765,,,0,,,0
PR-145,478,Bernardino Guerra / Mataveri,Punto Referencia 145,-18.49643055,-70.29906582,,,0,,,0
PR-10,29,Rafael Sotomayor / Longotoma,Punto Referencia 10,-18.4863706,-70.31401809,,,0,,,0
PR-142,475,Chiguayante / San Ignacio de Loyola,Punto Referencia 142,-18.494012,-70.30375087,,,0,,,0
PR-7,210,Rafael Sotomayor / Bucalemu,Punto Referencia 7,-18.49177865,-70.31140026,,,0,,,0
PR-143,476,Senador Luis Valente Rossi / Inca de oro,Punto Referencia 143,-18.4932411,-70.29330049,,,0,,,0
PR-8,336,Comadante San Martin (Balneario La Lisera),Punto Referencia 8,-18.49425644,-70.32511147,,,0,,,0
PR-140,473,Carlos Marcos / Juan Guillen canepa,Punto Referencia 140,-18.49510887,-70.30563999,,,0,,,0
PR-15,445,Raúl del Canto / Barros Arana,Punto Referencia 15,-18.4730816,-70.30207309,,,0,,,0
PR-5,193,San Ignacio de Loyola / Pablo Picasso,Punto Referencia 5,-18.49220347,-70.30168266,,,0,,,0
PR-141,474,Chiguayante / Coihueco,Punto Referencia 141,-18.49305021,-70.30538872,,,0,,,0
PR-6,28,San Ignacio de Loyola / Calle 1,Punto Referencia 6,-18.49949614,-70.30776871,,,0,,,0
PR-14,332,Comandante San Martín / Carlos Condell,Punto Referencia 14,-18.47849503,-70.32326059,,,0,,,0
PR-3,4,Bernardino Guerra / Mataveri,Punto Referencia 3,-18.49655063,-70.29920698,,,0,,,0
PR-13,358,18 de Septiembre / Manuel Blanco Encalada,Punto Referencia 13,-18.48065484,-70.31544243,,,0,,,0
PR-12,1,Ruta 5 Norte / Paradero Etrapas,Punto Referencia 12,-18.40542803,-70.29810155,,,0,,,0
PR-4,355,Miguel Squella / Evaristo Flores,Punto Referencia 4,-18.49791562,-70.30407329,,,0,,,0
PI-47,148,Alejandro Azola / Dr Juan Noe,Paradero Informal 47,-18.48235033,-70.30743803,,,0,,,0
PR-18,205,José Victorino Lastarria / Sargento Aldea,Punto Referencia 18,-18.48465679,-70.30274416,,,0,,,0
PR-19,190,Anibal Pinto / Alejandro Azolas,Punto Referencia 19,-18.48067173,-70.30538606,,,0,,,0
PI-46,47,José Victorino Lastarria / Pedro Aguirre Cerda,Paradero Informal 46,-18.48224453,-70.30543483,,,0,,,0
PI-45,40,Conrado Rios / Juan Antonio Rios,Paradero Informal 45,-18.48308137,-70.2971635,,,0,,,0
PR-16,26,Senador Luis Valente Rossi  / Los Canarios,Punto Referencia 16,-18.48577022,-70.30787057,,,0,,,0
PI-44,41,Juan Antonio Rios / Tucapel,Paradero Informal 44,-18.48372822,-70.29681281,,,0,,,0
PR-17,202,18 de Septiembre / Colombia,Punto Referencia 17,-18.48473967,-70.30475795,,,0,,,0
PI-43,183,Tucapel / Camilo Henriquez,Paradero Informal 43,-18.48358327,-70.29654304,,,0,,,0
PI-42,81,Panamericana Norte / Los Hualles,Paradero Informal 42,-18.49078641,-70.2879555,,,0,,,0
PI-41,67,Alcalde Edmundo Flores / 18 de Septiembre,Paradero Informal 41,-18.48813039,-70.29378347,,,0,,,0
PI-40,68,Alcalde Edmundo Flores / Tongoy,Paradero Informal 40,-18.48830137,-70.29404284,,,0,,,0
PI-49,22,Benjamin Vicuña Mackenna / Maipú,Paradero Informal 49,-18.48206589,-70.31255995,,,0,,,0
PI-48,55,General Pedro Lagos / Maipú,Paradero Informal 48,-18.47915633,-70.31498371,,,0,,,0
PR-139,472,Tito Canepa / Carlos Villaroel,Punto Referencia 139,-18.49655009,-70.30530105,,,0,,,0
PR-135,468,Bernardo O'Higgins / Arturo Gallo,Punto Referencia 135,-18.48039223,-70.31230773,,,0,,,0
PR-136,469,Linderos / La Africana,Punto Referencia 136,-18.45949408,-70.28363987,,,0,,,0
PR-137,470,Alejandro Azolas / El Cobre,Punto Referencia 137,-18.45817959,-70.28583198,,,0,,,0
PR-138,471,Francisco Bilbao / Sewel,Punto Referencia 138,-18.46863302,-70.29052781,,,0,,,0
PR-131,464,Chapiquiña / Belen,Punto Referencia 131,-18.47682217,-70.29620954,,,0,,,0
PR-20,25,Capitán Ávalos / 19 de Septiembre,Punto Referencia 20,-18.4902543,-70.28778484,,,0,,,0
PR-132,465,Chapiquiña / Diego Portales,Punto Referencia 132,-18.4786525,-70.29803488,,,0,,,0
PR-133,466,Germán Riesco / Rojas Salfate,Punto Referencia 133,-18.4830863,-70.29984691,,,0,,,0
PR-22,39,Pedro Aguirre Cerda / German Riesco,Punto Referencia 22,-18.48044852,-70.30307206,,,0,,,0
PR-134,467,Anibal Pinto / Valdivia,Punto Referencia 134,-18.47901112,-70.30723232,,,0,,,0
PR-21,221,Caupolican / Lyncoyan,Punto Referencia 21,-18.48142817,-70.30272402,,,0,,,0
PR-24,225,Romulo Peña / Sgto. Aldea,Punto Referencia 24,-18.4821377,-70.30018601,,,0,,,0
PR-23,223,German Riesco / Diego de Almagro,Punto Referencia 23,-18.48372768,-70.29940387,,,0,,,0
PR-26,224,Romulo Peña / Alejandro Azolas,Punto Referencia 26,-18.47861438,-70.3037479,,,0,,,0
PR-130,463,Manuel Bulnes / Los Cipreses,Punto Referencia 130,-18.47159617,-70.28542565,,,0,,,0
PR-25,222,Diego Portales / Atacama,Punto Referencia 25,-18.48424156,-70.29270805,,,0,,,0
PR-27,6,Alejandro Azolas / Romulo Peña,Punto Referencia 27,-18.47823534,-70.30373454,,,0,,,0
PR-28,195,Romulo Peña / Santa Maria,Punto Referencia 28,-18.4748061,-70.3078115,,,0,,,0
PI-55,109,Chacabuco / Parque brasil,Paradero Informal 55,-18.47454113,-70.31647733,,,0,,,0
PI-57,44,Benjamin Vicuña Mackena / Dr Juan Noe,Paradero Informal 57,-18.47954183,-70.3105022,,,0,,,0
PI-52,56,Bernardo O'higgins / Gral. Pedro Lagos Marchant,Paradero Informal 52,-18.47871876,-70.31450647,,,0,,,0
PI-51,162,Vicuña Mackenna / Chacabuco,Paradero Informal 51,-18.4807558,-70.31135459,,,0,,,0
PI-180,18,Linderos / Raimundo Salinas,Paradero Informal 180,-18.44126629,-70.28626143,,,0,,,0
PI-181,150,Linderos / Alejandro Fierro,Paradero Informal 181,-18.44393384,-70.28575624,,,0,,,0
PI-54,57,Comandante San Martín (Salida Puerto TPA),Paradero Informal 54,-18.47492611,-70.31899912,,,0,,,0
PI-182,153,Linderos / Raimundo Salinas,Paradero Informal 182,-18.44179419,-70.28580343,,,0,,,0
PI-53,73,Colon / Bernardo O'higgins,Paradero Informal 53,-18.47663522,-70.31665709,,,0,,,0
PI-185,144,Panamericana Norte / Eilat,Paradero Informal 185,-18.45273536,-70.29518231,,,0,,,0
PI-186,174,Capitán Ávalos / Cementerio Parque de La Paz),Paradero Informal 186,-18.46864847,-70.2815713,,,0,,,0
PI-59,132,Esmeralda / Benajmin Vicuña Mackenna,Paradero Informal 59,-18.47908262,-70.31022878,,,0,,,0
PR-168,501,Eifel / Ginebra,Punto Referencia 168,-18.4449142,-70.29658558,,,0,,,0
PR-162,495,Robinson Rojas / Los Misioneros,Punto Referencia 162,-18.43539171,-70.2901201,,,0,,,0
PR-163,496,Doctor Amador Neghme / EL Roble,Punto Referencia 163,-18.43784471,-70.29315954,,,0,,,0
PR-160,493,Paris /Mosa,Punto Referencia 160,-18.44823713,-70.29843627,,,0,,,0
PR-166,499,Paris / Mosa,Punto Referencia 166,-18.44829011,-70.2983021,,,0,,,0
PR-167,500,Paris / La Bastilla,Punto Referencia 167,-18.44582689,-70.29829116,,,0,,,0
PR-164,497,El Roble /  La Concepción,Punto Referencia 164,-18.44006171,-70.29371826,,,0,,,0
PR-165,498,Paris / Toltén,Punto Referencia 165,-18.45111111,-70.29837863,,,0,,,0
PI-21,209,San Ignacio de Loyola / Pablo Picasso,Paradero Informal 21,-18.49185529,-70.30169528,,,0,,,0
PI-20,108,San Ignacio Loyola / Nora Iglesias,Paradero Informal 20,-18.49479052,-70.30404593,,,0,,,0
PR-170,503,El Roble / Llancolén,Punto Referencia 170,-18.44413373,-70.29419119,,,0,,,0
PI-25,322,Comandante San Martín (frente Playa Laucho),Paradero Informal 25,-18.48959693,-70.32676227,,,0,,,0
PI-24,323,Rafael Sotomayor / Reñaca,Paradero Informal 24,-18.48961605,-70.31241566,,,0,,,0
PF-11,265,Cancha Rayada / Soldado Juan Donoso,Paradero Formal 11,-18.44161829,-70.28975743,,,0,,,0
PI-23,354,Rafael Sotomayor / Consultorio Miramar),Paradero Informal 23,-18.49487191,-70.31235034,,,0,,,0
PF-10,262,Cancha Rayada / Fuerte Bulnes,Paradero Formal 10,-18.44123756,-70.28966611,,,0,,,0
PI-22,338,Rafael Sotomayor / Consultorio Miramar,Paradero Informal 22,-18.49500454,-70.31210649,,,0,,,0
PF-13,258,Mentón / Ginebra,Paradero Formal 13,-18.4422888,-70.29620341,,,0,,,0
PI-29,350,18 de Septiembre / Bolognesi,Paradero Informal 29,-18.47696968,-70.31902963,,,0,,,0
PI-28,333,Pedro Montt / Thompson,Paradero Informal 28,-18.47650217,-70.32039487,,,0,,,0
PI-27,165,Comandante San Martín / 21 de Mayo (TPA),Paradero Informal 27,-18.47631292,-70.32125243,,,0,,,0
PF-15,236,Cancha Rayada / Chorrillos,Paradero Formal 15,-18.44914719,-70.29482927,,,0,,,0
PF-14,235,Santiago Arata / Andalién,Paradero Formal 14,-18.44807052,-70.29520116,,,0,,,0
PI-26,339,Comandante San Martín (Restaurant Maracuya),Paradero Informal 26,-18.48495073,-70.32618287,,,0,,,0
PF-17,267,Panamericana Norte altura 3308-3398,Paradero Formal 17,-18.45179108,-70.29490451,,,0,,,0
PF-16,237,Panamericana Norte / Antártica,Paradero Formal 16,-18.44975127,-70.29519024,,,0,,,0
PF-19,239,Paris / Marsella,Paradero Formal 19,-18.45040969,-70.29844046,,,0,,,0
PF-18,238,Ginebra / Monza,Paradero Formal 18,-18.44803093,-70.29616611,,,0,,,0
PR-157,490,El Roble / Dr. Amador Neghme,Punto Referencia 157,-18.43802657,-70.29329632,,,0,,,0
PR-158,491,Robinson Rojas / Tomé,Punto Referencia 158,-18.43609117,-70.2897146,,,0,,,0
PR-159,492,Paris / Nva. Celedonia,Punto Referencia 159,-18.44607209,-70.29843627,,,0,,,0
PR-153,486,Lagunillas / Cancha Rayada,Punto Referencia 153,-18.44774825,-70.29010306,,,0,,,0
PR-154,487,Lagunillas / Antonio de las Heras,Punto Referencia 154,-18.4458192,-70.29167334,,,0,,,0
PR-155,488,El Roble / Emilio Gutierrez,Punto Referencia 155,-18.44193864,-70.29389477,,,0,,,0
PR-156,489,El Roble / Andalién,Punto Referencia 156,-18.44663068,-70.29416933,,,0,,,0
PI-30,106,18 de Septiembre / Patricio Lynch,Paradero Informal 30,-18.4794581,-70.31694583,,,0,,,0
PI-32,164,18 de Septiembre / U. Santo Tomás,Paradero Informal 32,-18.48358055,-70.31021227,,,0,,,0
PI-31,20,18 de Septiembre / Arturo Gallo,Paradero Informal 31,-18.48169849,-70.31410723,,,0,,,0
PI-34,204,18 de Septiembre / Andrés Bello,Paradero Informal 34,-18.48563359,-70.30141654,,,0,,,0
PF-22,240,Cancha Rayada / Francisco Alvarez Romero,Paradero Formal 22,-18.44959807,-70.29212481,,,0,,,0
PI-33,203,18 de Septiembre / Los Canarios,Paradero Informal 33,-18.48423278,-70.30751073,,,0,,,0
PF-21,256,España / Eilat,Paradero Formal 21,-18.45245705,-70.29968181,,,0,,,0
PF-20,255,Eilat / Paris,Paradero Formal 20,-18.4519152,-70.29922852,,,0,,,0
PI-35,46,Conrado Rios / 18 de Septiembre,Paradero Informal 35,-18.48589404,-70.2994348,,,0,,,0
PI-38,139,18 de Septiembre / Liceo Politécnico,Paradero Informal 38,-18.48751553,-70.29502327,,,0,,,0
PF-26,260,Alejandro Azolas / Renato Roca,Paradero Formal 26,-18.46418357,-70.29111653,,,0,,,0
PF-25,259,Linderos / Tupungato,Paradero Formal 25,-18.45306436,-70.2847364,,,0,,,0
PF-24,241,Linderos / Moises Zuñiga,Paradero Formal 24,-18.44607442,-70.28500422,,,0,,,0
PI-39,23,18 de Septiembre / Universidad Tarapacá,Paradero Informal 39,-18.48757462,-70.29429423,,,0,,,0
PF-23,269,Cancha Rayada / Los Artesanos,Paradero Formal 23,-18.44972705,-70.29200992,,,0,,,0
PF-29,362,Panamericana Norte / Renato Rocca,Paradero Formal 29,-18.46027697,-70.29550569,,,0,,,0
PF-28,252,Panamericana Norte / Gral. Oscar Bonilla,Paradero Formal 28,-18.4598282,-70.29556323,,,0,,,0
PF-27,261,Renato Roca / Alejandro Azolas,Paradero Formal 27,-18.46435272,-70.2915521,,,0,,,0
PR-189,523,Senador Luis Valente Rossi / Alcalde Edmundo FLores,Punto Referencia 189,-18.49296671,-70.29731721,,,0,,,0
PR-188,510,Loa / Juan Martinez de Rosas,Punto Referencia 188,-18.47771419,-70.28538201,,,0,,,0
PR-187,535,Alcalde Edmundo Flores / Manantiales,Punto Referencia 187,-18.49543311,-70.2981562,,,0,,,0
PR-186,520,Alcalde Edmundo Flores / Los Barriles,Punto Referencia 186,-18.49808089,-70.29674271,,,0,,,0
PR-185,519,Alcalde Edmundo Flores / Mataveri,Punto Referencia 185,-18.4960044,-70.29810309,,,0,,,0
PR-184,518,Alcalde Edmundo Flores / Pablo Picasso,Punto Referencia 184,-18.49388162,-70.29770744,,,0,,,0
PR-183,517,Panamericana Norte / David Girban,Punto Referencia 183,-18.45718884,-70.29481867,,,0,,,0
PR-182,516,El Roble / Ñiquén,Punto Referencia 182,-18.44432035,-70.29432547,,,0,,,0
PF-38,294,Santa Maria / Super Agro,Paradero Formal 38,-18.47047739,-70.30462014,,,0,,,0
PF-39,308,Diego Portales / Terminal Rodoviario,Paradero Formal 39,-18.47271458,-70.30449483,,,0,,,0
PF-34,253,España / Consistorial,Paradero Formal 34,-18.45950075,-70.3007727,,,0,,,0
PF-35,254,España / Consistorial,Paradero Formal 35,-18.45902309,-70.3007902,,,0,,,0
PF-36,248,Panamericana Norte / Liceo Domingo Santa Maria,Paradero Formal 36,-18.4689612,-70.30334201,,,0,,,0
PF-37,296,Santa Maria / Pasaje Doce,Paradero Formal 37,-18.47041866,-70.30435797,,,0,,,0
PR-191,525,Simón Bolívar / Senador Luis Valente Rossi,Punto Referencia 191,-18.48964626,-70.30308391,,,0,,,0
PF-30,244,Santa Maria / Javiera Carrera,Paradero Formal 30,-18.46527224,-70.2999243,,,0,,,0
PR-192,526,Juan Manuel Borgoño / 18 de Septiembre,Punto Referencia 192,-18.48540514,-70.30246845,,,0,,,0
PF-31,245,Santa Maria / Colo Colo,Paradero Formal 31,-18.4653809,-70.30022722,,,0,,,0
PF-32,250,Luis Beretta Porcel / Brasil,Paradero Formal 32,-18.46584691,-70.30482791,,,0,,,0
PR-190,524,Simon Bolívar /  Lord Cochrane,Punto Referencia 190,-18.48801171,-70.30237391,,,0,,,0
PR-176,509,Pacífico Norte / Ginebra,Punto Referencia 176,-18.44147186,-70.29596388,,,0,,,0
PR-175,508,Las Acacias /  Esteban Rios,Punto Referencia 175,-18.47522206,-70.28436852,,,0,,,0
PR-178,511,Ramón Barros Luco / Raulí,Punto Referencia 178,-18.48113339,-70.28162189,,,0,,,0
PR-177,512,Ginebra / Mentón,Punto Referencia 177,-18.44217355,-70.29632282,,,0,,,0
PR-172,505,Lagunillas / La Concepción,Punto Referencia 172,-18.44704814,-70.29083469,,,0,,,0
PR-171,504,La Proveedora / Yerbas Buenas,Punto Referencia 171,-18.44482345,-70.29246921,,,0,,,0
PR-174,507,Aníbal Pinto / Osorno,Punto Referencia 174,-18.48016335,-70.30619891,,,0,,,0
PR-173,506,Loa / Macul,Punto Referencia 173,-18.47099983,-70.29356015,,,0,,,0
PR-179,541,Argentina / La Exótica,Punto Referencia 179,-18.45413756,-70.28751894,,,0,,,0
PI-19,63,San Ignacio de Loyola / Tito Canepa,Paradero Informal 19,-18.49665268,-70.30496817,,,0,,,0
PF-49,302,Chapiquiña / Loa,Paradero Formal 49,-18.47214243,-70.29232424,,,0,,,0
PI-15,137,Alfonso Nespolo Arata / Mataveri,Paradero Informal 15,-18.49637683,-70.30020946,,,0,,,0
PF-47,274,Tucapel / Loa,Paradero Formal 47,-18.47408392,-70.28985706,,,0,,,0
PI-16,128,Bernardino Guerra / Pablo Picasso,Paradero Informal 16,-18.49279235,-70.2998351,,,0,,,0
PF-48,276,Chapiquiña / Loa,Paradero Formal 48,-18.47174554,-70.29219984,,,0,,,0
PI-17,116,Miguel Squella / Jim Hosey,Paradero Informal 17,-18.49639208,-70.30340374,,,0,,,0
PF-45,301,Tucapel / Avaro Oliva,Paradero Formal 45,-18.48108462,-70.29562745,,,0,,,0
PI-18,208,Miguel Squella / Luis Gallardo,Paradero Informal 18,-18.49822677,-70.3045389,,,0,,,0
PF-46,299,Tucapel / Loa,Paradero Formal 46,-18.47450397,-70.28986592,,,0,,,0
PI-11,11,Alfonso Nespolo / Oscar Belmar,Paradero Informal 11,-18.49996325,-70.29748076,,,0,,,0
PF-43,311,Diego Portales / Pedro Aguirre Cerda,Paradero Formal 43,-18.47679994,-70.29998002,,,0,,,0
PI-12,136,Pablo Picasso / El Creco,Paradero Informal 12,-18.49324392,-70.29864469,,,0,,,0
PF-44,273,Tucapel / Rotonda Diego Portales,Paradero Formal 44,-18.48088829,-70.29576253,,,0,,,0
PI-13,138,Pablo Picasso / El Greco,Paradero Informal 13,-18.49322066,-70.29890864,,,0,,,0
PF-41,272,Diego Portales / Nicolys Hidalgo,Paradero Formal 41,-18.47333378,-70.30382193,,,0,,,0
PR-181,515,Robinson Rojas / Moises Zuñiga,Punto Referencia 181,-18.43770822,-70.28924353,,,0,,,0
PI-14,173,Alfonso Nespolo Arata / Iquique,Paradero Informal 14,-18.49548471,-70.30036964,,,0,,,0
PF-42,309,Diego Portales / Argentina,Paradero Formal 42,-18.47310265,-70.3036422,,,0,,,0
PF-40,271,Diego Portales / Terminal Rodoviario,Paradero Formal 40,-18.47249871,-70.30432314,,,0,,,0
PI-10,217,Oscar Belmar / Chaitén,Paradero Informal 10,-18.4991042,-70.29649064,,,0,,,0
PF-56,290,Alcalde Edmundo Flores / La Portada,Paradero Formal 56,-18.49004641,-70.29510898,,,0,,,0
PF-57,289,Alcalde Edmundo Flores / La Portada,Paradero Formal 57,-18.48981163,-70.29505341,,,0,,,0
PF-58,283,Edmundo Flores / Luis Valente Rossi,Paradero Formal 58,-18.49324552,-70.29705633,,,0,,,0
PF-59,284,Edmundo Flores /Los Barriles,Paradero Formal 59,-18.49817137,-70.29633199,,,0,,,0
PF-52,277,Tambo Quemado / Rio Mataquito,Paradero Formal 48,-18.49818752,-70.28462271,,,0,,,0
PF-53,306,Tambo Quemado / Rio Maipo,Paradero Formal 53,-18.49927361,-70.28373048,,,0,,,0
PF-54,282,Senador Luis Valente Rossi / Pedernales,Paradero Formal 54,-18.49267597,-70.2908563,,,0,,,0
PF-55,303,Flamenco / Pedernales,Paradero Formal 55,-18.49247357,-70.29104279,,,0,,,0
PR-194,528,Maipú / Benjamin Vicuña Mackena,Punto Referencia 194,-18.48186112,-70.31227622,,,0,,,0
PR-193,527,18 de Septiembre / Colombia (Iglesia Sagrado Corazón),Punto Referencia 193,-18.48460379,-70.30451474,,,0,,,0
PR-196,531,Carlos Marcos / Juanita Howard,Punto Referencia 196,-18.4953542,-70.30589951,,,0,,,0
PR-195,529,Chiguayante / Carlos Marcos,Punto Referencia 195,-18.49338562,-70.30451203,,,0,,,0
PR-198,533,18 de Septiembre / Santiago Chávez,Punto Referencia 198,-18.48886705,-70.29151595,,,0,,,0
PR-197,532,Tito Canepa / San Ignacio de Loyola,Punto Referencia 197,-18.49668543,-70.30523829,,,0,,,0
PR-199,542,Sergio Flores Temecier / San Ignacio de Loyola,Punto Referencia 199,-18.50178749,-70.31118276,,,0,,,0
PF-69,291,18 de Septiembre / Augusto D'Halmar,Paradero Formal 69,-18.48407384,-70.30748449,,,0,,,0
PF-68,312,18 de Septiembre / Almirante Latorre,Paradero Formal 68,-18.48299334,-70.31192211,,,0,,,0
PF-61,285,San Ignacio Loyola / Luis Gallardo,Paradero Formal 61,-18.49733156,-70.30521552,,,0,,,0
PF-60,292,San Ignacio Loyola / Nora Iglesias,Paradero Formal 60,-18.49549716,-70.30412284,,,0,,,0
PF-65,345,Rafael Sotomayor / Reñaca,Paradero Formal 65,-18.4896342,-70.31212249,,,0,,,0
PF-66,325,Arturo Gallo / 21 Mayo,Paradero Formal 66,-18.48233995,-70.31442076,,,0,,,0
PF-63,343,Rafael Sotomayor / Lionel Valcarce,Paradero Formal 63,-18.49893424,-70.3102197,,,0,,,0
PF-64,344,Rafael  Sotomayor / Lionel Valcarce,Paradero Formal 64,-18.49902356,-70.31046263,,,0,,,0
