stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,wheelchair_boarding
32529,,Colon - Hualpen,,-36.7323317791119,-73.1084537115748,,,0,,
32530,,Colon - Lircay Sur,,-36.7351756803416,-73.1052779761012,,,0,,
32531,,Colon - Bernardita,,-36.7371553860256,-73.1027942507171,,,0,,
32532,,Colon - Zenteno,,-36.7393693285829,-73.1002273766899,,,0,,
32533,,Colon - Ercilla,,-36.7419034625336,-73.0984544366947,,,0,,
32534,,Colon - Desiderio Garcia,,-36.7442935097323,-73.0971616119496,,,0,,
32535,,Colon 3646,,-36.7477881757417,-73.0945598692051,,,0,,
32536,,Colon - Simon Bolivar,,-36.7507067237014,-73.0932482688331,,,0,,
32537,,Colon - Juan Guillermo Sosa / Poniente,,-36.7538287488388,-73.0923419410101,,,0,,
32538,,Colon - Los Condores,,-36.7567089542633,-73.0913975444491,,,0,,
32539,,Colon - Petunias / Poniente,,-36.7589717570977,-73.0901127666584,,,0,,
32540,,Colon - La Camelia / Poniente,,-36.7608772213458,-73.0890320957405,,,0,,
32541,,Colon - Diecisiete Nte / Poniente,,-36.7694468262348,-73.0860706772637,,,0,,
32542,,Colon - Los Pinos / Poniente,,-36.7719348477336,-73.0858990160505,,,0,,
32543,,Colon - Talcahuano / Poniente,,-36.7739995434762,-73.086124321444,,,0,,
32544,,Colon - Seis Nte,,-36.7757612586238,-73.0863201227839,,,0,,
32545,,Colon - Concepcion / Poniente,,-36.7784295354404,-73.0866527166813,,,0,,
32546,,Colon - Banco Estado,,-36.780322194005,-73.0868726578819,,,0,,
32547,,Colon - Aga / Poniente,,-36.7813726960124,-73.0869692174883,,,0,,
32548,,Cristobal Colon - Club Hipico,,-36.7844145592593,-73.0870067684555,,,0,,
32549,,Crsitobal Colon - Campanario,,-36.7875916306596,-73.0870040862465,,,0,,
32550,,Cristobal Colon - Curanilahue / Poniente,,-36.7897761936992,-73.0869638529475,,,0,,
32551,,Curanihue - Chaiten,,-36.7899974389831,-73.0877497403526,,,0,,
32552,,Curanilahue - Pto Octay,,-36.7902788276931,-73.0913304895512,,,0,,
32553,,Curanilahue - Corral / Norte,,-36.7909339650797,-73.0931758493534,,,0,,
32554,,La Reconquista - Ancahual,,-36.7924111955419,-73.094514530967,,,0,,
32555,,La Reconquista - Toscania / Norte,,-36.7934728387815,-73.0959143847576,,,0,,
32556,,La Reconquista - Pista,,-36.7946906956864,-73.0976819604984,,,0,,
32569,,Quinchamali / Poniente,,-36.8003930989217,-73.0991679039653,,,0,,
32571,,Av Rulcahue - Calle Dos,,-36.801625014955,-73.0983297342755,,,0,,
32576,,Calle Uno - Av Rulcahue,,-36.8024260976966,-73.0974151010014,,,0,,
32577,,Calle Uno - Pje Doce,,-36.8036403795083,-73.0983873811419,,,0,,
32578,,Oceano Pacifico - Guarilihue,,-36.80434694547,-73.1008281913455,,,0,,
32579,,Oceano Pacifico - Mar Mediterraneo,,-36.8035501791291,-73.1022765843773,,,0,,
32580,,Oceano Pacifico - Mar Rojo,,-36.8019909843539,-73.104693254536,,,0,,
32581,,Gran Bretaña - Av La Reconquista / Oriente,,-36.8007775384083,-73.105806371359,,,0,,
32582,,Gran Bretaña - Atenas / Oriente,,-36.7998733494316,-73.1060853210147,,,0,,
32583,,Gran Bretaña - Frankfort,,-36.798032720078,-73.1066324916537,,,0,,
32584,,Av. Dos - Calle Uno,,-36.7977255867338,-73.1092637386973,,,0,,
32585,,Av. Dos - Pje Doce / Norte,,-36.7975172505933,-73.1118413412332,,,0,,
32586,,Calle 9 / Oriente,,-36.7959595133645,-73.114293139588,,,0,,
32587,,Calle Seis - Calle 9,,-36.7940506254346,-73.1147247159242,,,0,,
32588,,Calle Seis,,-36.7932344207112,-73.1141051262966,,,0,,
32589,,Postdam - Calle Tres / Norte,,-36.792190525155,-73.1140675747156,,,0,,
32590,,Monaco - Sarajevo / Oriente,,-36.7912196465625,-73.1138664096943,,,0,,
32591,,Monaco - Polesia / Oriente,,-36.7898894710203,-73.1126784491062,,,0,,
32592,,Gibraltar - Seis Nte,,-36.7885260384402,-73.1115945780039,,,0,,
32593,,Gibraltar - Cuatro Nte,,-36.787411192585,-73.1119298541307,,,0,,
32594,,Gibraltar - Sidney,,-36.7858087062297,-73.1124019235722,,,0,,
32595,,Gibraltar - Budapest,,-36.7845756715305,-73.1127559745073,,,0,,
32596,,Gibraltar 2795,,-36.7830633510123,-73.1132039040676,,,0,,
32597,,Gibraltar - Escutari,,-36.7805606527792,-73.1140005194902,,,0,,
32598,,Acceso A Gran Bretaña,,-36.7756302054671,-73.1131046623341,,,0,,
32599,,4 Esquinas,,-36.768556738889,-73.1139873671054,,,0,,
32600,,Gran Bretaña - John Dalton / Poniente,,-36.7674937371206,-73.1159987652063,,,0,,
32601,,Gran Bretaña - Camino A Lenga,,-36.7754927071009,-73.1136008710018,,,0,,
32602,,Gran Bretaña - Dinamarca / Poniente,,-36.7792416011707,-73.1124153342898,,,0,,
32603,,Gibraltar - Dibra,,-36.7801116622184,-73.1142472827196,,,0,,
32604,,Gibraltar - Yugoslavia,,-36.7814371435195,-73.1138449520222,,,0,,
32605,,Gibraltar - Eger,,-36.783314690439,-73.1132897347561,,,0,,
32606,,Gibraltar - Finlandia,,-36.7853060429116,-73.1126889192819,,,0,,
32607,,Gibraltar - Bratislava,,-36.7868849101953,-73.1122275793314,,,0,,
32608,,Gibraltar - Monaco,,-36.7888267649362,-73.111650905048,,,0,,
32609,,Polonia - Monaco,,-36.7892005233646,-73.1119405829668,,,0,,
32610,,Monaco - Polesia / Poniente,,-36.789769182232,-73.1127481865406,,,0,,
32611,,Monaco - Sarajevo / Poniente,,-36.7911100997542,-73.1139361471287,,,0,,
32612,,Postdam - Calle Tres / Sur,,-36.7923430293025,-73.1141775452852,,,0,,
32613,,Postdam - Pje Diecisiete / Sur,,-36.792660924296,-73.1134399378061,,,0,,
32614,,Postdam - Pje Catorce / Sur,,-36.7931420601554,-73.1124689781427,,,0,,
32615,,Postdam - Pje Nueve / Sur,,-36.7938143565406,-73.1110420432742,,,0,,
32616,,Postdam - Calle Dos,,-36.7942697103541,-73.1098833289798,,,0,,
32617,,Gran Bretaña - Bremen / Oriente,,-36.7916814598167,-73.1084671226199,,,0,,
32618,,Gran Bretaña - Cinco Nte,,-36.7870841154807,-73.1098943168035,,,0,,
32619,,Gran Bretaña - Finalandia / Oriente,,-36.7853742159363,-73.1103932076803,,,0,,
32620,,Finladia - Dover / Sur,,-36.7847281907696,-73.108475169247,,,0,,
32621,,Suiza - Belgica / Oriente,,-36.7827991214299,-73.1085046735461,,,0,,
32622,,Suiza - Yugoslavia,,-36.7810912745962,-73.1090196577588,,,0,,
32623,,Yugoslavia - Lisboa,,-36.7805241321141,-73.1074532476123,,,0,,
32624,,Yugoslavia - Oslo,,-36.7803286388465,-73.1064259617233,,,0,,
32625,,Alemania - Belgica / Poniente,,-36.7815230734447,-73.1043231096919,,,0,,
32626,,Sapu Hualpen,,-36.7826616357925,-73.1029578653033,,,0,,
32627,,Alemania - Finlandia / Poniente,,-36.7844704114534,-73.1017830577548,,,0,,
32628,,Grecia - Atenas / Sur,,-36.7867775052888,-73.0991866794284,,,0,,
32629,,Grecia - Suecia,,-36.7867538761892,-73.0968209710772,,,0,,
32630,,Suecia - Escocia / Oriente,,-36.7823028831115,-73.0965607968028,,,0,,
32631,,Escuela Arturo Prat Chacon / Norte,,-36.7762382038091,-73.0894583073314,,,,,
32632,,Escuela Arturo Prat Chacon / Sur,,-36.7763189778609,-73.0896071899042,,,0,,
32633,,Autopista Conce. Talcahuano - Los Aleites,,-36.7654222701826,-73.0859770989628,,,0,,
32634,,Suecia - Milan,,-36.7810096404474,-73.0962577071841,,,0,,
32635,,Chiloe - Dalcahue,,-36.7799075744682,-73.0966144409831,,,0,,
32636,,Chiloé - Tarapacá,,-36.7784853920945,-73.0960833635982,,,0,,
32637,,Tarapacá - Porvenir,,-36.7786014019385,-73.0948844161685,,,0,,
32638,,Colon - Talcahuano / Oriente,,-36.7743518897447,-73.0859955754113,,,0,,
32639,,Colon - Los Pinos / Oriente,,-36.7722743124557,-73.0857568589727,,,0,,
32640,,Colon - Diescisiete Nte / Oriente,,-36.7696337529348,-73.0858373250794,,,0,,
32641,,Colon - Los Geranios,,-36.7614273186996,-73.08857075579,,,0,,
32642,,Colon - Petunias,,-36.7583980042914,-73.0903085675891,,,0,,
32643,,Colon - Las Rosas,,-36.7560492261496,-73.0916335788424,,,0,,
32644,,Colon - Juan Guillermo Sosa,,-36.753076587118,-73.0922775686486,,,0,,
32645,,Colon - Villa El Sauce,,-36.7499717241603,-73.0934306590461,,,0,,
32646,,Colon - Manuel Zañartu,,-36.7471111777527,-73.0947395768817,,,0,,
32647,,Colon - Iquique,,-36.7432897847268,-73.0975585788838,,,0,,
32648,,Colon - Manuel Montt,,-36.7408803618023,-73.0988487214199,,,0,,
32649,,Colon - Buzo Sobenez,,-36.7386385197412,-73.1008764712715,,,0,,
32650,,Colon - Itata,,-36.736461097708,-73.1034835783726,,,0,,
32651,,Colon - Lircay,,-36.7346189460852,-73.105814417986,,,0,,
32652,,Perez Gacitua - Hualpen,,-36.7314864041277,-73.1089045823319,,,0,,
32653,,Perez Gacitua,,-36.7276819994982,-73.1087782588656,,,0,,
32654,,Perez Gacitua - Manuel Rodriguez,,-36.7245991887616,-73.1064205971416,,,0,,
32655,,Estadio El Morro De Talcahuano,,-36.7229416431459,-73.107767066067,,,0,,
32656,,Banco Encalada - Angamos,,-36.7182009939375,-73.1084563934564,,,0,,
32657,,Banco Encalada - Baquedano,,-36.7170292240655,-73.1086870640866,,,0,,
32658,,Banco Encalada - Esmeralda / Norte,,-36.7147372340627,-73.1099316090695,,,0,,
32659,,Banco Encalada / Norte,,-36.7135761597459,-73.1117099123367,,,0,,
32660,,Banco Encalada - Maipu / Norte,,-36.7122215533156,-73.1136813372723,,,0,,
32661,,Valdivia - Colon,,-36.7118087161313,-73.1151485056034,,,0,,
32662,,Valdivia - Condell,,-36.7129569151053,-73.115561565628,,,0,,
32663,,Valdivia 451,,-36.7142448545302,-73.1164761989021,,,0,,
32664,,Valdivia - Tumbes / Poniente,,-36.7155838066635,-73.1181501561514,,,0,,
32665,,Valdivia - La Unión,,-36.7175559853282,-73.1186326947864,,,0,,
32666,,Valdivia - Riquelme / Poniente,,-36.721496904986,-73.1184234828106,,,0,,
32667,,Valdivia,,-36.7242122164232,-73.1175785866435,,,0,,
32668,,España - Malaquias Concha,,-36.7247496776144,-73.118230363516,,,0,,
32669,,España - Talcahuano,,-36.7241434211192,-73.119461497372,,,0,,
32670,,España - Schuyler,,-36.723049137529,-73.1217333284894,,,0,,
32671,,España - Juan De La Cruz Tapia,,-36.7223826703355,-73.123122712841,,,0,,
32672,,Pedro Montt - España,,-36.7215678525869,-73.1255340185817,,,0,,
32673,,Pedro Montt - Cervantes,,-36.7229480928748,-73.1276878320932,,,0,,
32674,,Pedro Montt - La Marina / Norte,,-36.7244315010434,-73.1300374471903,,,0,,
32675,,Los Araucanos - Los Yaganes / Oriente,,-36.7244207516807,-73.1367966139078,,,0,,
32676,,Los Araucanos - Rucamanque,,-36.7230018399166,-73.1356003486871,,,0,,
32677,,Los Araucanos 1351 / Sur,,-36.7219978366449,-73.1338086330652,,,0,,
32678,,Los Araucanos - Los Onas,,-36.7208433240039,-73.1325721347093,,,0,,
32679,,Los Araucanos - Quentrahue / Oriente,,-36.7155456729349,-73.1313892811886,,,0,,
32680,,Los Araucanos - Violeta Parra / Sur,,-36.7147049812437,-73.1295573311218,,,0,,
32681,,Camino A Tumbes - Rosa Linares,,-36.7107938163407,-73.1256118026431,,,0,,
32682,,Camino Nueva Los Lobos - Calle Uno / Poniente,,-36.7095316222287,-73.1297450870625,,,0,,
32683,,San Vicente - Camino San Francisco / Poniente,,-36.7117098079431,-73.1312203013658,,,0,,
32684,,San Vicente - Caleta Coliumo,,-36.7128902598897,-73.1337388956308,,,0,,
32685,,San Vicente - Playa El Parrón / Norte,,-36.7126279388022,-73.1353374935134,,,0,,
32686,,San Vicente - Camino Al Litral,,-36.7119721321653,-73.137888272322,,,0,,
32687,,Bahia Dichato - Caleta El Chalet,,-36.7128472564941,-73.138430078543,,,0,,
32688,,Bahia Dichato - Caleta Chome,,-36.714556622669,-73.1392803388007,,,0,,
32689,,Bahia Dichato - Caleta Cantera,,-36.7162401501741,-73.1402030200115,,,0,,
32690,,Punta Corralillo - Punta Liles,,-36.7168249685952,-73.1448727459065,,,0,,
32691,,Punta Corralillo - Caleta Horcon,,-36.7180590926308,-73.1467744294787,,,0,,
32692,,Tarapacá - Chiloé,,-36.7782374691376,-73.0959103810892,,,0,,
32693,,Interior Urba Playa Pingueral,,-36.7089784345898,-73.1479977761046,,,0,,
32694,,Playa Pingueral / Sur,,-36.7123699171868,-73.1422763662704,,,0,,
32695,,Escuela C / Oriente,,-36.7112733156542,-73.1404363708862,,,0,,
32696,,Camino Al Litral - San Vicente,,-36.7118904247167,-73.1382289128669,,,0,,
32697,,Aviacion,,-36.7772737232303,-73.092642089432,,,0,,
32698,,Aviacion - Tres Sur,,-36.7791255923777,-73.0940261094474,,,0,,
32699,,Las Golondrinas - Napoles,,-36.780216928184,-73.097679277962,,,0,,
32700,,Gran Bretaña - Postdam,,-36.7934741240676,-73.108119796525,,,0,,
32701,,Dinamarca - Roma,,-36.7796918819032,-73.1135566345256,,,0,,
32702,,Suecia - Las Golondrinas,,-36.780790517742,-73.0963328092002,,,0,,
32703,,Suecia - Escocia / Poniente,,-36.7823179206855,-73.0967324581798,,,0,,
32704,,Suecia - Finlandia,,-36.7845284119661,-73.0967297759707,,,0,,
32705,,Suecia - Grecia,,-36.7865583988129,-73.0966975894626,,,0,,
32706,,Grecia - Atenas / Norte,,-36.7866421748924,-73.0992671456988,,,0,,
32707,,Alemania - Finlandia / Oriente,,-36.7844038183309,-73.1015926209147,,,0,,
32708,,Liceo Industrial Henan Valenzuela Leyton,,-36.7823415510874,-73.103081246918,,,0,,
32709,,Alemania - Belgica / Oriente,,-36.7814500330144,-73.1041782704051,,,0,,
32710,,Colegio Sta Teresita,,-36.7801567762214,-73.1062060205841,,,0,,
32711,,Yugoslavia - Suiza,,-36.7806616215861,-73.1088131275828,,,0,,
32712,,Suiza - Belgica / Poniente,,-36.7825155570325,-73.1087863054927,,,0,,
32713,,Finlandia - Dover / Norte,,-36.7845907085602,-73.1083866563495,,,0,,
32714,,Gran Bretaña - Grecia,,-36.7864096114015,-73.1102537328115,,,0,,
32715,,Colegio Montaner,,-36.7871620136341,-73.1100308504756,,,0,,
32716,,Gran Bretaña - Monaco,,-36.7885775916376,-73.1096043795696,,,0,,
32717,,Gran Bretaña - Bremen / Poniente,,-36.7919005516427,-73.1086039152797,,,0,,
32718,,Postdam - Pje Cinco,,-36.7940721042578,-73.1097840872462,,,0,,
32719,,Postdam - Pje Nueve / Norte,,-36.7937134050637,-73.1108650174792,,,0,,
32720,,Postdam - Pje Catorce / Norte,,-36.792987409673,-73.1123885118723,,,0,,
32721,,Postdam - Pje Diecisiete / Norte,,-36.792493385207,-73.1134318911791,,,0,,
32722,,Santiago Watt,,-36.7666965873663,-73.1137510740518,,,0,,
32723,,Evangelista Torricheli,,-36.7649991255107,-73.1153469884157,,,0,,
32724,,Gran Bretaña - Burdeos,,-36.7780041640691,-73.1127962082974,,,0,,
32725,,Calle 9 / Poniente,,-36.7958312101976,-73.1144859999768,,,0,,
32726,,Oceano Pacifico - Mar Rojo / Sur,,-36.8020373690445,-73.104801904301,,,0,,
32727,,Av. Dos - Pje Doce / Sur,,-36.7976675963423,-73.1119486295938,,,0,,
32728,,Av. Dos - Pje Uno,,-36.7977964638594,-73.1087809410747,,,0,,
32729,,Gran Bretaña - Avenida Dos,,-36.7976890738563,-73.1068819370921,,,0,,
32730,,Gran Bretaña - Atenas / Poniente,,-36.7997659627336,-73.1062891688998,,,0,,
32731,,Gran Bretaña - Av La Reconquista / Poniente,,-36.8006701540268,-73.1060129014531,,,0,,
32732,,Oceano Pacifico - Mar Egeo,,-36.8034311953376,-73.1026695481341,,,0,,
32733,,Calle Uno - Pje Dieciseis,,-36.8045780226008,-73.099289964448,,,0,,
32734,,Calle Uno - Pje Pinto,,-36.8026236811927,-73.0975089776621,,,0,,
32735,,Av Rucalhue,,-36.8019329961104,-73.0976229515727,,,0,,
32736,,Pilpilco - Postdam,,-36.7993235278845,-73.0968102422412,,,0,,
32737,,Playa Pingueral / Final,,-36.7100148613827,-73.1502159655793,,,,,
32738,,La Reconquista - Quillon,,-36.7954424486955,-73.0983471480067,,,0,,
32739,,La Reconquista - Toscania / Sur,,-36.7939410826744,-73.0961209148518,,,0,,
32740,,La Reconquista - Patria Nva,,-36.7915353982512,-73.0943479746929,,,0,,
32741,,Curanilahue - Corral / Sur,,-36.7911852789532,-73.0932938665501,,,0,,
32742,,Curanilahue - Calbuco,,-36.7906590230108,-73.0913251251332,,,0,,
32743,,Los Metálicos,,-36.7902874196985,-73.0893402904621,,,0,,
32744,,Curanihue - Pto Cisnes,,-36.7902573476753,-73.0872481671031,,,0,,
32745,,Cristobal Colon - Curanilahue / Oriente,,-36.7897804897302,-73.0867573228534,,,0,,
32746,,Clinica De Dialisis,,-36.7877634765462,-73.0867975558249,,,0,,
32747,,Cristobal Colon - Gasolinera,,-36.7840901855258,-73.0868002381976,,,0,,
32748,,Colon - Aga / Oriente,,-36.7812352076849,-73.0868029205294,,,0,,
32749,,Colon - Concepcion / Oriente,,-36.7786551101401,-73.0864998307675,,,0,,
32750,,Colon - Cuatro Nte,,-36.7769042033825,-73.0863067117389,,,0,,
32751,,Camino Al Litral - Bahia Inglesa,,-36.7103422671663,-73.1397604542144,,,0,,
32752,,Escuela C / Poniente,,-36.7112260109222,-73.1405704813369,,,0,,
32753,,Playa Pingueral / Sur,,-36.712275309044,-73.1422200398811,,,0,,
33634,,Calle 201 - Manuel Rodriguez,,-36.9581192372052,-73.0117215332575,,,0,,
33635,,Manuel Rodriguez - Pje 6,,-36.9580249325321,-73.0120641854592,,,0,,
33636,,Manuel Rodriguez - Pje 4,,-36.9562384799023,-73.0129935708828,,,0,,
33637,,Manuel Rodriguez - España,,-36.9542371102228,-73.0133851733989,,,0,,
33638,,Manuel Rodríguez - Los Pinos,,-36.9505552028207,-73.014386978466,,,0,,
33639,,Manuel Rodriguez - Porvenir / Oriente,,-36.9473232727749,-73.015742835123,,,0,,
33640,,Manuel Rodriguez - Esperanza / Oriente,,-36.9454610057489,-73.0165360984392,,,0,,
33641,,Manuel Rodríguez - Sta María,,-36.9418601364604,-73.0180897680111,,,0,,
33642,,Manuel Rodriguez - Independencia,,-36.938433284243,-73.0196132627315,,,0,,
33643,,Manuel Rodriguez - Carriel,,-36.9365874150912,-73.0204065260477,,,0,,
33644,,Manuel Rodriguez - Calle Nueva,,-36.9330429422707,-73.0219367262907,,,0,,
33645,,Manuel Rodriguez - Pinares / Oriente,,-36.9311229730005,-73.0228164908476,,,0,,
33646,,Manuel Rodriguez - Sto Domingo,,-36.927898795209,-73.0242031929084,,,0,,
33647,,Manuel Rodriguez - Los Cipreses,,-36.9254501514597,-73.0252351728267,,,0,,
33648,,Manuel Rodriguez - Los Carrera,,-36.9231054263161,-73.0262711760587,,,0,,
33649,,Manuel Rodriguez - Sn Ignacio,,-36.922569892557,-73.0264622834511,,,0,,
33650,,Manuel Rodríguez - Guacolda,,-36.9192804855855,-73.0275237676687,,,0,,
33651,,Obispo Sn Miguel / 1sur / Oriente,,-36.9156644401795,-73.0288293329067,,,0,,
33652,,Bomberos De Chiguayante,,-36.9146988814844,-73.0295452941209,,,0,,
33653,,Obispo San Miguel - Las Delicias,,-36.912734128572,-73.0308131696074,,,0,,
33654,,Obispo Sn Migue - Pedro Aguirre Cerda,,-36.9108526090908,-73.0317113664933,,,0,,
33655,,Obispo Sn Miguel - Calle2,,-36.9075021086668,-73.0314907548017,,,0,,
33656,,Obispo San Miguel / Oriente,,-36.9051834612449,-73.0312546732603,,,0,,
33657,,Colón Viejo - Las Violetas / Oriente,,-36.9012494851372,-73.0315303173847,,,0,,
33658,,Colón Viejo - Estadio Español / Oriente,,-36.8981211043747,-73.0325006064958,,,0,,
33659,,Cno. A Chiguayante - Las Palmas / Oriente,,-36.890575248339,-73.035733338911,,,0,,
33660,,Cno. A Chiguayante - Pje C / Oriente,,-36.8849053104552,-73.0374103900976,,,0,,
33661,,Cno. A Chiguayante - Ignacio Verdugo / Oriente,,-36.8796758514793,-73.0379032460041,,,0,,
33662,,Cno A Chiguayante - Av. Nahuelbuta,,-36.875869652885,-73.0397251364775,,,0,,
33663,,Cno A Chiguayante - Uno Pte / Oriente,,-36.8702415381629,-73.0419433233328,,,0,,
33664,,Cno. Chiguayante - Abraham Romero / Oriente,,-36.8674139138197,-73.042660143692,,,0,,
33665,,Cno. A Chiguayate - Errázuriz / Oriente,,-36.8655234080575,-73.0432113376445,,,0,,
33666,,Pedro De Valdivia - Corina Vargas De Medina,,-36.8606011141706,-73.0467498418874,,,0,,
33667,,Colegio Concepción P. De Valdivia,,-36.8574431682748,-73.0494414386339,,,0,,
33668,,Pedro De Valdivia - Sanders / Oriente,,-36.8558620002324,-73.0496117589064,,,0,,
33669,,Pedro De Valdivia - Inglesa / Oriente,,-36.852847120575,-73.0503674712963,,,0,,
33670,,Pedro De Valdivia - Av Alemana / Oriente,,-36.8509374743152,-73.0509300646372,,,0,,
33671,,Pedro De Valdivia - La Mochita,,-36.8469329108669,-73.0513156321831,,,0,,
33672,,Pedro De Valdivia - Arturo Junge,,-36.8441790145832,-73.052512567956,,,0,,
33673,,Pedro De Valdivia - Geswein,,-36.8422627121767,-73.053458717186,,,0,,
33674,,Pedro De Valdivia - Pje Ccu,,-36.8400710601919,-73.0545837152749,,,0,,
33675,,Pedro De Valdivia - Alonso De Ercilla,,-36.8386226249607,-73.0553293693811,,,0,,
33676,,Pedro De Valdivia - Rancagua / Oriente,,-36.8363407069174,-73.0557654169388,,,0,,
33677,,Arturo Prat - Chacabuco,,-36.8341504953032,-73.0560750234872,,,0,,
33678,,Arturo Prat - Cochrane,,-36.8334806998621,-73.0564558971673,,,0,,
33679,,Arturo Prat - San Martín,,-36.8324781425218,-73.057118402794,,,0,,
33680,,San Martín - Serrano,,-36.8317310462814,-73.0566463340074,,,0,,
33681,,San Martín - Salas,,-36.8312565934441,-73.0554607976228,,,0,,
33682,,San Martín - Lincoyán,,-36.8301831598759,-73.0528724659234,,,0,,
33683,,San Martín - Caupolicán,,-36.8291054174215,-73.0502197612077,,,0,,
33684,,San Martín - Aníbal Pinto,,-36.8286094790402,-73.0490664113313,,,0,,
33685,,San Martín - Tucapel,,-36.8270722643256,-73.0452871788293,,,0,,
33686,,San Martín - Orompello,,-36.8264002599233,-73.0437422264367,,,0,,
33687,,San Martín - Ongolmo,,-36.825835599904,-73.0424708593637,,,0,,
33688,,San Martín - Paicaví,,-36.8253482284,-73.041274594143,,,0,,
33689,,Picavi 358,,-36.8246855098858,-73.0412737847655,,,0,,
33690,,Paicaaví - Barros Arana / Oriente,,-36.8232097687223,-73.0422428715974,,,0,,
33691,,Paicaví - Freire,,-36.8224947884516,-73.0426666606218,,,0,,
33692,,Paicaví - Maipú / Oriente,,-36.821414790572,-73.0433559883386,,,0,,
33693,,Paicaví - Martínez De Rosas,,-36.8183722493907,-73.0453247297556,,,0,,
33694,,Paaicaví - Manuel Bulnes / Norte,,-36.8166222503083,-73.0464351642877,,,0,,
33695,,Univ Sn Sebastián - Paicaví,,-36.8147304885061,-73.047567056492,,,0,,
33696,,Paicaví - Bandera / Norte,,-36.8126819218662,-73.0489349830896,,,0,,
33697,,Paicaví - Brasil / Norte,,-36.8105839094838,-73.0502358544618,,,0,,
33698,,Paicaví - Juan De Dios Rivera,,-36.8083870549606,-73.0517378915101,,,0,,
33699,,Paicaví - Ventus,,-36.8062824822247,-73.0531138647348,,,0,,
