paradero;servicio;distancia
PV-61-1;AC_I;998
PV-61-3;AC_I;1324
PV-92-2;AC_I;1705
PV-26-2;AC_I;2066
PV-26-1;AC_I;2287
PV-17-1;AC_I;2617
PV-51-1;AC_I;2996
P-51-2;AC_I;3166
PV-54-1;AC_I;3465
PR-45-2;AC_I;3907
PV-32-1;AC_I;4202
PV-55-2;AC_I;4530
PV-12-1;AC_I;4791
PV-12-3;AC_I;5112
PV-12-6;AC_I;5407
PV-12-10;AC_I;5742
PV-12-12;AC_I;6258
P-15-10;AC_I;6589
PR-15-13;AC_I;6788
PR-15-15;AC_I;6989
P-15-17;AC_I;7154
P-25-6;AC_I;7313
P-25-4;AC_I;7409
PR-25-2;AC_I;7539
PV-25-1;AC_I;7679
P-8-3;AC_I;7945
P-66-12;AC_I;8348
PV-66-10;AC_I;8714
PV-66-8;AC_I;9030
PV-66-7;AC_I;9439
PV-66-5;AC_I;9745
PV-87-4;AC_I;10193
PV-29-2;AC_I;10673
P-29-3;AC_I;10871
P-29-5;AC_I;11230
P-84-4;AC_I;11547
P-84-7;AC_I;11998
PV-19-2;AC_I;12478
PV-56-2;AC_I;12816
PV-9-2;AC_I;13152
P-85-2;AC_I;13528
P-85-3;AC_I;13727
PR-85-4;AC_I;14056
P-15-19;AC_I;14435
PV-10-5;AC_I;14748
PV-68-2;AC_I;15149
PV-59-1;AC_I;15523
PV-59-3;AC_I;15756
PV-59-6;AC_I;16113
PV-59-9;AC_I;16529
PV-59-12;AC_I;17003
PV-65-1;AC_I;17319
P-59-13;AC_R;234
PV-59-10;AC_R;580
PV-59-8;AC_R;913
PV-59-5;AC_R;1241
PV-59-4;AC_R;1507
P-59-2;AC_R;1798
PV-68-3;AC_R;2081
P-68-1;AC_R;2466
P-10-4;AC_R;2845
P-10-3;AC_R;3062
P-46-23;AC_R;3420
P-46-24;AC_R;3604
P-98-4;AC_R;3807
P-9-3;AC_R;4154
PV-56-1;AC_R;4480
PV-19-3;AC_R;4826
P-84-8;AC_R;5108
PV-84-6;AC_R;5405
PV-84-5;AC_R;5713
PV-84-3;AC_R;5919
PV-29-4;AC_R;6410
PV-29-1;AC_R;6629
PV-53-1;AC_R;6925
PV-87-3;AC_R;7218
PV-66-3;AC_R;7439
PV-66-6;AC_R;7849
PV-66-9;AC_R;8264
P-66-11;AC_R;8602
P-66-13;AC_R;8999
PV-66-14;AC_R;9292
PV-66-15;AC_R;9502
PR-25-3;AC_R;9772
PV-25-5;AC_R;9922
P-15-16;AC_R;10235
PR-15-14;AC_R;10500
P-15-12;AC_R;10652
PR-15-11;AC_R;10700
P-15-9;AC_R;10728
P-15-8;AC_R;10867
PV-12-11;AC_R;11156
PV-12-9;AC_R;11573
PR-12-7;AC_R;11814
PV-12-4;AC_R;12094
PV-12-2;AC_R;12428
PV-55-1;AC_R;12665
PV-32-2;AC_R;13003
PR-45-3;AC_R;13334
