iLat;iLon;stops;services;route_segments;puntos
10;1;PV-84-1|PV-86-1;FY1_I|FY1_R|F_I|F_R;5-6-7|2-3-4|14-15-16|17-18-19;
10;2;P-29-5|PV-84-2|PV-98-1;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|FY1_I|FY1_R|F_I|F_R;29-30|20-21|5-6|0-1|29-30|16-17|4-5-7|2-4-5|13-14-16|17-19-20;
10;3;P-84-4|PV-84-3|PV-84-5|PV-98-2|PV-98-3;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|FY1_I|FY1_R|F_I|F_R;30|20|6|0|30|16|7-8-9|0-1-2|16-17-18|15-16-17;
10;4;P-76-6|P-76-7|PV-76-5|PV-76-8|PV-84-6;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|FY1_I|FY1_R|F_I|F_R|T_I|T_R;30|20|6|0|30|16|9|0|18|15|22|17;
10;5;P-84-7|P-84-8|P-84-9|PV-19-1;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|E_I|E_R|FY1_I|FY1_R|F_I|F_R;30-31|19-20|6-7|0|30-31|15-16|20-21|4-5|9|0|18|15;
10;6;P-47-14|PV-84-10;E_I|FY1_I|FY1_R|F_I|F_R;18-19-20|9-10|0|18-19|13-14-15;
10;7;P-9-3|PV-38-1|PV-38-2|PV-9-2;AC_I|AC_R|AY1_I|A_I|A_R|E_I|F_R;35|14-15|11|35|10-11|18|13;
10;8;P-98-4;AC_R|A_R|B_I|B_R|C_R|D_I|D_R|E_I|F_R|M_I|M_R|T_I|T_R|X_R|Z_R;13-14|9-10|19-20|5|31|14-15|1|17-18|12-13|23-24|9|33|8-9|24|0;
10;9;P-16-4|P-7-8|P-98-5|PR-16-5|PR-7-9|PV-14-1;B_I|B_R|C_I|C_R|D_I|D_R|M_R|T_I|X_I|X_R|ZY1_I|Z_I|Z_R;18-19|5|30-32-33|26-27-31|13-14|1|9|33|14|24|17|34|0;
10;10;P-59-2|PV-14-2|PV-59-1;AC_I|AC_R|C_I|C_R;41-42|7-8|33-34-35|24-25-26;
10;11;PV-59-3|PV-59-4;AC_I|AC_R|C_I|C_R;42-43|6-7|35-36-37|22-23-24;
10;12;;AC_I|AC_R|C_I|C_R;44-45|4-5|38-39|20-21;
10;13;PV-59-10|PV-59-8|PV-59-9;AC_I|AC_R|C_I|C_R;45-46-47|2-3-4|39-40-41|18-19-20;
10;14;PV-59-11|PV-59-12;AC_I|AC_R|C_I|C_R;47-48|1-2|41-42-43|17-18;
10;15;P-59-13|PV-65-1;AC_I|AC_R|C_I|C_R;48-49-50|0-1|43-44|16-17;
11;2;PV-80-5;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|FY1_I|FY1_R|F_I|F_R;29|21|5|1|29|17|4|5|13|20;
11;4;P-76-3|P-76-4;T_I|T_R;22|17;
11;5;;E_R;5-6;
11;6;P-85-1;E_R|FY1_I|F_I;6|10-11|19-20;
11;7;P-85-2|PV-10-1;AC_I|AY1_I|A_I|C_I|C_R|E_R|FY1_I|F_I;35-36|11-12|35-36|28-29|32-33|6|11|20;
11;8;P-46-23|P-46-24|P-7-7|P-85-3|PV-10-2;AC_I|AC_R|AY1_I|A_I|A_R|B_R|C_I|C_R|D_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|T_I|T_R|X_R|Z_R;36|12-13|12|36|8-9|5|29|31-32|1|16-17|6-7|11-12|20-21|11-12|22-23|9|33-34|7-8|24|0;
11;9;P-16-3|PR-85-4;AC_I|AY1_I|A_I|B_I|C_I|D_I|T_I|X_I|ZY1_I|Z_I;36-37|12-13|36-37|18|29-30|13|34-35|14|17|34;
11;10;P-15-19|PV-68-2|PV-68-3;AC_I|AC_R|AY1_I|A_I|T_I;37-40-41|8-9|13|37|35;
12;1;P-80-2|PV-80-3;FY1_I|FY1_R|F_I|F_R;4|5|13|20;
12;2;P-29-3|PV-29-1|PV-29-2|PV-29-4;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|FY1_I|FY1_R|F_I|F_R;29|21|5|1|29|17|4|5|13|20;
12;3;P-76-1;;;
12;4;P-76-2;T_I|T_R;22|17;
12;6;P-93-2|PV-34-1|PV-34-2|PV-93-1;B_I|B_R|C_I|C_R;12-13|10-11|24-25-26-27|34-35-36-37;
12;7;PV-46-22|PV-9-1;B_I|B_R|C_I|C_R|D_I|D_R|ZY1_I|Z_I|Z_R;13-14-15-16-17|6-7-8-9-10|27-28|33-34|11-12|2-3|15-16|32-33|1-2;
12;8;P-7-5|P-7-6|P-93-3|PV-42-1|PV-7-4|PV-93-4;AC_R|A_R|B_I|B_R|C_R|D_I|D_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|T_R|X_R|ZY1_I|Z_I|Z_R;12|8|17|5-6|31-32|12|1-2|13-14-16|7|12|21|8-9-11|19-20-22|9|7|24|16|33|0-1;
12;9;P-10-3|P-10-4|P-16-1|P-16-2;AC_R|A_R|B_I|D_I|E_I|F_R|M_I|T_R|X_I|ZY1_I|Z_I;11-12|8|17-18|12-13|14-15-16|9-10-11|20-21-22|5-6-7|13-14|16-17|33-34;
12;10;P-10-6|P-68-1|PR-15-18|PV-10-5;AC_I|AC_R|AY1_I|A_I|A_R|T_I|T_R|X_I;37-38-39-40|9-10-11|13-14|37-38|7-8|35-36|4-5|11-12-13;
12;11;;AY1_I|A_I|A_R;14|38|7;
13;0;PV-97-1|PV-97-2;ZY1_I|ZY1_R|Z_I|Z_R;12-13|0-1|29-30|3-4;
13;1;P-80-1|PV-87-3|PV-87-4;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|FY1_I|FY1_R|F_I|F_R|T_I|T_R|ZY1_I|ZY1_R|Z_I|Z_R;27-28|22-23|3-4|2-3|27-28|18-19|4|5|13|20|19-20-21|18-19-20|13|0|30|3;
13;2;P-97-6|PV-53-1|PV-97-3|PV-97-4|PV-97-5;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|T_I|T_R|ZY1_I|ZY1_R|Z_I|Z_R;28-29|21-22|4-5|1-2|28-29|17-18|19-21|18-20|13|0|30|3;
13;3;PV-53-2|PV-97-7|PV-97-8;T_I|T_R|ZY1_I|ZY1_R|Z_I|Z_R;19-21-22|17-18-20|13|0|30|3;
13;4;P-44-5|P-44-6|P-97-10|PV-97-9;T_I|T_R|ZY1_I|ZY1_R|Z_I|Z_R;18-19-22|17-20-21|13|0|30|3;
13;5;P-97-12|PV-43-6|PV-43-7|PV-53-3|PV-97-11;C_I|C_R|ZY1_I|ZY1_R|Z_I|Z_R;22-23|38-39|13|0|30|3;
13;6;P-47-12|P-47-13|PV-53-4|PV-97-13|PV-97-14;B_I|B_R|C_I|C_R|ZY1_I|ZY1_R|Z_I|Z_R;12|11|23-24|37-38|13|0|30|3;
13;7;P-46-19|P-46-21|PV-46-20|PV-97-15;D_I|D_R|ZY1_I|Z_I|Z_R;10-11|3-4|13-14-15|30-31-32|2-3;
13;8;PV-7-2;E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|X_R;13|7|12|21|8|19|9|24;
13;9;P-25-4|PR-25-3|PV-25-5;AC_I|AC_R|AY1_R|A_I|A_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|X_R|ZY1_R|Z_I|Z_R;23|26|6|23|22|12|8|13|22|7|18|10|25|16|12|19;
13;10;P-25-6;AC_I|AC_R|AY1_R|A_I|A_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|T_I|T_R|X_I|X_R|ZY1_R|Z_I|Z_R;22-23|26-27|6-7|22-23|22-23|11-12|8-9|13-14|22-23|6-7|17-18|10-11|36|4|11|25-26|16-17|11-12|19-20;
13;11;P-10-7|P-10-8|PV-48-1;AY1_I|A_I|A_R;14-15-16-17-18|38-39-40-41-42|5-6-7;
13;12;;AY1_I|A_I;18|42;
14;0;PV-66-1|PV-66-2|PV-8-1|PV-8-2;ZY1_I|ZY1_R|Z_I|Z_R;9-10-11-12|1-2-3-4|26-27-28-29|4-5-6-7;
14;1;PV-66-3;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|FY1_I|FY1_R|F_I|F_R|ZY1_I|ZY1_R|Z_I|Z_R;26-27|23-24|2-3|3-4|26-27|19-20|3-4|5-6|12-13|20-21|8-9|4-5|25-26|7-8;
14;2;PV-66-4|PV-66-5;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|FY1_I|FY1_R|F_I|F_R;26|24|2|4|26|20|3|6|12|21;
14;3;PV-66-6|PV-66-7;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|FY1_I|FY1_R|F_I|F_R;26|24|2|4|26|20|3|6|12|21;
14;4;P-44-3|PV-44-4|PV-66-8|PV-66-9;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|FY1_I|FY1_R|F_I|F_R|T_I|T_R;26|24|2|4|26|20|3|6|12|21|17-18|21-22;
14;5;P-66-11|PV-43-4|PV-43-5|PV-66-10;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|C_I|C_R|FY1_I|FY1_R|F_I|F_R;26|24|2|4|26|20|21-22|39-40|3|6|12|21;
14;6;P-47-11|P-66-12|P-66-13|PV-47-10;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|B_I|B_R|FY1_I|FY1_R|F_I|F_R;26|24|2|4|26|20|11-12|11-12|3|6|12|21;
14;7;P-46-16|P-46-17|P-46-18|PV-11-7|PV-31-2|PV-66-14;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|D_I|D_R|FY1_I|FY1_R|F_I|F_R|ZY1_R|Z_I|Z_R;23-24-25-26|24-25|0-1-2|4-5|24-25-26|20-21|9-10|4-5|0-1-2-3|6-7|9-10-11-12|21-22|14-15|13-14-15-16|17-18;
14;8;P-8-3|PV-25-1|PV-66-15;AC_I|AC_R|AY1_R|A_I|A_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|X_R|ZY1_R|Z_I|Z_R;23|25-26|5-6|23-24|21-22|12-13|7-8|0-12-13|21-22|7-8|18-19|9-10|24-25|15-16|12-13|18-19;
14;9;PR-25-2;AC_I|AC_R|AY1_R|A_I|A_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|X_R|ZY1_R|Z_I|Z_R;23|26|6|23|22|12|8|13|22|7|18|10|25|16|12|19;
14;10;P-15-16|P-15-17|PR-15-15;AC_I|AC_R|AY1_R|A_I|A_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|T_I|T_R|X_I|X_R|ZY1_R|Z_I|Z_R;22|27|7|22|23|11|9|14|23|6|17|11|36|4|11|26|17|11|20;
14;11;;AY1_I|A_I|A_R;22-23|46-47|3-4-5;
14;12;P-25-7|P-71-1;AY1_I|A_I|A_R;18-22|42-46|3-4;
14;13;P-70-1;AY1_I|A_I;18-20-21|42-44-45;
14;14;;AY1_I|A_I;18-19-20|42-43-44;
14;15;;AY1_I|A_I;19-20|43-44;
15;1;PV-41-1|PV-87-1|PV-87-2;ZY1_I|ZY1_R|Z_I|Z_R;7-8|5-6|24-25|8-9;
15;2;PV-41-2|PV-50-1|PV-50-2;ZY1_I|ZY1_R|Z_I|Z_R;5-6-7|6-7-8|22-23-24|9-10-11;
15;3;PV-50-3|PV-50-4;ZY1_I|ZY1_R|Z_I|Z_R;4-5|8-9|21-22|11-12;
15;4;;T_I|T_R|ZY1_I|ZY1_R|Z_I|Z_R;17|22|0-1-3-4|9-10-12-13|17-18-20-21|12-13-15-16;
15;5;PV-43-2|PV-43-3|PV-50-6|PV-50-7;C_I|C_R|ZY1_I|ZY1_R|Z_I|Z_R;21|40|0|13|17|16;
15;6;P-47-7|P-47-9|PV-50-8|PV-50-9;B_I|B_R|ZY1_I|ZY1_R|Z_I|Z_R;11|12|0|13|17|16;
15;7;PR-46-15|PV-31-1|PV-50-10;D_I|D_R|FY1_R|F_I|F_R|ZY1_R|Z_I|Z_R;9|5|7|9|22|13-14|16-17|16-17;
15;8;P-46-13|P-46-14;D_I|D_R|FY1_R|F_I|F_R;9|5|7|9|22;
15;10;P-15-10|P-15-12|P-15-9|PR-15-11|PR-15-13|PR-15-14;AC_I|AC_R|AY1_R|A_I|A_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|T_I|T_R|X_I|X_R|ZY1_R|Z_I|Z_R;22|27|7|22|23|11|9|14|23|6|17|11|36|4|11|26|17|11|20;
15;11;PV-72-1|PV-72-2;AY1_I|A_I|A_R;23|47|3;
15;12;P-71-2;AY1_I|A_I;22|46;
15;13;;AY1_I|A_I;21-22|45-46;
16;4;P-44-2|PV-30-2|PV-45-4|PV-45-5;AC_I|AC_R|AY1_R|A_I|A_R|C_I|C_R|FY1_R|F_I|F_R|T_I|T_R|ZY1_I|ZY1_R|Z_I|Z_R;16-17|32-33|12-13|16-17|28-29|19-20|41-42|12-13|5-6|27-28|17|22|1-2-3|10-11-12|18-19-20|13-14-15;
16;5;P-44-1|PV-32-1|PV-32-2|PV-43-1|PV-55-2;AC_I|AC_R|AY1_R|A_I|A_R|C_I|C_R|FY1_R|F_I|F_R|T_I|T_R;17-18|31-32|11-12|17-18|27-28|20-21|40-41|11-12|6-7|26-27|16-17|22-23;
16;6;P-47-6|PV-32-3|PV-32-4|PV-47-5;B_I|B_R|T_I|T_R;11|12|16|23;
16;7;P-32-5|PV-11-6;FY1_R|F_R|T_I|T_R;8-9|23-24|16|23-24;
16;8;P-46-11|P-46-12|PV-11-5;D_I|D_R|FY1_R|F_I|F_R|T_I|T_R;9|5|7-8-9|9|22-23-24|15-16|24;
16;9;PV-12-10|PV-12-8|PV-7-1|PV-90-1|PV-90-2;AC_I|AC_R|AY1_R|A_I|A_R|E_I|E_R|M_I|M_R|ZY1_R;19-20-21|28|8|19-20-21|24|9-10|13-14|14-15-16|12|18;
16;10;PV-12-11|PV-12-12|PV-90-3;AC_I|AC_R|AY1_R|A_I|A_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|T_I|T_R|X_I|X_R|ZY1_R|Z_I|Z_R;21-22|27-28|7-8|21-22|23-24|10-11|9-13|14|23|6|16-17|11-12|36|4|11|26|17-18|11|20;
16;11;P-15-8|PV-6-1|PV-6-2|PV-91-1;AC_I|AC_R|AY1_I|AY1_R|A_I|A_R|E_R|FY1_I|F_I|F_R|M_I|M_R|T_I|T_R|X_I|X_R|ZY1_R|Z_I|Z_R;21-22|27-28|23-24-25-26-27|7-8|21-22-47-48-49-50-51|0-1-2-3-23-24|9-10-11-12-13|14|23|6|16-17|11-12|36-37-38|0-1-2-4|11|26|17-18|11|20;
16;12;PV-6-3|PV-6-4|PV-94-1;AY1_I|A_I|A_R|T_I|T_R;25-26-27|49-50-51|0|38|0;
16;13;PV-94-2;AY1_I|A_I|T_I;27-28|51-52|38;
17;4;PR-45-2|PR-45-3|PV-45-1;AC_I|AC_R|AY1_R|A_I|A_R|C_I|C_R|FY1_R|F_I|F_R;16|33|13|16|29|19|42|13|5|28;
17;5;PV-49-1|PV-55-1;AC_I|AC_R|AY1_R|A_I|A_R|C_I|C_R|FY1_R|F_I|F_R;16-18|31-33|11-13|16-18|27-29|19|42|10-11-13|5-7-8|25-26-28;
17;6;PV-12-1|PV-12-2|PV-47-3|PV-47-4;AC_I|AC_R|AY1_R|A_I|A_R|B_I|B_R|FY1_R|F_I|F_R;18-19|30-31|10-11|18-19|26-27|11|12|10-14|4-8|25-29;
17;7;PV-12-3|PV-12-4|PV-18-1|PV-33-4|PV-54-5|PV-54-6;AC_I|AC_R|AY1_R|A_I|A_R|FY1_R|F_I|F_R|M_I|T_I|T_R|ZY1_R|Z_I|Z_R;19|30|10|19|26|10-14|4-8|25-29|12-13-14|13-14|25-26|18-19|7-8|23-24;
17;8;PR-12-7|PR-46-10|PR-46-7|PR-46-8|PR-46-9|PV-12-6;AC_I|AC_R|AY1_R|A_I|A_R|D_I|D_R|FY1_R|F_I|F_R|M_I|M_R|T_I|T_R|ZY1_R|Z_I|Z_R;19|29-30|9-10|19|25-26|9|5|9-10-14-15|3-4-8-9|24-25-29-30|11-12-14|13-14-15|14-15|24-25|18|8-9|22-23;
17;9;PV-12-9|PV-39-9;AC_I|AC_R|AY1_R|A_I|A_R|E_I|E_R|M_I|M_R|ZY1_R;19-20-21|28-29|8-9|19-20-21|24-25|9|14|14-15-16|12-13|18;
17;10;PV-13-3;X_I|X_R|Z_I|Z_R;9-10|27-28|10|21;
17;11;PV-13-5|PV-15-6|PV-15-7;FY1_I|F_I|F_R|T_R|X_I|X_R|Z_I|Z_R;14|23|6|2-3-4|10-11|26-27|10-11|20-21;
17;12;;A_R|T_R;0|0;
17;13;PR-6-5|PV-6-6;A_R|T_I|T_R;0|38|0;
17;14;PV-6-7|PV-6-8;T_I|T_R;38|0;
17;15;P-52-20|PV-58-1|PV-6-9;B_I|B_R|D_I|D_R|E_I|E_R|FY1_I|F_I|M_I|M_R|T_I|T_R|X_I|X_R;1|22|1|13|1|22|18-19|27-28|1|27|38-39-40-41|0|1|36;
17;16;P-52-21;B_I|B_R|D_I|D_R|E_I|E_R|FY1_I|F_I|M_I|M_R|T_I|T_R|X_I|X_R;0-1|22-23|0-1|13-14|0-1|22-23|19|28|0-1|27-28|41-42|0|0-1|36-37;
17;17;;B_I|B_R|D_I|D_R|E_I|E_R|M_I|M_R|X_I|X_R;0|23|0|14|0|23|0|28|0|37;
18;5;PV-54-1|PV-54-2;AC_I|AC_R|AY1_R|A_I|A_R|C_I|C_R|FY1_R|F_I|F_R;15-16|33-34|13-14|15-16|29-30|18-19|42-43|13-14|4-5|28-29;
18;6;P-51-2|P-54-4|PV-47-2|PV-51-1|PV-54-3;AC_I|AC_R|AY1_R|A_I|A_R|B_I|B_R|C_I|C_R|FY1_R|F_I|F_R;14-15|34-35|14-15|14-15|30-31|11|12|17-18|43-44|14|4|29;
18;7;PV-33-1|PV-33-2|PV-47-1;B_I|B_R|T_I|T_R|ZY1_R|Z_I|Z_R;11|12|13|26|19|7|24;
18;8;P-46-5|PV-11-4|PV-13-1|PV-46-6;D_I|D_R|FY1_R|F_I|F_R|M_I|M_R|Z_I|Z_R;9|5|15|3|30|11|15|9-10|21-22;
18;9;PV-13-2|PV-39-7|PV-39-8;E_I|E_R|Z_I|Z_R;7-8-9|14-15-16|10|21;
18;10;PR-20-6|PV-20-7;X_I|X_R|Z_I|Z_R;9|28|10|21;
18;11;PV-15-5;FY1_I|F_I|F_R;14|23|6;
18;14;P-52-16|P-52-17;B_I|B_R|D_I|D_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|X_I|X_R;1|22|1|13|1|22|18|27|2|1|27|1|36;
18;15;P-52-18|P-52-19|PV-37-1;B_I|B_R|D_I|D_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|T_I|X_I|X_R;1|22|1|13|1|22|18|27|0-1-2|1|27|40-41|1|36;
18;16;;FY1_I|F_I|F_R;19-20|28-29|0;
18;17;;B_I|B_R|D_I|D_R|E_I|E_R|M_I|M_R|X_I|X_R;0|23|0|14|0|23|0|28|0|37;
18;18;PV-88-1|PV-88-2;B_I|B_R|D_I|D_R|E_I|E_R|M_I|M_R|X_I|X_R;0|23|0|14|0|23|0|28|0|37;
18;19;;B_I|B_R|D_I|D_R|E_I|E_R|M_I|M_R|X_I|X_R;0|23|0|14|0|23|0|28|0|37;
18;20;PV-88-3|PV-88-4;B_I|B_R|D_I|D_R|E_I|E_R|M_I|M_R|X_I|X_R;0|23|0|14|0|23|0|28|0|37;
18;21;PV-88-5|PV-88-6;B_I|B_R|D_I|D_R|E_I|E_R|M_I|M_R|X_I|X_R;0|23|0|14|0|23|0|28|0|37;
18;22;PV-88-8;B_I|B_R|D_I|D_R|E_I|E_R|M_I|M_R|X_I|X_R;0|23|0|14|0|23|0|28|0|37;
19;5;PV-17-1|PV-26-1|PV-5-1;AC_I|AC_R|AY1_R|A_I|A_R|C_I|C_R;10-11-12|37-38-39|17-18-19|10-11-12|33-34-35|13-14-15|46-47-48;
19;6;P-5-2|PV-17-2|PV-17-3|PV-26-2;AC_I|AC_R|AY1_R|A_I|A_R|C_I|C_R;8-9-10-12-13-14|35-36-37-39|15-16-17-19|8-9-10-12-13-14|31-32-33-35|11-12-13-15-16-17|44-45-46-48;
19;7;P-5-3|P-5-5|PV-5-4|PV-60-1|PV-92-1|PV-92-2;AC_I|AC_R|AY1_R|A_I|A_R|B_I|B_R|C_I|C_R|M_I|M_R|T_I|T_R|ZY1_R|Z_I|Z_R;7-8|39-40|19-20|7-8|35-36|10-11|12-13|10-11|48-49|9-10|16-17|11-12-13|26-27-28|19-20-21|5-6-7|24-25-26;
19;8;P-5-6|PR-46-3|PV-11-3|PV-46-4|PV-5-7;B_I|B_R|D_I|D_R|FY1_R|F_I|F_R|M_I|M_R|T_I|T_R;8-9-10|13-14-15|8-9|5-6|15|3|30|10-11|15-16|9-10|29-30;
19;9;P-39-5|PR-23-1|PR-39-3|PV-23-2|PV-39-4|PV-39-6;B_I|B_R|D_I|D_R|E_I|E_R;8|15|7-8|6-7|7|16;
19;10;P-20-3|PV-20-4|PV-20-5|PV-22-1;B_I|B_R|X_I|X_R;7-8|15-16|8-9|28-29;
19;11;PV-15-3|PV-15-4;FY1_I|F_I|F_R|X_I|X_R;14|23|6|7-8|29-30;
19;13;;B_I|B_R|D_I|D_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|X_I|X_R;1|22|1|13|1|22|18|27|2|1|27|1|36;
19;14;P-52-14|P-52-15;B_I|B_R|D_I|D_R|E_I|E_R|FY1_I|F_I|F_R|M_I|M_R|X_I|X_R;1|22|1|13|1|22|18|27|2|1|27|1|36;
19;22;PV-88-7;B_I|B_R|D_I|D_R|E_I|E_R|M_I|M_R|X_I|X_R;0|23|0|14|0|23|0|28|0|37;
19;23;;B_I|B_R|D_I|D_R|E_I|E_R|M_I|M_R|X_I|X_R;0|23|0|14|0|23|0|28|0|37;
19;24;PV-88-10|PV-88-9;B_I|B_R|D_I|D_R|E_I|E_R|M_I|M_R|X_I|X_R;0|23|0|14|0|23|0|28|0|37;
