modo;servicio;sentido;variante;tipodia;shape_id;horario;color_id;direccion;paradas;resources_id
3;A;I;-;D;A_I;09:00:00-13:00:00|18:00:00-19:00:00;#d7282f;Población Manuel Rodriguez;PV-61-1|PV-61-3|PV-92-2|PV-26-2|PV-26-1|PV-17-1|PV-51-1|P-51-2|PV-54-1|PR-45-2|PV-32-1|PV-55-2|PV-12-1|PV-12-3|PV-12-6|PV-12-10|PV-12-12|P-15-10|PR-15-13|PR-15-15|P-15-17|P-25-6|P-25-4|PR-25-2|PV-25-1|P-8-3|P-66-12|PV-66-10|PV-66-8|PV-66-7|PV-66-5|PV-87-4|PV-29-2|P-29-3|P-29-5|P-84-4|P-84-7|PV-19-2|PV-56-2|PV-9-2|P-85-2|P-85-3|PR-85-4|P-15-19|PV-10-5|P-10-8|P-25-7|P-70-1|P-71-2|P-71-1|PV-72-1|PV-94-1|PV-94-2;1
3;A;I;-;L;A_I;08:00:00-20:00:00;#d7282f;Población Manuel Rodriguez;PV-61-1|PV-61-3|PV-92-2|PV-26-2|PV-26-1|PV-17-1|PV-51-1|P-51-2|PV-54-1|PR-45-2|PV-32-1|PV-55-2|PV-12-1|PV-12-3|PV-12-6|PV-12-10|PV-12-12|P-15-10|PR-15-13|PR-15-15|P-15-17|P-25-6|P-25-4|PR-25-2|PV-25-1|P-8-3|P-66-12|PV-66-10|PV-66-8|PV-66-7|PV-66-5|PV-87-4|PV-29-2|P-29-3|P-29-5|P-84-4|P-84-7|PV-19-2|PV-56-2|PV-9-2|P-85-2|P-85-3|PR-85-4|P-15-19|PV-10-5|P-10-8|P-25-7|P-70-1|P-71-2|P-71-1|PV-72-1|PV-94-1|PV-94-2;1
3;A;I;-;S;A_I;08:00:00-19:00:00;#d7282f;Población Manuel Rodriguez;PV-61-1|PV-61-3|PV-92-2|PV-26-2|PV-26-1|PV-17-1|PV-51-1|P-51-2|PV-54-1|PR-45-2|PV-32-1|PV-55-2|PV-12-1|PV-12-3|PV-12-6|PV-12-10|PV-12-12|P-15-10|PR-15-13|PR-15-15|P-15-17|P-25-6|P-25-4|PR-25-2|PV-25-1|P-8-3|P-66-12|PV-66-10|PV-66-8|PV-66-7|PV-66-5|PV-87-4|PV-29-2|P-29-3|P-29-5|P-84-4|P-84-7|PV-19-2|PV-56-2|PV-9-2|P-85-2|P-85-3|PR-85-4|P-15-19|PV-10-5|P-10-8|P-25-7|P-70-1|P-71-2|P-71-1|PV-72-1|PV-94-1|PV-94-2;1
3;A;R;-;D;A_R;10:00:00-14:00:00;#d7282f;Huayquitina;PR-6-5|PV-91-1|PV-72-2|PV-48-1|P-10-7|P-10-6|P-10-4|P-10-3|P-46-23|P-46-24|P-98-4|P-9-3|PV-56-1|PV-19-3|P-84-8|PV-84-6|PV-84-5|PV-84-3|PV-29-4|PV-29-1|PV-53-1|PV-87-3|PV-66-3|PV-66-6|PV-66-9|P-66-11|P-66-13|PV-66-14|PV-66-15|PR-25-3|PV-25-5|P-15-16|PR-15-14|P-15-12|PR-15-11|P-15-9|P-15-8|PV-12-11|PV-12-9|PR-12-7|PV-12-4|PV-12-2|PV-55-1|PV-32-2|PR-45-3|PV-45-1|PV-54-2|P-54-4|PV-17-3|PV-17-2|PV-5-1|P-5-2|P-5-3|PV-60-1|PV-61-2|PV-52-1;1
3;A;R;-;L;A_R;08:00:00-20:00:00;#d7282f;Huayquitina;PR-6-5|PV-91-1|PV-72-2|PV-48-1|P-10-7|P-10-6|P-10-4|P-10-3|P-46-23|P-46-24|P-98-4|P-9-3|PV-56-1|PV-19-3|P-84-8|PV-84-6|PV-84-5|PV-84-3|PV-29-4|PV-29-1|PV-53-1|PV-87-3|PV-66-3|PV-66-6|PV-66-9|P-66-11|P-66-13|PV-66-14|PV-66-15|PR-25-3|PV-25-5|P-15-16|PR-15-14|P-15-12|PR-15-11|P-15-9|P-15-8|PV-12-11|PV-12-9|PR-12-7|PV-12-4|PV-12-2|PV-55-1|PV-32-2|PR-45-3|PV-45-1|PV-54-2|P-54-4|PV-17-3|PV-17-2|PV-5-1|P-5-2|P-5-3|PV-60-1|PV-61-2|PV-52-1;1
3;A;R;-;S;A_R;09:00:00-19:00:00;#d7282f;Huayquitina;PR-6-5|PV-91-1|PV-72-2|PV-48-1|P-10-7|P-10-6|P-10-4|P-10-3|P-46-23|P-46-24|P-98-4|P-9-3|PV-56-1|PV-19-3|P-84-8|PV-84-6|PV-84-5|PV-84-3|PV-29-4|PV-29-1|PV-53-1|PV-87-3|PV-66-3|PV-66-6|PV-66-9|P-66-11|P-66-13|PV-66-14|PV-66-15|PR-25-3|PV-25-5|P-15-16|PR-15-14|P-15-12|PR-15-11|P-15-9|P-15-8|PV-12-11|PV-12-9|PR-12-7|PV-12-4|PV-12-2|PV-55-1|PV-32-2|PR-45-3|PV-45-1|PV-54-2|P-54-4|PV-17-3|PV-17-2|PV-5-1|P-5-2|P-5-3|PV-60-1|PV-61-2|PV-52-1;1
3;AC;I;-;D;AC_I;13:00:00-18:00:00;#73308a;Cementerio;PV-61-1|PV-61-3|PV-92-2|PV-26-2|PV-26-1|PV-17-1|PV-51-1|P-51-2|PV-54-1|PR-45-2|PV-32-1|PV-55-2|PV-12-1|PV-12-3|PV-12-6|PV-12-10|PV-12-12|P-15-10|PR-15-13|PR-15-15|P-15-17|P-25-6|P-25-4|PR-25-2|PV-25-1|P-8-3|P-66-12|PV-66-10|PV-66-8|PV-66-7|PV-66-5|PV-87-4|PV-29-2|P-29-3|P-29-5|P-84-4|P-84-7|PV-19-2|PV-56-2|PV-9-2|P-85-2|P-85-3|PR-85-4|P-15-19|PV-10-5|PV-68-2|PV-59-1|PV-59-3|PV-59-6|PV-59-9|PV-59-12|PV-65-1;1
3;AC;R;-;D;AC_R;14:00:00-19:00:00;#73308a;Huayquitina;P-59-13|PV-59-10|PV-59-8|PV-59-5|PV-59-4|P-59-2|PV-68-3|P-68-1|P-10-4|P-10-3|P-46-23|P-46-24|P-98-4|P-9-3|PV-56-1|PV-19-3|P-84-8|PV-84-6|PV-84-5|PV-84-3|PV-29-4|PV-29-1|PV-53-1|PV-87-3|PV-66-3|PV-66-6|PV-66-9|P-66-11|P-66-13|PV-66-14|PV-66-15|PR-25-3|PV-25-5|P-15-16|PR-15-14|P-15-12|PR-15-11|P-15-9|P-15-8|PV-12-11|PV-12-9|PR-12-7|PV-12-4|PV-12-2|PV-55-1|PV-32-2|PR-45-3|PV-45-1|PV-54-2|P-54-4|PV-17-3|PV-17-2|PV-5-1|P-5-2|P-5-3|PV-60-1|PV-61-2;1
3;B;I;-;D;B_I;09:00:00-19:00:00;#d7282f;Caspana;PV-88-15|PV-88-13|PV-88-11|PV-88-9|PV-88-7|PV-88-5|PV-88-3|PV-88-1|P-52-20|P-52-19|P-52-16|P-52-14|P-52-13|P-52-11|P-52-10|PV-52-6|P-20-1|PV-20-4|PR-23-1|PR-46-3|PV-5-4|PV-47-2|PV-47-4|P-47-6|P-47-9|PV-47-10|P-47-13|P-93-2|PV-42-1|P-16-1|P-16-2|P-16-3|P-16-4|P-98-5|PR-46-25|P-46-26|PR-46-27|PR-63-2|P-63-3|P-63-4|P-95-2|P-95-1|P-83-1|P-83-3;1
3;B;I;-;L;B_I;08:00:00-20:00:00;#d7282f;Caspana;PV-88-15|PV-88-13|PV-88-11|PV-88-9|PV-88-7|PV-88-5|PV-88-3|PV-88-1|P-52-20|P-52-19|P-52-16|P-52-14|P-52-13|P-52-11|P-52-10|PV-52-6|P-20-1|PV-20-4|PR-23-1|PR-46-3|PV-5-4|PV-47-2|PV-47-4|P-47-6|P-47-9|PV-47-10|P-47-13|P-93-2|PV-42-1|P-16-1|P-16-2|P-16-3|P-16-4|P-98-5|PR-46-25|P-46-26|PR-46-27|PR-63-2|P-63-3|P-63-4|P-95-2|P-95-1|P-83-1|P-83-3;1
