modo;servicio;sentido;variante;tipodia;shape_id;horario;color_id;direccion;paradas;resources_id
3;B;I;-;S;B_I;08:00:00-19:00:00;#d7282f;Caspana;PV-88-15|PV-88-13|PV-88-11|PV-88-9|PV-88-7|PV-88-5|PV-88-3|PV-88-1|P-52-20|P-52-19|P-52-16|P-52-14|P-52-13|P-52-11|P-52-10|PV-52-6|P-20-1|PV-20-4|PR-23-1|PR-46-3|PV-5-4|PV-47-2|PV-47-4|P-47-6|P-47-9|PV-47-10|P-47-13|P-93-2|PV-42-1|P-16-1|P-16-2|P-16-3|P-16-4|P-98-5|PR-46-25|P-46-26|PR-46-27|PR-63-2|P-63-3|P-63-4|P-95-2|P-95-1|P-83-1|P-83-3;1
3;B;R;-;D;B_R;10:00:00-19:00:00;#d7282f;Barrio Industrial;PV-73-1|PV-83-2|PV-35-1|PV-89-1|PV-63-6|PR-63-5|PV-63-1|PR-7-10|PR-7-9|P-7-8|P-7-7|P-7-6|P-7-5|P-93-3|PV-9-1|PV-93-1|P-47-12|P-47-11|P-47-7|PV-47-5|PV-47-3|PV-47-1|P-5-3|P-5-5|P-5-6|PV-46-4|PV-23-2|P-20-3|PV-20-2|PR-52-7|P-52-8|P-52-9|PR-52-12|P-52-15|P-52-17|P-52-18|P-52-21|PV-88-2|PV-88-4|PV-88-6|PV-88-8|PV-88-10|PV-88-12|PV-88-14|PV-88-16;1
3;B;R;-;L;B_R;08:00:00-20:00:00;#d7282f;Barrio Industrial;PV-73-1|PV-83-2|PV-35-1|PV-89-1|PV-63-6|PR-63-5|PV-63-1|PR-7-10|PR-7-9|P-7-8|P-7-7|P-7-6|P-7-5|P-93-3|PV-9-1|PV-93-1|P-47-12|P-47-11|P-47-7|PV-47-5|PV-47-3|PV-47-1|P-5-3|P-5-5|P-5-6|PV-46-4|PV-23-2|P-20-3|PV-20-2|PR-52-7|P-52-8|P-52-9|PR-52-12|P-52-15|P-52-17|P-52-18|P-52-21|PV-88-2|PV-88-4|PV-88-6|PV-88-8|PV-88-10|PV-88-12|PV-88-14|PV-88-16;1
3;B;R;-;S;B_R;09:00:00-19:00:00;#d7282f;Barrio Industrial;PV-73-1|PV-83-2|PV-35-1|PV-89-1|PV-63-6|PR-63-5|PV-63-1|PR-7-10|PR-7-9|P-7-8|P-7-7|P-7-6|P-7-5|P-93-3|PV-9-1|PV-93-1|P-47-12|P-47-11|P-47-7|PV-47-5|PV-47-3|PV-47-1|P-5-3|P-5-5|P-5-6|PV-46-4|PV-23-2|P-20-3|PV-20-2|PR-52-7|P-52-8|P-52-9|PR-52-12|P-52-15|P-52-17|P-52-18|P-52-21|PV-88-2|PV-88-4|PV-88-6|PV-88-8|PV-88-10|PV-88-12|PV-88-14|PV-88-16;1
3;C;I;-;D;C_I;09:00:00-19:00:00;#73308a;El Peuco;PV-69-1|PV-69-3|PV-61-3|PV-92-2|PV-26-2|PV-26-1|PV-17-1|PV-51-1|P-51-2|PV-54-1|PR-45-2|PV-32-1|PV-43-2|PV-43-5|PV-43-6|PV-53-3|P-93-2|PV-34-2|P-85-2|P-85-3|PR-85-4|P-16-4|PR-16-5|PV-14-2|PV-59-3|PV-59-6|PV-59-9|PV-59-11|PV-59-14|PV-59-17|PV-59-19|PV-57-5|P-57-2|PV-75-1|P-79-9|P-79-8|P-79-5|P-79-3|P-79-2|P-64-1;1
3;C;I;-;L;C_I;08:00:00-20:00:00;#73308a;El Peuco;PV-69-1|PV-69-3|PV-61-3|PV-92-2|PV-26-2|PV-26-1|PV-17-1|PV-51-1|P-51-2|PV-54-1|PR-45-2|PV-32-1|PV-43-2|PV-43-5|PV-43-6|PV-53-3|P-93-2|PV-34-2|P-85-2|P-85-3|PR-85-4|P-16-4|PR-16-5|PV-14-2|PV-59-3|PV-59-6|PV-59-9|PV-59-11|PV-59-14|PV-59-17|PV-59-19|PV-57-5|P-57-2|PV-75-1|P-79-9|P-79-8|P-79-5|P-79-3|P-79-2|P-64-1;1
3;C;I;-;S;C_I;08:00:00-19:00:00;#73308a;El Peuco;PV-69-1|PV-69-3|PV-61-3|PV-92-2|PV-26-2|PV-26-1|PV-17-1|PV-51-1|P-51-2|PV-54-1|PR-45-2|PV-32-1|PV-43-2|PV-43-5|PV-43-6|PV-53-3|P-93-2|PV-34-2|P-85-2|P-85-3|PR-85-4|P-16-4|PR-16-5|PV-14-2|PV-59-3|PV-59-6|PV-59-9|PV-59-11|PV-59-14|PV-59-17|PV-59-19|PV-57-5|P-57-2|PV-75-1|P-79-9|P-79-8|P-79-5|P-79-3|P-79-2|P-64-1;1
3;C;R;-;D;C_R;10:00:00-19:00:00;#73308a;Huayquitina;PR-64-2|PR-79-1|PR-79-4|P-79-6|PR-79-7|PR-79-10|PV-57-1|PV-57-3|PV-57-4|PV-57-6|PV-59-18|PV-59-16|PV-59-15|P-59-13|PV-59-10|PV-59-8|PV-59-7|PV-59-4|P-59-2|PV-14-1|PV-15-20|PV-36-3|PV-36-2|PR-7-10|PR-7-9|P-7-8|P-7-7|PV-10-2|PV-10-1|PV-34-1|PV-93-1|PV-53-4|PV-43-7|PV-43-4|PV-43-3|PV-43-1|PV-32-2|PR-45-3|PV-45-1|PV-54-2|P-54-4|PV-17-3|PV-17-2|PV-5-1|P-5-2|P-5-3|PV-60-1|PV-61-2|PV-69-2|PV-52-1;1
3;C;R;-;L;C_R;08:00:00-20:00:00;#73308a;Huayquitina;PR-64-2|PR-79-1|PR-79-4|P-79-6|PR-79-7|PR-79-10|PV-57-1|PV-57-3|PV-57-4|PV-57-6|PV-59-18|PV-59-16|PV-59-15|P-59-13|PV-59-10|PV-59-8|PV-59-7|PV-59-4|P-59-2|PV-14-1|PV-15-20|PV-36-3|PV-36-2|PR-7-10|PR-7-9|P-7-8|P-7-7|PV-10-2|PV-10-1|PV-34-1|PV-93-1|PV-53-4|PV-43-7|PV-43-4|PV-43-3|PV-43-1|PV-32-2|PR-45-3|PV-45-1|PV-54-2|P-54-4|PV-17-3|PV-17-2|PV-5-1|P-5-2|P-5-3|PV-60-1|PV-61-2|PV-69-2|PV-52-1;1
3;C;R;-;S;C_R;09:00:00-19:00:00;#73308a;Huayquitina;PR-64-2|PR-79-1|PR-79-4|P-79-6|PR-79-7|PR-79-10|PV-57-1|PV-57-3|PV-57-4|PV-57-6|PV-59-18|PV-59-16|PV-59-15|P-59-13|PV-59-10|PV-59-8|PV-59-7|PV-59-4|P-59-2|PV-14-1|PV-15-20|PV-36-3|PV-36-2|PR-7-10|PR-7-9|P-7-8|P-7-7|PV-10-2|PV-10-1|PV-34-1|PV-93-1|PV-53-4|PV-43-7|PV-43-4|PV-43-3|PV-43-1|PV-32-2|PR-45-3|PV-45-1|PV-54-2|P-54-4|PV-17-3|PV-17-2|PV-5-1|P-5-2|P-5-3|PV-60-1|PV-61-2|PV-69-2|PV-52-1;1
3;D;I;-;D;D_I;10:00:00-19:00:00;#d7282f;Parque El Loa;PV-88-15|PV-88-13|PV-88-11|PV-88-9|PV-88-7|PV-88-5|PV-88-3|PV-88-1|P-52-20|P-52-19|P-52-16|P-52-14|P-52-13|P-52-11|P-52-10|PV-52-6|PV-52-4|PV-39-2|PR-23-1|PR-46-3|P-46-5|PR-46-7|PR-46-9|P-46-12|P-46-13|PR-46-15|P-46-16|P-46-18|P-46-19|P-46-21|PV-46-22|PV-42-1|P-16-1|P-16-2|P-16-3|P-16-4|P-98-5|PR-46-25|P-46-26|PR-46-27|PR-63-2|P-63-3|P-63-4|PV-63-7|PR-63-10;1
3;D;I;-;L;D_I;08:00:00-20:00:00;#d7282f;Parque El Loa;PV-88-15|PV-88-13|PV-88-11|PV-88-9|PV-88-7|PV-88-5|PV-88-3|PV-88-1|P-52-20|P-52-19|P-52-16|P-52-14|P-52-13|P-52-11|P-52-10|PV-52-6|PV-52-4|PV-39-2|PR-23-1|PR-46-3|P-46-5|PR-46-7|PR-46-9|P-46-12|P-46-13|PR-46-15|P-46-16|P-46-18|P-46-19|P-46-21|PV-46-22|PV-42-1|P-16-1|P-16-2|P-16-3|P-16-4|P-98-5|PR-46-25|P-46-26|PR-46-27|PR-63-2|P-63-3|P-63-4|PV-63-7|PR-63-10;1
3;D;I;-;S;D_I;10:00:00-19:00:00;#d7282f;Parque El Loa;PV-88-15|PV-88-13|PV-88-11|PV-88-9|PV-88-7|PV-88-5|PV-88-3|PV-88-1|P-52-20|P-52-19|P-52-16|P-52-14|P-52-13|P-52-11|P-52-10|PV-52-6|PV-52-4|PV-39-2|PR-23-1|PR-46-3|P-46-5|PR-46-7|PR-46-9|P-46-12|P-46-13|PR-46-15|P-46-16|P-46-18|P-46-19|P-46-21|PV-46-22|PV-42-1|P-16-1|P-16-2|P-16-3|P-16-4|P-98-5|PR-46-25|P-46-26|PR-46-27|PR-63-2|P-63-3|P-63-4|PV-63-7|PR-63-10;1
3;D;R;-;D;D_R;11:00:00-19:00:00;#d7282f;Barrio Industrial;P-63-11|P-63-9|PR-63-8|PR-63-5|PV-63-1|PR-7-10|PR-7-9|P-7-8|P-7-7|P-7-6|P-7-5|P-93-3|PV-46-20|P-46-17|P-46-14|P-46-11|PR-46-10|PR-46-8|PV-46-6|PV-46-4|P-39-5|PR-39-3|PV-39-1|PR-52-5|PR-52-7|P-52-8|P-52-9|PR-52-12|P-52-15|P-52-17|P-52-18|P-52-21|PV-88-2|PV-88-4|PV-88-6|PV-88-8|PV-88-10|PV-88-12|PV-88-14|PV-88-16;1
3;D;R;-;L;D_R;08:00:00-20:00:00;#d7282f;Barrio Industrial;P-63-11|P-63-9|PR-63-8|PR-63-5|PV-63-1|PR-7-10|PR-7-9|P-7-8|P-7-7|P-7-6|P-7-5|P-93-3|PV-46-20|P-46-17|P-46-14|P-46-11|PR-46-10|PR-46-8|PV-46-6|PV-46-4|P-39-5|PR-39-3|PV-39-1|PR-52-5|PR-52-7|P-52-8|P-52-9|PR-52-12|P-52-15|P-52-17|P-52-18|P-52-21|PV-88-2|PV-88-4|PV-88-6|PV-88-8|PV-88-10|PV-88-12|PV-88-14|PV-88-16;1
3;D;R;-;S;D_R;11:00:00-19:00:00;#d7282f;Barrio Industrial;P-63-11|P-63-9|PR-63-8|PR-63-5|PV-63-1|PR-7-10|PR-7-9|P-7-8|P-7-7|P-7-6|P-7-5|P-93-3|PV-46-20|P-46-17|P-46-14|P-46-11|PR-46-10|PR-46-8|PV-46-6|PV-46-4|P-39-5|PR-39-3|PV-39-1|PR-52-5|PR-52-7|P-52-8|P-52-9|PR-52-12|P-52-15|P-52-17|P-52-18|P-52-21|PV-88-2|PV-88-4|PV-88-6|PV-88-8|PV-88-10|PV-88-12|PV-88-14|PV-88-16;1
3;E;I;-;D;E_I;09:00:00-19:00:00;#4c9c2e;Las Vegas;PV-88-15|PV-88-13|PV-88-11|PV-88-9|PV-88-7|PV-88-5|PV-88-3|PV-88-1|P-52-20|P-52-19|P-52-16|P-52-14|P-52-13|P-52-11|P-52-10|PV-52-6|PV-52-4|PV-39-2|PV-39-4|PV-39-7|PV-39-9|PV-90-1|PV-90-3|P-15-10|PR-15-13|PR-15-15|P-15-17|P-25-6|P-25-4|PR-25-2|PV-25-1|PV-93-4|P-16-1|P-10-3|P-46-23|P-46-24|PV-38-2|PV-84-10|PV-19-2|PV-19-5|PV-27-1|PV-62-2|P-62-3|PV-62-5|PV-62-7;1
3;E;I;-;L;E_I;08:00:00-20:00:00;#4c9c2e;Las Vegas;PV-88-15|PV-88-13|PV-88-11|PV-88-9|PV-88-7|PV-88-5|PV-88-3|PV-88-1|P-52-20|P-52-19|P-52-16|P-52-14|P-52-13|P-52-11|P-52-10|PV-52-6|PV-52-4|PV-39-2|PV-39-4|PV-39-7|PV-39-9|PV-90-1|PV-90-3|P-15-10|PR-15-13|PR-15-15|P-15-17|P-25-6|P-25-4|PR-25-2|PV-25-1|PV-93-4|P-16-1|P-10-3|P-46-23|P-46-24|PV-38-2|PV-84-10|PV-19-2|PV-19-5|PV-27-1|PV-62-2|P-62-3|PV-62-5|PV-62-7;1
3;E;I;-;S;E_I;08:00:00-19:00:00;#4c9c2e;Las Vegas;PV-88-15|PV-88-13|PV-88-11|PV-88-9|PV-88-7|PV-88-5|PV-88-3|PV-88-1|P-52-20|P-52-19|P-52-16|P-52-14|P-52-13|P-52-11|P-52-10|PV-52-6|PV-52-4|PV-39-2|PV-39-4|PV-39-7|PV-39-9|PV-90-1|PV-90-3|P-15-10|PR-15-13|PR-15-15|P-15-17|P-25-6|P-25-4|PR-25-2|PV-25-1|PV-93-4|P-16-1|P-10-3|P-46-23|P-46-24|PV-38-2|PV-84-10|PV-19-2|PV-19-5|PV-27-1|PV-62-2|P-62-3|PV-62-5|PV-62-7;1
3;E;R;-;D;E_R;10:00:00-20:00:00;#4c9c2e;Barrio Industrial;PV-73-1|P-62-6|P-62-4|P-62-1|PV-4-1|PV-19-5|PV-19-1|P-85-1|P-85-2|P-85-3|P-7-7|P-7-6|P-7-5|PV-7-2|PR-25-3|PV-25-5|P-15-16|PR-15-14|P-15-12|PR-15-11|P-15-9|PV-90-2|PV-7-1|PV-39-8|PV-39-6|P-39-5|PR-39-3|PV-39-1|PV-82-2|P-82-3|P-52-9|PR-52-12|P-52-15|P-52-17|P-52-18|P-52-21|PV-88-2|PV-88-4|PV-88-6|PV-88-8|PV-88-10|PV-88-12|PV-88-14|PV-88-16;1
3;E;R;-;L;E_R;08:00:00-20:00:00;#4c9c2e;Barrio Industrial;PV-73-1|P-62-6|P-62-4|P-62-1|PV-4-1|PV-19-5|PV-19-1|P-85-1|P-85-2|P-85-3|P-7-7|P-7-6|P-7-5|PV-7-2|PR-25-3|PV-25-5|P-15-16|PR-15-14|P-15-12|PR-15-11|P-15-9|PV-90-2|PV-7-1|PV-39-8|PV-39-6|P-39-5|PR-39-3|PV-39-1|PV-82-2|P-82-3|P-52-9|PR-52-12|P-52-15|P-52-17|P-52-18|P-52-21|PV-88-2|PV-88-4|PV-88-6|PV-88-8|PV-88-10|PV-88-12|PV-88-14|PV-88-16;1
3;E;R;-;S;E_R;09:00:00-19:00:00;#4c9c2e;Barrio Industrial;PV-73-1|P-62-6|P-62-4|P-62-1|PV-4-1|PV-19-5|PV-19-1|P-85-1|P-85-2|P-85-3|P-7-7|P-7-6|P-7-5|PV-7-2|PR-25-3|PV-25-5|P-15-16|PR-15-14|P-15-12|PR-15-11|P-15-9|PV-90-2|PV-7-1|PV-39-8|PV-39-6|P-39-5|PR-39-3|PV-39-1|PV-82-2|P-82-3|P-52-9|PR-52-12|P-52-15|P-52-17|P-52-18|P-52-21|PV-88-2|PV-88-4|PV-88-6|PV-88-8|PV-88-10|PV-88-12|PV-88-14|PV-88-16;1
3;F;I;-;D;F_I;09:00:00-19:00:00;#f7be00;Kamac Mayu;P-46-1|PR-46-2|PR-46-3|P-46-5|PR-46-7|PV-54-5|PV-54-3|PV-54-1|PR-45-2|PV-32-1|PV-12-1|PV-12-3|PV-12-6|P-46-12|P-46-13|PR-46-15|P-46-16|P-46-18|P-66-12|PV-66-10|PV-66-8|PV-66-7|PV-66-5|P-80-1|P-80-2|PV-80-5|PV-84-1|PV-98-1|PV-98-3|P-84-4|P-84-7|P-84-9|P-47-14|P-85-1|P-85-2|P-85-3|P-7-7|P-7-6|P-7-5|PV-7-2|PR-25-3|PV-25-5|P-15-16|PR-15-14|P-15-12|PR-15-11|P-15-9|P-15-8|PV-15-4|PV-15-2|P-52-9|PR-52-12|P-52-15|P-52-17|P-52-18;1
3;F;I;-;L;F_I;08:00:00-20:00:00;#f7be00;Kamac Mayu;P-46-1|PR-46-2|PR-46-3|P-46-5|PR-46-7|PV-54-5|PV-54-3|PV-54-1|PR-45-2|PV-32-1|PV-12-1|PV-12-3|PV-12-6|P-46-12|P-46-13|PR-46-15|P-46-16|P-46-18|P-66-12|PV-66-10|PV-66-8|PV-66-7|PV-66-5|P-80-1|P-80-2|PV-80-5|PV-84-1|PV-98-1|PV-98-3|P-84-4|P-84-7|P-84-9|P-47-14|P-85-1|P-85-2|P-85-3|P-7-7|P-7-6|P-7-5|PV-7-2|PR-25-3|PV-25-5|P-15-16|PR-15-14|P-15-12|PR-15-11|P-15-9|P-15-8|PV-15-4|PV-15-2|P-52-9|PR-52-12|P-52-15|P-52-17|P-52-18;1
3;F;I;-;S;F_I;08:00:00-19:00:00;#f7be00;Kamac Mayu;P-46-1|PR-46-2|PR-46-3|P-46-5|PR-46-7|PV-54-5|PV-54-3|PV-54-1|PR-45-2|PV-32-1|PV-12-1|PV-12-3|PV-12-6|P-46-12|P-46-13|PR-46-15|P-46-16|P-46-18|P-66-12|PV-66-10|PV-66-8|PV-66-7|PV-66-5|P-80-1|P-80-2|PV-80-5|PV-84-1|PV-98-1|PV-98-3|P-84-4|P-84-7|P-84-9|P-47-14|P-85-1|P-85-2|P-85-3|P-7-7|P-7-6|P-7-5|PV-7-2|PR-25-3|PV-25-5|P-15-16|PR-15-14|P-15-12|PR-15-11|P-15-9|P-15-8|PV-15-4|PV-15-2|P-52-9|PR-52-12|P-52-15|P-52-17|P-52-18;1
3;F;R;-;D;F_R;10:00:00-19:00:00;#f7be00;Huayquitina;P-52-19|P-52-16|P-52-14|P-52-13|P-52-11|P-52-10|PV-15-1|PV-15-3|PV-15-5|PV-15-7|P-15-10|PR-15-13|PR-15-15|P-15-17|P-25-6|P-25-4|PR-25-2|PV-25-1|PV-7-4|P-16-1|P-10-3|PV-10-2|P-46-23|P-46-24|PV-38-1|PV-84-10|P-84-8|PV-84-6|PV-84-5|PV-98-2|PV-86-1|PV-84-2|PV-80-5|PV-80-3|PV-66-4|PV-66-6|PV-66-9|P-66-11|P-66-13|P-46-17|P-46-14|PV-11-5|PV-12-4|PV-12-2|PV-49-1|PR-45-3|PV-45-1|PV-54-2|P-54-4|PV-54-6|PV-11-4|PV-11-3|PV-11-2|PV-11-1;1
3;F;R;-;L;F_R;08:00:00-20:00:00;#f7be00;Huayquitina;P-52-19|P-52-16|P-52-14|P-52-13|P-52-11|P-52-10|PV-15-1|PV-15-3|PV-15-5|PV-15-7|P-15-10|PR-15-13|PR-15-15|P-15-17|P-25-6|P-25-4|PR-25-2|PV-25-1|PV-7-4|P-16-1|P-10-3|PV-10-2|P-46-23|P-46-24|PV-38-1|PV-84-10|P-84-8|PV-84-6|PV-84-5|PV-98-2|PV-86-1|PV-84-2|PV-80-5|PV-80-3|PV-66-4|PV-66-6|PV-66-9|P-66-11|P-66-13|P-46-17|P-46-14|PV-11-5|PV-12-4|PV-12-2|PV-49-1|PR-45-3|PV-45-1|PV-54-2|P-54-4|PV-54-6|PV-11-4|PV-11-3|PV-11-2|PV-11-1;1
3;F;R;-;S;F_R;09:00:00-19:00:00;#f7be00;Huayquitina;P-52-19|P-52-16|P-52-14|P-52-13|P-52-11|P-52-10|PV-15-1|PV-15-3|PV-15-5|PV-15-7|P-15-10|PR-15-13|PR-15-15|P-15-17|P-25-6|P-25-4|PR-25-2|PV-25-1|PV-7-4|P-16-1|P-10-3|PV-10-2|P-46-23|P-46-24|PV-38-1|PV-84-10|P-84-8|PV-84-6|PV-84-5|PV-98-2|PV-86-1|PV-84-2|PV-80-5|PV-80-3|PV-66-4|PV-66-6|PV-66-9|P-66-11|P-66-13|P-46-17|P-46-14|PV-11-5|PV-12-4|PV-12-2|PV-49-1|PR-45-3|PV-45-1|PV-54-2|P-54-4|PV-54-6|PV-11-4|PV-11-3|PV-11-2|PV-11-1;1
