stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
95754,,Sausalito - Sur / Millelche,,-38.76690475,-72.60499313,,,0,,,0
95755,,Bombero Carlos Escobar - Oeste / San Nicolas,,-38.76705905,-72.60319258,,,0,,,0
95752,,Villa Alegre - Norte / Estado,,-38.76157484,-72.60310829,,,0,,,0
95753,,Villa Alegre - Norte / Bombero R Fierro,,-38.76372444,-72.60659419,,,0,,,0
95750,,Guido Beck De Ramberga - Oeste / Nihue,,-38.75880337,-72.59953111,,,0,,,0
95751,,Sausalito - Sur / Relun,,-38.76515461,-72.60665642,,,0,,,0
95553,,S - 215 / Vega modelo- Sur,,-38.69430232,-72.52549372,,,0,,,0
95552,,S - 215 / Vista Volcan - Sur,,-38.69524216,-72.5273664,,,0,,,0
95551,,S - 215 / Vista Volcan - Norte,,-38.69529097,-72.52781948,,,0,,,0
95550,,S - 215 / Valle De Asturias II- Oriente,,-38.69859174,-72.53411125,,,0,,,0
95559,,S - 215 - Poniente / Ctro . E. La Granja,,-38.68132109,-72.51107702,,,0,,,0
95558,,S - 215 - Poniente / Vilcún,,-38.6834869,-72.51268743,,,0,,,0
95557,,S - 215 / Villa Santa Carolina 1 - Norte,,-38.69055168,-72.5183136,,,0,,,0
95556,,S - 215 / Villa Santa Carolina - Sur,,-38.69050713,-72.51789858,,,0,,,0
95555,,S - 215 / Villa Santa Carolina 2 - Norte,,-38.69093945,-72.51911377,,,0,,,0
95554,,S - 215 /Vega Modelo,,-38.69453227,-72.52633575,,,0,,,0
95749,,Guido Beck De Ramberga - Este,,-38.75362947,-72.59015694,,,0,,,0
95745,,Huichahue - Este / Baquedano,,-38.76395763,-72.58908408,,,0,,,0
95746,,Huichahue_Oeste / Santa Maria,,-38.76232231,-72.59076628,,,0,,,0
95747,,Villa Alegre / Psje Villa Alegre,,-38.75406869,-72.58976742,,,0,,,0
95748,,Guido Beck De Ramberga - Oeste / Almirante Barroso,,-38.75743042,-72.59756397,,,0,,,0
95741,,Pulmahue / Pasaje N3,,-38.77385609,-72.59245223,,,0,,,0
95742,,Pulmahue / La Quebrada,,-38.77370299,-72.59009328,,,0,,,0
95743,,Huichahue_Sur / Pulmahue,,-38.77235982,-72.58559619,,,0,,,0
95744,,Huichahue - Oeste / Cerro,,-38.76561589,-72.58706498,,,0,,,0
95540,,S - 215 / Calderon De La Barca - Poniente,,-38.70649465,-72.54873848,,,0,,,0
95542,,S - 215 / Juan Rulfo - Norte,,-38.70370085,-72.54497166,,,0,,,0
95541,,S - 215 / Valle De Asturias II - Poniente,,-38.69852286,-72.53421557,,,0,,,0
95548,,S - 215 / Villa El Retiro - Poniente,,-38.70044994,-72.53821108,,,0,,,0
95547,,S - 215 / Tirso De Molina,,-38.70321062,-72.54389747,,,0,,,0
95549,,S - 215 / Valle De Asturias - Oriente,,-38.69961875,-72.53622762,,,0,,,0
95544,,S - 215 / Villa El Retiro - Oriente,,-38.70091839,-72.53877809,,,0,,,0
95739,,Huichahue_Este / Santa Maria,,-38.76204386,-72.59059938,,,0,,,0
95543,,S - 215 / Gustavo Adolfo Bequer - Oriente,,-38.70574927,-72.54766492,,,0,,,0
95738,,Huichahue - Oeste_Los Araucanos,,-38.7635958,-72.5897098,,,0,,,0
95546,,S - 215 / Gustavo Adolfo Bequer - Poniente,,-38.70551497,-72.54776253,,,0,,,0
95545,,S - 215 / Roni Bandini,,-38.70495619,-72.54704066,,,0,,,0
95732,,Las Avutardas / Los Ruisenores,,-38.77527529,-72.59280912,,,0,,,0
95733,,Huichahue_Norte / El Sauce - Mira Cautin,,-38.77212257,-72.58553862,,,0,,,0
95529,,Nahuelbuta / 7 Norte - Sur,,-38.71836852,-72.56119445,,,0,,,0
95730,,Pulmahue / La Quebrada,,-38.7736594,-72.58897747,,,0,,,0
95731,,Pulmahue / Las Parinas,,-38.77297871,-72.58687956,,,0,,,0
95736,,Huichahue - Este / Cementerio,,-38.76659507,-72.58696785,,,0,,,0
95737,,Huichahue - Este / El Cerro,,-38.76471135,-72.5876475,,,0,,,0
95734,,Huichahue_Este / Licanco,,-38.7704954,-72.58660434,,,0,,,0
95735,,Huichahue / Los Hualles,,-38.76849159,-72.58665507,,,0,,,0
95531,,S - 215 / Los Tineos - Poniente,,-38.71037951,-72.55143847,,,0,,,0
95530,,S - 215 / Jacinto Benavente,,-38.70882288,-72.55050916,,,0,,,0
95535,,S - 215 / Jacaranda - Poniente,,-38.71163727,-72.55245399,,,0,,,0
95534,,S - 215 / Huingan - Poniente,,-38.71320204,-72.55350453,,,0,,,0
95729,,Pulmahue / Painemilla,,-38.77389998,-72.59163013,,,0,,,0
95533,,S - 215 / Huingan - Oriente,,-38.71323792,-72.55328777,,,0,,,0
95728,,Las Avutardas / Las Aguilas,,-38.77473706,-72.59280308,,,0,,,0
95532,,S - 215 / Bandera - Poniente,,-38.71576419,-72.5551131,,,0,,,0
95727,,Los Ruisenore - Sur / Las Bandurrias,,-38.77559011,-72.59430053,,,0,,,0
95539,,S - 215 / Antonio Machado - Poniente,,-38.70745706,-72.54949572,,,0,,,0
95538,,S - 215 / Albert Camus,,-38.70851573,-72.54996219,,,0,,,0
95537,,S - 215 / Los Tineos - Oriente,,-38.71043455,-72.55135968,,,0,,,0
95536,,S - 215 / Jacaranda - Oriente,,-38.71170761,-72.55229133,,,0,,,0
95518,,Cautin / B Urrutia,,-38.72955307,-72.57715018,,,0,,,0
95519,,Anibal Pinto / Cautín,,-38.72918771,-72.57817332,,,0,,,0
95720,,Pamemilla / Aillacara,,-38.76829407,-72.59195765,,,0,,,0
95721,,Vilumilla / Pamemilla,,-38.76989187,-72.59216489,,,0,,,0
95723,,Los Pelicanos / Los Ruisenores,,-38.7757745,-72.5970554,,,0,,,0
95724,,Camino Querevan - Este / Las Aguilas,,-38.77496297,-72.59801016,,,0,,,0
95725,,Camino Querevan - Oeste / Las Perdices,,-38.77529863,-72.59808094,,,0,,,0
95726,,Los Ruisenores / Los Pelicanos,,-38.77577856,-72.59648374,,,0,,,0
95520,,Ecuador / 21 De Mayo - Norte,,-38.72311297,-72.57507948,,,0,,,0
95522,,Tacna / 5 De Abril,,-38.72158545,-72.57262012,,,0,,,0
95717,,La Paz / Francisco Pleiteado,,-38.75610054,-72.59097985,,,0,,,0
95521,,Ecuador / Kolossa - Norte,,-38.722742,-72.57374172,,,0,,,0
95716,,Villa Alegre / Psje Villa Alegre,,-38.75465097,-72.59038974,,,0,,,0
95524,,5 De Abril / Tacna,,-38.72137529,-72.57256046,,,0,,,0
95719,,Aillacara / Huada,,-38.76810973,-72.59393899,,,0,,,0
95523,,Rudencio Ortega / Centenario,,-38.72037035,-72.56877333,,,0,,,0
95718,,Aillacara - Norte / Cacique Conoepan,,-38.76824134,-72.59949122,,,0,,,0
95526,,Nahuelbuta / Terpel,,-38.71881021,-72.56577335,,,0,,,0
95525,,Rudencio Ortega / Vicente Perez Rosales,,-38.71897443,-72.56760331,,,0,,,0
95528,,Nahuelbuta / 1 Norte - Sur,,-38.71869392,-72.56473118,,,0,,,0
95527,,Nahuelbuta / Rudecindo Ortega - Sur,,-38.71890999,-72.56673964,,,0,,,0
95795,,S - 31 - Oriente / Los Coigues,,-38.67865023,-72.50784681,,,0,,,0
95794,,S - 215 / Valle De Asturias - Poniente,,-38.6995506,-72.53634544,,,0,,,0
95793,,5 De Abril / Valparaiso,,-38.72090415,-72.57043755,,,0,,,0
95792,,Claudio Vicuna / Ecuador,,-38.72369927,-72.57639069,,,0,,,0
95791,,Claudio Vicuna / Rancagua,,-38.72536002,-72.57572736,,,0,,,0
95790,,Capolican / Anibal Pinto - Norte,,-38.72721233,-72.57762002,,,0,,,0
95799,,S - 215 / Juan Rulfo - Sur,,-38.70392401,-72.54488354,,,0,,,0
95509,,Camino Querevan - Este / Los Queltehues,,-38.77318586,-72.5975522,,,0,,,0
95798,,S - 215 / Parque Costanera II - Oriente,,-38.7023542,-72.5417204,,,0,,,0
95508,,Camino Querevan - Oeste / Pulmahue,,-38.77349814,-72.59777014,,,0,,,0
95797,,S - 215 - Oriente / Ctro Edu. La Granja,,-38.68163576,-72.51117024,,,0,,,0
95507,,Villa Alegre - Este / Almirante Barroso,,-38.7581837,-72.59539493,,,0,,,0
95796,,S - 31 / Arturo Prat - Oriente,,-38.68035584,-72.50971721,,,0,,,0
95516,,Vilumila / Yuriloche,,-38.77024153,-72.59978276,,,0,,,0
95517,,B Urrutia / Tucapel - Poniente,,-38.73037671,-72.57713353,,,0,,,0
95514,,Aillacara - Norte / Maquehue,,-38.76813484,-72.59646319,,,0,,,0
95515,,Camino Querevan - Oeste / Vilumila,,-38.77094742,-72.59752027,,,0,,,0
95512,,Viluma / Cacique Conoepan,,-38.77019232,-72.59883186,,,0,,,0
95513,,Vilumila / Aillarehue,,-38.77028747,-72.6015997,,,0,,,0
95510,,Camino Querevan_Este / Conun Huenu,,-38.77145453,-72.59736333,,,0,,,0
95511,,Los Ruisenores - Norte / Las Bandurrias,,-38.77557328,-72.5947693,,,0,,,0
95782,,Aillacara - Sur / Maquehue,,-38.76820571,-72.59648591,,,0,,,0
95781,,Huichahue / S51 - Sur_16,,-38.78595887,-72.57392399,,,0,,,0
95784,,Enrique Mac Iver - Norte / Fuentes,,-38.76078306,-72.59760612,,,0,,,0
95783,,Aillacara - Sur / Peni,,-38.76829183,-72.59913523,,,0,,,0
95780,,Huichahue / Cruce Chomio,,-38.81235153,-72.55487133,,,0,,,0
95789,,Barros Arana / 3 Norte - Oriente,,-38.72412703,-72.56102747,,,0,,,0
95786,,Enrique Mac Iver - Norte / Cacique Conoepan,,-38.76334385,-72.60251142,,,0,,,0
95785,,Enrique Mac Iver - Norte / Corral,,-38.76234024,-72.60063031,,,0,,,0
95788,,Enrique Mac Iver - Oeste / Bombero A Castro,,-38.76578522,-72.60467637,,,0,,,0
95787,,Enrique Mac Iver - Oeste / Bombero D Ibacache,,-38.76467094,-72.60425856,,,0,,,0
95503,,Bombero Carlos Escobar - Este / Corvalan,,-38.76702668,-72.60310679,,,0,,,0
95504,,Villa Alegre / Lillo,,-38.75755796,-72.59386611,,,0,,,0
95505,,Enrique Mac Iver - Sur / Fuentes,,-38.76087261,-72.59753276,,,0,,,0
95506,,Pulmahue / Las Parinas,,-38.77328332,-72.58811886,,,0,,,0
95500,,Enrique Mac Iver - Sur / Tomas Guevara,,-38.76242166,-72.60056345,,,0,,,0
