route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
89328,9806,244705S9806P100,Pulmahue,,1,,244705
89328,9806,244705S9806P101,Pulmahue,,1,,244705
89328,9806,244705S9806P102,Pulmahue,,1,,244705
89328,9806,244705S9806P103,Pulmahue,,1,,244705
89328,9806,244705S9806P104,Pulmahue,,1,,244705
89328,9806,244705S9806P105,Pulmahue,,1,,244705
89328,9806,244705S9806P106,Pulmahue,,1,,244705
89328,9806,244705S9806P107,Pulmahue,,1,,244705
89328,9806,244705S9806P108,Pulmahue,,1,,244705
89328,9806,244705S9806P109,Pulmahue,,1,,244705
89328,9806,244705S9806P110,Pulmahue,,1,,244705
89328,9806,244705S9806P111,Pulmahue,,1,,244705
89328,9806,244705S9806P112,Pulmahue,,1,,244705
89328,9806,244705S9806P113,Pulmahue,,1,,244705
89328,9806,244705S9806P114,Pulmahue,,1,,244705
89328,9806,244705S9806P115,Pulmahue,,1,,244705
89328,9806,244705S9806P116,Pulmahue,,1,,244705
89328,9806,244705S9806P117,Pulmahue,,1,,244705
89328,9806,244705S9806P118,Pulmahue,,1,,244705
89328,9806,244705S9806P119,Pulmahue,,1,,244705
89328,9806,244705S9806P120,Pulmahue,,1,,244705
89328,9806,244705S9806P121,Pulmahue,,1,,244705
89328,9806,244705S9806P122,Pulmahue,,1,,244705
89328,9806,244705S9806P123,Pulmahue,,1,,244705
89328,9806,244705S9806P124,Pulmahue,,1,,244705
89328,9806,244705S9806P125,Pulmahue,,1,,244705
89328,9806,244705S9806P126,Pulmahue,,1,,244705
89328,9806,244705S9806P127,Pulmahue,,1,,244705
89328,9806,244705S9806P128,Pulmahue,,1,,244705
89328,9806,244705S9806P129,Pulmahue,,1,,244705
89328,9806,244705S9806P130,Pulmahue,,1,,244705
89328,9806,244705S9806P131,Pulmahue,,1,,244705
89328,9806,244705S9806P132,Pulmahue,,1,,244705
89328,9806,244705S9806P133,Pulmahue,,1,,244705
89328,9806,244705S9806P134,Pulmahue,,1,,244705
89328,9806,244705S9806P135,Pulmahue,,1,,244705
89328,9806,244705S9806P136,Pulmahue,,1,,244705
89328,9806,244705S9806P137,Pulmahue,,1,,244705
89328,9806,244705S9806P138,Pulmahue,,1,,244705
89328,9806,244705S9806P139,Pulmahue,,1,,244705
89328,9806,244705S9806P140,Pulmahue,,1,,244705
89328,9806,244705S9806P141,Pulmahue,,1,,244705
89328,9806,244705S9806P142,Pulmahue,,1,,244705
89328,9806,244705S9806P143,Pulmahue,,1,,244705
89328,9806,244705S9806P144,Pulmahue,,1,,244705
89328,9806,244705S9806P145,Pulmahue,,1,,244705
89328,9806,244705S9806P146,Pulmahue,,1,,244705
89328,9806,244705S9806P147,Pulmahue,,1,,244705
89328,9806,244705S9806P148,Pulmahue,,1,,244705
89328,9806,244705S9806P149,Pulmahue,,1,,244705
89328,9806,244705S9806P150,Pulmahue,,1,,244705
89328,9806,244705S9806P151,Pulmahue,,1,,244705
89328,9806,244705S9806P152,Pulmahue,,1,,244705
89328,9806,244705S9806P153,Pulmahue,,1,,244705
89328,9806,244705S9806P154,Pulmahue,,1,,244705
89328,9806,244705S9806P155,Pulmahue,,1,,244705
89328,9806,244705S9806P156,Pulmahue,,1,,244705
89328,9806,244705S9806P157,Pulmahue,,1,,244705
89328,9806,244705S9806P158,Pulmahue,,1,,244705
89328,9806,244705S9806P159,Pulmahue,,1,,244705
89328,9806,244705S9806P160,Pulmahue,,1,,244705
89328,9983,244705S9983P1,Pulmahue,,1,,244705
89328,9983,244705S9983P2,Pulmahue,,1,,244705
89328,9983,244705S9983P3,Pulmahue,,1,,244705
89328,9983,244705S9983P4,Pulmahue,,1,,244705
89328,9983,244705S9983P5,Pulmahue,,1,,244705
89328,9983,244705S9983P6,Pulmahue,,1,,244705
89328,9983,244705S9983P7,Pulmahue,,1,,244705
89328,9983,244705S9983P8,Pulmahue,,1,,244705
89328,9983,244705S9983P9,Pulmahue,,1,,244705
89328,9983,244705S9983P10,Pulmahue,,1,,244705
89328,9983,244705S9983P11,Pulmahue,,1,,244705
89328,9983,244705S9983P12,Pulmahue,,1,,244705
89328,9983,244705S9983P13,Pulmahue,,1,,244705
89328,9983,244705S9983P14,Pulmahue,,1,,244705
89328,9983,244705S9983P15,Pulmahue,,1,,244705
89328,9983,244705S9983P16,Pulmahue,,1,,244705
89328,9983,244705S9983P17,Pulmahue,,1,,244705
89328,9983,244705S9983P18,Pulmahue,,1,,244705
89328,9983,244705S9983P19,Pulmahue,,1,,244705
89328,9983,244705S9983P20,Pulmahue,,1,,244705
89328,9983,244705S9983P21,Pulmahue,,1,,244705
89328,9983,244705S9983P22,Pulmahue,,1,,244705
89328,9983,244705S9983P23,Pulmahue,,1,,244705
89328,9983,244705S9983P24,Pulmahue,,1,,244705
89328,9983,244705S9983P25,Pulmahue,,1,,244705
89328,9983,244705S9983P26,Pulmahue,,1,,244705
89328,9983,244705S9983P27,Pulmahue,,1,,244705
89328,9983,244705S9983P28,Pulmahue,,1,,244705
89328,9983,244705S9983P29,Pulmahue,,1,,244705
89328,9983,244705S9983P30,Pulmahue,,1,,244705
89328,9983,244705S9983P31,Pulmahue,,1,,244705
89328,9983,244705S9983P32,Pulmahue,,1,,244705
89328,9983,244705S9983P33,Pulmahue,,1,,244705
89328,9983,244705S9983P34,Pulmahue,,1,,244705
89328,9983,244705S9983P35,Pulmahue,,1,,244705
89328,9983,244705S9983P36,Pulmahue,,1,,244705
89328,9983,244705S9983P37,Pulmahue,,1,,244705
89328,9983,244705S9983P38,Pulmahue,,1,,244705
89328,9983,244705S9983P39,Pulmahue,,1,,244705
89328,9983,244705S9983P40,Pulmahue,,1,,244705
89328,9983,244705S9983P41,Pulmahue,,1,,244705
89328,9983,244705S9983P42,Pulmahue,,1,,244705
89328,9983,244705S9983P43,Pulmahue,,1,,244705
89328,9983,244705S9983P44,Pulmahue,,1,,244705
89328,9983,244705S9983P45,Pulmahue,,1,,244705
89328,9983,244705S9983P46,Pulmahue,,1,,244705
89328,9983,244705S9983P47,Pulmahue,,1,,244705
89328,9983,244705S9983P48,Pulmahue,,1,,244705
89328,9983,244705S9983P49,Pulmahue,,1,,244705
89328,9983,244705S9983P50,Pulmahue,,1,,244705
89328,9983,244705S9983P51,Pulmahue,,1,,244705
89328,9983,244705S9983P52,Pulmahue,,1,,244705
89328,9983,244705S9983P53,Pulmahue,,1,,244705
89328,9983,244705S9983P54,Pulmahue,,1,,244705
89328,9983,244705S9983P55,Pulmahue,,1,,244705
89328,9983,244705S9983P56,Pulmahue,,1,,244705
89328,9983,244705S9983P57,Pulmahue,,1,,244705
89328,9983,244705S9983P58,Pulmahue,,1,,244705
