route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
85,L,1,Almirante Grau,,0,,T_I,,
85,L,2,Almirante Grau,,0,,T_I,,
85,L,3,Almirante Grau,,0,,T_I,,
85,L,4,Almirante Grau,,0,,T_I,,
85,L,5,Almirante Grau,,0,,T_I,,
85,L,6,Almirante Grau,,0,,T_I,,
85,L,7,Almirante Grau,,0,,T_I,,
85,L,8,Almirante Grau,,0,,T_I,,
85,L,9,Almirante Grau,,0,,T_I,,
85,L,10,Almirante Grau,,0,,T_I,,
85,L,11,Almirante Grau,,0,,T_I,,
85,L,12,Almirante Grau,,0,,T_I,,
85,L,13,Almirante Grau,,0,,T_I,,
85,L,14,Almirante Grau,,0,,T_I,,
85,L,15,Almirante Grau,,0,,T_I,,
85,L,16,Almirante Grau,,0,,T_I,,
85,L,17,Almirante Grau,,0,,T_I,,
85,L,18,Almirante Grau,,0,,T_I,,
85,L,19,Almirante Grau,,0,,T_I,,
85,L,20,Almirante Grau,,0,,T_I,,
85,L,21,Almirante Grau,,0,,T_I,,
85,L,22,Almirante Grau,,0,,T_I,,
85,L,23,Almirante Grau,,0,,T_I,,
85,L,24,Almirante Grau,,0,,T_I,,
85,L,25,Almirante Grau,,0,,T_I,,
85,L,26,Almirante Grau,,0,,T_I,,
85,L,27,Almirante Grau,,0,,T_I,,
85,L,28,Almirante Grau,,0,,T_I,,
85,L,29,Almirante Grau,,0,,T_I,,
85,L,30,Almirante Grau,,0,,T_I,,
85,L,31,Almirante Grau,,0,,T_I,,
85,L,32,Almirante Grau,,0,,T_I,,
85,L,33,Almirante Grau,,0,,T_I,,
85,L,34,Almirante Grau,,0,,T_I,,
85,L,35,Almirante Grau,,0,,T_I,,
85,L,36,Almirante Grau,,0,,T_I,,
85,L,37,Almirante Grau,,0,,T_I,,
85,L,38,Almirante Grau,,0,,T_I,,
85,L,39,Almirante Grau,,0,,T_I,,
85,L,40,Almirante Grau,,0,,T_I,,
85,L,41,Almirante Grau,,0,,T_I,,
85,L,42,Almirante Grau,,0,,T_I,,
85,L,43,Almirante Grau,,0,,T_I,,
85,L,44,Almirante Grau,,0,,T_I,,
85,L,45,Almirante Grau,,0,,T_I,,
85,L,46,Almirante Grau,,0,,T_I,,
85,L,47,Almirante Grau,,0,,T_I,,
85,L,48,Almirante Grau,,0,,T_I,,
85,L,49,Almirante Grau,,0,,T_I,,
85,L,50,Almirante Grau,,0,,T_I,,
85,L,51,Almirante Grau,,0,,T_I,,
85,L,52,Almirante Grau,,0,,T_I,,
85,L,53,Almirante Grau,,0,,T_I,,
85,L,54,Almirante Grau,,0,,T_I,,
85,L,55,Almirante Grau,,0,,T_I,,
85,L,56,Almirante Grau,,0,,T_I,,
85,L,57,Almirante Grau,,0,,T_I,,
86,L,58,Población Manuel Rodriguez,,0,,A_I,,
86,L,59,Población Manuel Rodriguez,,0,,A_I,,
86,L,60,Población Manuel Rodriguez,,0,,A_I,,
86,L,61,Población Manuel Rodriguez,,0,,A_I,,
86,L,62,Población Manuel Rodriguez,,0,,A_I,,
86,L,63,Población Manuel Rodriguez,,0,,A_I,,
86,L,64,Población Manuel Rodriguez,,0,,A_I,,
86,L,65,Población Manuel Rodriguez,,0,,A_I,,
86,L,66,Población Manuel Rodriguez,,0,,A_I,,
86,L,67,Población Manuel Rodriguez,,0,,A_I,,
86,L,68,Población Manuel Rodriguez,,0,,A_I,,
86,L,69,Población Manuel Rodriguez,,0,,A_I,,
86,L,70,Población Manuel Rodriguez,,0,,A_I,,
86,L,71,Población Manuel Rodriguez,,0,,A_I,,
86,L,72,Población Manuel Rodriguez,,0,,A_I,,
86,L,73,Población Manuel Rodriguez,,0,,A_I,,
86,L,74,Población Manuel Rodriguez,,0,,A_I,,
86,L,75,Población Manuel Rodriguez,,0,,A_I,,
86,L,76,Población Manuel Rodriguez,,0,,A_I,,
86,L,77,Población Manuel Rodriguez,,0,,A_I,,
86,L,78,Población Manuel Rodriguez,,0,,A_I,,
86,L,79,Población Manuel Rodriguez,,0,,A_I,,
86,L,80,Población Manuel Rodriguez,,0,,A_I,,
86,L,81,Población Manuel Rodriguez,,0,,A_I,,
86,L,82,Población Manuel Rodriguez,,0,,A_I,,
86,L,83,Población Manuel Rodriguez,,0,,A_I,,
86,L,84,Población Manuel Rodriguez,,0,,A_I,,
86,L,85,Población Manuel Rodriguez,,0,,A_I,,
86,L,86,Población Manuel Rodriguez,,0,,A_I,,
86,L,87,Población Manuel Rodriguez,,0,,A_I,,
86,L,88,Población Manuel Rodriguez,,0,,A_I,,
86,L,89,Población Manuel Rodriguez,,0,,A_I,,
86,L,90,Población Manuel Rodriguez,,0,,A_I,,
86,L,91,Población Manuel Rodriguez,,0,,A_I,,
86,L,92,Población Manuel Rodriguez,,0,,A_I,,
86,L,93,Población Manuel Rodriguez,,0,,A_I,,
86,L,94,Población Manuel Rodriguez,,0,,A_I,,
86,L,95,Población Manuel Rodriguez,,0,,A_I,,
86,L,96,Población Manuel Rodriguez,,0,,A_I,,
86,L,97,Población Manuel Rodriguez,,0,,A_I,,
86,L,98,Población Manuel Rodriguez,,0,,A_I,,
86,L,99,Población Manuel Rodriguez,,0,,A_I,,
86,L,100,Población Manuel Rodriguez,,0,,A_I,,
86,L,101,Población Manuel Rodriguez,,0,,A_I,,
86,L,102,Población Manuel Rodriguez,,0,,A_I,,
86,L,103,Población Manuel Rodriguez,,0,,A_I,,
86,L,104,Población Manuel Rodriguez,,0,,A_I,,
