servicio;distancia;latitud;longitud
A_I;1080;-22.43480265;-68.92762628
A_I;1100;-22.43498005;-68.92766316
A_I;1120;-22.43515745;-68.92770005
A_I;1140;-22.43533484;-68.92773693
A_I;1160;-22.43551224;-68.92777382
A_I;1180;-22.43568964;-68.9278107
A_I;1200;-22.43586704;-68.92784759
A_I;1220;-22.43604444;-68.92788447
A_I;1240;-22.43622188;-68.9279211
A_I;1260;-22.43639946;-68.92795696
A_I;1280;-22.43657704;-68.92799281
A_I;1300;-22.43675462;-68.92802866
A_I;1320;-22.4369322;-68.92806452
A_I;1340;-22.43710978;-68.92810037
A_I;1360;-22.43728736;-68.92813623
A_I;1380;-22.43746494;-68.92817208
A_I;1400;-22.43743734;-68.9283603
A_I;1420;-22.43740555;-68.92855163
A_I;1440;-22.43737376;-68.92874295
A_I;1460;-22.43734197;-68.92893428
A_I;1480;-22.43731017;-68.92912561
A_I;1500;-22.43727838;-68.92931694
A_I;1520;-22.43724659;-68.92950827
A_I;1540;-22.43721479;-68.92969959
A_I;1560;-22.43733935;-68.92977663
A_I;1580;-22.43751642;-68.92981528
A_I;1600;-22.4376935;-68.92985394
A_I;1620;-22.43787057;-68.92989259
A_I;1640;-22.43804764;-68.92993124
A_I;1660;-22.43822472;-68.92996989
A_I;1680;-22.43840179;-68.93000854
A_I;1700;-22.43857886;-68.93004719
A_I;1720;-22.43875593;-68.93008585
A_I;1740;-22.43877466;-68.93023922
A_I;1760;-22.43874139;-68.93043026
A_I;1780;-22.43870812;-68.9306213
A_I;1800;-22.43867486;-68.93081234
A_I;1820;-22.43864159;-68.93100338
A_I;1840;-22.43860832;-68.93119442
A_I;1860;-22.43857505;-68.93138546
A_I;1880;-22.43854179;-68.9315765
A_I;1900;-22.43850852;-68.93176754
A_I;1920;-22.43847525;-68.93195858
A_I;1940;-22.43844198;-68.93214962
A_I;1960;-22.43840871;-68.93234066
A_I;1980;-22.43852969;-68.93242407
A_I;2000;-22.43870542;-68.93246928
A_I;2020;-22.43888114;-68.93251449
A_I;2040;-22.43888736;-68.93267814
A_I;2060;-22.4388543;-68.93286922
A_I;2080;-22.43882125;-68.9330603
A_I;2100;-22.43878819;-68.93325138
A_I;2120;-22.43875513;-68.93344247
A_I;2140;-22.43872207;-68.93363355
A_I;2160;-22.43868901;-68.93382463
A_I;2180;-22.43865595;-68.93401571
A_I;2200;-22.43862289;-68.93420679
A_I;2220;-22.43858983;-68.93439787
A_I;2240;-22.43855678;-68.93458895
A_I;2260;-22.43852372;-68.93478004
A_I;2280;-22.43849066;-68.93497112
A_I;2300;-22.4384576;-68.9351622
A_I;2320;-22.43842453;-68.93535328
A_I;2340;-22.43839147;-68.93554436
A_I;2360;-22.43842152;-68.93568833
A_I;2380;-22.43859949;-68.93572186
A_I;2400;-22.43877746;-68.93575539
A_I;2420;-22.43895544;-68.93578892
A_I;2440;-22.43913341;-68.93582245
A_I;2460;-22.43931138;-68.93585599
A_I;2480;-22.43948935;-68.93588952
A_I;2500;-22.43966733;-68.93592305
A_I;2520;-22.4398453;-68.93595658
A_I;2540;-22.43993138;-68.93583389
A_I;2560;-22.43997944;-68.93564652
A_I;2580;-22.43996363;-68.93545475
A_I;2600;-22.43993824;-68.93526231
A_I;2620;-22.43991286;-68.93506987
A_I;2640;-22.43988748;-68.93487743
A_I;2660;-22.4398621;-68.934685
A_I;2680;-22.43983671;-68.93449256
A_I;2700;-22.43981133;-68.93430012
A_I;2720;-22.43978595;-68.93410769
A_I;2740;-22.43976056;-68.93391525
A_I;2760;-22.43973518;-68.93372281
A_I;2780;-22.4397098;-68.93353038
A_I;2800;-22.439692;-68.93333826
A_I;2820;-22.43973108;-68.93314849
A_I;2840;-22.43977016;-68.93295873
A_I;2860;-22.43980923;-68.93276897
A_I;2880;-22.4399536;-68.93274818
A_I;2900;-22.44013162;-68.93278141
A_I;2920;-22.44030964;-68.93281464
A_I;2940;-22.44048766;-68.93284787
A_I;2960;-22.44066568;-68.93288111
A_I;2980;-22.44084371;-68.93291434
A_I;3000;-22.44102173;-68.93294757
A_I;3020;-22.44119961;-68.93298153
A_I;3040;-22.44137542;-68.93302633
A_I;3060;-22.44155124;-68.93307113
A_I;3080;-22.44172706;-68.93311593
A_I;3100;-22.44190287;-68.93316073
A_I;3120;-22.44207869;-68.93320553
A_I;3140;-22.44225451;-68.93325032
A_I;3160;-22.44243032;-68.93329512
A_I;3180;-22.44257225;-68.93336389
A_I;3200;-22.44254072;-68.93355527
A_I;3220;-22.4425092;-68.93374666
A_I;3240;-22.44247767;-68.93393805
A_I;3260;-22.44244615;-68.93412943
A_I;3280;-22.44241462;-68.93432082
A_I;3300;-22.4423831;-68.93451221
A_I;3320;-22.44235157;-68.93470359
A_I;3340;-22.44232005;-68.93489498
A_I;3360;-22.44228852;-68.93508637
A_I;3380;-22.44225699;-68.93527775
A_I;3400;-22.44222547;-68.93546914
A_I;3420;-22.44219394;-68.93566052
A_I;3440;-22.44216241;-68.93585191
A_I;3460;-22.44213089;-68.93604329
A_I;3480;-22.44209936;-68.93623468
A_I;3500;-22.44206783;-68.93642607
A_I;3520;-22.4420363;-68.93661745
A_I;3540;-22.44200477;-68.93680884
A_I;3560;-22.44197325;-68.93700022
A_I;3580;-22.442075;-68.93709204
A_I;3600;-22.44225271;-68.93712712
A_I;3620;-22.44243043;-68.93716219
A_I;3640;-22.44260814;-68.93719727
A_I;3660;-22.44278586;-68.93723235
A_I;3680;-22.44296357;-68.93726742
A_I;3700;-22.44314129;-68.9373025
A_I;3720;-22.443319;-68.93733758
A_I;3740;-22.44349672;-68.93737265
A_I;3760;-22.44367443;-68.93740773
A_I;3780;-22.44385215;-68.93744281
A_I;3800;-22.44402986;-68.93747788
A_I;3820;-22.44420758;-68.93751296
A_I;3840;-22.44438529;-68.93754804
A_I;3860;-22.44456301;-68.93758311
A_I;3880;-22.44474072;-68.93761819
A_I;3900;-22.44491844;-68.93765327
A_I;3920;-22.44509615;-68.93768834
A_I;3940;-22.44527387;-68.93772342
A_I;3960;-22.44545158;-68.9377585
A_I;3980;-22.4456293;-68.93779358
A_I;4000;-22.44580701;-68.93782865
A_I;4020;-22.44598473;-68.93786373
A_I;4040;-22.44616244;-68.93789881
A_I;4060;-22.44634016;-68.93793389
A_I;4080;-22.44651787;-68.93796897
A_I;4100;-22.4466231;-68.9378909
A_I;4120;-22.4466559;-68.93769975
A_I;4140;-22.4466887;-68.93750861
A_I;4160;-22.4467215;-68.93731746
A_I;4180;-22.44675429;-68.93712632
A_I;4200;-22.44678709;-68.93693517
A_I;4220;-22.44681989;-68.93674403
A_I;4240;-22.44685268;-68.93655288
A_I;4260;-22.44688548;-68.93636174
A_I;4280;-22.44691827;-68.93617059
A_I;4300;-22.44695107;-68.93597945
A_I;4320;-22.44698386;-68.9357883
A_I;4340;-22.44701666;-68.93559716
A_I;4360;-22.44704945;-68.93540601
A_I;4380;-22.44708225;-68.93521486
A_I;4400;-22.44711504;-68.93502372
A_I;4420;-22.44703191;-68.93491927
A_I;4440;-22.44685394;-68.93488576
A_I;4460;-22.44667596;-68.93485225
A_I;4480;-22.44649799;-68.93481874
A_I;4500;-22.44632001;-68.93478523
A_I;4520;-22.44614203;-68.93475172
A_I;4540;-22.44596406;-68.93471821
A_I;4560;-22.44578608;-68.93468471
A_I;4580;-22.44560811;-68.9346512
A_I;4600;-22.44543013;-68.93461769
A_I;4620;-22.44525215;-68.93458418
A_I;4640;-22.44507418;-68.93455067
A_I;4660;-22.4448962;-68.93451716
A_I;4680;-22.44471822;-68.93448365
A_I;4700;-22.44454025;-68.93445015
A_I;4720;-22.44436227;-68.93441664
A_I;4740;-22.4441843;-68.93438313
A_I;4760;-22.44407646;-68.93429699
A_I;4780;-22.44410872;-68.93410575
A_I;4800;-22.44414098;-68.9339145
A_I;4820;-22.44417324;-68.93372325
A_I;4840;-22.44420549;-68.933532
A_I;4860;-22.44423775;-68.93334076
A_I;4880;-22.44427001;-68.93314951
A_I;4900;-22.44430227;-68.93295826
A_I;4920;-22.44433452;-68.93276701
A_I;4940;-22.44436678;-68.93257576
A_I;4960;-22.44439904;-68.93238452
A_I;4980;-22.44443129;-68.93219327
A_I;5000;-22.44446355;-68.93200202
A_I;5020;-22.4444958;-68.93181077
A_I;5040;-22.44452806;-68.93161952
A_I;5060;-22.44456032;-68.93142827
A_I;5080;-22.44459257;-68.93123703
A_I;5100;-22.44462483;-68.93104578
A_I;5120;-22.44465708;-68.93085453
A_I;5140;-22.44468933;-68.93066328
A_I;5160;-22.44472159;-68.93047203
A_I;5180;-22.44475384;-68.93028078
A_I;5200;-22.4447861;-68.93008953
A_I;5220;-22.44481835;-68.92989828
A_I;5240;-22.4448506;-68.92970703
A_I;5260;-22.44488286;-68.92951578
A_I;5280;-22.44491511;-68.92932454
A_I;5300;-22.44494736;-68.92913329
A_I;5320;-22.44497961;-68.92894204
A_I;5340;-22.44501187;-68.92875079
A_I;5360;-22.44504412;-68.92855954
A_I;5380;-22.44507637;-68.92836829
A_I;5400;-22.44510862;-68.92817704
A_I;5420;-22.44514087;-68.92798579
A_I;5440;-22.44517312;-68.92779454
A_I;5460;-22.44520529;-68.92760327
A_I;5480;-22.44523747;-68.92741201
A_I;5500;-22.44526964;-68.92722074
A_I;5520;-22.44530181;-68.92702947
A_I;5540;-22.44533399;-68.92683821
A_I;5560;-22.44536616;-68.92664694
A_I;5580;-22.44539834;-68.92645568
A_I;5600;-22.44543051;-68.92626441
A_I;5620;-22.44546268;-68.92607315
A_I;5640;-22.44549485;-68.92588188
A_I;5660;-22.44552703;-68.92569061
A_I;5680;-22.4455592;-68.92549935
A_I;5700;-22.44559137;-68.92530808
A_I;5720;-22.44562354;-68.92511682
A_I;5740;-22.44565571;-68.92492555
A_I;5760;-22.44568788;-68.92473428
A_I;5780;-22.44572006;-68.92454302
A_I;5800;-22.44575223;-68.92435175
A_I;5820;-22.4457844;-68.92416048
A_I;5840;-22.44581657;-68.92396922
A_I;5860;-22.44584874;-68.92377795
A_I;5880;-22.44574365;-68.92369977
A_I;5900;-22.44563831;-68.92362202
A_I;5920;-22.44567111;-68.92343087
A_I;5940;-22.44570391;-68.92323973
A_I;5960;-22.44573671;-68.92304859
A_I;5980;-22.44576951;-68.92285744
A_I;6000;-22.4458023;-68.9226663
A_I;6020;-22.44590658;-68.92258416
A_I;6040;-22.44608496;-68.92261505
A_I;6060;-22.44626335;-68.92264594
A_I;6080;-22.44644173;-68.92267683
A_I;6100;-22.44662012;-68.92270772
A_I;6120;-22.44679851;-68.9227386
A_I;6140;-22.44697689;-68.92276949
A_I;6160;-22.44715528;-68.92280038
A_I;6180;-22.44723762;-68.92268864
A_I;6200;-22.44726593;-68.92249667
A_I;6220;-22.44729425;-68.9223047
A_I;6240;-22.44732256;-68.92211272
A_I;6260;-22.44735087;-68.92192075
A_I;6280;-22.44737919;-68.92172878
A_I;6300;-22.4474075;-68.9215368
A_I;6320;-22.44743581;-68.92134483
A_I;6340;-22.44746412;-68.92115286
A_I;6360;-22.44749244;-68.92096088
A_I;6380;-22.44752075;-68.92076891
A_I;6400;-22.44754906;-68.92057693
A_I;6420;-22.44757737;-68.92038496
A_I;6440;-22.44760568;-68.92019299
A_I;6460;-22.44763399;-68.92000101
A_I;6480;-22.4477486;-68.91995187
A_I;6500;-22.44792317;-68.92000198
A_I;6520;-22.44809774;-68.9200521
A_I;6540;-22.44827231;-68.92010221
A_I;6560;-22.44844689;-68.92015232
A_I;6580;-22.44862146;-68.92020244
A_I;6600;-22.44879603;-68.92025255
A_I;6620;-22.44897061;-68.92030267
A_I;6640;-22.44914518;-68.92035278
A_I;6660;-22.44931975;-68.9204029
A_I;6680;-22.44949432;-68.92045301
A_I;6700;-22.4496689;-68.92050313
A_I;6720;-22.44984347;-68.92055324
A_I;6740;-22.45001804;-68.92060336
A_I;6760;-22.45019261;-68.92065348
A_I;6780;-22.45036719;-68.92070359
A_I;6800;-22.45054176;-68.92075371
A_I;6820;-22.45071633;-68.92080382
A_I;6840;-22.45089091;-68.92085394
A_I;6860;-22.45106548;-68.92090406
A_I;6880;-22.45124005;-68.92095417
A_I;6900;-22.45141462;-68.92100429
A_I;6920;-22.4515892;-68.92105441
A_I;6940;-22.45176377;-68.92110452
A_I;6960;-22.45193834;-68.92115464
A_I;6980;-22.45211291;-68.92120476
A_I;7000;-22.45228749;-68.92125487
A_I;7020;-22.45246206;-68.92130499
A_I;7040;-22.45263663;-68.92135511
A_I;7060;-22.4528112;-68.92140523
A_I;7080;-22.45298577;-68.92145534
A_I;7100;-22.45316035;-68.92150546
A_I;7120;-22.45333492;-68.92155558
A_I;7140;-22.45350949;-68.9216057
A_I;7160;-22.45368406;-68.92165582
A_I;7180;-22.45385864;-68.92170593
A_I;7200;-22.45403321;-68.92175605
A_I;7220;-22.45420778;-68.92180617
A_I;7240;-22.45437975;-68.92185791
A_I;7260;-22.45433279;-68.92204561
A_I;7280;-22.45428583;-68.92223332
A_I;7300;-22.45423888;-68.92242102
A_I;7320;-22.45419192;-68.92260873
A_I;7340;-22.45414496;-68.92279643
A_I;7360;-22.454098;-68.92298414
A_I;7380;-22.45405105;-68.92317184
A_I;7400;-22.45400409;-68.92335955
A_I;7420;-22.45395713;-68.92354725
A_I;7440;-22.45391017;-68.92373495
A_I;7460;-22.45386321;-68.92392266
A_I;7480;-22.45381625;-68.92411036
A_I;7500;-22.45376929;-68.92429807
A_I;7520;-22.45372234;-68.92448577
A_I;7540;-22.45367538;-68.92467347
A_I;7560;-22.45362842;-68.92486118
A_I;7580;-22.45358146;-68.92504888
A_I;7600;-22.4535345;-68.92523658
A_I;7620;-22.45348754;-68.92542429
A_I;7640;-22.45344057;-68.92561199
A_I;7660;-22.45339361;-68.92579969
A_I;7680;-22.45334665;-68.92598739
A_I;7700;-22.45329969;-68.9261751
A_I;7720;-22.45325273;-68.9263628
A_I;7740;-22.45320752;-68.92655095
A_I;7760;-22.45317044;-68.9267412
A_I;7780;-22.45313337;-68.92693144
A_I;7800;-22.45309629;-68.92712169
A_I;7820;-22.45305921;-68.92731194
A_I;7840;-22.45302213;-68.92750218
A_I;7860;-22.45298506;-68.92769243
A_I;7880;-22.45294798;-68.92788267
A_I;7900;-22.4529109;-68.92807292
A_I;7920;-22.45287382;-68.92826316
A_I;7940;-22.45283674;-68.92845341
A_I;7960;-22.45279966;-68.92864365
A_I;7980;-22.45276258;-68.9288339
A_I;8000;-22.4527255;-68.92902414
A_I;8020;-22.45272622;-68.92920859
A_I;8040;-22.45281125;-68.9293801
A_I;8060;-22.45289628;-68.92955161
A_I;8080;-22.45298131;-68.92972312
A_I;8100;-22.45306348;-68.92989545
A_I;8120;-22.45306867;-68.93008975
A_I;8140;-22.45307385;-68.93028406
A_I;8160;-22.45307903;-68.93047836
A_I;8180;-22.45308421;-68.93067266
A_I;8200;-22.45308939;-68.93086697
A_I;8220;-22.45309456;-68.93106127
A_I;8240;-22.45309974;-68.93125557
A_I;8260;-22.45310492;-68.93144987
A_I;8280;-22.4531101;-68.93164418
A_I;8300;-22.45311528;-68.93183848
A_I;8320;-22.45312046;-68.93203278
A_I;8340;-22.45312564;-68.93222709
A_I;8360;-22.45313081;-68.93242139
A_I;8380;-22.45313599;-68.93261569
A_I;8400;-22.45314117;-68.93281
A_I;8420;-22.45314635;-68.9330043
A_I;8440;-22.45315152;-68.9331986
A_I;8460;-22.4531567;-68.9333929
A_I;8480;-22.45316188;-68.93358721
A_I;8500;-22.45316705;-68.93378151
A_I;8520;-22.45317223;-68.93397581
A_I;8540;-22.4531774;-68.93417012
A_I;8560;-22.45318258;-68.93436442
A_I;8580;-22.45318735;-68.93455873
A_I;8600;-22.4531921;-68.93475305
A_I;8620;-22.45319685;-68.93494737
A_I;8640;-22.4532016;-68.93514168
A_I;8660;-22.45320635;-68.935336
A_I;8680;-22.4532111;-68.93553031
A_I;8700;-22.45321585;-68.93572463
A_I;8720;-22.4532206;-68.93591894
A_I;8740;-22.45322535;-68.93611326
A_I;8760;-22.4532301;-68.93630758
A_I;8780;-22.45323485;-68.93650189
A_I;8800;-22.4532396;-68.93669621
A_I;8820;-22.45324434;-68.93689052
A_I;8840;-22.45324909;-68.93708484
A_I;8860;-22.45325384;-68.93727916
A_I;8880;-22.45325859;-68.93747347
A_I;8900;-22.45326334;-68.93766779
A_I;8920;-22.45326808;-68.9378621
A_I;8940;-22.45327283;-68.93805642
A_I;8960;-22.45327758;-68.93825073
A_I;8980;-22.45328232;-68.93844505
A_I;9000;-22.45328707;-68.93863937
A_I;9020;-22.45329181;-68.93883368
A_I;9040;-22.45329656;-68.939028
A_I;9060;-22.45330131;-68.93922231
A_I;9080;-22.45330605;-68.93941663
A_I;9100;-22.4533108;-68.93961095
A_I;9120;-22.45331554;-68.93980526
A_I;9140;-22.45332029;-68.93999958
A_I;9160;-22.45332503;-68.94019389
A_I;9180;-22.45332977;-68.94038821
A_I;9200;-22.45333452;-68.94058253
A_I;9220;-22.45333926;-68.94077684
A_I;9240;-22.45334401;-68.94097116
A_I;9260;-22.45334875;-68.94116548
A_I;9280;-22.45335349;-68.94135979
A_I;9300;-22.45335823;-68.94155411
A_I;9320;-22.45336298;-68.94174842
A_I;9340;-22.45336772;-68.94194274
A_I;9360;-22.45337246;-68.94213706
A_I;9380;-22.4533772;-68.94233137
A_I;9400;-22.45338195;-68.94252569
A_I;9420;-22.45338669;-68.94272
A_I;9440;-22.45339143;-68.94291432
A_I;9460;-22.45339617;-68.94310864
A_I;9480;-22.45340091;-68.94330295
A_I;9500;-22.45340565;-68.94349727
A_I;9520;-22.45341091;-68.94369157
A_I;9540;-22.45341683;-68.94388585
A_I;9560;-22.45342274;-68.94408013
A_I;9580;-22.45342866;-68.94427441
A_I;9600;-22.45343458;-68.94446869
A_I;9620;-22.45344049;-68.94466296
A_I;9640;-22.45344641;-68.94485724
A_I;9660;-22.45345232;-68.94505152
A_I;9680;-22.45345824;-68.9452458
A_I;9700;-22.45346415;-68.94544008
A_I;9720;-22.45347007;-68.94563436
A_I;9740;-22.45347598;-68.94582864
A_I;9760;-22.4534819;-68.94602292
A_I;9780;-22.45348781;-68.9462172
A_I;9800;-22.45349373;-68.94641148
A_I;9820;-22.45349964;-68.94660576
A_I;9840;-22.45350555;-68.94680003
A_I;9860;-22.45351147;-68.94699431
A_I;9880;-22.45351738;-68.94718859
A_I;9900;-22.45352329;-68.94738287
A_I;9920;-22.4535292;-68.94757715
A_I;9940;-22.45368898;-68.94758869
A_I;9960;-22.45386927;-68.94757587
A_I;9980;-22.45404956;-68.94756305
A_I;10000;-22.45422985;-68.94755023
A_I;10020;-22.45441014;-68.94753741
A_I;10040;-22.45459042;-68.94752459
A_I;10060;-22.45477071;-68.94751177
A_I;10080;-22.454951;-68.94749896
A_I;10100;-22.45513129;-68.94748614
A_I;10120;-22.45531158;-68.94747332
A_I;10140;-22.45549186;-68.9474605
A_I;10160;-22.45567215;-68.94744768
A_I;10180;-22.45585244;-68.94743486
A_I;10200;-22.45603273;-68.94742204
A_I;10220;-22.45621301;-68.94740922
A_I;10240;-22.45638621;-68.94738935
A_I;10260;-22.456384;-68.94719498
A_I;10280;-22.45638179;-68.9470006
A_I;10300;-22.45637958;-68.94680623
A_I;10320;-22.45637737;-68.94661186
A_I;10340;-22.45637516;-68.94641749
A_I;10360;-22.45637294;-68.94622311
A_I;10380;-22.45637073;-68.94602874
A_I;10400;-22.45636852;-68.94583437
A_I;10420;-22.45636631;-68.94563999
A_I;10440;-22.45636409;-68.94544562
A_I;10460;-22.45636188;-68.94525125
A_I;10480;-22.45635966;-68.94505688
A_I;10500;-22.45635745;-68.9448625
A_I;10520;-22.45635524;-68.94466813
A_I;10540;-22.45635302;-68.94447376
A_I;10560;-22.45635081;-68.94427939
A_I;10580;-22.45634859;-68.94408501
A_I;10600;-22.45634638;-68.94389064
A_I;10620;-22.45652024;-68.94387143
A_I;10640;-22.45670053;-68.94385861
A_I;10660;-22.45688082;-68.94384579
A_I;10680;-22.45706111;-68.94383297
A_I;10700;-22.45724139;-68.94382015
A_I;10720;-22.45742168;-68.94380733
A_I;10740;-22.45760197;-68.94379451
A_I;10760;-22.45778226;-68.94378169
A_I;10780;-22.45796254;-68.94376886
A_I;10800;-22.45814283;-68.94375604
A_I;10820;-22.45832312;-68.94374322
A_I;10840;-22.45850341;-68.9437304
A_I;10860;-22.4586837;-68.94371758
A_I;10880;-22.45886398;-68.94370476
A_I;10900;-22.45904427;-68.94369194
A_I;10920;-22.45922456;-68.94367912
A_I;10940;-22.45940485;-68.9436663
A_I;10960;-22.45958513;-68.94365347
A_I;10980;-22.45976542;-68.94364065
A_I;11000;-22.45994571;-68.94362783
A_I;11020;-22.46012601;-68.94361526
A_I;11040;-22.46030638;-68.94360378
A_I;11060;-22.46048674;-68.94359229
A_I;11080;-22.46066711;-68.94358081
A_I;11100;-22.46084747;-68.94356933
A_I;11120;-22.46102784;-68.94355784
A_I;11140;-22.4612082;-68.94354636
A_I;11160;-22.46138857;-68.94353487
A_I;11180;-22.46156894;-68.94352339
A_I;11200;-22.4617493;-68.94351191
A_I;11220;-22.46192967;-68.94350042
A_I;11240;-22.46211003;-68.94348894
A_I;11260;-22.4622904;-68.94347746
A_I;11280;-22.46247076;-68.94346597
A_I;11300;-22.46265113;-68.94345449
A_I;11320;-22.46283149;-68.943443
A_I;11340;-22.46299936;-68.94341909
A_I;11360;-22.46299589;-68.94322473
A_I;11380;-22.46299242;-68.94303037
A_I;11400;-22.46298894;-68.94283601
A_I;11420;-22.46298547;-68.94264165
A_I;11440;-22.462982;-68.94244729
A_I;11460;-22.46297852;-68.94225293
A_I;11480;-22.46297505;-68.94205856
A_I;11500;-22.46297157;-68.9418642
A_I;11520;-22.4629681;-68.94166984
A_I;11540;-22.46296462;-68.94147548
A_I;11560;-22.46296115;-68.94128112
A_I;11580;-22.46295767;-68.94108676
A_I;11600;-22.46295419;-68.9408924
A_I;11620;-22.46295072;-68.94069804
A_I;11640;-22.46294724;-68.94050368
A_I;11660;-22.46294376;-68.94030932
A_I;11680;-22.46294029;-68.94011496
A_I;11700;-22.46293681;-68.9399206
A_I;11720;-22.46293333;-68.93972624
A_I;11740;-22.46292986;-68.93953188
A_I;11760;-22.46292638;-68.93933752
A_I;11780;-22.4629229;-68.93914316
A_I;11800;-22.46291942;-68.9389488
A_I;11820;-22.46291594;-68.93875444
A_I;11840;-22.46291246;-68.93856008
A_I;11860;-22.46290898;-68.93836572
A_I;11880;-22.46290551;-68.93817136
A_I;11900;-22.46290203;-68.93797699
A_I;11920;-22.46289855;-68.93778263
A_I;11940;-22.46289507;-68.93758827
A_I;11960;-22.46289159;-68.93739391
A_I;11980;-22.46288811;-68.93719955
A_I;12000;-22.46288462;-68.93700519
A_I;12020;-22.46288114;-68.93681083
A_I;12040;-22.46287766;-68.93661647
A_I;12060;-22.46287418;-68.93642211
A_I;12080;-22.4628707;-68.93622775
A_I;12100;-22.46286722;-68.93603339
A_I;12120;-22.46286374;-68.93583903
A_I;12140;-22.46286025;-68.93564467
A_I;12160;-22.46285677;-68.93545031
A_I;12180;-22.46285329;-68.93525595
A_I;12200;-22.4628498;-68.93506159
A_I;12220;-22.46284632;-68.93486723
A_I;12240;-22.4630221;-68.9349052
A_I;12260;-22.46319902;-68.93494465
A_I;12280;-22.46337594;-68.9349841
A_I;12300;-22.46355286;-68.93502356
A_I;12320;-22.46372979;-68.93506301
A_I;12340;-22.46390671;-68.93510246
A_I;12360;-22.46408363;-68.93514191
A_I;12380;-22.46426055;-68.93518136
A_I;12400;-22.46443747;-68.93522082
A_I;12420;-22.46461439;-68.93526027
A_I;12440;-22.46479131;-68.93529972
A_I;12460;-22.46496823;-68.93533917
A_I;12480;-22.46514515;-68.93537863
A_I;12500;-22.46532207;-68.93541808
A_I;12520;-22.465499;-68.93545753
A_I;12540;-22.46562743;-68.93543734
A_I;12560;-22.46561462;-68.93524343
A_I;12580;-22.46560181;-68.93504952
A_I;12600;-22.46558901;-68.93485561
A_I;12620;-22.4655762;-68.9346617
A_I;12640;-22.46556339;-68.93446778
A_I;12660;-22.46555059;-68.93427387
A_I;12680;-22.46547388;-68.93410741
A_I;12700;-22.46535904;-68.93395733
A_I;12720;-22.46524419;-68.93380726
A_I;12740;-22.46514449;-68.93364607
A_I;12760;-22.46507877;-68.93346936
A_I;12780;-22.46506945;-68.93327522
A_I;12800;-22.46506012;-68.93308108
A_I;12820;-22.4650508;-68.93288694
A_I;12840;-22.46504148;-68.9326928
A_I;12860;-22.46503215;-68.93249866
A_I;12880;-22.46502283;-68.93230452
A_I;12900;-22.4650135;-68.93211038
A_I;12920;-22.46500418;-68.93191624
A_I;12940;-22.46499485;-68.9317221
A_I;12960;-22.46498553;-68.93152796
A_I;12980;-22.4649762;-68.93133382
A_I;13000;-22.46496687;-68.93113968
A_I;13020;-22.46495755;-68.93094554
A_I;13040;-22.46494822;-68.9307514
A_I;13060;-22.46493889;-68.93055726
A_I;13080;-22.46479128;-68.93052561
A_I;13100;-22.46461072;-68.93053267
A_I;13120;-22.46443016;-68.93053974
A_I;13140;-22.4642496;-68.93054681
A_I;13160;-22.46406904;-68.93055387
A_I;13180;-22.46388848;-68.93056094
A_I;13200;-22.46370792;-68.930568
A_I;13220;-22.46352735;-68.93057507
A_I;13240;-22.46334679;-68.93058214
A_I;13260;-22.46316623;-68.9305892
A_I;13280;-22.46298567;-68.93059627
A_I;13300;-22.46280511;-68.93060333
A_I;13320;-22.46262455;-68.9306104
A_I;13340;-22.46244398;-68.93061747
