id;latitud;longitud;sec
A_I;-22.4285139;-68.9265816;0
A_I;-22.4283426;-68.9264412;1
A_I;-22.4287704;-68.9247374;2
A_I;-22.4325138;-68.9252971;3
A_I;-22.4328178;-68.9257133;4
A_I;-22.4333534;-68.9258737;5
A_I;-22.4331699;-68.9272868;6
A_I;-22.4374685;-68.9281728;7
A_I;-22.4372068;-68.9297477;8
A_I;-22.4387997;-68.9300954;9
A_I;-22.4384;-68.9323907;10
A_I;-22.4389142;-68.932523;11
A_I;-22.4383683;-68.9356783;12
A_I;-22.4398974;-68.9359664;13
A_I;-22.4396874;-68.9333606;14
A_I;-22.4398187;-68.932723;15
A_I;-22.4425774;-68.9333326;16
A_I;-22.4419618;-68.9370697;17
A_I;-22.4466067;-68.9379865;18
A_I;-22.4471298;-68.9349377;19
A_I;-22.4440657;-68.9343608;20
A_I;-22.4458601;-68.9237104;21
A_I;-22.4456268;-68.9236891;22
A_I;-22.445819;-68.922569;23
A_I;-22.4472195;-68.9228115;24
A_I;-22.4476456;-68.9199223;25
A_I;-22.4543803;-68.9218557;26
A_I;-22.4526999;-68.9291555;27
A_I;-22.4530633;-68.9298885;28
A_I;-22.4535299;-68.9476;29
A_I;-22.4563863;-68.9473969;30
A_I;-22.4563463;-68.9438838;31
A_I;-22.4629996;-68.9434323;32
A_I;-22.4628463;-68.934866;33
A_I;-22.4656307;-68.9354869;34
A_I;-22.4655458;-68.9342014;35
A_I;-22.4650814;-68.9335241;36
A_I;-22.4649371;-68.9305199;37
A_I;-22.4610019;-68.9306739;38
A_I;-22.4605681;-68.9228303;39
A_I;-22.458387;-68.9227307;40
A_I;-22.4580077;-68.922491;41
A_I;-22.4562522;-68.9183029;42
A_I;-22.4556712;-68.9178226;43
A_I;-22.4542914;-68.9175041;44
A_I;-22.4539111;-68.9171882;45
A_I;-22.4533863;-68.9132562;46
A_I;-22.4508764;-68.9137548;47
A_I;-22.4512259;-68.916998;48
A_I;-22.4481568;-68.917521;49
A_I;-22.4477857;-68.9172281;50
A_I;-22.4477279;-68.9168546;51
A_I;-22.4471809;-68.9169987;52
A_I;-22.446215;-68.9120848;53
A_I;-22.4452883;-68.912317;54
A_I;-22.444771;-68.9099503;55
A_R;-22.4448314;-68.9102564;0
A_R;-22.4462888;-68.9170976;1
A_R;-22.4476735;-68.9172134;2
A_R;-22.4483123;-68.9175256;3
A_R;-22.4517927;-68.9169281;4
A_R;-22.4528589;-68.9176593;5
A_R;-22.455627;-68.91779;6
A_R;-22.4563112;-68.9185226;7
A_R;-22.4580148;-68.9225457;8
A_R;-22.4597552;-68.9283888;9
A_R;-22.4632649;-68.9276381;10
A_R;-22.4635132;-68.9305665;11
A_R;-22.4648644;-68.9305526;12
A_R;-22.4650884;-68.9335278;13
A_R;-22.4655066;-68.9341804;14
A_R;-22.4655949;-68.9352658;15
A_R;-22.462788;-68.9348236;16
A_R;-22.462937;-68.9433822;17
A_R;-22.456331;-68.943799;18
A_R;-22.4563346;-68.9473253;19
A_R;-22.4535645;-68.9474857;20
A_R;-22.4530998;-68.9298494;21
A_R;-22.4533658;-68.9259099;22
A_R;-22.4544047;-68.9218229;23
A_R;-22.4462562;-68.9195574;24
A_R;-22.4453236;-68.9251923;25
A_R;-22.4456198;-68.9252363;26
A_R;-22.4440486;-68.9342563;27
A_R;-22.4471201;-68.9349673;28
A_R;-22.4466339;-68.9379965;29
A_R;-22.4419842;-68.9370504;30
A_R;-22.4427759;-68.9324943;31
A_R;-22.4425512;-68.9323955;32
A_R;-22.4399715;-68.9319042;33
A_R;-22.4396594;-68.9333744;34
A_R;-22.4399061;-68.9359758;35
A_R;-22.4378901;-68.9355576;36
A_R;-22.4388075;-68.9300866;37
A_R;-22.4372334;-68.9297589;38
A_R;-22.4374847;-68.928135;39
A_R;-22.4331386;-68.9272827;40
A_R;-22.4333855;-68.9258814;41
A_R;-22.4328685;-68.9257087;42
A_R;-22.4326943;-68.9253006;43
A_R;-22.4297774;-68.9247625;44
A_R;-22.4286201;-68.9247574;45
A_R;-22.4282953;-68.92642;46
A_R;-22.4284439;-68.9266242;47
B_I;-22.4409626;-68.8874576;0
B_I;-22.4404996;-68.8877616;1
B_I;-22.4406318;-68.8885808;2
B_I;-22.4437371;-68.9045631;3
B_I;-22.437448;-68.9116336;4
B_I;-22.4365581;-68.9122207;5
B_I;-22.4350253;-68.91387;6
B_I;-22.4344868;-68.9162179;7
B_I;-22.4349545;-68.9165887;8
B_I;-22.4343709;-68.9202517;9
B_I;-22.4390819;-68.9212026;10
B_I;-22.438287;-68.9259638;11
B_I;-22.4383466;-68.9263416;12
B_I;-22.4393621;-68.9266057;13
B_I;-22.4387318;-68.9308976;14
B_I;-22.4527505;-68.9337332;15
B_I;-22.4576795;-68.9336684;16
B_I;-22.4577292;-68.9313099;17
B_I;-22.4587386;-68.9307302;18
B_I;-22.4582352;-68.9288397;19
B_I;-22.4589112;-68.9286695;20
B_I;-22.457931;-68.924868;21
B_I;-22.4632496;-68.9244723;22
B_I;-22.4633375;-68.9276669;23
B_I;-22.4660012;-68.9274141;24
B_I;-22.4688822;-68.9265492;25
