paradero;servicio;distancia
P-174;E_R;3841
P-175;E_R;3929
PR-160;E_R;4632
P-155;E_R;5081
PR-153;E_R;5355
P-150;E_R;5476
P-148;E_R;5600
P-223;E_R;7512
PR-224;E_R;7585
P-232;E_R;8708
P-133;E_R;9002
PR-130;E_R;9178
P-127;E_R;9726
P-125;E_R;9951
P-124;E_R;10184
P-121;E_R;10393
P-303;F_I;807
PR-304;F_I;980
P-141;F_I;1625
PR-144;F_I;1808
P-279;F_I;2524
PR-280;F_I;3229
P-206;F_I;5009
P-207;F_I;5131
PR-208;F_I;5289
P-209;F_I;5479
P-210;F_I;5564
P-282;F_I;5935
P-305;F_I;7481
P-306;F_I;7773
P-285;F_I;8884
P-286;F_I;9346
P-307;F_I;9602
P-308;F_I;9729
PR-149;F_I;12625
P-294;F_R;6664
P-296;F_R;10286
P-220;F_R;10739
P-221;F_R;10957
PR-309;F_R;12938
P-302;F_R;13781
P-122;M_I;1938
P-123;M_I;2121
P-126;M_I;2401
P-128;M_I;2670
P-129;M_I;2898
P-131;M_I;3146
P-132;M_I;3297
PR-138;M_I;4392
P-139;M_I;5519
P-140;M_I;5734
P-141;M_I;6060
PR-144;M_I;6243
P-151;M_I;7627
PR-152;M_I;7845
PR-154;M_I;8016
P-156;M_I;8205
P-157;M_I;8356
P-158;M_I;8450
PR-159;M_I;8580
P-161;M_I;9516
P-162;M_I;9629
P-163;M_I;9977
P-164;M_I;10169
PR-165;M_I;10541
P-166;M_I;10705
PR-167;M_I;10929
PR-168;M_I;11435
P-169;M_I;11545
PR-170;M_R;2585
PR-171;M_R;2783
P-172;M_R;2944
P-173;M_R;3200
P-174;M_R;3366
P-175;M_R;3454
PR-160;M_R;4159
P-155;M_R;4605
PR-153;M_R;4879
P-150;M_R;5000
P-148;M_R;5124
P-147;M_R;5242
PR-146;M_R;6268
PR-143;M_R;6437
PR-142;M_R;6563
P-232;M_R;9181
P-133;M_R;9475
PR-130;M_R;9650
P-127;M_R;10198
P-125;M_R;10423
P-124;M_R;10656
P-121;M_R;10866
P-139;T_I;1971
P-206;T_I;3203
P-258;T_I;3382
P-259;T_I;4390
P-260;T_I;5053
P-261;T_I;5621
P-262;T_I;6740
P-263;T_I;7054
P-264;T_I;7323
P-265;T_I;7507
P-266;T_I;7726
PR-267;T_I;10028
P-269;T_I;10064
P-270;T_I;10429
PR-149;T_I;11609
P-273;T_R;5460
P-274;T_R;6151
P-275;T_R;6437
P-276;T_R;8188
P-277;T_R;8507
P-278;T_R;8928
P-122;X_I;1937
P-123;X_I;2120
P-126;X_I;2400
P-128;X_I;2668
P-129;X_I;2897
P-131;X_I;3145
P-132;X_I;3298
PR-234;X_I;4545
P-151;X_I;5681
PR-152;X_I;5899
PR-154;X_I;6070
P-156;X_I;6259
PR-235;X_I;6587
P-236;X_I;6830
P-184;X_I;7009
P-185;X_I;7113
P-186;X_I;7372
PR-237;X_I;7500
P-238;X_I;9333
P-239;X_I;9548
PR-215;X_I;9790
PR-240;X_I;11296
PR-241;X_I;11746
PR-242;X_I;12010
PR-243;X_I;12334
P-244;X_I;12547
PR-245;X_I;12656
PR-246;X_I;12857
PR-247;X_I;13208
P-249;X_R;435
P-250;X_R;739
P-251;X_R;971
P-252;X_R;1092
P-253;X_R;1290
P-254;X_R;1517
P-255;X_R;1725
P-256;X_R;1923
PR-257;X_R;2467
P-216;X_R;3850
P-217;X_R;3998
PR-170;X_R;6132
PR-171;X_R;6331
P-172;X_R;6490
P-173;X_R;6746
P-174;X_R;6913
P-175;X_R;7001
PR-160;X_R;7711
P-155;X_R;8163
PR-153;X_R;8436
P-150;X_R;8557
P-148;X_R;8681
P-147;X_R;8800
P-134;X_R;10770
P-133;X_R;11010
PR-130;X_R;11186
P-127;X_R;11733
P-125;X_R;11958
P-124;X_R;12191
P-121;X_R;12400
P-139;Z_I;1844
P-151;Z_I;3964
PR-152;Z_I;4183
PR-154;Z_I;4353
P-156;Z_I;4543
P-157;Z_I;4708
P-158;Z_I;4803
PR-159;Z_I;4932
P-281;Z_I;5356
P-261;Z_I;9209
P-311;Z_I;10010
P-214;Z_I;10725
P-161;Z_I;11640
P-184;Z_I;11700
P-185;Z_I;11805
P-186;Z_I;12063
PR-237;Z_I;12191
PR-170;Z_R;182
PR-171;Z_R;381
P-172;Z_R;540
P-173;Z_R;796
P-174;Z_R;963
P-175;Z_R;1051
P-196;Z_R;1394
P-312;Z_R;2698
P-155;Z_R;8061
PR-153;Z_R;8335
P-150;Z_R;8456
P-148;Z_R;8580
P-147;Z_R;8698
