stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
58,,Hospital Osorno,,-40.587341,-73.127094,,,0,
59,,Zenteno / César Ercilla,,-40.585707,-73.120533,,,0,
60,,Ramón Freire / Barros Araña,,-40.581289,-73.129904,,,0,
61,,Ramón Freire / Manuel Rodríguez,,-40.577701,-73.130956,,,0,
62,,Los Carrera / Manuel Antonio Matta,,-40.571839,-73.134376,,,0,
63,,Diego De Almagro / Amador Barrientos,,-40.582687,-73.107621,,,0,
64,,Los Carrera / Bernardo O`Higgins,,-40.571692,-73.137645,,,0,
65,,Los Pellines / Héroes De La Concepción,,-40.560528,-73.152763,,,0,
66,,Héroes De La Concepción / Chucumata,,-40.568047,-73.149418,,,0,
67,,Héroes De La Concepción / Chañaral,,-40.565648,-73.151729,,,0,
68,,Argomedo / Aldea San Alberto Magno,,-40.581226,-73.106335,,,0,
69,,Julio Buschman / Dieciocho De Septiembre,,-40.577413,-73.106752,,,0,
70,,Patricio Lynch / José Manuel Balmaceda,,-40.574865,-73.118831,,,0,
71,,Angúlo / Errázuriz,,-40.573297,-73.124169,,,0,
72,,Los Carrera / Arturo Prat,,-40.572043,-73.13013,,,0,
73,,Terminal Buses Cruz Del Sur Puerto Montt,Terminal De Buses,-41.462984,-72.953923,6,,0,
74,,Pargua,Rampa Pargua,-41.792775,-73.458981,8,,0,
75,,Chacao,Rampa Chacao,-41.829126,-73.515615,7,,0,
76,,Terminal De Buses Cruz Del Sur Ancud,Terminal Cruz Del Sur,-41.871111,-73.825652,5,,0,
77,,Terminal De Buses Cruz Del Sur Castro,Terminal Cruz Del Sur,-42.4806086556755,-73.7645081779099,4,,0,
78,,Terminal Municipal De Buses Puerto Montt,,-41.477348,-72.950419,6,,0,
79,,Terminal Municipal De Chonchi,,-42.624131,-73.772829,1,,0,
80,,Terminal De Buses Quellon,,-43.1193109941366,-73.6223163816146,2,,0,
81,,Terminal De Buses Dalcahue,,-42.3795077574033,-73.6477596061515,3,,0,
82,,Terminal De Buses Osorno,,-40.572978,-73.125653,9,,0,
83,,Ruta 5 Sur / Empresas De Transporte J. Bustamante,,-41.379885,-72.96865,,,0,
84,,Ruta 5 Sur V - 500,,-41.06324,-73.093226,,,0,
85,,Ruta 5 Sur / Casma,,-41.00951,-73.120786,,,0,
86,,Ruta 5 Sur / Del Copihue,,-40.990717,-73.124177,,,0,
87,,Ruta 5 Sur / Corte Alto,,-40.944141,-73.138788,,,0,
88,,Ruta 5 Sur / Purranque Sur,,-40.915077,-73.147878,,,0,
89,,Ruta 5 Sur / Purranque Norte,,-40.911991,-73.14883,,,0,
90,,Ruta 5 Sur / Río Negro,,-40.812584,-73.168512,,,0,
91,,Ruta 5 Sur / Río Negro Medio,,-40.800016,-73.165451,,,0,
92,,Ruta 5 Sur / Empresas De Transporte J. Bustamante,,-41.37996,-72.969467,,,0,
93,,Ruta 5 Sur V - 500,,-41.062545,-73.093114,,,0,
94,,Ruta 5 Sur / Casma,,-41.006397,-73.11973,,,0,
95,,Ruta 5 Sur / Del Copihue,,-40.9906,-73.123771,,,0,
96,,Ruta 5 Sur / Corte Alto,,-40.943997,-73.138384,,,0,
97,,Ruta 5 Sur / Purranque Sur,,-40.915023,-73.147491,,,0,
98,,Ruta 5 Sur / Purranque Norte,,-40.911857,-73.148481,,,0,
99,,Ruta 5 Sur / Río Negro,,-40.811701,-73.167838,,,0,
100,,Ruta 5 Sur / Regimiento Sangra,,-41.398725,-72.95984,,,0,
101,,Ruta 5 Sur / Regimiento Sangra,,-41.398846,-72.960318,,,0,
102,,Ruta 5 Sur / Pellines,,-41.192312,-73.069492,,,0,
103,,Ruta 5 Sur / Pellines,,-41.191585,-73.069505,,,0,
104,,Ruta 5 Sur / Río Negro Medio,,-40.79819,-73.164601,,,0,
105,,Ruta 5 Sur / Río Negro Norte,,-40.791973,-73.163213,,,0,
106,,Ruta 5 Sur / Río Negro Norte,,-40.790813,-73.163283,,,0,
107,,Ruta 5 Sur / Cancura,,-40.758378,-73.155064,,,0,
108,,Ruta 5 Sur / Cancura,,-40.756428,-73.155013,,,0,
109,,Ruta 5 Sur / Chahuilco,,-40.737229,-73.150345,,,0,
110,,Ruta 5 Sur / Chahuilco,,-40.734466,-73.149203,,,0,
111,,Ruta 5 Sur / Pichil,,-40.696058,-73.132774,,,0,
112,,Ruta 5 Sur / Pichil,,-40.69244,-73.131113,,,0,
113,,Ruta 5 Sur / Osorno Sur,,-40.654949,-73.119231,,,0,
114,,Ruta 5 Sur / Osorno Sur,,-40.652831,-73.118165,,,0,
115,,Carretera Austral / Camino Lintz,"",-41.490396826092,-72.886437775463,,,0,
116,,Carretera Austral / Cuarta Terraza,,-41.490759,-72.875911,,,0,
117,"",Carretera Austral / Salida Coihuín,"",-41.483575,-72.850734,,"",0,
118,,Carretera Austral / Puente Chamiza,,-41.483103,-72.84583,,,0,
119,,Carretera Austral / Entrada Piedra Azul,,-41.503418,-72.801676,,,0,
120,,Carretera Austral / Piedra Azul,,-41.513368,-72.781145,,,0,
121,,Carretera Austral / Entrada Quillaipe,,-41.527432,-72.74096,,,0,
122,"",Carretera Austral / Playa Quillaipe,"",-41.543208,-72.731263,,"",0,
123,"",Carretera Austral / Los Arrayanes,"",-41.546066,-72.728951,,"",0,
124,"",Carretera Austral / Bahía Quillaipe,"",-41.54817,-72.72799,,"",0,
125,,Carretera Austral / Estación De Salud Quillaipe,,-41.556017,-72.732187,,,0,
126,,Carretera Austral / Entrada Metri,,-41.580513,-72.718367,,,0,
127,,Carretera Austral / Salida Metri,,-41.594253,-72.703509,,,0,
128,,Carretera Austral / Lenca,,-41.603693,-72.692014,,,0,
129,,Carretera Austral / Puente Lenca,,-41.606645,-72.682298,,,0,
130,,Carretera Austral / Camino Parque Nacional Alerce Andino,,-41.608912,-72.671682,,,0,
131,,Carretera Austral / Puente Chaicas,,-41.614069,-72.659784,,,0,
132,,Carretera Austral / Entrada Chaicas,,-41.622847,-72.661268,,,0,
133,,Carretera Austral / Escuela Rural Chaicas,,-41.627286,-72.665745,,,0,
134,"",Carretera Austral / Chaicas Centro,"",-41.63276,-72.667829,,"",0,
135,,Carretera Austral / Entrada Caleta La Arena,,-41.661199,-72.663393,,,0,
136,"",Carretea Austral / Caleta La Arena,"",-41.692328,-72.641686,,"",0,
137,,Carretera Austral / Salida Caleta La Arena,,-41.664059,-72.661693,,,0,
138,,Carretera Austral / Entrada Chaicas,,-41.637312,-72.668588,,,0,
139,"",Carretera Austral / Chaicas Centro,"",-41.631019,-72.666043,,"",0,
140,,Carretera Austral / Escuela Rural Chaicas,,-41.628144,-72.665974,,,0,
141,,Carretera Austral / Salida Chaicas,,-41.622342,-72.660369,,,0,
