stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
142,,Carretera Austral / Puente Chaicas,,-41.613638,-72.65998,,,0,
143,,Carretera Austral / Camino Parque Nacional Alerce Andino,,-41.608487,-72.671696,,,0,
144,,Carretera Austral / Puente Lenca,,-41.606441,-72.682501,,,0,
145,"",Carretera Austral / Lenca Sur,"",-41.605487,-72.685641,,"",0,
146,,Carretera Austral / Metri,,-41.591329,-72.70174,,,0,
147,,Carretera Austral / Escuela Metri,,-41.587805,-72.701653,,,0,
148,,Carretera Asutral / Escuela Metri,,-41.588073,-72.702286,,,0,
149,,Carretera Austral / Salida Metri,,-41.588841,-72.706001,,,0,
150,,Carretera Asutral / Entrada Quillaipe,,-41.575489,-72.722758,,,0,
151,"",Carretera Austral / Quillaipe Sur,"",-41.572333,-72.724194,,"",0,
152,"",Carretera Austral / Quillaipe,"",-41.564842,-72.729271,,"",0,
153,"",Carretera Austral / Playa Quillaipe,"",-41.542701,-72.73118,,"",0,
154,,Carretera Austral / Salida Quillaipe,,-41.52607,-72.746797,,,0,
155,,Carretera Austral / Pichiquillaipe,,-41.522286,-72.76298,,,0,
156,,Carretera Austral / Entrada Piedra Azul,,-41.519403,-72.769657,,,0,
157,,Carretera Austral / Liceo Piedra Azul,,-41.516648,-72.775299,,,0,
158,,Carretera Austral / Piedra Azul,,-41.511469,-72.784843,,,0,
159,"",Carretera Austral / Piedra Azul Centro,"",-41.508282,-72.790405,,"",0,
160,,Carretera Austral / Salida Piedra Azul,,-41.498498,-72.808515,,,0,
161,,Carretera Austral / Entrada Chamiza,,-41.490667,-72.815765,,,0,
162,"",Carretera Austral / Chamiza,"",-41.483014,-72.833432,,"",0,
163,"",Carretera Austral / Marine Harvest,"",-41.482892,-72.839177,,"",0,
164,"",Carretera Austral / Entrada Coihuín,"",-41.48345,-72.850733,,"",0,
165,"",Carretera Austral / Coihuín,"",-41.483729,-72.852251,,"",0,
166,"",Carretera Austral / Las Toninas,"",-41.486255,-72.861635,,"",0,
167,"",Carretera Austral / Pelluhuín,"",-41.48648,-72.864637,,"",0,
168,"",Carretera Austral / Salida Coihuín,"",-41.486421,-72.868646,,"",0,
169,,Terminal Municipal De Buses Puerto Montt,,-41.477348,-72.950419,,,0,
170,,Carretera Austral / Lenca,"",-41.603504,-72.691937,,,0,
171,,Terminal Municipal De Castro,,-42.478556,-73.76294,14,,0,
172,,Terminal Municipal De Chonchi,,-42.624131,-73.772829,13,,0,
173,,Parque Nacional Chiloé,,-42.625351,-74.108309,12,,0,
174,,Huillinco,,-42.674945,-73.898049,11,,0,
175,"",Cucao,,-42.6383515313398,-74.109615239337,10,"",0,
176,"",Huillinco,"",-42.675016846167,-73.897963627749,11,"",0,
177,,Terminal Municipal De Buses Puerto Montt,Diego Portales / Eusebio Lilo,-41.477348,-72.950419,,,0,
178,,Carretera Austral / Camino Lintz,"",-41.490396826092,-72.886437775463,,,0,
179,,Carretera Austral / Cuarta Terraza,,-41.490759,-72.875911,,,0,
180,,Carretera Austral / Salida Coihuín,"",-41.483575,-72.850734,,,0,
181,,Carretera Austral / Puente Chamiza,,-41.483103,-72.84583,,,0,
182,,Carretera Austral / Entrada Piedra Azul,,-41.503418,-72.801676,,,0,
183,,Carretera Austral / Piedra Azul,,-41.513368,-72.781145,,,0,
184,,Carretera Austral / Entrada Quillaipe,,-41.527432,-72.74096,,,0,
185,,Carretera Austral / Playa Quillaipe,"",-41.543208,-72.731263,,,0,
186,,Carretera Austral / Los Arrayanes,"",-41.546066,-72.728951,,,0,
187,,Carretera Austral / Bahía Quillaipe,"",-41.54817,-72.72799,,,0,
188,,Carretera Austral / Estación De Salud Quillaipe,,-41.556017,-72.732187,,,0,
189,,Carretera Austral / Entrada Metri,,-41.580513,-72.718367,,,0,
190,,Carretera Austral / Salida Metri,,-41.594253,-72.703509,,,0,
191,,Carretera Austral / Lenca,,-41.603693,-72.692014,,,0,
192,,Carretera Austral / Puente Lenca,,-41.606645,-72.682298,,,0,
193,,Carretera Austral / Camino Parque Nacional Alerce Andino,,-41.608912,-72.671682,,,0,
194,,Carretera Austral / Puente Chaicas,,-41.614069,-72.659784,,,0,
195,,Carretera Austral / Entrada Chaicas,,-41.622847,-72.661268,,,0,
196,,Carretera Austral / Escuela Rural Chaicas,,-41.627286,-72.665745,,,0,
197,,Carretera Austral / Chaicas Centro,"",-41.63276,-72.667829,,,0,
198,,Carretera Austral / Entrada Caleta La Arena,,-41.661199,-72.663393,,,0,
199,,Carretea Austral / Caleta La Arena,,-41.692328,-72.641686,,,0,
200,,Carretera Austral / Salida Caleta La Arena,,-41.664059,-72.661693,,,0,
201,,Carretera Austral / Entrada Chaicas,,-41.637312,-72.668588,,,0,
202,,Carretera Austral / Chaicas Centro,"",-41.631019,-72.666043,,,0,
203,,Carretera Austral / Escuela Rural Chaicas,,-41.628144,-72.665974,,,0,
204,,Carretera Austral / Salida Chaicas,,-41.622342,-72.660369,,,0,
205,,Carretera Austral / Puente Chaicas,,-41.613638,-72.65998,,,0,
206,,Carretera Austral / Camino Parque Nacional Alerce Andino,,-41.608487,-72.671696,,,0,
207,,Carretera Austral / Puente Lenca,,-41.606441,-72.682501,,,0,
208,,Carretera Austral / Lenca Sur,"",-41.605487,-72.685641,,,0,
209,,Carretera Austral / Metri,,-41.591329,-72.70174,,,0,
210,,Carretera Austral / Escuela Metri,,-41.587805,-72.701653,,,0,
211,,Carretera Asutral / Escuela Metri,,-41.588073,-72.702286,,,0,
212,,Carretera Austral / Salida Metri,,-41.588841,-72.706001,,,0,
213,,Carretera Asutral / Entrada Quillaipe,,-41.575489,-72.722758,,,0,
214,,Carretera Austral / Quillaipe Sur,"",-41.572333,-72.724194,,,0,
215,,Carretera Austral / Quillaipe,"",-41.564842,-72.729271,,,0,
216,,Carretera Austral / Playa Quillaipe,"",-41.542701,-72.73118,,,0,
217,,Carretera Austral / Salida Quillaipe,,-41.52607,-72.746797,,,0,
218,,Carretera Austral / Pichiquillaipe,,-41.522286,-72.76298,,,0,
219,,Carretera Austral / Entrada Piedra Azul,,-41.519403,-72.769657,,,0,
220,,Carretera Austral / Liceo Piedra Azul,,-41.516648,-72.775299,,,0,
221,,Carretera Austral / Piedra Azul,,-41.511469,-72.784843,,,0,
222,,Carretera Austral / Piedra Azul Centro,"",-41.508282,-72.790405,,,0,
223,,Carretera Austral / Salida Piedra Azul,,-41.498498,-72.808515,,,0,
224,,Carretera Austral / Entrada Chamiza,,-41.490667,-72.815765,,,0,
225,,Carretera Austral / Chamiza,"",-41.483014,-72.833432,,,0,
226,,Carretera Austral / Marine Harvest,"",-41.482892,-72.839177,,,0,
227,,Carretera Austral / Entrada Coihuín,"",-41.48345,-72.850733,,,0,
228,,Carretera Austral / Coihuín,"",-41.483729,-72.852251,,,0,
229,,Carretera Austral / Las Toninas,"",-41.486255,-72.861635,,,0,
230,,Carretera Austral / Pelluhuín,"",-41.48648,-72.864637,,,0,
231,,Carretera Austral / Salida Coihuín,"",-41.486421,-72.868646,,,0,
232,,Carretera Austral / Lenca,"",-41.603504,-72.691937,,,0,
233,,Terminal Municipal De Castro,,-42.478556,-73.76294,18,,0,
234,,Terminal Municipal De Chonchi,,-42.624131,-73.772829,19,,0,
235,,Huillinco,,-42.674945,-73.898049,16,,0,
236,,Parque Nacional Chiloé,Acceso Sur,-42.625351,-74.108309,17,,0,
237,,Huillinco,"",-42.675016846167,-73.897963627749,,,0,
238,,Cucao,,-42.6383515313398,-74.109615239337,,,0,
239,,Terminal Municipal De Buses Puerto Montt,Diego Portales / Eusebio Lilo,-41.477348,-72.950419,,,0,
240,,Ruta 5 Sur / Empresas De Transporte J. Bustamante,Ruta 5 Sur V - 593,-41.379885,-72.96865,,,0,
241,,Ruta 5 Sur / Empresas De Transporte J. Bustamante,Regreso Pto. Montt,-41.37996,-72.969467,,,0,
242,,Ruta 5 Sur V - 500,Regreso Pto. Montt,-41.06324,-73.093226,,,0,
244,,Ruta 5 Sur / Casma,Regreso Pto. Montt,-41.00951,-73.120786,,,0,
245,,Ruta 5 Sur / Casma,,-41.006397,-73.11973,,,0,
246,,Ruta 5 Sur / Del Copihue,Regreso Pto. Montt,-40.990717,-73.124177,,,0,
247,,Ruta 5 Sur / Del Copihue,,-40.9906,-73.123771,,,0,
248,,Ruta 5 Sur / Corte Alto,,-40.944141,-73.138788,,,0,
249,,Ruta 5 Sur / Corte Alto,,-40.943997,-73.138384,,,0,
250,,Ruta 5 Sur / Purranque Sur,Regreso Pto. Montt,-40.915077,-73.147878,,,0,
251,,Ruta 5 Sur / Purranque Sur,,-40.915023,-73.147491,,,0,
252,,Ruta 5 Sur / Purranque Norte,Purranque,-40.911991,-73.14883,,,0,
253,,Ruta 5 Sur / Purranque Norte,Purranque,-40.911857,-73.148481,,,0,
254,,Ruta 5 Sur / Río Negro,Regreso Pto. Montt,-40.812584,-73.168512,,,0,
255,,Ruta 5 Sur / Río Negro,,-40.811701,-73.167838,,,0,
256,,Ruta 5 Sur / Río Negro Medio,Regreso Pto. Montt,-40.800016,-73.165451,,,0,
257,,Ruta 5 Sur / Regimiento Sangra,,-41.398725,-72.95984,,,0,
258,,Ruta 5 Sur / Regimiento Sangra,Regimiento Sangra Pto. Varas,-41.398846,-72.960318,,,0,
259,,Ruta 5 Sur / Pellines,Regreso Pto. Montt,-41.192312,-73.069492,,,0,
260,,Ruta 5 Sur / Pellines,,-41.191585,-73.069505,,,0,
261,,Ruta 5 Sur / Río Negro Medio,,-40.79819,-73.164601,,,0,
262,,Ruta 5 Sur / Río Negro Norte,,-40.791973,-73.163213,,,0,
263,,Ruta 5 Sur / Río Negro Norte,,-40.790813,-73.163283,,,0,
264,,Ruta 5 Sur / Cancura,,-40.758378,-73.155064,,,0,
265,,Ruta 5 Sur / Cancura,,-40.756428,-73.155013,,,0,
266,,Ruta 5 Sur / Chahuilco,Regreso Pto. Montt,-40.737229,-73.150345,,,0,
268,,Ruta 5 Sur / Pichil,,-40.696058,-73.132774,,,0,
269,,Ruta 5 Sur / Pichil,,-40.69244,-73.131113,,,0,
270,,Ruta 5 Sur / Osorno Sur,,-40.654949,-73.119231,,,0,
271,,Ruta 5 Sur / Osorno Sur,,-40.652831,-73.118165,,,0,
272,,Terminal De Buses Osorno,"",-40.572978,-73.125653,,,0,
273,"",Universidad Austral De Chile,"",-41.490302505636,-72.89638735582,,"",0,
274,"",Inés Gallardo / Avenida Juan Soler Manfredini,Inés Gallardo,-41.488495778916,-72.899109720238,,"",0,
275,"",Avenida Juan Soler Manfredini / Liborio Guerrero,Avenida Juan Soler Manfredini,-41.486485795967,-72.901757148479,,"",0,
276,"",Liborio Guerrero / Bellavista,Liborio Guerrero,-41.483970738142,-72.90097,,"",0,
277,"",Avenida Juan Soler Manfredini / Liborio Guerrero,Avenida Juan Soler Manfredini,-41.486584879471,-72.902252055225,,"",0,
278,,Mall Paseo Costanera,Avenida Juan Soler Manfredini / Avenida España,-41.472901738227,-72.937386775463,,,0,
279,,Avenida Diego Portales / Pedro Montt,Avenida Diego Portales,-41.47294,-72.941797,,,0,
280,,Avenida Diego Portales / Chillán,Avenida Diego Portales,-41.4734405548121,-72.9442916441802,,,0,
281,,Avenida Diego Portales / Ancud,Avenida Diego Portales,-41.4758602017064,-72.949144708004,,,0,
282,,Avenida Diego Portales / Videla,Avenida Diego Portales,-41.4792718670253,-72.9527391104508,,,0,
283,,Caleta Anahuac,Avenida Pacheco Altamirano,-41.4857136466876,-72.9764360760575,,,0,
284,,Universidad De Los Lagos,Avenida Pacheco Altamirano Km 6,-41.4926470872935,-72.9860029656067,,,0,
285,,Avenida Chinquihue / Pasaje Perla Marina,"Avda. Chinquihue Km 7, 2",-41.4999967519394,-72.9904118257256,,,0,
286,,Avenida Chinquihue Km 12. 68,,-41.514039,-73.030097,,,0,
287,,Avenida Chinquihue Km 13. 35,,-41.516626,-73.037247,,,0,
288,,Puerto Oxxean,,-41.517175,-73.038903,,,0,
289,,Avenida Chinquihue Km 14. 88,Avenida Chinquihue,-41.5271693271462,-73.0489064490738,,,0,
290,,Terminal Salida Panitao Alto,Camino Panitao,-41.5367568048933,-73.0516097202377,,,0,
291,,Mirador De Trapen,Avenida Chinquihue,-41.532551,-73.050381,,,0,
292,,Avenida Chinquihue Km 14. 28,Avenida Chinquihue,-41.522793,-73.044663,,,0,
293,,Avenida Chinquihue Km 13. 75,Avenida Chinquihue,-41.518753,-73.04135,,,0,
294,,Puerto Oxxean,Avenida Chinquihue,-41.517378,-73.039082,,,0,
295,,Avenida Chinquihue Km 13. 35,Avenida Chinquihue,-41.516885,-73.037593,,,0,
296,,Avenida Chinquihue Km 13. 13,Avenida Chinquihue,-41.5160609080712,-73.0344508429222,,,0,
297,,Avenida Chinquihue Km 12. 94,Avenida Chinquihue,-41.514969,-73.033184,,,0,
298,,Avenida Chinquihue Km 12. 68,Avenida Chinquihue,-41.514142,-73.030319,,,0,
299,,Avenida Chinquihue Km 12. 43,Avenida Chinquihue,-41.513884,-73.027316,,,0,
300,,Avenida Chinquihue Km 12. 09,Avenida Chinquihue,-41.511088,-73.0255,,,0,
301,,Avenida Chinquihue Km 11. 82,Avenida Chinquihue,-41.510588,-73.022394,,,0,
302,,Avenida Chinquihue Km 11. 08,Avenida Chinquihue,-41.510598,-73.013492,,,0,
303,,Avenida Chinquihue Km 9. 99,Avenida Chinquihue,-41.512304,-73.000911,,,0,
304,,Avenida Chinquihue Km 9. 63,Avenida Chinquihue,-41.5089658627657,-72.9995521226845,,,0,
305,,Avenida Chinquihue Km 9. 51,Avenida Chinquihue,-41.507953,-72.999081,,,0,
306,,Muelle Skorpios,Avenida Chinquihue Km 7. 9,-41.5036192011173,-72.9956309447746,,,0,
307,,Poblacion El Progreso,Avenida Chinquihue Km 7. 5,-41.5023121756937,-72.9920385889549,,,0,
308,,Avenida Chinquihue Km 7. 2,Avenida Chinquihue,-41.4995264036251,-72.990767733799,,,0,
309,,Club Náutico Puerto Montt,Avenida Chinquihue Km 7,-41.4984994926684,-72.9905054441109,,,0,
310,,Caleta Anahuac,Avenida Pacheco Altamirano / México,-41.4857406095372,-72.9768759067459,,,0,
311,,Avenida Pacheco Altamirano Km 4. 3,Avenida Pacheco Altamirano,-41.4869045647573,-72.9738788134918,,,0,
312,,Avenida Pacheco Altamirano / Muñoz Gamero,Avenida Pacheco Altamirano,-41.4861088607077,-72.9665870638237,,,0,
313,,Caleta Angelmó,Avenida Angelmó / Avenida Pacheco Altamirano,-41.4845790746745,-72.9630143816147,,,0,
314,,Empresa Porturia Puerto Montt,Avenida Angelmó / Independencia,-41.481398641603,-72.9563824196435,,,0,
315,,Avenida Angelmó / Miraflores,Avenida Angelmó,-41.4806937920152,-72.9549306908074,,,0,
316,,Avenida Diego Portales / Videla,Avenida Diego Portales,-41.4793376201862,-72.9524426061515,,,0,
317,,Avenida Diego Portales / Eusebio Lillo,Avenida Diego Portales,-41.4775743697523,-72.950951635582,,,0,
318,,Avenida Diego Portales / Valdivia,Avenida Diego Portales,-41.475344,-72.94794,,,0,
319,,Avenida Diego Portales / Talcahuano,Avenida Diego Portales,-41.474626,-72.947026,,,0,
320,,Avenida Diego Portales / Chillán,Avenida Diego Portales,-41.473811,-72.944365,,,0,
321,,Avenida Diego Portales / Talca,Avenida Diego Portales,-41.473531,-72.943305,,,0,
322,,Avenida Diego Portales / Guillermo Gallardo,Avenida Diego Portales,-41.472963,-72.940489,,,0,
323,,Mall Paseo Costanera,Avenida Juan Soler Manfredini / Avenida España,-41.473015748013,-72.937563309193,,,0,
324,,Ruinas Muelle Antiguo,Avenida Juan Soler Manfredini / Río Puelche,-41.474965,-72.921197,,,0,
325,"",Balneario Pelluco,Avenida Juan Soler Manfredini / Inés Gallardo,-41.488526861832,-72.89926338525,,"",0,
326,"",Carretera Austral / Barlovento,Carretera Austral,-41.48994409168,-72.891056512897,,"",0,
327,"",Regimiento / Villa Santa Teresita,Regimiento,-41.486945981479,-72.88878574107,,"",0,
328,"",Colegio San Javier,"",-41.484862,-72.890914093254,,"",0,
329,"",Regimiento / Villa Santa Teresita,Regimiento,-41.487203907477,-72.888771050263,,"",0,
330,,Avenida Juan Soler Manfredini / Río Puelche,Avenida Juan Soler Manfredini,-41.474802,-72.922469,,,0,
331,,Avenida Diego Portales / San Martín,Avenida Diego Portales,-41.472682,-72.940369,,,0,
332,,Avenida Angelmó / Miraflores,Avenida Angelmó,-41.4804305931614,-72.9547826908073,,,0,
333,,Avenida Angelmó / Avenida Pacheco Altamirano,Avenida Angelmó,-41.4847410932935,-72.9632175595245,,,0,
334,,Avenida Pacheco Altamirano / San Ignacio,Avenida Pacheco Altamirano,-41.4861961183091,-72.966916338623,,,0,
335,,Universidad De Los Lagos,Avenida Pacheco Altamirano Km 6,-41.4930379546421,-72.9862603422584,,,0,
336,,Muelle Skorpios,,-41.503349,-72.995561,,,0,
337,,Avenida Chinquihue Km 9. 99,,-41.512193,-73.000756,,,0,
338,,Terminal Llegada Panitao Alto,Camino Panitao,-41.5367530900272,-73.0517808981475,,,0,
341,,Palena,,-43.617312,-71.804706,,,0,
343,"",Futaleufú,"",-43.18573,-71.867192,,"",0,
348,,Chaitén,Viejo,-42.918266,-72.710039,,,0,
349,,La Quema,,-40.623915,-72.760373,,,0,
350,,Rucatayo,,-40.627771,-72.719974,,,0,
351,,El Encanto,,-40.729999,-72.465452,,,0,
352,,Pichi Damas,,-40.6137468555785,-72.8069462625656,,,0,
353,,Haras Doña Ines,,-40.594673,-73.071739,,,0,
354,,Cuche,,-40.605252,-73.045714,,,0,
355,,La Poza,,-40.601697,-72.855468,,,0,
356,"",Fdas,"",-40.707393048005,-72.327962618517,,"",0,
357,,El Encanto,,-40.730115,-72.465621,,,0,
358,,Pilmaiquén,,-40.653206,-72.660124,,,0,
359,,Hotel Termas De Puyehue,,-40.707682,-72.328125,,,0,
360,,Los Copihues,,-40.708721,-72.514765,,,0,
361,,Los Negros,,-40.6024640887875,-72.8649476478157,,,0,
362,,Avenida Alcalde Alberto Fuschlocher / Con Con,,-40.5834606294872,-73.0931303730163,,,0,
363,,Fogon Las Leñas,,-40.684656,-72.585679,,,0,
364,,Termas De Puyehue,,-40.710343,-72.326125,,,0,
365,,Polloico,,-40.6014052768917,-72.9906724662704,,,0,
366,,Aguas Calientes,,-40.735433,-72.308173,,,0,
367,,Las Ruedas,,-40.5943514862562,-72.9701944404754,,,0,
368,,La Valenciana,,-40.683175,-72.566278,,,0,
369,,Aguas Calientes,,-40.735332,-72.308141,,,0,
370,,La Valenciana,,-40.683053,-72.566264,,,0,
371,,Lino,,-40.60067,-72.891032,,,0,
372,,Moncopulli,,-40.608472,-72.823384,,,0,
373,,Reten Eleuterio Ramirez,,-40.591159,-72.948693,,,0,
374,,Fogon Las Leñas,,-40.684739,-72.585522,,,0,
375,,Las Lumas,,-40.591468,-72.953006,,,0,
376,,Los Copihues,,-40.709036,-72.514453,,,0,
377,,Hotel Termas De Puyehue,,-40.707582,-72.327868,,,0,
378,,Callejón Obando,,-40.593184155181,-72.920830025795,,,0,
379,,Los Alamos,,-40.696896,-72.360496,,,0,
380,,Agua Buena,,-40.591128,-72.936389,,,0,
381,,Escuela Puyehue,,-40.695988,-72.334919,,,0,
382,,Las Lumas,,-40.591317,-72.952962,,,0,
383,,Regimiento Puyehue,,-40.692352,-72.338811,,,0,
384,,La Poza,,-40.601793,-72.8558,,,0,
385,,Los Arrayanes,,-40.725803,-72.4425,,,0,
386,,Regimiento Puyehue,,-40.692234,-72.338704,,,0,
387,,Pilmaiquén,,-40.653104,-72.660008,,,0,
388,,Las Ruedas,,-40.5943579174249,-72.9706611484795,,,0,
389,,Los Negros,,-40.602635,-72.865058,,,0,
390,,Moncopulli,,-40.608581,-72.823427,,,0,
391,,Ñilque,,-40.722683,-72.425294,,,0,
392,,Los Alamos,,-40.696797,-72.36068,,,0,
393,,Rucatayo,,-40.627662,-72.719388,,,0,
394,,Polloico,,-40.6012388392083,-72.9908212675285,,,0,
395,,Lino,,-40.600734,-72.891319,,,0,
396,,Parque Nacional Puyehue,Anticura,-40.681927,-71.98844,20,,0,
397,,Pichi Damas,,-40.6138469747884,-72.8072883938484,,,0,
398,,Escuela Puyehue,,-40.696048,-72.335065,,,0,
399,,Ñilque,,-40.722617,-72.425665,,,0,
400,,La Quema,,-40.6237179259798,-72.7603754110451,,,0,
401,,Cuche,,-40.605135,-73.045382,,,0,
402,,Agua Buena,,-40.591011,-72.936184,,,0,
403,,Termas De Puyehue,,-40.71041,-72.32626,21,,0,
404,,Terminal Mercado Osorno,,-40.572762,-73.128696,23,,0,
405,,Terminal Entre Lagos,,-40.682835,-72.599346,22,,0,
406,,Escuela Rural Los Pellines,,-40.6161814684121,-72.7967591987419,,,0,
407,,Los Arrayanes,,-40.725682,-72.442517,,,0,
408,,Escuela Rural Los Pellines,,-40.6160111892378,-72.7968434060821,,,0,
409,,Retorno Aeropuerto,,-40.5976991097836,-73.0659545128975,,,0,
410,,Reten Eleuterio Ramirez,,-40.591291,-72.948648,,,0,
411,"",Isla Apiao Ostricultura,"",-42.620148,-73.218029,,"",0,
413,,Achao Rampa,"",-42.468856,-73.490639,,,0,
414,,Terminal De Buses Línea 7,,-40.566084,-73.117133,,,0,
415,,Hazaña Indígena / Gabriel Flores,,-40.56556,-73.114638,,,0,
416,,Hazaña Indígena / Juan De Ubera,,-40.565244,-73.112764,,,0,
417,,El Monasterio / Virgen Del Socorro,,-40.567925,-73.113737,,,0,
418,,César Ercilla / Luis Emilio Recabarren,,-40.575497,-73.111445,,,0,
419,,Julio Buschman / Pedro Aguirre Cerda,,-40.576102,-73.114047,,,0,
420,,Patricio Lynch / Manuel Montt,,-40.575262,-73.117381,,,0,
421,,Patricio Lynch / José Manuel Balmaceda,,-40.574865,-73.118831,,,0,
422,,Patricio Lynch / Andrés Bello,,-40.574494,-73.120792,,,0,
423,,Patricio Lynch / Angúlo,,-40.574355,-73.12389,,,0,
424,,Cristóbal Colón / Patricio Lynch,,-40.573799,-73.127625,,,0,
425,,Los Carrera / Arturo Prat,,-40.572043,-73.13013,,,0,
426,,Los Carrera / Ramón Freire,,-40.572008,-73.13096,,,0,
427,,Los Carrera / Lord Cochrane,,-40.57185,-73.134135,,,0,
428,,Los Carrera / Manuel Antonio Matta,,-40.571839,-73.134376,,,0,
429,,Los Carrera / Bernardo O`Higgins,,-40.571692,-73.137645,,,0,
430,,Los Carrera / Manuel Bulnes,,-40.571679,-73.137948,,,0,
431,,Guillermo Francke / Julio Montt,,-40.569794,-73.146362,,,0,
432,,Guillermo Francke / Los Tigres,,-40.568517,-73.147023,,,0,
433,,Héroes De La Concepción / Chañaral,,-40.565648,-73.151729,,,0,
434,,Héroes De La Concepción / Chapiquiña,,-40.562962,-73.152441,,,0,
435,,Héroes De La Concepción / Potrerillos,,-40.562109,-73.152413,,,0,
436,,Los Laureles / Los Cafelates,,-40.551046,-73.160754,,,0,
437,,Los Boldos / Los Piñones,,-40.552115,-73.158787,,,0,
438,,Los Boldos / Los Damascos,,-40.555413,-73.156746,,,0,
439,,Los Pellines / Héroes De La Concepción,,-40.560528,-73.152763,,,0,
440,,Héroes De La Concepción / Paipote,,-40.564396,-73.152395,,,0,
441,,Héroes De La Concepción / Los Algarrobos,,-40.565467,-73.152043,,,0,
442,,Héroes De La Concepción / Chucumata,,-40.568047,-73.149418,,,0,
443,,Guillermo Francke / Machalí,,-40.568662,-73.147152,,,0,
444,,Guillermo Francke / Julio Montt,,-40.570371,-73.146113,,,0,
445,,Francisco Bilbao / Portales,,-40.575711,-73.13919,,,0,
446,,Francisco Bilbao / Manuel Bulnes,,-40.575743,-73.138603,,,0,
447,,Francisco Bilbao / Bernardo O´Higgins,,-40.575876,-73.135907,,,0,
448,,Francisco Bilbao / Manuel Antonio Matta,,-40.575911,-73.135051,,,0,
449,,Francisco Bilbao / Ramón Freire,,-40.576047,-73.132064,,,0,
450,,Cristóbal Colón / Juan Mackenna,,-40.575517,-73.12791,,,0,
451,,Errázuriz / Cristóbal Colón,,-40.573325,-73.126551,,,0,
452,,Errázuriz / Angúlo,,-40.573682,-73.1239,,,0,
453,,Errázuriz / José Victorino Lastarria,,-40.57378,-73.121415,,,0,
454,,Errázuriz / José Manuel Balmaceda,,-40.573888,-73.118667,,,0,
455,,Luis Emilio Recabarren / Pedro Aguirre Cerda,,-40.574596,-73.113164,,,0,
456,,César Ercilla / Los Carrera,,-40.574188,-73.11076,,,0,
457,,Virgen Del Socorro / El Monasterio,,-40.568007,-73.113356,,,0,
458,,Terminal Municipal De Buses Puerto Montt,Diego Portales / Eusebio Lilo,-41.477348,-72.950419,67,,0,
462,,Panamericana Sur / Pasaje Tres,,-41.458334,-72.95436,,,0,
463,,Panamericana Norte / Canal Beagle,,-41.455911,-72.954519,,,0,
464,,Ruta 5 Sur / Empresas De Transporte J. Bustamante,,-41.379885,-72.96865,,,0,
465,,Ruta 5 Sur / Empresas De Transporte J. Bustamante,,-41.37996,-72.969467,,,0,
466,,San Francisco / Colón,,-41.32419,-72.985426,,,0,
467,,Del Salvador / Santa Rosa,,-41.318095,-72.984071,68,,0,
468,,Gramado / San Bernardo,,-41.317021,-72.986248,,,0,
469,,Gramado / Lago Llanquihue,,-41.317663,-72.995455,,,0,
470,,San Bernardo / Walker Martinez,,-41.316426,-72.98575,,,0,
471,"",Vicente Pérez Rosales,Fabrica Cecinas Llanquihue,-41.268822,-73.001539,,"",0,
472,"",Vicente Pérez Rosales,Fabrica Cecinas Llanquihue,-41.2685,-73.001348,,"",0,
473,"",Vicente Pérez Rosales / Avenida Presidente Jorge Alessandri,"",-41.261593,-73.001842,,"",0,
474,"",Vicente Pérez Rosales / Avenida Presidente Jorge Alessandri,"",-41.261851,-73.001493,,"",0,
475,"",Vicente Pérez Rosales / Regidor Gerado Werner,"",-41.2568,-73.005461,,"",0,
476,,Vicente Pérez Rosales / Llanquihue,,-41.258159,-73.005493,69,,0,
477,"",Manuel Antonio Matta / Valdivieso,"",-41.25548,-73.016289,,"",0,
478,"",Manuel Antonio Matta / Valdivieso,"",-41.255481,-73.016194,,"",0,
480,"",Isla Lin - Lin Curaco,"",-42.400882,-73.426108,,"",0,
481,,Achao Rampa,"",-42.468856,-73.490639,,,0,
482,"",Isla Chaulinec Capilla Antigua,"",-42.633273,-73.270279,,"",0,
484,,Achao Rampa,"",-42.468856,-73.490639,,,0,
485,"",Terminal Línea 1,"",-41.879523,-73.833158,,"",0,
486,"",Camino Lechagua / Practicante Silva,"",-41.879997,-73.832644,,"",0,
487,"",Camino Lechagua / Blest Riffo,"",-41.879371,-73.83151,,"",0,
488,"",Avda. Salvador Allende / German Kompatzki,"",-41.875188,-73.827839,,"",0,
489,"",Dieciocho / Libertad,"",-41.866984,-73.828839,,"",0,
490,"",Dieciocho / Pedro Montt,"",-41.867165,-73.826593,,"",0,
491,"",Pedro Montt / Arturo Prat,"",-41.867041,-73.825716,,"",0,
492,"",Almirante Latorre / Cristobal Colon,"",-41.868232,-73.813341,,"",0,
493,"",Arturo Prat / Marcos Vera,"",-41.871054,-73.809993,,"",0,
494,"",Calle Nueva / El Esfuerzo,,-41.875753982943,-73.8063902797622,,"",0,
495,"",Caicumeo / Los Aromos,,-41.8783199240177,-73.8055326908074,,"",0,
496,"",Avda. Pacífico / Caicumeo,"",-41.880028,-73.804724,,"",0,
497,"",Avda. Pacífico / El Mirador Del Golfo,"",-41.879995,-73.806647,,"",0,
498,"",Avda. Pacífico / La Paz,,-41.8796079762943,-73.8081896441803,,"",0,
499,"",Caicumeo / Nelson Bustamante,"",-41.874802,-73.81493,,"",0,
