code;name;latitude;longitude;services
PA150;Parada 4 / Hospital Sn. Borja Arriarán;-33.4615566;-70.6427809;205-205e-207e-209-209e-230
PA151;Parada 4 / Colegio María Auxiliadora;-33.45864818;-70.64312412;205-205e-207e-209-209e-230-I01
PA152;Parada 4 / Diez De Julio Santa Rosa;-33.45363304;-70.64387942;205-209-230
PA153;Parada 4 / Santa Isabel Santa Rosa;-33.45087688;-70.64430076;205-205e-207e-209-209e-230
PA154;Parada 2 / Curicó Santa Rosa;-33.44771286;-70.64487575;205-209-230
PA155;Parada / Cerro Santa Lucía;-33.43938878;-70.64421305;504
PA156;Parada 1 / (M) Santa Lucía;-33.44201237;-70.64630639;203e-206-206e-207e-214-226-230
PA158;Parada 8 / Estación Mapocho;-33.43310989;-70.6525165;207e-226-230
PA159;Parada 2 / Monjitas MacIver;-33.43715921;-70.64708598;206-226-230-404
PA16;Parada 2 / (M) Estación Central;-33.45048247;-70.67843936;109-210-210v-221e-385-407-412-418-507-511-513-B28-J16
PA160;Parada 2 / Iglesia San Pedro;-33.4348275;-70.64746141;203e-206-206e-226-230-404
PA161;Parada 1 / Mercado Central;-33.43326489;-70.64832462;207e-226-230-404
PA163;Parada 1 / (M) Unión Latinoamericana;-33.448935;-70.67082528;106-109N-210-210v-345-346N-385-404-419-422-423-424-I08N-I10N-I14N
PA164;Parada 2 / (M) República;-33.44786202;-70.66679207;106-345-346N-385-404-422-510-513-516-I08N-I10N-I14N
PA165;Parada 7 / (M) Los Héroes;-33.44673898;-70.66110134;106-345-346N-385-516-519e-I08N-I10N-I14N
PA166;Parada 8 / (M) La Moneda;-33.44603183;-70.65801121;113-113e-115-125
PA167;Parada 6 / (M) Universidad De Chile;-33.44412516;-70.65086437;210-210v-221e-345-346N-385-403-412-418-422-513-518-F30N-I14N
PA168;Parada 4 / (M) Santa Lucía;-33.44254124;-70.64450919;106-109N-210-210v-221e-345-403-419-422-423-513-516-518-519e-D09N-F30N
PA169;Parada 1 / (M) Universidad Católica;-33.44039263;-70.64059618;106-109N-210-210v-303-307-307e-314-314e-315e-403-419-422-423-513-D09N-F30N
PA17;Parada 2 / Centro De Justicia;-33.47244013;-70.65509218;113-115-125-302-302N-511-H07-I01
PA170;Parada 6 / Plaza Italia;-33.43812248;-70.63631536;210-210v-213e-221e-303-307-307e-314-314e-315e-B02N-F30N
PA171;Barón P. De Coubertin Esq. / Av.Vicuña Mackenna;-33.44021845;-70.63466589;210-210v-307-307e-314-314e-315e-403-422-513-B02N-F30N
PA172;Parada 1 / (M) Parque Bustamante;-33.44296477;-70.63362018;210-210v-213e-403-422-513-516-519e-F30N-H13
PA174;Parada 1 / (M) Santa Isabel;-33.44821618;-70.63204042;210-210v-213e-403-513-516-F30N-H13
PA176;Parada 6 / (M) Irarrázaval;-33.45283376;-70.63065304;210-210v-F30N
PA177;Parada 4 / (M) Irarrázaval;-33.45513218;-70.6300613;210-210v-213e-221e-F30N
PA179;Av. Vicuña Mackenna Esq. / Maule;-33.46259322;-70.62778006;210-210v-227-F30N
PA18;Parada 2 / (M) Rondizzoni;-33.47059897;-70.65587497;113-115-125-302-302N-H07-I01
PA181;Parada 1 / (M) Ñuble;-33.46677601;-70.62653477;210-210v-213e-221e-F30N
PA182;Parada 2 / (M) Santa Lucía;-33.4425848;-70.64598374;210-210v-221e-345-403-513-518-D09N-F30N
PA183;Parada 3 / (M) Universidad De Chile;-33.443795;-70.65127765;210-210v-221e-302N-345-346N-385-403-412-418-424-516-518-519e-D09N-F30N-I08N-I10N-I14N
PA184;Parada 4 / (M) La Moneda;-33.44461505;-70.65538098;109N-125-210-210v-302N-345-346N-385-401-403-405-419-421-423-518-541N-D09N-F30N
PA185;Parada 3 / (M) Los Héroes;-33.44595431;-70.6611079;210-210v-221e-345-346N-385-412-418-516-518-I08N-I10N-I14N
PA186;Parada 6 / (M) Unión Latinoamericana;-33.44857657;-70.67132402;210-210v-345-346N-385-406-407-412-418-422-426-513-I08N-I10N-I14N
PA187;Parada 1 / (M) República;-33.44741677;-70.66704174;210-210v-221e-345-346N-385-406-407-412-418-422-426-513-I08N-I10N-I14N-J03
PA19;Ñuble Esq. / Lord Cochrane;-33.47027398;-70.65252227;113-115-511-H07-I01
PA190;Parada 10 / (M) Santa Ana;-33.43798341;-70.66034283;217e
PA191;Parada 4 / (M) Quinta Normal;-33.44109156;-70.67999031;221e
PA193;Parada 11 / (M) Santa Ana;-33.43729926;-70.65957685;201e
PA195;Parada 1 / Monjitas > San Antonio;-33.43667824;-70.64866884;203-206-208-214-226-230-B02N-B30N-B31N
PA196;Nataniel Cox Esq. / Eleuterio Ramírez;-33.44953927;-70.65333372;214-226-229-264N-301
PA197;Nataniel Cox Esq. / Santa Isabel;-33.45199749;-70.65293929;214-226-229-264N-301-301e
PA198;Parada 6 / Teatro Cariola;-33.44946648;-70.65067512;229-301
PA199;Portugal Esq. / Coquimbo;-33.45355565;-70.63404472;227-H13
PA2;Chacabuco Esq. / Romero;-33.44691409;-70.67823076;109-406-422-426-507-513-B26
PA20;Lord Cochrane Esq. / Pedro Lagos;-33.46818458;-70.65231044;113-115
PA200;Parada 5 / (M) Irarrázaval;-33.45604933;-70.6316385;227
PA202;Maule Esq. / Avenida Portugal;-33.46528818;-70.63063879;227-D05
PA203;Maule Esq. / Sierra Bella;-33.46573418;-70.63443466;227
PA204;Maule Esq. / Santiago Concha;-33.4661291;-70.63799289;227
PA205;Maule Esq. / Av. Santa Rosa;-33.46655356;-70.6420359;227
PA206;Miguel León Prado Esq. / Pasaje Marta;-33.46411062;-70.64127968;227
PA207;Miguel León Prado Esq. / Carmen;-33.46371699;-70.63831334;227
PA208;Miguel León Prado Esq. / Sierra Bella;-33.46335694;-70.63553056;227
PA209;Miguel León Prado Esq. / Avenida Portugal;-33.4627474;-70.63182856;227
PA21;Lord Cochrane Esq. / Victoria;-33.46539335;-70.65265558;113-115
PA210;Miguel León Prado Esq. / Av.Vicuña Mackenna;-33.46196094;-70.62854292;227
PA212;Tarapacá Esq. / Lord Cochrane;-33.44775352;-70.65402059;201-223-229-264N-301-301e
PA213;Parada / Colegio San Ignacio;-33.4470269;-70.65508256;301-509
PA214;Av. Pdte. Balmaceda Esq. / Hermanos Amunátegui;-33.43188268;-70.65730106;121-502-502c-503-517
PA215;Parada 5 / (M) La Moneda;-33.44513315;-70.65440114;210-210v-229-264N-301-301e-385-403-422-513-516-519e-F30N-I08N-I10N-I14N
PA218;Amunátegui Esq. / Moneda;-33.44265011;-70.65597832;201-223-264N-301-509
PA219;Amunátegui Esq. / Huérfanos;-33.44057913;-70.65641226;301-509
PA22;Lord Cochrane Esq. / Santiago;-33.4628912;-70.65296315;113-115
PA220;Amunátegui Esq. / Santo Domingo;-33.43710037;-70.65691623;301-509
PA221;Parada 10 / Estación Mapocho;-33.43397728;-70.65307074;119-121
PA222;San Pablo Esq. / Herrera;-33.43565038;-70.67822897;402
PA223;San Pablo Esq. / Rafael Sotomayor;-33.43512933;-70.67407783;402
PA224;San Pablo Esq. / General Bulnes;-33.43505943;-70.67123687;402
PA225;San Pablo Esq. / Maturana;-33.43493987;-70.66806153;402
PA226;San Pablo Esq. / Almirante Barroso;-33.43475668;-70.66357273;121-402-502-518
PA228;Manuel Rodríguez Esq. / Rosas;-33.43548997;-70.6606718;504-J03
PA229;Parada 13 / (M) Santa Ana;-33.43666478;-70.66048981;302-504-J03
PA23;Lord Cochrane Esq. / Aconcagua;-33.45892531;-70.65347962;113-115-509
PA230;Manuel Rodríguez Esq. / Agustinas;-33.4409956;-70.66033568;302-403-D09N
PA231;Manuel Rodríguez Esq. / Alameda;-33.44427749;-70.66106517;302-302e-403-D09N
PA232;Parada 6 / (M) Los Héroes;-33.44713257;-70.66066778;302-302N-302e
PA233;Manuel Rodríguez Esq. / Sazié;-33.44878926;-70.66019375;125-302-302N-510
PA234;Parada 3 / (M) Parque O'Higgins;-33.46096543;-70.65738097;302-302N
PA235;Avenida Viel Esq. / Pedro Lagos;-33.46719681;-70.65604698;125-302-302N
PA236;Avenida Viel Esq. / Victoria;-33.46488672;-70.65615367;125-302-302N
PA237;Avenida Viel Esq. / Santiago;-33.46291938;-70.65625612;125-302-302N
PA238;Parada 2 / (M) Parque O'Higgins;-33.46088907;-70.65634662;125-302-302N
PA239;Parada / Museo Militar;-33.45680927;-70.6566133;125-302-302N
PA24;Lord Cochrane Esq. / Compañía De Jesús;-33.45626115;-70.65376256;113-115-509
PA240;Manuel Rodríguez Esq. / Av. 10 De Julio;-33.45485062;-70.65741522;125-302-302N
PA241;Manuel Rodríguez Esq. / Padre M. De Olivares;-33.44986898;-70.65903095;301e-302-302N
PA243;Parada 5 / (M) Santa Ana;-33.43949417;-70.65931746;403-D09N
PA244;Parada 9 / (M) Santa Ana;-33.43840995;-70.65946892;302-303e
PA245;Parada 2 / Teatro Teletón;-33.4361153;-70.65976943;303-307-314-B29
PA246;Rosas Esq. / Riquelme;-33.43591597;-70.66118546;402
PA247;Parada 2 / Brasil Rosas;-33.43616323;-70.66426647;402
PA248;Rosas Esq. / Ricardo Cumming;-33.43657411;-70.6685876;402-505
PA249;Rosas Esq. / García Reyes;-33.43674439;-70.67134448;402-505
PA25;Avenida 10 De Julio Esq. / San Ignacio;-33.45440953;-70.65533042;113-115-D03
PA250;Rosas Esq. / Cueto;-33.43682878;-70.67244324;402-505
PA251;Rosas Esq. / Maipú;-33.43708769;-70.67664319;402-505
PA259;Parada 4 / (M) Bellas Artes;-33.43653333;-70.64259951;307-314-314e-517-B27
PA260;Santo Domingo Esq. / Miraflores;-33.4355287;-70.64559232;502c-504-505-508-517-B27
PA261;Parada 4 / San Antonio Santo Domingo;-33.43586164;-70.64836297;214-303-307-307e-314-314e-315e
PA262;Parada 2 / (M) Plaza De Armas;-33.43614129;-70.65106809;214-303-307-314-314e
PA264;Parada 2 / (M) Santa Ana;-33.43684218;-70.65734158;504-505-508-514
PA265;Manuel Rodríguez Esq. / San Pablo;-33.43478722;-70.65994851;201e-303-307-314-409-B29
PA27;Dieciocho Esq. / Vidaurre;-33.4473297;-70.65806819;229
PA271;Parada 3 / Plaza Brasil;-33.44070617;-70.6651062;119-J03
PA272;Avenida Brasil Esq. / Moneda;-33.44307663;-70.66520529;119-121-J03
PA273;Avenida Brasil Esq. / Alameda;-33.44661852;-70.66470283;119-121
PA274;Almirante Latorre Esq. / Sazié;-33.45007176;-70.66475806;119-121
PA275;Club Hípico Esq. / Toesca;-33.45369283;-70.66507471;119-121
PA276;Parada 3 / Escuela De Ingeniería;-33.45627268;-70.66502721;119-121
PA277;Parada 2 / Avenida España Blanco;-33.45770533;-70.66914299;119-507
PA278;Parada 2 / Bascuñán Blanco;-33.4583331;-70.67341558;507
PA279;San Alfonso Esq. / Lincoln;-33.45942447;-70.67473841;119-511-I18
PA28;Parada 7 / (M) La Moneda;-33.4457142;-70.65681109;106-109N-303-314-314e-315e-404-419-423-424-518-D09N
PA280;San Alfonso Esq. / Fray Luis De La Peña;-33.46255456;-70.67401317;119-345-511-I18
PA281;San Alfonso Esq. / Espiñeira;-33.4648437;-70.67345464;119-345-511-I18
PA282;Antofagasta Esq. / Bascuñán Guerrero;-33.46651466;-70.67192656;119
PA283;El Mirador Esq. / Manuel De Amat;-33.46805311;-70.67019143;119
PA284;El Mirador Esq. / Av. General Rondizzoni;-33.4702997;-70.66810396;119
PA285;El Mirador Esq. / Av. Pedro Montt;-33.47325889;-70.66533057;119-511
PA286;Club Hípico Esq. / Av. Pedro Montt;-33.47323762;-70.66489973;119-121-H07-I01
PA287;Bascuñán Guerrero Esq. / Siria;-33.47335534;-70.67156296;119-345-H07
PA288;Parada 4 / Rondizzoni Bascuñán;-33.47087497;-70.67159064;345-511-H07
PA289;Parada 1 / Molina Blanco;-33.45855396;-70.67241924;119-506-506e-506v-509
PA29;Nataniel Cox Esq. / Tarapacá;-33.44746974;-70.6536602;226-229-264N-301-301e
PA290;Parada 1 / Avenida España Blanco;-33.45788459;-70.66855468;506-506v-509
PA291;Avenida República Esq. / Gay;-33.45678467;-70.66652171;119-121
PA292;Avenida República Esq. / Gorbea;-33.4535294;-70.66716948;119-121
PA293;Avenida República Esq. / Sazié;-33.45126762;-70.66770713;119-121
PA294;Parada 4 / (M) República;-33.4491969;-70.66811932;119-121
PA295;Av. Ricardo Cumming Esq. / Moneda;-33.44403513;-70.66769777;119-121-J03-J10
PA296;Av. Ricardo Cumming Esq. / Compañía De Jesús;-33.44059997;-70.6683097;119-121-J03-J10
PA297;Parada 1 / Plaza Brasil;-33.43997458;-70.66518904;119-505-508-514-J19
PA298;Parada 7 / (M) Santa Ana;-33.43953439;-70.66102854;505-508-514-J19
PA299;Amunátegui Esq. / General Mackenna;-33.43345103;-70.65736315;301-402-502-502c-503-509-517
PA30;San Ignacio Esq. / Padre M. De Olivares;-33.44881583;-70.65685932;113-115-201-223-301e-509
PA300;Parada 9 / Estación Mapocho;-33.4332358;-70.65389564;402-404-502-502c-503-509-517
PA303;Parada 1 / (M) Santa Ana;-33.43700136;-70.65892579;303-307-307e-314-314e-315e-316e-B29
PA305;Parada / Mercado De Anticuarios;-33.43023499;-70.66585266;121
PA307;Av. Ricardo Cumming Esq. / Castillo;-33.43061945;-70.66945237;121
PA308;Av. Ricardo Cumming Esq. / Andes;-33.43283168;-70.66924735;121
PA309;Av. Ricardo Cumming Esq. / San Pablo;-33.43463761;-70.66907757;121-J10
PA31;Parada / Palacio Cousiño;-33.4514833;-70.65632911;113-115-201-223-509
PA310;Av. Ricardo Cumming Esq. / Santo Domingo;-33.43737348;-70.66882879;121-J10
PA311;Av. Ricardo Cumming Esq. / Compañía De Jesús;-33.43991915;-70.66864089;121
PA312;Av. Ricardo Cumming Esq. / Agustinas;-33.44208933;-70.66820914;121-J10
PA313;Parada / Fantasilandia;-33.45977171;-70.66502955;121
PA314;Parada / Movistar Arena;-33.46197246;-70.66500708;121
PA315;Club Hípico Esq. / Raimundo Larraín;-33.46616614;-70.66499044;121
PA316;Club Hípico Esq. / Av. General Rondizzoni;-33.4700447;-70.6649355;121
PA318;Avenida Beaucheff Esq. / Av. General Rondizzoni;-33.47067015;-70.6633549;121
PA319;Avenida Beaucheff Esq. / Marsella;-33.46751242;-70.66345597;121
PA32;San Ignacio Esq. / Av. 10 De Julio;-33.45385323;-70.65579322;113-115-509
PA320;Parada / Movistar Arena;-33.46366819;-70.66364075;121
PA321;Parada / Fantasilandia;-33.45886769;-70.66385029;121
PA322;Parada 2 / Escuela De Ingeniería;-33.45696309;-70.66465309;121-507
PA323;Av. Ricardo Cumming Esq. / Santo Domingo;-33.43825251;-70.66851217;121-J03-J10
PA324;Av. Ricardo Cumming Esq. / San Pablo;-33.43516415;-70.66881875;121-J03-J10
PA325;Av. Ricardo Cumming Esq. / Avenida Mapocho;-33.43241912;-70.66907812;J10
PA326;Av. Ricardo Cumming Esq. / Av. Pdte. Balmaceda;-33.42938514;-70.6693642;J10
PA327;Parada 4 / Puente Bulnes;-33.42832835;-70.67149502;J10
PA329;Parada 13 / Estación Mapocho;-33.43185109;-70.6522345;214-307-307e-B02N-B03-B04-B20-B30N
PA33;San Ignacio Esq. / Coquimbo;-33.45724495;-70.6557286;113-115-509
PA331;Parada 5 / (M) Quinta Normal;-33.44109302;-70.67988277;313e
PA332;Parada 2 / Liceo Uno;-33.43915486;-70.65704135;504-505-508-514
PA334;Parada 1 / Miraflores Merced;-33.43804718;-70.64609165;504-505-508-517-B02N
PA335;Parada 3 / (M) Unión Latinoamericana;-33.44929525;-70.67219844;507-510-513-516
PA336;Parada 3 / (M) República;-33.44808356;-70.66775375;109N-210-210v-221e-412-418-419-423-424
PA337;Parada 8 / (M) Los Héroes;-33.44689889;-70.66195424;109N-210-210v-221e-412-418-419-423-424-510
PA338;Parada 6 / (M) La Moneda;-33.44544064;-70.65568712;302N-345-346N-401-405-406-407-412-418-421-426-432N-541N
PA339;Parada 5 / (M) Universidad De Chile;-33.44381748;-70.64958919;125-302N-401-406-407-421-424-426-432N-516-519e-541N-I08N-I10N
PA34;Parada 6 / (M) Parque O'Higgins;-33.45998037;-70.65551163;113-115-509
PA340;Parada 9 / (M) Santa Lucía;-33.44310088;-70.64650983;401-407-412-418-421-432N-541N
PA341;Parada 3 / (M) Universidad Católica;-33.44079066;-70.64118455;401-405-406-407-412-418-421-426-432N-516-519e-541N
PA342;Parada 7 / Plaza Italia;-33.43788111;-70.6368379;106-109N-401-403-407-419-421-422-423-432N-513-516-519e-D09N
PA343;Parada 10 / Plaza Italia;-33.43730259;-70.63625694;106-109N-401-405-419-421-423-432N-541N
PA344;Parada 12 / (M) Santa Lucía;-33.44285732;-70.64719368;106-109N-125-302N-346N-401-405-419-421-423-424-432N-541N
PA345;Parada 4 / (M) Universidad De Chile;-33.44340188;-70.64964586;106-109N-125-401-404-405-419-421-423-432N-541N
PA346;Parada 10 / (M) La Moneda;-33.44532327;-70.65839576;106-109N-401-405-419-421-423-432N-541N
PA347;Parada 1 / (M) Los Héroes;-33.44645784;-70.66323673;106-109N-401-405-419-421-423-424-432N-510-516-541N
PA348;Parada 6 / (M) República;-33.44771887;-70.66804798;106-109N-401-404-405-419-421-423-424-432N-510-516-541N-J10
PA349;Parada 4 / (M) Unión Latinoamericana;-33.44892823;-70.67266474;106-109N-401-404-405-419-421-423-424-432N-510-516-541N-J10
PA35;Parada 1 / (M) Toesca;-33.45315293;-70.65893212;113-115-125-302-302N-510
PA350;Parada 7 / (M) Universidad De Chile;-33.44441065;-70.6517734;106-109N-404-405-419-423-D09N
PA352;Parada / Hospital Traumatológico;-33.43457103;-70.659256;119-303-314-314e-315e-402-502-502c-503-517-518-B29
PA353;Parada 4 / Mercado Central;-33.43416949;-70.64811585;119-121-402-502-502c-503
PA354;Parada 5 / Estación Mapocho;-33.4328901;-70.65005999;119-121-402-409
PA355;Rosas Esq. / Avenida Matucana;-33.43733282;-70.67985331;402-505
PA357;Avenida 10 De Julio Esq. / Avenida Portugal;-33.45153322;-70.63422194;422-D03-H13
PA358;Portugal Esq. / Argomedo;-33.44999298;-70.63476322;422-H13
PA359;Parada / Claustro Del 900;-33.44621839;-70.63582194;422-H13
PA36;Manuel Rodríguez Esq. / Domeyko;-33.45477369;-70.65844658;113-115-125-302-302N-510
PA360;Parada 2 / Posta Central;-33.44471882;-70.6366974;422
PA361;Portugal Esq. / Diagonal Paraguay;-33.44322854;-70.6375515;422-518
PA362;Parada / Hospital U.Católica;-33.44198787;-70.6386254;422-518
PA365;Parada 3 / (M) La Moneda;-33.44474368;-70.65587826;404-412-418-424-516-519e-I08N-I10N
PA366;Parada 4 / (M) Los Héroes;-33.44579136;-70.66048086;404-424
PA367;Parada 3 / (M) Estación Central;-33.45019936;-70.67736887;346N-404-424-510-516-I08N-I09-I09e-I10N-I14-I14N-J10-J13
PA368;Parada 4 / (M) Estación Central;-33.45062646;-70.67712965;406-422-426-507-510-513-J13
PA369;Parada 5 / (M) República;-33.44839293;-70.66888924;401-405-406-407-421-426-432N-541N
PA37;Parada / Museo Militar;-33.4560424;-70.65798659;113-115-125-302-302N
PA370;Parada 9 / (M) Los Héroes;-33.44714579;-70.66304547;401-405-406-407-421-426-432N-541N
PA371;Parada 5 / (M) Santa Lucía;-33.44281004;-70.64532105;303-307-307e-314-314e-315e-405-406-426
PA372;Parada 8 / Plaza Italia;-33.43826901;-70.63751209;405-406-426
PA373;Parada 9 / Plaza Italia;-33.43762568;-70.63705898;116-303-406-407-426-513
PA374;Parada 10 / (M) Santa Lucía;-33.4430773;-70.64828432;406-407-422-426-I08N-I10N-I14N
PA375;Parada 2 / (M) Universidad De Chile;-33.44390904;-70.65219418;406-407-422-426-513
PA376;Parada 2 / (M) La Moneda;-33.44490593;-70.65655906;406-407-422-426-513-I14N
PA377;Parada 2 / (M) Los Héroes;-33.44616803;-70.66198333;406-407-422-426-513
PA378;Parada 1 / (M) Estación Central;-33.45016909;-70.67893895;406-422-426
PA38;Parada 1 / (M) Rondizzoni;-33.46979436;-70.65669898;113-115-125-302-302N
PA380;Parada 4 / Estación Mapocho;-33.43256594;-70.65137682;408-408e-B20
PA383;Parada 5 / Plaza Italia;-33.43755156;-70.63584211;412-418-503-505-508-514-515N-517-541N
PA384;Parada 11 / Plaza Italia;-33.43709614;-70.63550011;412-418-514-515N-D09N
PA385;Parada 3 / (M) Santa Lucía;-33.44243151;-70.64530315;412-418-516-519e
PA387;Avenida Mapocho Esq. / Herrera;-33.4328953;-70.67856313;502-502c-503-504-517-518-B26-J03
PA388;Parada / Población Mapocho;-33.43260229;-70.67555662;502-502c-503-504-517-518-546e-B26-J03
PA39;Parada 1 / Centro De Justicia;-33.47303787;-70.65557702;113-115-125-302-302N
PA390;Avenida Mapocho Esq. / Ricardo Cumming;-33.43220712;-70.66941824;502-502c-503-504-517-518-J03-J10
PA391;Avenida Mapocho Esq. / General Baquedano;-33.43212839;-70.6665557;502-502c-503-504-517-518-J03
PA392;Avenida Mapocho Esq. / Almirante Barroso;-33.43212915;-70.66381299;502c-503-504-517-J03
PA393;Parada 1 / Plaza Italia;-33.43678618;-70.63575245;502c-504-505-508-517-B27
PA395;Parada 2 / (M) Bellas Artes;-33.43646381;-70.64308224;502c-504-505-508
PA396;Parada 3 / Estación Mapocho;-33.43286946;-70.65296369;502-502c-503-509-517
PA397;Parada / Mercado De Anticuarios;-33.43138896;-70.66520786;502-502c-503-517
PA4;Parada / Liceo Iasura Dinator;-33.44698184;-70.67922176;109-406-422-426-507-513-B28-J16
PA40;Parada 1 / Parque Forestal;-33.43695926;-70.63903641;505-508-514-515N-517-B02N
PA405;Avenida Mapocho Esq. / General Bulnes;-33.4323237;-70.67147483;502-502c-503-504-517-518-J03-J10
PA409;Parada / Puente Purísima;-33.43400258;-70.64302508;502-502c-503-B27
PA41;Parada 6 / (M) Universidad Católica;-33.43923591;-70.63941268;106-109N-401-405-419-421-423-432N-514-515N-541N
PA410;Parada / Puente Purísima;-33.43490147;-70.63915905;502-502c-503-B27
PA411;Parada 1 / Facultad De Derecho;-33.43572413;-70.63559268;502-502c-B27
PA412;Andes Esq. / Ricardo Cumming;-33.43290723;-70.6683238;502-502c-503-504-517-518
PA413;Andes Esq. / General Bulnes;-33.43306225;-70.67087591;502-502c-503-504-517-518
PA414;Andes Esq. / Rafael Sotomayor;-33.43325722;-70.67380525;502-502c-503-504-517-518
