punto_id;punto_name;punto_lat;punto_lon
104;LIDER EXPRESS APOQUINDO;-33.40918746;-70.56797303
105;LIDER EXPRESS IRARRÁZAVAL;-33.45420412;-70.60617708
106;LIDER EXPRESS LOS DOMINICOS;-33.39047;-70.498851
107;LIDER EXPRESS PIEDRA ROJA ;-33.277328;-70.62877
108;LIDER EXPRESS COLINA;-33.217646;-70.685467
109;LIDER EXPRESS PEDRO FONTOVA;-33.35179027;-70.67027072
110;LIDER EXPRESS PROVIDENCIA SANTA ISABEL;-33.44680241;-70.62898855
111;LIDER EXPRESS GRECIA ;-33.45545128;-70.62712149
112;LIDER EXPRESS CONSISTORIAL;-33.48793867;-70.54926059
113;LIDER EXPRESS ROJAS MAGALLANES ;-33.534239;-70.553776
114;LIDER EXPRESS G AVENIDA ;-33.49014723;-70.65100159
115;LIDER EXPRESS CIUDAD DEL ESTE  ;-33.560031;-70.551684
116;LIDER EXPRESS 10 DE JULIO;-33.45439691;-70.65726427
117;LIDER EXPRESS SANTA ROSA;-33.4454407;-70.64564328
118;LIDER HIPER LOS DOMINICOS;-33.40103096;-70.51626025
119;LIDER EXPRESS MERCED;-33.43802448;-70.64504949
120;LIDER EXPRESS SAN MARTIN DOWN TOWN;-33.44424847;-70.65733169
121;LIDER EXPRESS VESPUCIO EL ROSAL;-33.47857094;-70.75544952
122;LIDER HIPER OESTE ;-33.5177768;-70.70951404
123;LIDER HIPER SANTA ROSA ;-33.54554634;-70.63387259
124;LIDER HIPER QUILICURA. ;-33.356711;-70.7283
125;LIDER EXPRESS TOMAS MORO.;-33.42538521;-70.55391988
126;LIDER HIPER RECOLETA. ;-33.39379241;-70.64239675
127;LIDER LAS BRUJAS LA REINA;-33.44162454;-70.53549149
128;LIDER HIPER GRAN AVENIDA. ;-33.51231365;-70.65717399
129;LIDER LA PINTANA;-33.58582;-70.62848095
130;LIDER HIPER MELIPILLA;-33.68082372;-71.20348699
131;LIDER HIPER GENERAL VELASQUEZ. ;-33.45307833;-70.69173
132;LIDER HIPER SAN PABLO ;-33.44489873;-70.72278986
133;LIDER HIPER LA REINA.;-33.4625346;-70.5471596
134;LIDER HIPER VESPUCIO. ;-33.46258442;-70.57430507
135;LIDER HIPER SANTA AMALIA. ;-33.543967;-70.57056
136;LIDER SAN JOAQUIN;-33.48311483;-70.62058239
137;LIDER HIPER SAN BERNARDO. ;-33.59813767;-70.69639172
138;LIDER HIPER 3 PONIENTE  ;-33.52075679;-70.77786504
139;LIDER HIPER NOS ;-33.62958009;-70.71325341
140;LIDER EXPRESS BUIN-SAN MARTIN;-33.73449936;-70.73557649
141;LIDER EXPRESS MAIPU-ISABEL RIQUELME;-33.48530651;-70.73885508
142;LIDER EXPRESS PORTUGAL;-33.45007326;-70.63467174
143;LIDER EXPRESS LAGUNA DEL SOL;-33.46801861;-70.65462388
144;LIDER EXPRESS SALVADOR-ÑUÑOA;-33.44976341;-70.62155457
145;ACUENTA CERRILLOS;-33.490067;-70.723027
146;ACUENTA CARMEN MAIPU;-33.52105445;-70.76206301
147;ACUENTA CUIDAD SATELITE;-33.55369251;-70.79446925
148;ACUENTA  PEÑAFLOR  ;-33.60923922;-70.86666103
149;ACUENTA EL MONTE;-33.68138884;-70.98241971
150;ACUENTA TRAVESIA  ;-33.45828521;-70.73830054
151;ACUENTA QUINTA NORMAL;-33.42834067;-70.70461083
152;ACUENTA CARRASCAL;-33.415845;-70.71174667
153;ACUENTA RENCA PETERSEN;-33.40919017;-70.74639418
154;ACUENTA QUILICURA AV MATTA;-33.36719204;-70.71489528
155;ACUENTA RENCA JAIME GUZMAN;-33.40226617;-70.70236322
156;ACUENTA CONCHALI SANTA INES;-33.39695083;-70.67730083
157;ACUENTA CONCHALI  ;-33.37971811;-70.66473591
158;ACUENTA VIVACETA ;-33.42280788;-70.66227933
159;ACUENTA RECOLETA NORTE;-33.37887957;-70.63884907
160;ACUENTA LAMPA;-33.28320734;-70.87905927
161;ACUENTA EYZAGUIRRE ORIENTE;-33.614985;-70.597701
162;ACUENTA DOMINGO TOCORNAL;-33.60362684;-70.58224062
163;ACUENTA CERRO NAVIA;-33.41541581;-70.74231102
164;ACUENTA LOS MORROS;-33.58295;-70.676805
165;ACUENTA GABRIELA;-33.58230976;-70.6059885
166;ACUENTA EL BOSQUE;-33.572894;-70.665832
167;ACUENTA ORIENTALES;-33.46965175;-70.55338847
168;ACUENTA LA FLORIDA SOTERO DEL RIO;-33.53902334;-70.60460434
169;ACUENTA LO OVALLE;-33.50844172;-70.67790257
170;ACUENTA LA GRANJA;-33.55678389;-70.62665204
171;ACUENTA BUIN;-33.73202346;-70.73999123
172;ACUENTA SAN BERNARDO EUCALIPTUS;-33.60892117;-70.70280734
173;ACUENTA PAINE;-33.80807391;-70.73710974
174;ACUENTA RINCONADA;-33.50546773;-70.78975468
175;ACUENTA ISLA DE MAIPO;-33.751563;-70.900562
176;EKONO RECOLETA EINSTEIN;-33.40571451;-70.64328007
177;EKONO VIC MACK TRINIDAD;-33.54697044;-70.58805253
178;EKONO ELIODORO YANEZ;-33.43320193;-70.61679507
179;EKONO INDEPENDENCIA;-33.42365508;-70.65539488
180;EKONO BELLAVISTA;-33.43312813;-70.64327462
181;EKONO 1 TRANSVERSAL;-33.56524567;-70.79902806
182;EKONO IRARRAZAVAL;-33.45318402;-70.62290758
183;LIDER HIPER LO MARCOLETA;-33.36027056;-70.74519186
184;RENCA MIRAFLORES;-33.3996393;-70.75513613
185;EKONO PROVIDENCIA;-33.42689316;-70.61624372
186;EKONO COLOMBIA;-33.52181361;-70.59057512
187;EKONO JOSÉ LUIS COO;-33.60905503;-70.57405138
188;EKONO PEDRO DE VALDIVIA;-33.47293505;-70.60650772
189;EKONO TOBALABA;-33.42524525;-70.59263818
190;EKONO JOSE ARRIETA;-33.46238254;-70.56066079
191;EKONO VITACURA;-33.39631845;-70.58160926
192;EKONO RAMÓN CRUZ;-33.48475166;-70.58519412
193;EKONO PRIMO DE RIVERA;-33.49216947;-70.73908744
194;EKONO DIEGO PORTALES;-33.51836178;-70.78677731
195;EKONO ALC. JORGE MONCKEBERG;-33.47228333;-70.58745333
196;EKONO LO BARNECHEA;-33.35985228;-70.50586784
197;EKONO LO OVALLE;-33.512567;-70.664886
198;EKONO LOS OLMOS;-33.4798888;-70.58900853
199;EKONO AV. CENTRAL;-33.49793356;-70.68783869
200;EKONO LUIS MATTE LARRAÍN;-33.5882005;-70.59983695
201;EKONO RINCONADA;-33.50569558;-70.78682675
202;EKONO SANTA RAQUEL;-33.560835;-70.60074242
203;EKONO LOS ROSALES;-33.60609701;-70.86212033
204;EKONO MONSEÑOR LARRAÍN;-33.67473627;-70.94593153
205;EKONO GRAJALES;-33.44886667;-70.66555833
206;EKONO L. B. O´HIGGINS;-33.44908044;-70.67368952
207;EKONO CURICÓ;-33.4460089;-70.64287399
208;EKONO VICUÑA MACKENNA;-33.6109281;-70.87877293
209;EKONO AV. SEGUNDA TRANSVERSAL;-33.51598911;-70.74752033
210;EKONO MONJITAS;-33.43708393;-70.64760589
211;EKONO ARTIGAS;-33.44515304;-70.5992919
212;EKONO EL CORTIJO;-33.37849724;-70.68805169
213;EKONO AV. PORTUGAL;-33.44549776;-70.63660021
214;EKONO LAS REJAS SUR;-33.46385003;-70.70491356
215;EKONO LAS TORRES;-33.47909891;-70.73164986
216;EKONO EL DESCANSO;-33.47012791;-70.75058978
217;EKONO SAN FRANCISCO;-33.43644767;-70.74723434
218;EKONO LAGUNA SUR;-33.46004475;-70.75208422
219;EKONO LO SECO;-33.19184203;-70.6641035
220;EKONO BAGDAD;-33.5448472;-70.76922405
221;EKONO SAN DANIEL;-33.43201513;-70.75254707
222;EKONO AV. LO CRUZAT;-33.35870344;-70.72105258
223;EKONO SAN MARTÍN;-33.36664042;-70.73810396
224;EKONO SAN PABLO;-33.43545453;-70.67622005
225;EKONO CUATRO PONIENTE;-33.52480983;-70.7919081
226;EKONO SANTA LUISA;-33.35133466;-70.73952572
227;EKONO PDTE. GABRIEL GONZALEZ VIDELA;-33.53617906;-70.78645999
228;EKONO CARRASCAL;-33.42325722;-70.6939116
229;EKONO GALILEO;-33.49818458;-70.72871417
230;EKONO BANDERA;-33.43418885;-70.65310319
231;EKONO LAS INDUSTRIAS;-33.50345413;-70.62725909
232;EKONO JUAN DE DIOS MALEBRÁN;-33.59536433;-70.59040345
233;EKONO SAN DIEGO;-33.44781888;-70.65112868
234;EKONO SAN JOSE DE LA ESTRELLA;-33.552997;-70.574736
235;EKONO COVENTRY;-33.44891173;-70.58054204
236;EKONO BRASIL;-33.40048107;-70.74458113
237;EKONO AV. INDEPENDENCIA;-33.41734004;-70.65650571
238;EKONO LOS LEONES;-33.43643962;-70.60118992
239;EKONO AV. RECOLETA;-33.42889966;-70.64695108
240;EKONO EL SALTO;-33.41089003;-70.63654817
241;EKONO EL TRANQUE;-33.43335422;-70.77072685
242;EKONO AV. LIRA;-33.44875728;-70.6390287
243;EKONO AV BRASIL;-33.44509353;-70.66500149
244;EKONO FROILAN ROA;-33.5023829;-70.60056888
245;EKONO SANTA ISABEL;-33.44523127;-70.61985629
246;EKONO GRAN AVENIDA;-33.53370791;-70.66314487
247;EKONO EL OLIMPO;-33.51209933;-70.77551263
248;LIDER EXPRESS IRARRAZAVAL 2;-33.4539982;-70.57535248
249;EKONO VICUÑA MACKENNA II;-33.53513708;-70.59338728
250;EKONO MANQUEHUE SUR;-33.41425982;-70.56579345
251;LIDER BUIN BERNARDO OHIGGINS;-33.73406385;-70.74895761
252;LIDER HIPER PUDAHUEL TENIENTE CRUZ;-33.4365048;-70.74927109
253;LIDER EXPRESS JOSE DOMINGO CAÑAS;-33.45597076;-70.61531847
254;LIDER HIPER MAIPU CAMINO A MELIPILLA;-33.541184;-70.768076
255;EKONO SAN PABLO II;-33.441714;-70.762498
256;EKONO INDEPENDENCIA II;-33.386557;-70.678347
257;EKONO LAGUNA SUR II;-33.461598;-70.743316
258;HIPER LIDER PEÑAFLOR;-33.608683;-70.85625
259;59-SERVIESTADO;-33.40102831;-70.51623337
260;60-SERVIESTADO;-33.44272566;-70.644872
261;61-SERVIESTADO;-33.486436;-70.750752
262;64-SERVIESTADO;-33.53329836;-70.66306932
263;66-SERVIESTADO;-33.50796909;-70.75917383
264;74-SERVIESTADO;-33.39605624;-70.67138398
265;83-SERVIESTADO;-33.68207521;-71.21380708
266;94-SERVIESTADO;-33.6109281;-70.87877293
267;112-SERVIESTADO;-33.59954944;-70.57748517
268;156-SERVIESTADO;-33.49015569;-70.63130684
269;202-CRP PROVIDENCIA;-33.41922206;-70.60100524
270;206-CRP SAN BERNARDO;-33.59167954;-70.70390047
271;213-APUMANQUE;-33.41025089;-70.56901098
272;221-CRP PUENTE ALTO;-33.61234144;-70.57535194
273;226-MIRAFLORES;-33.43910155;-70.64547658
274;229-CRP REPUBLICA;-33.4520955;-70.68204693
275;250-CRP ESTADO;-33.442958;-70.648471
276;256-SUP. LIDER GRAN AVENIDA;-33.51229164;-70.65708854
277;258-CRP LA FLORIDA;-33.51865254;-70.60002583
278;302-MALL PARQUE ARAUCO;-33.40036695;-70.57631265
279;303-LIDER EL ALBA;-33.40102831;-70.51623337
280;304-JUMBO BILBAO;-33.43115065;-70.57874111
281;305-JUMBO ALTO LAS CONDES;-33.38904057;-70.54556044
282;308-LIDER MACUL;-33.47415316;-70.59890147
283;310-MONTSERRAT IRARRAZAVAL;-33.45320082;-70.61544197
284;314-EL MOLINO SANTA ROSA;-33.4723934;-70.64223536
285;316-JUMBO MAIPU;-33.48562899;-70.75146343
286;318-MONTSERRAT MAIPU;-33.53146787;-70.77504674
287;319-MALL PLAZA OESTE TOTTUS;-33.51506134;-70.71741989
288;321-SANTA ISABEL MELIPILLA;-33.69152417;-71.21501683
289;322-SANTA ISABEL SAN PABLO;-33.44017841;-70.70182802
290;325-LIDER MAIPU;-33.48156735;-70.74546174
291;331-MONTSERRAT INDEPENDENCIA;-33.40693226;-70.66052436
292;336-MONTSERRAT EL PEÑON;-33.5946649;-70.55872528
293;340-SANTA ISABEL EL BOSQUE;-33.55034267;-70.67225258
294;373-SANTA ISABEL LA REINA;-33.4526017;-70.56074049
295;374-SANTA ISABEL GRECIA ;-33.46953054;-70.57455351
296;377-MALL PLAZA VIVACETA;-33.42030144;-70.66312044
297;380-SANTA ISABEL LA GRANJA;-33.52809713;-70.63540359
298;383-LIDER VITACURA;-33.38648768;-70.56810589
299;396-SAN FRANCISCO SAN BERNARDO;-33.5942756;-70.69895949
300;397-MONTSERRAT QUINTA NORMAL;-33.431504;-70.692454
301;398-SAN FRANCISCO BUIN;-33.73200032;-70.7360597
302;403-CENTRO COMERCIAL TIKAL;-33.45409557;-70.6883586
303;404-LIDER SANTA AMALIA;-33.54354142;-70.56493158
304;405-LIDER LA REINA;-33.4625346;-70.54715961
305;406-EL MERCURIO;-33.38395175;-70.59256643
306;414-Sup. Montserrat El Bosque;-33.57427011;-70.69086563
307;416-UNIVERSIDAD DE CHILE BEAUCHEF;-33.4573007;-70.66381229
308;417-MALL PLAZA LYON;-33.42280189;-70.60934021
309;418-LIDER QUILIN;-33.48523393;-70.57936076
310;EL RINCON DEL GUSTO MAIPU;-33.53442777;-70.78499317
311;426-SODIMAC RENCA;-33.39759061;-70.68553679
312;439-LIDER RECOLETA;-33.39382816;-70.64247582
313;442-LIDER LAS CONDES;-33.37071232;-70.51239755
314;446-DERCO QUILICURA;-33.36991472;-70.70672087
315;454-JUMBO PAJARITOS (EX MONTECARLO);-33.49796996;-70.7572239
316;457-JUMBO LA FLORIDA;-33.51071617;-70.60851559
317;460-MUNICIPALIDAD DE CONCHALI;-33.39823886;-70.66966449
318;464-TOPs PUENTE ALTO;-33.60129009;-70.57771977
319;471-SHOPPING LA DEHESA;-33.35295179;-70.52079272
320;474-JUMBO LA REINA;-33.42865955;-70.54065413
321;475-MONTSERRAT CONCHALI;-33.3953728;-70.67197428
322;481-DGA CIVIL;-33.44093974;-70.61789931
323;495-SANTA ISABEL RENCA;-33.40683057;-70.70053385
324;498-MALL DEL CENTRO;-33.43516897;-70.65142355
325;506-JUMBO LA DEHESA;-33.35835041;-70.51703954
326;507-MALL PLAZA NORTE;-33.36810778;-70.67771798
327;517-JUMBO PENALOLEN;-33.48683307;-70.55765874
328;518-SANTA ISABEL CAMPANARIO;-33.52225851;-70.57914236
329;523-MALL MELIPILLA;-33.68496703;-71.21372508
330;532-SANTA ISABEL MAPOCHO;-33.43388359;-70.64942856
331;533-MONTSERRAT PAJARITOS;-33.46778922;-70.73003196
332;534-MONSERRAT PAINE;-33.81424288;-70.74300228
333;551-SAN FRANCISCO TALAGANTE LOS AROMOS;-33.656297;-70.90982
334;558-SANTA ISABEL EL ALBA (EX MONTECARLO);-33.53970893;-70.57198985
335;560-SANTA ISABEL CIUDAD SATELITE;-33.56051014;-70.78675715
336;563-SANTA ISABEL HUERFANOS;-33.44011211;-70.65709652
337;567-CENTRO COMERCIAL  FRANKLIN;-33.47332636;-70.64673178
338;576-SANTA ISABEL LONQUEN;-33.62344114;-70.79886254
339;581-TOTTUS PUENTE ALTO;-33.59380738;-70.57936142
340;586-BODEGAS SAN FRANCISCO;-33.45080099;-70.78413563
341;589-ENAER;-33.56936227;-70.68694071
342;590-LIDER QUILICURA;-33.360227;-70.72986
343;639-PORTAL EXPOSICION;-33.45123192;-70.6777745
344;648-MALL QUILICURA;-33.36746941;-70.73085441
345;653-MONTSERRAT ISLA DE MAIPO;-33.75414543;-70.90192362
346;654-CTI;-33.52036542;-70.75544136
347;661-ACADEMIA DE GUERRA;-33.4448629;-70.53632398
348;666-INTERMODAL;-33.53662611;-70.66540141
349;667-JUMBO PLAZA PUENTE ALTO;-33.61169811;-70.57697778
350;668-METRO ESTACION TOBALABA;-33.418081;-70.601564
351;669-MALL PLAZA TOBALABA;-33.56941612;-70.55486733
352;683-LIDER LAS REJAS;-33.45717127;-70.70633884
353;684-LIDER OESTE;-33.51733622;-70.70984589
354;686-SANTIAGO CENTRO;-33.44338828;-70.64976092
355;691-PENAFLOR;-33.60840383;-70.89961389
356;698-SANTA ISABEL LA TRAVESIA;-33.451482;-70.763151
357;702-CENTRO COMERCIAL PUMAY;-33.510484;-70.757889
358;707-SANTA ISABEL LO MARCOLETA;-33.36048697;-70.7453896
359;709-SANTA ISABEL VALLE GRANDE;-33.323775;-70.746776
360;713-SANTA ISABEL ACUENTA GABRIELA;-33.58239747;-70.60582291
361;725-MALL PLAZA SUR;-33.62948511;-70.71326824
362;730-SAN ANTONIO II;-33.43958746;-70.64798046
363;731-MUNICIPALIDAD VITACURA;-33.39540034;-70.60004201
364;745-SANTA ISABEL BUSTAMANTE;-33.45483501;-70.62978636
365;749-LIDER CENTRAL;-33.503596;-70.757311
366;752-LIDER SHOPPING PUENTE ALTO;-33.59954944;-70.57748517
367;756-TOTTUS EL BOSQUE;-33.55395396;-70.67508439
368;757-MONTSERRAT COLINA;-33.20486651;-70.6756368
369;759-TOTTUS NATANIEL;-33.45356944;-70.65277054
370;763-LIDER ESPACIO URBANO;-33.44131353;-70.53537466
371;768-SANTA ISABEL CERRO NAVIA;-33.42928442;-70.73603719
372;ROSA DEL CARMEN ORTIZ VIDAL;-33.48037982;-70.72055252
373;790- MONSERRAT PEÑALOLEN;-33.47611253;-70.54340247
374;791-JUMBO CONCHA Y TORO;-33.57166778;-70.58294397
375;794-EASY OCHAGAVIA;-33.53237497;-70.68285552
376;802-MALL PASEO SANTA FILOMENA;-33.42884622;-70.64448419
377;808-TOTTUS LA FLORIDA;-33.519805;-70.595659
378;810-SANTA ISABEL LA CISTERNA;-33.51801682;-70.65880359
379;813-COSTANERA CENTER;-33.41777537;-70.60817181
380;815-SANTA ISABEL HUECHURABA;-33.3476445;-70.67033791
381;817-STRIP CENTER MELIPILLA;-33.68097949;-71.19345709
382;825-ESPACIO URBANO MAIPU;-33.51062125;-70.75736584
383;849-SERVIESTADO;-33.41430637;-70.60383468
384;880-SERVIESTADO;-33.51865254;-70.60002583
385;883-SERVIESTADO;-33.6008218;-70.57781592
386;885-SERVIESTADO;-33.52665739;-70.59636822
387;889-SERVIESTADO;-33.51733622;-70.70984589
388;891-SERVIESTADO;-33.43499796;-70.68022995
389;924-SERVIESTADO;-33.501358;-70.654389
390;925-SERVIESTADO;-33.58303;-70.628772
391;927-SERVIESTADO;-33.43061221;-70.72070705
392;934-SERVIESTADO;-33.53958299;-70.57176677
393;935-SERVIESTADO;-33.47778024;-70.54418706
394;937-SERVIESTADO;-33.43208276;-70.69111059
395;LALITO SN RAMON;-33.53259911;-70.64443457
396;941-SERVIESTADO;-33.60808837;-70.57542239
397;LUIS ARAYA CARVAJAL;-33.39034955;-70.69679457
398;959-SERVIESTADO;-33.47233065;-70.6482392
399;975-SERVIESTADO;-33.43788426;-70.64825045
400;979-SERVIESTADO;-33.4362748;-70.65084421
401;980-SERVIESTADO;-33.44970599;-70.67353148
402;981-SERVIESTADO;-33.42900787;-70.64704488
403;982-SERVIESTADO;-33.45062299;-70.67811003
404;986-SERVIESTADO;-33.45382053;-70.57107139
405;987-SERVIESTADO;-33.43872044;-70.65523364
406;994-SERVIESTADO;-33.45062299;-70.67811003
407;996-SERVIESTADO;-33.56087405;-70.78582651
408;MARION;-33.466487;-70.710417
409;LOS PEQUES SN JOAQUIN;-33.51340381;-70.62299239
410;NISSY LA PINTANA;-33.56360171;-70.62268808
411;ERICHOPER;-33.37779948;-70.62318232
412;DON ORLANDO RENCA;-33.40400045;-70.73299013
413;NOLBERTO VALDES NAVARRO;-33.5017199;-70.56833146
414;BAZAR LA KUKA;-33.38842874;-70.64229926
415;DAVICITO;-33.43343054;-70.73272097
416;SUPER OFERTAS SANTIAGO;-33.47396145;-70.63530722
417;LICORES JUAN INAREJO;-33.42147769;-70.69780225
418;ATEMIS COMPUTACION;-33.57983789;-70.58762524
419;JOSE MANUEL NAVARRETE OSSES;-33.426896;-70.661737
420;ALMACEN GERUDA LO ESPEJO;-33.52312601;-70.68083991
421;ALMACEN;-33.54062056;-70.63109833
422;JUANA HUENUN;-33.5851606;-70.68530936
423;BAZAR ANGELES;-33.3621937;-70.74229694
424;DON LUIS;-33.62093324;-70.61188779
425;BUSTAMANTE;-33.47248139;-70.70665139
426;EDGAR COSME PORTAL;-33.44146449;-70.70659197
427;ROSA OLGUIN GONZALEZ;-33.52872648;-70.70253463
428;ELENA MINCHAN AMBROSIO;-33.413732;-70.536145
429;KIOSKO LAS CARRETAS;-33.431578;-70.578449
430;JUANITA CERRO NAVIA;-33.4164973;-70.7529148
431;DON VICENTE;-33.44781711;-70.71579831
432;LOS CHINCHILLOS;-33.46602302;-70.55163276
433;LA VALE EL BOSQUE;-33.56782291;-70.68380736
434;FREDDY EDISON VALENZUELA RIQUELME ;-33.57714472;-70.65079083
435;MARIA TERESA;-33.53696989;-70.64501312
436; SAN ALFONSO SN BERNARDO;-33.58056155;-70.69111827
437;POMPEYITA;-33.51286149;-70.67795612
438;KIOSKO MARIAN LA FLORIDA;-33.56301274;-70.59963386
439;OASIS;-33.5136736;-70.7557102
440;BAZAR MARY LA FLORIDA;-33.54676032;-70.59967952
