punto_id;punto_name;punto_lat;punto_lon
1;PLAZA DE ARMAS;-33.43727179;-70.65060895
2;ZAPADORES;-33.39094974;-70.64241097
3;EL GOLF;-33.41665773;-70.59585634
4;SAN MIGUEL;-33.48880753;-70.6508078
5;TOBALABA L1;-33.4183253;-70.601805
6;TOBALABA L4;-33.41842024;-70.60133022
7;LOS LEONES;-33.42217409;-70.60865006
8;VICUNA MACKENNA L4;-33.51751569;-70.59435709
9;VICUNA MACKENNA L4A;-33.51803886;-70.59486533
10;SANTA JULIA;-33.53116125;-70.605488
11;PRINCIPE DE GALES;-33.43795692;-70.57377057
12;SAN RAMON;-33.54000867;-70.65124793
13;SIMON BOLIVAR;-33.4480175;-70.57160757
14;LOS PRESIDENTES;-33.47987017;-70.57865169
15;LA GRANJA;-33.54119132;-70.61605065
16;PLAZA EGANA;-33.4530748;-70.57071311
17;Avda. Americo Vespucio N� 3411;-33.48823591;-70.58035428
18;LAS TORRES;-33.49888191;-70.58636495
19;LOS ORIENTALES;-33.46252415;-70.57388164
20;ALCANTARA;-33.41543877;-70.58968584
21;MANQUEHUE;-33.4090259;-70.56812562
22;ESCUELA MILITAR;-33.41429088;-70.5846369
23;HERNANDO DE MAGALLANES;-33.4080066;-70.55559909
24;LOS DOMINICOS;-33.4078964;-70.5450801
25;PLAZA PUENTE ALTO;-33.61046273;-70.57575465
26;LAS MERCEDES;-33.60072058;-70.57759514
27;SOTERO DEL RIO;-33.57710174;-70.58217591
28;ELISA CORREA;-33.56946535;-70.5837448
29;PEDRERO;-33.50804733;-70.61242684
30;EINSTEIN;-33.40647739;-70.64317829
31;PAJARITOS;-33.45741718;-70.71593663
32;BARRANCAS;-33.45299778;-70.73900243
33;GRECIA;-33.46961865;-70.57649201
34;LAGUNA SUR;-33.462878;-70.73779937
35;ESTACION CENTRAL;-33.45087477;-70.6791488
36;UNIVERSIDAD DE SANTIAGO;-33.45283211;-70.6863706
37;SALVADOR;-33.44770483;-70.66703694
38;ECUADOR;-33.45626665;-70.7010856
39;UNIVERSIDAD DE CHILE;-33.44376503;-70.65029168
40;LA MONEDA;-33.44485501;-70.65479586
41;LOS HEROES L1;-33.44615564;-70.66022784
42;LOS HEROES L2;-33.44613516;-70.66041973
43;PEDRO DE VALDIVIA;-33.45422373;-70.69236796
44;UNIVERSIDAD CATOLICA;-33.43985337;-70.64003081
45;UNION LATINOAMERICANA;-33.44942278;-70.67345643
46;LAS REJAS;-33.45736879;-70.70587076
47;SANTA LUCIA;-33.44255404;-70.64520402
48;MACUL;-33.50922302;-70.58999289
49;PARQUE O'HIGGINS;-33.46084182;-70.65682185
50;NEPTUNO;-33.45153638;-70.72264572
51;PLAZA DE MAIPU;-33.51063767;-70.75726982
52;SANTIAGO BUERAS;-33.49641509;-70.75743006
53;DEL SOL;-33.489837;-70.75273454
54;MONTE TABOR;-33.48211614;-70.7453728
55;LAS PARCELAS;-33.47735571;-70.74149089
56;PATRONATO;-33.42962862;-70.64705304
57;CEMENTERIOS;-33.41387349;-70.64361969
58;DORSAL;-33.39680353;-70.6427391
59;CERRO BLANCO;-33.42247685;-70.64493917
60;RICARDO CUMMING;-33.43916458;-70.66854158
61;GRUTA DE LOURDES;-33.4384028;-70.6917117
62;BLANQUEADO;-33.44148648;-70.70726277
63;LO PRADO;-33.44329548;-70.715913
64;SAN PABLO L1;-33.44440321;-70.72325742
65;SAN PABLO L5;-33.44418473;-70.7228342
66;SANTA ROSA;-33.5424495;-70.63409398
67;PUDAHUEL;-33.4449745;-70.74059879
68;SAN JOSE DE LA ESTRELLA;-33.5533554;-70.58653604
69;LOS QUILLAYES;-33.56133276;-70.58517708
70;ROJAS MAGALLANES;-33.53616799;-70.59261037
71;TRINIDAD;-33.54658109;-70.58788652
72;RODRIGO DE ARAYA;-33.47759015;-70.62230025
