id;latitud;longitud;sec
101I;-33.406175;-70.623244;0
101I;-33.405073;-70.622375;1
101I;-33.402034;-70.627497;2
101I;-33.402292;-70.628432;3
101I;-33.401869;-70.629007;4
101I;-33.401154;-70.629958;5
101I;-33.400082;-70.629154;6
101I;-33.396892;-70.643181;7
101I;-33.396311;-70.644444;8
101I;-33.395295;-70.652423;9
101I;-33.3958;-70.657556;10
101I;-33.397543;-70.66869;11
101I;-33.398681;-70.671049;12
101I;-33.398722;-70.672083;13
101I;-33.403091;-70.684291;14
101I;-33.40198;-70.689241;15
101I;-33.400382;-70.693581;16
101I;-33.400055;-70.696125;17
101I;-33.400242;-70.697959;18
101I;-33.402315;-70.701946;19
101I;-33.407397;-70.705474;20
101I;-33.408565;-70.705897;21
101I;-33.408507;-70.707833;22
101I;-33.418808;-70.703331;23
101I;-33.420201;-70.70403;24
101I;-33.420791;-70.701808;25
101I;-33.428473;-70.703992;26
101I;-33.428046;-70.706406;27
101I;-33.432364;-70.707198;28
101I;-33.447811;-70.70725;29
101I;-33.455479;-70.705711;30
101I;-33.464503;-70.705057;31
101I;-33.465574;-70.708135;32
101I;-33.470022;-70.717252;33
101I;-33.47334;-70.722257;34
101I;-33.480131;-70.72359;35
101I;-33.481993;-70.724653;36
101I;-33.485712;-70.724673;37
101I;-33.489168;-70.723694;38
101I;-33.491629;-70.722357;39
101I;-33.494856;-70.722364;40
101I;-33.495378;-70.722105;41
101I;-33.50006;-70.713582;42
101I;-33.500961;-70.710032;43
101I;-33.504198;-70.711809;44
101I;-33.505625;-70.713721;45
101I;-33.503817;-70.724536;46
101I;-33.502294;-70.728952;47
101I;-33.501825;-70.734397;48
101I;-33.505094;-70.73583;49
101I;-33.508445;-70.735054;50
101I;-33.508434;-70.734582;51
101R;-33.508434;-70.734582;0
101R;-33.505145;-70.735355;1
101R;-33.501892;-70.733916;2
101R;-33.502294;-70.728952;3
101R;-33.503769;-70.724748;4
101R;-33.504891;-70.718035;5
101R;-33.498602;-70.716293;6
101R;-33.495378;-70.722105;7
101R;-33.494856;-70.722364;8
101R;-33.491629;-70.722357;9
101R;-33.489168;-70.723694;10
101R;-33.485454;-70.724712;11
101R;-33.481798;-70.724506;12
101R;-33.480139;-70.723486;13
101R;-33.473683;-70.722155;14
101R;-33.473131;-70.721721;15
101R;-33.470262;-70.717134;16
101R;-33.465774;-70.707952;17
101R;-33.464507;-70.704416;18
101R;-33.46432;-70.704499;19
101R;-33.464503;-70.705057;20
101R;-33.455479;-70.705711;21
101R;-33.447811;-70.70725;22
101R;-33.432391;-70.707197;23
101R;-33.428046;-70.706406;24
101R;-33.428473;-70.703992;25
101R;-33.420713;-70.70175;26
101R;-33.420552;-70.702437;27
101R;-33.418899;-70.703331;28
101R;-33.408507;-70.707833;29
101R;-33.408625;-70.705464;30
101R;-33.405435;-70.704104;31
101R;-33.402315;-70.701946;32
101R;-33.400416;-70.698051;33
101R;-33.40008;-70.696528;34
101R;-33.400093;-70.695341;35
101R;-33.400512;-70.693134;36
101R;-33.40198;-70.689241;37
101R;-33.403304;-70.68327;38
101R;-33.402329;-70.679448;39
101R;-33.399604;-70.671837;40
101R;-33.398575;-70.670641;41
101R;-33.397591;-70.668878;42
101R;-33.3958;-70.657556;43
101R;-33.395295;-70.652423;44
101R;-33.396311;-70.644444;45
101R;-33.396892;-70.643181;46
101R;-33.400082;-70.629154;47
101R;-33.401154;-70.629958;48
101R;-33.406175;-70.623244;49
101cI;-33.463178;-70.695377;0
101cI;-33.462398;-70.693314;1
101cI;-33.460745;-70.693397;2
101cI;-33.460667;-70.691776;3
101cI;-33.459033;-70.691874;4
101cI;-33.459737;-70.694044;5
101cI;-33.45271;-70.696675;6
101cI;-33.454309;-70.701639;7
101cI;-33.456047;-70.705724;8
101cI;-33.464503;-70.705057;9
101cI;-33.465574;-70.708135;10
101cI;-33.470022;-70.717252;11
101cI;-33.47334;-70.722257;12
101cI;-33.480131;-70.72359;13
101cI;-33.481752;-70.724623;14
101cI;-33.485074;-70.724733;15
101cI;-33.489168;-70.723694;16
101cI;-33.491629;-70.722357;17
101cI;-33.495029;-70.722307;18
101cI;-33.495937;-70.721283;19
101cI;-33.50006;-70.713582;20
101cI;-33.500961;-70.710032;21
101cI;-33.504198;-70.711809;22
101cI;-33.505625;-70.713721;23
101cI;-33.503817;-70.724536;24
101cI;-33.502294;-70.728952;25
101cI;-33.501825;-70.734397;26
101cI;-33.505094;-70.73583;27
101cI;-33.508445;-70.735054;28
101cI;-33.508434;-70.734582;29
101cR;-33.508434;-70.734582;0
101cR;-33.505145;-70.735355;1
101cR;-33.501892;-70.733916;2
101cR;-33.502294;-70.728952;3
101cR;-33.503769;-70.724748;4
101cR;-33.504891;-70.718035;5
101cR;-33.498602;-70.716293;6
101cR;-33.495378;-70.722105;7
101cR;-33.494856;-70.722364;8
101cR;-33.491629;-70.722357;9
101cR;-33.489168;-70.723694;10
101cR;-33.485454;-70.724712;11
101cR;-33.481798;-70.724506;12
101cR;-33.480139;-70.723486;13
101cR;-33.473353;-70.721962;14
101cR;-33.470195;-70.717004;15
101cR;-33.465774;-70.707952;16
101cR;-33.464507;-70.704416;17
101cR;-33.46432;-70.704499;18
101cR;-33.464503;-70.705057;19
101cR;-33.459171;-70.705427;20
101cR;-33.457475;-70.705233;21
101cR;-33.45536;-70.697221;22
101cR;-33.463178;-70.695377;23
102I;-33.463178;-70.695377;0
102I;-33.462398;-70.693314;1
102I;-33.460745;-70.693397;2
102I;-33.460667;-70.691776;3
102I;-33.459033;-70.691874;4
102I;-33.459737;-70.694044;5
102I;-33.45271;-70.696675;6
102I;-33.454309;-70.701639;7
102I;-33.456047;-70.705724;8
102I;-33.47187;-70.704311;9
102I;-33.478664;-70.702451;10
102I;-33.483374;-70.695824;11
102I;-33.484747;-70.691786;12
102I;-33.484634;-70.691087;13
102I;-33.483885;-70.689941;14
102I;-33.484029;-70.689061;15
102I;-33.486727;-70.686344;16
102I;-33.488178;-70.684059;17
102I;-33.491499;-70.680137;18
102I;-33.498807;-70.67031;19
102I;-33.499359;-70.669273;20
102I;-33.500067;-70.667528;21
102I;-33.503728;-70.65439;22
102I;-33.507281;-70.638546;23
102I;-33.507118;-70.631997;24
102I;-33.507813;-70.623115;25
102I;-33.508453;-70.609389;26
102I;-33.509777;-70.592397;27
102I;-33.50992;-70.591425;28
102I;-33.510817;-70.58989;29
102I;-33.51084;-70.587935;30
102I;-33.516401;-70.583823;31
102I;-33.517664;-70.583149;32
102I;-33.52006;-70.580518;33
102I;-33.521667;-70.57935;34
102I;-33.531914;-70.57495;35
102I;-33.535587;-70.573664;36
102I;-33.539662;-70.571888;37
102I;-33.53974;-70.571626;38
102I;-33.539763;-70.571842;39
102I;-33.540526;-70.571545;40
102I;-33.547743;-70.568285;41
102I;-33.552325;-70.564544;42
102I;-33.55516;-70.561864;43
102I;-33.559888;-70.558271;44
102I;-33.562891;-70.555329;45
102I;-33.563554;-70.555132;46
102I;-33.565348;-70.555295;47
102I;-33.567827;-70.554635;48
102I;-33.570901;-70.555034;49
102I;-33.573751;-70.554915;50
102I;-33.579187;-70.551908;51
102I;-33.579586;-70.551596;52
102I;-33.579407;-70.551336;53
102R;-33.579407;-70.551336;0
102R;-33.573232;-70.554842;1
102R;-33.570693;-70.554875;2
102R;-33.569712;-70.554525;3
102R;-33.568012;-70.554499;4
102R;-33.565477;-70.555142;5
102R;-33.56362;-70.554969;6
102R;-33.562895;-70.555157;7
102R;-33.557547;-70.559928;8
102R;-33.547485;-70.568035;9
102R;-33.53974;-70.571626;10
102R;-33.535686;-70.573222;11
102R;-33.535641;-70.573458;12
102R;-33.535576;-70.573269;13
102R;-33.53395;-70.574082;14
102R;-33.530777;-70.575129;15
102R;-33.52155;-70.578969;16
102R;-33.520358;-70.579682;17
102R;-33.517893;-70.582391;18
102R;-33.512927;-70.586087;19
102R;-33.510146;-70.586453;20
102R;-33.510064;-70.588008;21
102R;-33.510418;-70.58977;22
102R;-33.50985;-70.59139;23
102R;-33.508288;-70.611244;24
102R;-33.507831;-70.621002;25
102R;-33.507053;-70.631111;26
102R;-33.506997;-70.638915;27
102R;-33.503694;-70.654256;28
102R;-33.499359;-70.669273;29
102R;-33.498807;-70.67031;30
102R;-33.488077;-70.683994;31
102R;-33.486458;-70.686368;32
102R;-33.483785;-70.689004;33
102R;-33.483631;-70.689916;34
102R;-33.484554;-70.691764;35
102R;-33.483254;-70.695832;36
102R;-33.478566;-70.702371;37
102R;-33.47187;-70.704311;38
102R;-33.464771;-70.705043;39
102R;-33.457563;-70.705345;40
102R;-33.456247;-70.701096;41
102R;-33.45536;-70.697221;42
102R;-33.463178;-70.695377;43
103I;-33.428821;-70.620362;0
103I;-33.429613;-70.619793;1
103I;-33.429188;-70.618897;2
103I;-33.425961;-70.614913;3
103I;-33.424602;-70.61199;4
103I;-33.431446;-70.609466;5
103I;-33.438405;-70.607406;6
103I;-33.45349;-70.604826;7
103I;-33.465973;-70.606787;8
103I;-33.476884;-70.606165;9
103I;-33.477083;-70.605872;10
103I;-33.490592;-70.606447;11
103I;-33.490265;-70.601769;12
103I;-33.497405;-70.602084;13
103I;-33.499381;-70.602588;14
103I;-33.501383;-70.600528;15
103I;-33.509009;-70.602032;16
103I;-33.507733;-70.620927;17
103I;-33.511876;-70.620348;18
103R;-33.511876;-70.620348;0
103R;-33.51432;-70.619931;1
103R;-33.516349;-70.624163;2
103R;-33.515153;-70.624717;3
103R;-33.512932;-70.624679;4
103R;-33.509253;-70.625631;5
103R;-33.507764;-70.625664;6
103R;-33.507905;-70.619084;7
103R;-33.508874;-70.604315;8
103R;-33.497552;-70.602053;9
103R;-33.490265;-70.601769;10
103R;-33.490592;-70.606447;11
103R;-33.477083;-70.605872;12
103R;-33.476884;-70.606165;13
103R;-33.465973;-70.606787;14
103R;-33.45321;-70.604844;15
103R;-33.438307;-70.607392;16
103R;-33.430664;-70.609727;17
103R;-33.423577;-70.612447;18
103R;-33.426909;-70.616211;19
103R;-33.428821;-70.620362;20
104I;-33.420756;-70.608112;0
104I;-33.421811;-70.607394;1
104I;-33.423659;-70.606782;2
104I;-33.423179;-70.604583;3
104I;-33.441563;-70.599625;4
104I;-33.448637;-70.5987;5
104I;-33.449287;-70.597854;6
104I;-33.454201;-70.598648;7
104I;-33.455844;-70.597834;8
104I;-33.493996;-70.59985;9
104I;-33.498002;-70.597298;10
104I;-33.516401;-70.583823;11
104I;-33.517664;-70.583149;12
104I;-33.52006;-70.580518;13
104I;-33.521667;-70.57935;14
104I;-33.531914;-70.57495;15
104I;-33.535587;-70.573664;16
104I;-33.539662;-70.571888;17
104I;-33.53974;-70.571626;18
104I;-33.539763;-70.571842;19
104I;-33.540526;-70.571545;20
104I;-33.547743;-70.568285;21
104I;-33.552325;-70.564544;22
104I;-33.55516;-70.561864;23
104I;-33.559888;-70.558271;24
104I;-33.562891;-70.555329;25
104I;-33.563554;-70.555132;26
104I;-33.565348;-70.555295;27
104I;-33.567827;-70.554635;28
104I;-33.570901;-70.555034;29
104I;-33.573751;-70.554915;30
104I;-33.579187;-70.551908;31
104I;-33.579586;-70.551596;32
104I;-33.579407;-70.551336;33
104R;-33.579407;-70.551336;0
104R;-33.573232;-70.554842;1
104R;-33.568012;-70.554499;2
104R;-33.565477;-70.555142;3
104R;-33.56362;-70.554969;4
104R;-33.562694;-70.555266;5
104R;-33.557363;-70.560074;6
104R;-33.547485;-70.568035;7
104R;-33.53974;-70.571626;8
104R;-33.535686;-70.573222;9
104R;-33.535641;-70.573458;10
104R;-33.535576;-70.573269;11
104R;-33.53395;-70.574082;12
104R;-33.530777;-70.575129;13
104R;-33.520769;-70.57941;14
104R;-33.517893;-70.582391;15
104R;-33.51028;-70.588294;16
104R;-33.495627;-70.598962;17
104R;-33.494066;-70.599782;18
104R;-33.455737;-70.597769;19
104R;-33.455059;-70.597832;20
104R;-33.454175;-70.598607;21
104R;-33.449287;-70.597854;22
104R;-33.448574;-70.598617;23
104R;-33.441473;-70.599597;24
104R;-33.423114;-70.604554;25
104R;-33.419919;-70.605878;26
104R;-33.419854;-70.606143;27
104R;-33.420756;-70.608112;28
105I;-33.394127;-70.759587;0
105I;-33.397398;-70.761134;1
105I;-33.399622;-70.755398;2
105I;-33.397663;-70.754468;3
105I;-33.397222;-70.753629;4
105I;-33.398793;-70.747694;5
105I;-33.399413;-70.746993;6
105I;-33.404044;-70.744845;7
105I;-33.40565;-70.745484;8
105I;-33.407191;-70.738569;9
105I;-33.407195;-70.737746;10
105I;-33.406462;-70.736092;11
105I;-33.407277;-70.733091;12
105I;-33.407371;-70.7314;13
105I;-33.406499;-70.727787;14
105I;-33.402193;-70.730977;15
105I;-33.401888;-70.730856;16
105I;-33.401909;-70.723921;17
105I;-33.401385;-70.720632;18
105I;-33.401525;-70.718667;19
105I;-33.402751;-70.711103;20
105I;-33.403389;-70.709351;21
105I;-33.404789;-70.709593;22
105I;-33.404341;-70.706756;23
105I;-33.404476;-70.705768;24
105I;-33.406039;-70.702733;25
105I;-33.408814;-70.694045;26
105I;-33.411973;-70.692804;27
105I;-33.415133;-70.692208;28
105I;-33.417407;-70.69034;29
105I;-33.418485;-70.69033;30
105I;-33.422211;-70.69118;31
105I;-33.43026;-70.692364;32
105I;-33.4378;-70.692449;33
105I;-33.439908;-70.691918;34
105I;-33.449683;-70.692611;35
105I;-33.461788;-70.688419;36
105I;-33.472843;-70.688423;37
105I;-33.47678;-70.686076;38
