iLat;iLon;stops;services;route_segments;puntos
15;75;PF219/PF220/PF221/PF246/PF247;213eI/F03I/F03R/F03cI/F03cR/F10I/F10R/F13I/F13R/F13cI/F13cR/F16I/F16R/F25I/F25R/F29I/F29R;19-20/4-5-6/25-26/4-5-6/11-12/13-14/14-15-16/19-20/11-12-13/20-21/5-6-7/13-14/13-14-15/13-14/35-36/24-25/21-22;
15;76;PF1111/PF218/PF248;213eI/213eR/F03I/F03R/F03cI/F03cR/F10I/F10R/F13I/F13R/F13cI/F13cR/F16I/F16R;20-21/0/3-4/26/3-4/12/14/13-14/20/10-11/21/4-5/12-13/15-16;893
15;77;PF249/PF722/PF729/PF90;213eR/F03I/F03R/F03cI/F03cR/F10I/F10R/F13I/F13R/F13cI/F13cR/F16I/F16R/F18I/F18R;0/3/26-27/3/12-13/14-15/13/20-21/10/21-22/4/12/16-17/19/5;
15;78;PF1112/PF250/PF92/PF93;205I/205R/205eI/205eR/210I/210R/213eI/213eR/221eI/221eR/712I/712R/F01I/F01R/F01cI/F01cR/F03I/F03R/F03cI/F03cR/F10I/F10R/F11I/F11R/F12I/F12R/F12cI/F12cR/F13I/F13R/F13cI/F13cR/F14I/F14R/F16I/F16R/F29I/F29R/F30NI/F30NR;25-26-27/0-1-2/25-26-27/0-1-2/25-26-27/0-1-2/17/0-1-2/0/28-29-30-31-32/14-15-16/77-78-79-80-81/8-9-10-11-12/13/2-3-4-5-6/8/2-3/27-28/2-3/13-14/15-16/12-13/16/6-7-8-9-10/16-17-18/3/26-27-28/3/21-22/9-10/22-23/3-4/24-25/0-1-2/11-12/17-18/29-30-31-32-33/17/25-26-27/20;
15;79;PF177/PF509/PF516;712I/712R/F01I/F01R/F01cI/F01cR/F11I/F11R/F29I/F29R;13/81-82-83/12-13/11-12-13/6-7/6-7-8/14-15-16/10-11/33-34/15-16-17;
15;80;;712I;12-13;
15;81;PF876;F01I/F01R/F29I/F29R;14-15-16/8-9-10/35-36-37/12-13-14;
15;82;PF977/PF981;712I/712R/F01I/F01R/F29I/F29R;11/85/17/7/38/11;
15;83;PF505/PF520/PF708/PF939;712I/712R/F01I/F01R/F29I/F29R;11/85/17-18/6-7/38/11;
15;84;PF504/PF521;712I/712R/F29I/F29R;11/85-86/38-39/11;1155
15;85;PF503;712I/F29R;10-11/10-11;
16;1;;;;2191
16;42;PG1785/PG1789;262NI/262NR/G22I/G22R;39/0/0/17;
16;43;;211I/211R/211cI/211cR/G07I/G07R;35/8/12/3/19/19;
16;44;PG904/PG916;211I/211R/211cI/211cR/G07I/G07R/G08I/G08R/G08vI/G08vR;35/8/12/3/19/19/14/21/19/19;2215
16;45;PG933/PG934/PG980/PG981;G08I/G08R/G08vI/G08vR;14/21/19/19;
16;46;PG1906/PG694/PG735/PG932/PG982;217eI/217eR/G02I/G02R/G08I/G08R/G08vI/G08vR;2-3/32-33/5-6/18-19/13-14/21-22/18-19/19;1213
16;47;;G08vI/G08vR;18/19;
16;49;PG1208/PG1215;G14I/G14R;19-20/5-6;
16;56;;F03I/F03R;18/11;
16;57;;F03I/F03R;18/11;
16;58;PG513/PG542;F03I/F03R;18/11;
16;59;;F03I/F03R;18/11;
16;60;PG512/PG543;F03I/F03R;18/11;
16;61;PG511/PG544;F03I/F03R;18/11;
16;62;;F03I/F03R;18/11;
16;63;PG510/PG545;F03I/F03R;18/11;
16;64;PF121/PG1668/PG546;207eI/207eR/209I/209R/209eI/209eR/230I/230R/F03I/F03R/F03cR;20-21/2/21/12/21/12/39/3/17-18/11-12/0-1;
16;65;PF909/PF910;F03cR;1-2;
16;70;;F25eR/F29I;26/15;
16;71;PF1030/PF986/PF987/PF992;F15I/F15R/F25eI/F25eR/F29I/F29R;17-18/21-22/18-19-20/26-27/12-13-15-16/25-26;
16;72;PF633/PF659/PF990/PF991;F02I/F02R/F15I/F15R/F25eI/F29I/F29R;6-7/3-4/15-16-17/22-23-24/16-17-18/10-11-12/26-27;895
16;73;PF632/PF660/PF661/PF774/PF845;F02I/F02R/F15I/F15R/F25eI/F29I;7-8/2-3/14-15/24-25/15-16/9-10;
16;74;PF881;F02I/F02R/F15I/F25eI;8/2/14/15;
16;75;PF798/PF799/PF801/PF802;F25I/F25R/F29I/F29R;14-15-16/33-34-35/25-26-27/19-20-21;178
16;77;PF723/PF724/PF725/PF727/PF728;F18I/F18R;19-20/5;1905
16;78;69/PF1009/PF126/PF176/PF212/PF512/PF89/PF94/PF960;205I/205R/205eI/205eR/210I/210R/213eI/213eR/221eI/221eR/712I/712R/F01I/F01R/F01cI/F01cR/F03I/F03R/F03cI/F03cR/F10I/F10R/F11I/F11R/F12I/F12R/F12cI/F12cR/F13I/F13R/F13cI/F13cR/F14I/F14R/F16I/F16R/F18I/F18R/F29I/F29R/F30NI/F30NR;25/2/25/2/25/2/17/2/0/28/16-17-18/77/8/13/0-2/8-9/2/28-29/2/14-15/16-17-18/12/16/6/18-19/0-1-3/28-29/0-1-3/22-23-24/9/23-24/0-1-3/24/2-3/11/18/20-21/0-1/29/17/27-28-29/20;25/161/907
16;79;PF210;712R/F01I/F01R/F01cI/F01cR/F03R/F03cR/F11I/F11R/F14R/F29I/F29R;82-83/13/11/7/6/29/15/14/11/3/34/15;
16;80;PF178/PF209/PF919;F01I/F01R/F01cI/F01cR/F11I/F11R/F29I/F29R;13/11/7-8-9/6/14/11-12-13/34/15;
16;81;PF179/PF180/PF208/PF877;F01I/F01R/F01cI/F01cR/F11I/F11R/F29I/F29R;13-14/10-11/9/6/14/13/34-35/14-15;
16;82;PF181/PF206/PF207;F01cI/F01cR/F11I/F11R;9-10/5-6/13-14/13-14;
16;83;PF182/PF183/PF205/PF691/PF709;712I/F01I/F01R/F01cI/F01cR/F11I/F11R/F29R;5-6-7/18-19/5-6/10/5/13/14/5-6-7;
16;84;PF184/PF204/PF502/PF522/PF523;712I/712R/F01I/F01R/F01cI/F01cR/F11I/F11R/F29I/F29R;4-5-7-8-9-10/86-87-88/19-20/4-5/10-11/4-5/12-13/14-15/39-40-41/4-5-7-8-9-10;1280
16;85;PF185/PF203;712I/712R/F01I/F01R/F01cI/F01cR/F11I/F11R/F29I/F29R;4-10/88/20/4/11/4/12/15/41/4-10;
16;86;PF186/PF202;712I/712R/F01I/F01R/F01cI/F01cR/F11I/F11R/F29I/F29R;3-4/88-89/20-21/3-4/11-12/3-4/11-12/15-16/41-42/3-4;
16;87;PF187/PF201;712I/712R/F01I/F01R/F01cI/F01cR/F11I/F11R/F29I/F29R;3/89/21/3/12/3/11/16/42/3;2204
16;91;PF995/PF996;F24I/F24R;4-5/17-18;
16;92;PF985/PF993/PF997/PF998;712R/F01I/F01cI/F24I/F24R/F29I;92-93/24-25/15-16/2-3-4/18-19/45-46;
16;93;PF994;712R/F01I/F01cI/F24I/F24R/F29I;93/25/16/1-2/19/46;
17;41;PG804;262NI/262NR/G22I/G22R;38/1/1/16;
17;42;PG977;262NI/262NR/G08R/G08vR/G22I/G22R;38-39/0-1/20-21/18-19/0-1/16-17;
17;43;PG1753/PG207/PG208/PG978;211R/211cR/G08I/G08R/G08vI/G08vR;9-10/4-5/14-15/20-21/19-20/18-19;
17;44;PG206/PG903/PG917/PG918/PG935/PG979;211I/211R/211cI/211cR/G07I/G07R/G08I/G08R/G08vI/G08vR;33-34-35/8-9/10-11-12/3-4/17-18-19/19-20/14/21/19/19;176
17;45;;217eR;31;
17;46;207/PG261/PG736;217eI/217eR/G02I/G02R;3/31-32/5/19;
