stop_code;stop_name;stop_lat;stop_lon
PC912;PC912-Camino Los Trapenses Esq. / Cam. Los Quillayes;-33.33452329;-70.54376109
PC913;PC913-Camino Los Trapenses Esq. / La Represa;-33.33048423;-70.54220723
PC914;PC914-Parada  / Rotonda   Pie Andino;-33.32644358;-70.54223272
PC915;PC915-Parada  / Colegio Apoquindo;-33.34584171;-70.50779174
PC916;PC916-Camino De La Laguna Esq. / Camino La Brisa ;-33.34597653;-70.50336692
PC917;PC917-Camino De La Laguna Esq. / Camino Del Sur;-33.34400689;-70.50217258
PC918;PC918-Camino De La Laguna Esq. / Camino Del Sol;-33.34371708;-70.49928789
PC919;PC919-Camino De La Laguna Esq. / Camino Del Sol;-33.34248899;-70.49567798
PC92;PC92-Av. Manquehue Sur Esq. / A. De Camargo;-33.42121467;-70.56421134
PC920;PC920-Camino Del Sol Esq. / Camino Del Valle;-33.34010605;-70.49659352
PC921;PC921-Camino Del Sol Esq. / Camino Del Chin;-33.3378319;-70.50119624
PC922;PC922-Camino Del Sol Esq. / Camino Del Yunque;-33.33906653;-70.50276466
PC923;PC923-Camino Del Sol Esq. / Cam. Del Manantial;-33.34133115;-70.50492031
PC924;PC924-Camino Del Sol Esq. / Camino Del Maillín ;-33.34322942;-70.50604897
PC925;PC925-Parada  / Colegio Apoquindo;-33.34566896;-70.50790696
PC926;PC926-Francisco Barceló Esq. / Los Militares;-33.41334276;-70.58330845
PC927;PC927-Parada  / Los Militares   Altura Del 4700;-33.41194671;-70.58104639
PC928;PC928-Los Militares Esq. / Orinoco;-33.41083448;-70.57915516
PC929;PC929-Los Militares Esq. / La Gloria;-33.40875569;-70.57738629
PC93;PC93-Av. Manquehue Sur Esq. / Av. Cristóbal Colón;-33.41687263;-70.56454213
PC930;PC930-Los Militares Esq. / A. De Córdova;-33.40722741;-70.57416505
PC931;PC931-Los Militares Esq. / Rosario Norte;-33.40669336;-70.57289734
PC932;PC932-Rosario Norte Esq. / Cerro El Plomo;-33.40556438;-70.57231785
PC933;PC933-Cerro El Plomo Esq. / Av. Manquehue;-33.40392396;-70.56939587
PC934;PC934-Avenida Juan Xxiii Esq. / Coronel Avendaño;-33.38834072;-70.57148086
PC935;PC935-Avenida Juan Xxiii Esq. / Carmen Fariña;-33.38590925;-70.57049107
PC936;PC936-Avenida Juan Xxiii Esq. / Rot. Carol Urzúa;-33.38263498;-70.56910996
PC938;PC938-Parada 3 / Rotonda   Carol Urzúa;-33.37952526;-70.56897885
PC939;PC939-José Alcalde Délano Esq. / El Tranque;-33.36165541;-70.54414339
PC94;PC94-Av. Manquehue Sur Esq. / Martín De Zamora;-33.41500725;-70.56514315
PC941;PC941-José Alcalde Délano Esq. / Av.Felipe Cubillos;-33.35750413;-70.54000776
PC942;PC942-José Alcalde Délano Esq. / Cerro La Campaña;-33.3574476;-70.54238181
PC943;PC943-José Alcalde Délano Esq. / Manquehue -Oriente;-33.36091271;-70.54439895
PC944;PC944-Avenida Juan Xxiii Esq. / Eduardo Acevedo;-33.38032772;-70.56899326
PC945;PC945-Avenida Juan Xxiii Esq. / Caribes;-33.38327012;-70.56951912
PC946;PC946-Avenida Juan Xxiii Esq. / Joaquín Cerda;-33.38536935;-70.57039536
PC949;PC949-Cerro El Plomo Esq. / Rosario Norte;-33.40500469;-70.57236152
PC95;PC95-Av. Manquehue Sur Esq. / El Director;-33.41286195;-70.56577138
PC950;PC950-Los Militares Esq. / A. De Córdova;-33.40671496;-70.57332784
PC951;PC951-Los Militares Esq. / Warren Smith;-33.40761676;-70.57546243
PC952;PC952-Parada 2 / Mall   Parque Arauco;-33.400771;-70.57906982
PC953;PC953-Av. Pdte. Kennedy Esq. / Arturo Ureta;-33.40204849;-70.58214656
PC954;PC954-El Rodeo Esq. / Cam. El Corregidor;-33.35198207;-70.51382952
PC955;PC955-El Rodeo Esq. / Cam. Ayuntamiento;-33.35229888;-70.51595201
PC956;PC956-El Rodeo Esq. / Av. La Dehesa;-33.35265574;-70.51848358
PC96;PC96-Av. Manquehue Norte Esq. / Los Militares;-33.40542471;-70.5683906
PC964;PC964-Rosario Norte Esq. / Cerro Colorado;-33.40217484;-70.57576202
PC965;PC965-Cerro Colorado Esq. / Av. A. Vespucio -Norte;-33.40680574;-70.58602856
PC966;PC966-El Rodeo Esq. / Av. Lo Barnechea;-33.35110643;-70.507227
PC967;PC967-Lo Barnechea Esq. / Los Patos;-33.35868412;-70.50631517
PC968;PC968-Lo Barnechea Esq. / Gómez;-33.36101159;-70.50551699
PC969;PC969-Lo Barnechea Esq. / Los Patos;-33.35900231;-70.50610571
PC97;PC97-Av. Manquehue Norte Esq. / Av. Pdte. Riesco;-33.40259814;-70.56940428
PC970;PC970-Lo Barnechea Esq. / Maira;-33.35637585;-70.50701693
PC971;PC971-Lo Barnechea Esq. / El Rodeo;-33.35118456;-70.50673402
PC972;PC972-El Rodeo Esq. / Cam. El Huinganal;-33.35140584;-70.51004765
PC973;PC973-Las Amapolas Esq. / Av. Francisco Bilbao;-33.43516605;-70.58834072
PC975;PC975-Parada  / Portal La Reina;-33.42875074;-70.54070575
PC976;PC976-Parada  / Parque   Padre Hurtado;-33.42997285;-70.5482994
PC977;PC977-Parada 2 / Rotonda   Tomás Moro;-33.43022817;-70.55384316
PC978;PC978-Parada 2 / (M) Francisco Bilbao;-33.43234131;-70.58426652
PC979;PC979-Av. Jaime Guzmán E. Esq. / Regina Pacis;-33.44684912;-70.59433059
PC98;PC98-Av. Manquehue Norte Esq. / Av. Pdte. Kennedy;-33.40003453;-70.57030436
PC980;PC980-Av. Jaime Guzmán E. Esq. / Avenida Holanda;-33.4454378;-70.596779
PC987;PC987-Avenida Echeñique Esq. / Renato Zanelli;-33.442627;-70.59374775
PC988;PC988-El Aguilucho Esq. / Avenida Holanda;-33.44285457;-70.59638743
PC989;PC989-El Aguilucho Esq. / Avenida Los Leones;-33.44314368;-70.59914659
PC99;PC99-Av. Manquehue Norte Esq. / Las Hualtatas;-33.39493733;-70.57186838
PC995;PC995-Santa Isabel Esq. / Av. J. Miguel Claro;-33.44557384;-70.61689813
PC996;PC996-Santa Isabel Esq. / Av. José M. Infante;-33.44488478;-70.61925198
PC997;PC997-Santa Isabel Esq. / Avenida Salvador;-33.4455984;-70.62261083
PC998;PC998-Santa Isabel Esq. / Avenida Italia;-33.44610823;-70.62499775
PC999;PC999-Condell Esq. / Marín;-33.44446503;-70.62651617
PD1;PD1-Av. Departamental Esq. / F. González Urzúa;-33.50944788;-70.59482121
PD10;PD10-Parada 5 / Estadio Nacional;-33.46200808;-70.60627151
PD100;PD100-Parada  / Umce;-33.46188905;-70.59803823
PD1000;PD1000-Andacollo Esq. / Pasaje 4;-33.45475807;-70.53649631
PD1001;PD1001-Andacollo Esq. / Nva. Larraín;-33.45259652;-70.53626453
PD1002;PD1002-Valenzuela Llanos Esq. / Av. Príncipe De Gales;-33.44224569;-70.53461903
PD1003;PD1003-Valenzuela Llanos Esq. / C. Silva Vildósola;-33.44083186;-70.5337228
PD1004;PD1004-Av. Padre Hurtado Esq. / 23 De Febrero;-33.4379845;-70.53643718
PD1005;PD1005-Av. Padre Hurtado Esq. / V. Puelma;-33.43514305;-70.53721534
PD1006;PD1006-Av. Padre Hurtado Esq. / V. Puelma;-33.43368407;-70.5377812
PD1007;PD1007-Parada  / Parque   Padre Hurtado;-33.43000095;-70.54749322
PD1008;PD1008-Parada  / Portal La Reina;-33.42916042;-70.53966969
PD1009;PD1009-Av. Padre Hurtado -Sur Esq. / V. Puelma;-33.43321742;-70.53832153
PD101;PD101-Av. José P. Alessandri Esq. / Av. Castillo Velasco;-33.4593204;-70.59791578
PD1010;PD1010-Av. Padre Hurtado Esq. / Helsby;-33.4354032;-70.53732749
PD1011;PD1011-Av. Padre Hurtado Esq. / 23 De Febrero;-33.43747557;-70.53675091
PD1013;PD1013-Valenzuela Llanos Esq. / Avenida Echeñique;-33.44297612;-70.53535263
PD1014;PD1014-Valenzuela Llanos Esq. / Fray Jorge;-33.44592717;-70.5373733
PD1015;PD1015-Valenzuela Llanos Esq. / Llacolén;-33.44803771;-70.53880908
PD1016;PD1016-Valenzuela Llanos Esq. / Laureano Guevara;-33.44983479;-70.54006726
PD1017;PD1017-Mamiña Esq. / Quillagua;-33.45677726;-70.53365926
PD1018;PD1018-Quillagua Esq. / Talinay;-33.45867854;-70.53378957
PD1019;PD1019-Talinay Esq. / Camarones;-33.45911445;-70.53208651
PD1020;PD1020-Av. José Arrieta Esq. / Calle 1 ;-33.46519209;-70.53215041
PD1021;PD1021-Quebrada Camarones Esq. / Valle Hermoso;-33.46661356;-70.53388631
PD1022;PD1022-Quebrada Camarones Esq. / Lago O'Higgins;-33.46972389;-70.53542609
PD1023;PD1023-Quebrada Camarones Esq. / Av. Las Parcelas;-33.47254612;-70.53619686
PD1024;PD1024-Jacarandá Esq. / Tagua Tagua;-33.47463908;-70.53686872
PD1025;PD1025-El Acueducto Esq. / Avenida Grecia;-33.47665209;-70.53744235
PD1027;PD1027-Av. José Arrieta Esq. / Comb. De Iquique;-33.46421257;-70.53551181
PD1028;PD1028-Av. José Arrieta Esq. / Av. Consistorial;-33.4632888;-70.53873425
PD1029;PD1029-Av. José Arrieta Esq. / Laura Rodríguez;-33.46281492;-70.54130823
PD103;PD103-Parada 1 / Irarrázaval   Macul;-33.4544733;-70.59824643
PD1030;PD1030-Av. José Arrieta Esq. / De Lo Arrieta;-33.46311876;-70.54298139
PD1031;PD1031-Parada  / Homecenter   La Reina;-33.46324596;-70.54652364
PD1032;PD1032-Battle Y Ordóñez Esq. / General  Gorostiaga;-33.45303368;-70.58252335
PD1033;PD1033-Battle Y Ordóñez Esq. / Montenegro;-33.45151274;-70.58509923
PD1034;PD1034-Battle Y Ordóñez Esq. / Pedro Torres;-33.45005865;-70.58808506
PD1035;PD1035-Battle Y Ordóñez Esq. / Av. Simón Bolivar;-33.44868701;-70.59096471
PD1036;PD1036-Av. Jaime Guzmán E. Esq. / Hernán Cortes;-33.44590136;-70.59649704
PD1037;PD1037-Av. Jaime Guzmán E. Esq. / Regina Pacis;-33.4468261;-70.59471745
PD1038;PD1038-Av. Jaime Guzmán E. Esq. / Av. Simón Bolivar;-33.44827718;-70.59197922
PD1039;PD1039-Battle Y Ordóñez Esq. / Pedro Torres;-33.44988795;-70.58873819
PD104;PD104-Chile España Esq. / Alonso De Ercilla;-33.45207499;-70.59820243
PD1040;PD1040-Battle Y Ordóñez Esq. / Montenegro;-33.4514261;-70.58552799
PD1041;PD1041-Battle Y Ordóñez Esq. / General  Gorostiaga;-33.45301249;-70.58277041
PD1042;PD1042-Parada  / Homecenter   La Reina;-33.46354522;-70.54566816
PD1043;PD1043-Av. José Arrieta Esq. / Capilla De Lo Arrieta;-33.46357824;-70.54374272
PD1044;PD1044-Av. José Arrieta Esq. / Camino Peñalolén;-33.46295543;-70.54161199
PD1045;PD1045-Av. José Arrieta Esq. / Av. Consistorial;-33.46338157;-70.53925236
PD1046;PD1046-Av. José Arrieta Esq. / Quebrada De Suca;-33.46423349;-70.53600714
PD1047;PD1047-Av. José Arrieta Esq. / Qda. De Camarones;-33.46499699;-70.53334135
PD1053;PD1053-Avenida Las Torres Esq. / Los Torneros;-33.50301442;-70.57322758
PD1054;PD1054-Altiplano Esq. / El Archipiélago;-33.47501134;-70.56405837
PD1055;PD1055-Altiplano Esq. / El Continente;-33.47368548;-70.56335659
PD1056;PD1056-Parada 6 / Ictinos   Avenida Grecia;-33.47222139;-70.56288909
PD1057;PD1057-Consistorial Esq. / Lago O'Higgins;-33.46903459;-70.54082651
PD1058;PD1058-Consistorial Esq. / Valle Hermoso;-33.46529512;-70.53984572
PD1059;PD1059-Consistorial Esq. / Av. José Arrieta;-33.4634736;-70.53910335
PD106;PD106-General Artigas Esq. / Hernán Cortes;-33.44658398;-70.5988117
PD1060;PD1060-Dip. Laura Rodríguez Esq. / Calle 1 ;-33.46100342;-70.54121161
PD1061;PD1061-Dip. Laura Rodríguez Esq. / Talinay;-33.45868913;-70.54093395
PD1062;PD1062-Talinay Esq. / Toconao;-33.45884013;-70.536762
PD1063;PD1063-Toconao Esq. / Pasaje 6;-33.4572034;-70.53638882
PD107;PD107-Parada 3 / Irarrázaval   Macul;-33.45532262;-70.59812215
PD1077;PD1077-Chapilca Esq. / Toconao;-33.45687681;-70.53654445
PD1078;PD1078-Toconao Esq. / Talinay;-33.45848942;-70.53668049
PD1079;PD1079-Talinay Esq. / Laura Rodríguez;-33.45840261;-70.54076749
PD108;PD108-Manuel Montt Esq. / Avenida Sucre;-33.44857499;-70.6135866
PD1080;PD1080-Dip. Laura Rodríguez Esq. / Calle 1 ;-33.46079457;-70.54132627
PD1081;PD1081-Dip. Laura Rodríguez Esq. / Pasaje 7;-33.46228041;-70.54150321
PD1082;PD1082-Consistorial Esq. / Valle Hermoso;-33.4650424;-70.53986277
PD1083;PD1083-Consistorial Esq. / Lago O'Higgins;-33.46855726;-70.54077502
PD1084;PD1084-Consistorial Esq. / Av. Las Parcelas;-33.4714423;-70.54156859
PD1085;PD1085-Altiplano Esq. / Llanura;-33.47349573;-70.56338546
PD1086;PD1086-Altiplano Esq. / Muzos;-33.47500849;-70.5642843
PD1087;PD1087-Altiplano Esq. / Cnel. A. Sepúlveda;-33.47556293;-70.5653704
PD109;PD109-Manuel Montt Esq. / Cirujano Videla;-33.45086335;-70.61306956
PD1092;PD1092-Álvaro Casanova Esq. / Arboretum Sur;-33.4741772;-70.52461427
PD1093;PD1093-Álvaro Casanova Esq. / Las Vertientes;-33.46994035;-70.523733
PD1094;PD1094-Av. José Arrieta Esq. / Pasaje José Arrieta;-33.46731445;-70.52459091
PD1095;PD1095-Av. José Arrieta Esq. / Caballero De La Montaña;-33.46655034;-70.52732141
PD1096;PD1096-Av. José Arrieta Esq. / Las Perdices;-33.46585247;-70.52979478
PD1097;PD1097-M. Sánchez Fontecilla Esq. / Limarí;-33.46121303;-70.55187809
PD1098;PD1098-Limarí Esq. / El Molle;-33.45901545;-70.55164526
PD1099;PD1099-Limarí Esq. / Talinay;-33.457946;-70.55134647
PD11;PD11-Parada  / Liceo   Diego Portales;-33.46460041;-70.60665289
PD110;PD110-Manuel Montt Esq. / Av. Irarrázaval;-33.45295224;-70.61263487
PD1100;PD1100-Talinay Esq. / Vicente Bourquet;-33.45773094;-70.55267678
PD1101;PD1101-Pepe Vila Esq. / Pepe Vila;-33.45676699;-70.55259504
PD1102;PD1102-Pepe Vila Esq. / Heriberto Ortíz;-33.45473629;-70.55199938
PD1103;PD1103-Pepe Vila Esq. / Los Corcolenes;-33.45236404;-70.5513116
PD1105;PD1105-Pepe Vila Esq. / Los Corcolenes;-33.45210122;-70.5514145
PD1106;PD1106-Pepe Vila Esq. / Los Prunos;-33.45434764;-70.55206776
PD1107;PD1107-Pepe Vila Esq. / G. Casas Cordero;-33.45677372;-70.55277806
PD1108;PD1108-Pepe Vila Esq. / El Molle;-33.45862624;-70.55319842
PD1109;PD1109-M. Sánchez Fontecilla Esq. / José Arrieta;-33.46112986;-70.55203801
PD111;PD111-Dublé Almeyda Esq. / Mons. Eyzaguirre;-33.45472979;-70.61394807
PD1110;PD1110-M. Sánchez Fontecilla Esq. / José Arrieta;-33.46235811;-70.5511776
PD1111;PD1111-Parada  / Av. José Arrieta   Altura Del 9800;-33.46681606;-70.52698174
PD1112;PD1112-Av. José Arrieta Esq. / Álvaro Casanova ;-33.46774815;-70.52379148
PD1113;PD1113-Álvaro Casanova Esq. / Quebrada De Tana;-33.47189999;-70.52425155
PD1114;PD1114-Álvaro Casanova Esq. / Av. Diag. Las Torres;-33.47642417;-70.52523475
PD1116;PD1116-Parada 2 / (M) Príncipe   De Gales;-33.44007134;-70.57283257
PD1119;PD1119-Antonio Acevedo H. Esq. / Mauricio Rugendas;-33.50516688;-70.61410879
PD112;PD112-Dublé Almeyda Esq. / Campos De Deportes;-33.45524723;-70.60952505
PD1120;PD1120-Estadio Colo Colo Esq. / Nicomedes Guzmán;-33.50391421;-70.61404247
PD1121;PD1121-Estadio Colo Colo Esq. / Nicomedes Guzmán;-33.50408565;-70.61195728
PD1122;PD1122-Estadio Colo Colo Esq. / José Caroca;-33.50418967;-70.6108935
PD1123;PD1123-Estadio Colo Colo Esq. / Jorge Quevedo;-33.50433996;-70.60904473
PD1124;PD1124-Estadio Colo Colo Esq. / Avenida Marathon;-33.50479026;-70.60700774
PD1125;PD1125-Avenida Marathon Esq. / Benito Rebolledo;-33.5021836;-70.60564628
PD1126;PD1126-Benito Rebolledo Esq. / Exequiel Fernández;-33.50213187;-70.603374
PD1127;PD1127-Avenida La Aguada Esq. / Dr. A. Neghme ;-33.4970277;-70.60475454
PD1128;PD1128-Av. Pedro De Valdivia Esq. / Los Cohetes;-33.49299266;-70.60644528
PD1129;PD1129-Av. Pedro De Valdivia Esq. / Los Planetas;-33.49130734;-70.60636034
PD113;PD113-Campos De Deportes Esq. / Crescente Errázuriz;-33.45827358;-70.60981769
PD1130;PD1130-Av. Escuela Agrícola Esq. / Castillo Urizar;-33.49070358;-70.60910455
PD1132;PD1132-Avenida Marathon Esq. / Los Olmos ;-33.48090527;-70.612916
PD1133;PD1133-Avenida Marathon Esq. / Los Espinos;-33.477421;-70.6131635
PD1134;PD1134-Avenida Marathon Esq. / Av. Rodrigo De Araya;-33.4748751;-70.61337457
PD1135;PD1135-Carlos Dittborn Esq. / Calle 14 ;-33.46555964;-70.61541848
PD1136;PD1136-Carlos Dittborn Esq. / Los Jazmines;-33.4659038;-70.61807184
PD1137;PD1137-Carlos Dittborn Esq. / Obispo Orrego;-33.46612433;-70.61982983
PD1138;PD1138-Carlos Dittborn Esq. / Lo Encalada;-33.46637794;-70.62181441
PD1139;PD1139-Lo Encalada Esq. / Fidias;-33.46562425;-70.62220925
PD114;PD114-Campos De Deportes Esq. / Avenida Grecia;-33.46156748;-70.61034124
PD1140;PD1140-Lo Encalada Esq. / Platón;-33.46398601;-70.62266292
PD1141;PD1141-Lo Encalada Esq. / Sur;-33.46120948;-70.6232675
PD1142;PD1142-Sur Esq. / Julio Cordero B.;-33.46081967;-70.62411022
PD1143;PD1143-San Eugenio Esq. / Suárez Mujica;-33.45928634;-70.62619043
PD1144;PD1144-Avenida Grecia Esq. / Crescente Errázuriz;-33.45684286;-70.62546699
PD1145;PD1145-Parada 2 / Suárez Mujica;-33.45837942;-70.62382801
PD1146;PD1146-Parada 1 / Salvador Sur   Av. Grecia;-33.46005739;-70.6224068
PD1147;PD1147-Parada 5 / Villa Olímpica;-33.46150931;-70.61826992
PD1148;PD1148-Parada 5 / Avenida Marathon;-33.4616871;-70.6157017
PD1149;PD1149-Avenida Marathon Esq. / José Ananías;-33.47815472;-70.61360756
PD115;PD115-Parada 1 / Estadio Nacional;-33.46213702;-70.60884543
PD1150;PD1150-Avenida Marathon Esq. / Domingo Arteaga;-33.48049283;-70.61342492
PD1151;PD1151-Avenida Marathon Esq. / Aysén;-33.48287602;-70.61324311
PD1152;PD1152-Avenida Marathon Esq. / Los Tuliperos;-33.48763277;-70.61223352
PD1153;PD1153-Avenida Marathon Esq. / Av. Escuela Agrícola;-33.49080231;-70.61191556
PD1154;PD1154-Av. Escuela Agrícola Esq. / Castillo Urizar;-33.4909106;-70.60982951
PD1155;PD1155-Av. Escuela Agrícola Esq. / Av. Pedro De Valdivia;-33.49068007;-70.60674699
PD1156;PD1156-Av. Pedro De Valdivia Esq. / Los Astros;-33.49144007;-70.60655653
PD1157;PD1157-Av. Pedro De Valdivia Esq. / Joaquín Rodríguez;-33.49390063;-70.60666656
PD1158;PD1158-Avenida La Aguada Esq. / Mons. C. Casanueva;-33.49535629;-70.60776983
PD1159;PD1159-Avenida La Aguada Esq. / Avenida Marathon;-33.4971812;-70.6054355
PD116;PD116-Parada 1 / Los Tres Antonios;-33.46339755;-70.60343504
PD1160;PD1160-Avenida La Aguada Esq. / E. Fernández;-33.49928905;-70.60283719
PD1161;PD1161-Av. Departamental Esq. / E. Fernández;-33.50885555;-70.60298128
PD1162;PD1162-Avenida Quilín Esq. / 2 Poniente ;-33.48523129;-70.61104819
PD1163;PD1163-Avenida Quilín Esq. / Castillo Urizar;-33.48505782;-70.60912927
PD1164;PD1164-Avenida Quilín Esq. / Av. Pedro De Valdivia;-33.48504932;-70.60630935
PD1165;PD1165-Avenida Quilín Esq. / Los 3 Antonios;-33.48504193;-70.60479171
PD1166;PD1166-Avenida Quilín Esq. / Exequiel Fernández;-33.48483609;-70.60188206
PD1167;PD1167-Parada 3 / Punta De Rieles;-33.48518987;-70.59962846
PD1168;PD1168-Avenida Quilín Esq. / Premio Nobel;-33.48544428;-70.59738377
PD1169;PD1169-Avenida Quilín Esq. / Paipote;-33.4856282;-70.59570819
PD1170;PD1170-Avenida Quilín Esq. / Padre M. Chaparro;-33.48601567;-70.59222822
PD1171;PD1171-Avenida Quilín Esq. / El Líbano;-33.48629659;-70.59001626
PD1172;PD1172-Avenida Quilín Esq. / Ramón Cruz Montt;-33.48711289;-70.58613508
PD1173;PD1173-Avenida Quilín Esq. / El Líbano;-33.4863125;-70.58947842
PD1174;PD1174-Los Plátanos Esq. / Federico Lathrop;-33.48262151;-70.59107913
PD1175;PD1175-Los Plátanos Esq. / Brown Sur;-33.48229693;-70.59528118
PD1176;PD1176-Parada 4 / Municipalidad   De Macul;-33.48213354;-70.59886197
PD1177;PD1177-Los Plátanos Esq. / Exequiel Fernández;-33.48206607;-70.60129296
PD1178;PD1178-Los Plátanos Esq. / Las Dalias;-33.48201151;-70.60272331
PD1179;PD1179-Los Plátanos Esq. / Av. Pedro De Valdivia;-33.48188248;-70.60572354
PD1180;PD1180-Avenida Quilín Esq. / General  Oscar Bonilla;-33.48496743;-70.60706121
PD1181;PD1181-Avenida Quilín Esq. / Castillo Urizar;-33.48496214;-70.60885844
PD1182;PD1182-Avenida Quilín Esq. / 2 Poniente ;-33.48507278;-70.61075467
PD1183;PD1183-Avenida Quilín Esq. / Avenida Marathon;-33.48519576;-70.61239284
PD1184;PD1184-Av. Escuela Agrícola Esq. / Los Pellines;-33.49113918;-70.61444039
PD1185;PD1185-Parada 4 / (M) Camino   Agrícola;-33.4914205;-70.61707183
PD1187;PD1187-Talinay Esq. / Toconao;-33.45874482;-70.53644829
PD1188;PD1188-Jorge Alessandri Esq. / Los Ceramistas;-33.45562998;-70.54471
PD1189;PD1189-Jorge Alessandri Esq. / Los Hilanderos;-33.45341918;-70.54408982
PD1192;PD1192-Clorinda Henríquez Esq. / Monseñor Edwards;-33.45058091;-70.5575842
PD1193;PD1193-Monseñor Edwards Esq. / A. De Henares;-33.44922715;-70.5590984
PD1194;PD1194-Monseñor Edwards Esq. / Av. Simón Bolivar;-33.44642601;-70.56096316
PD1195;PD1195-Monseñor Edwards Esq. / Avenida Echeñique;-33.44456309;-70.56137084
PD1196;PD1196-Monseñor Edwards Esq. / La Canadá;-33.44205729;-70.56198213
PD1197;PD1197-Monseñor Edwards Esq. / Av. Príncipe De Gales;-33.43905205;-70.56143345
PD1199;PD1199-Príncipe De Gales Esq. / John Jackson;-33.43833716;-70.56591696
PD12;PD12-Parada  / Liceo   Pedro De Valdivia;-33.46842339;-70.60671268
PD1200;PD1200-Parada  / Club De Campo   Banco Central;-33.43810349;-70.56941945
PD1201;PD1201-Príncipe De Gales Esq. / Las Arañas;-33.4379574;-70.57169724
PD1202;PD1202-La Cañada Esq. / Loreley;-33.44197579;-70.56772501
PD1204;PD1204-La Cañada Esq. / Monseñor Edwards;-33.44171813;-70.56241709
PD1205;PD1205-Monseñor Edwards Esq. / Avenida Echeñique;-33.44409919;-70.56168525
PD1206;PD1206-Monseñor Edwards Esq. / Av. Simón Bolivar;-33.44599065;-70.56115975
PD1207;PD1207-Monseñor Edwards Esq. / A. De Henares;-33.44885071;-70.55962957
PD1208;PD1208-Monseñor Edwards Esq. / C. Henríquez;-33.4506584;-70.55787606
PD1210;PD1210-Palmas De Mallorca Esq. / Avenida Larraín;-33.45142665;-70.5555875
PD1211;PD1211-Jorge Alessandri Esq. / Los Hilanderos;-33.45282382;-70.54410079
PD1212;PD1212-Jorge Alessandri Esq. / Los Ceramistas;-33.45507056;-70.54473235
PD1213;PD1213-Jorge Alessandri Esq. / Talinay;-33.45782949;-70.54551291
PD1215;PD1215-Río Claro Esq. / Valle Hermoso;-33.46719124;-70.53165833
PD1217;PD1217-Juan Moya Esq. / Socaire;-33.46958662;-70.58923751
PD1218;PD1218-Juan Moya Esq. / Tamaya;-33.46779763;-70.58879596
PD1219;PD1219-Parada 6 / Centro De Salud   Salvador Bustos;-33.46581986;-70.58830794
PD1220;PD1220-Juan Moya Esq. / Dr. A. Andrade;-33.46411174;-70.58788942
PD1221;PD1221-Juan Moya Esq. / Juan Moya;-33.46170228;-70.5873075
PD1222;PD1222-Juan Moya Esq. / Av. Castillo Velasco;-33.45977831;-70.58684206
PD1223;PD1223-Juan Moya Esq. / Dublé Almeyda;-33.45813302;-70.58644627
PD1234;PD1234-Macul Alto Esq. / Nva. María Angélica;-33.51315668;-70.53831392
PD1236;PD1236-Av. Las Perdices Esq. / Quebrada De Macul;-33.50892373;-70.54293278
PD1237;PD1237-Av. Las Perdices Esq. / Avenida Quilín;-33.50150451;-70.54342545
PD1238;PD1238-Avenida Quilín Esq. / Av. Consistorial;-33.50062318;-70.54828612
PD1240;PD1240-Consistorial Esq. / El Embalse;-33.49576214;-70.55118116
PD1241;PD1241-Consistorial Esq. / El Embalse;-33.49406277;-70.55077412
PD1242;PD1242-Consistorial Esq. / Biarritz;-33.49112223;-70.55009742
PD1243;PD1243-Avenida Quilín Esq. / El Paseo;-33.49850764;-70.5637812
PD1244;PD1244-Avenida Quilín Esq. / Mar Tirreno;-33.49054122;-70.57613403
PD1245;PD1245-Avenida Quilín Esq. / Hacienda Macul;-33.4918351;-70.57367114
PD1246;PD1246-Avenida Quilín Esq. / El Paseo;-33.49863581;-70.56434324
PD1247;PD1247-Avenida Quilín Esq. / Avenida Tobalaba;-33.49906601;-70.56098177
PD1248;PD1248-Consistorial Esq. / Avenida Quilín -Norte;-33.49343889;-70.55090292
PD1249;PD1249-Consistorial Esq. / Avenida Quilín;-33.49975313;-70.55223191
PD1250;PD1250-Avenida Quilín Esq. / Ensenada;-33.50062735;-70.54867371
PD1254;PD1254-Príncipe De Gales Esq. / Óscar Castro ;-33.44102535;-70.53776013
PD1255;PD1255-Parada  / Príncipe De Gales   Altura Del 8700;-33.4406623;-70.54085177
PD1256;PD1256-Príncipe De Gales Esq. / Carlos Ossandón;-33.44041835;-70.54306341
PD1257;PD1257-Parada  / Príncipe De Gales   Altura Del 8200;-33.44002558;-70.54635885
PD1258;PD1258-Príncipe De Gales Esq. / C. Silva Vildósola;-33.43964348;-70.54951461
PD1259;PD1259-Príncipe De Gales Esq. / Salvador Izquierdo;-33.43875065;-70.55886793
PD1260;PD1260-Príncipe De Gales Esq. / Monseñor Edwards;-33.43863248;-70.56109247
PD1261;PD1261-Avenida Echeñique Esq. / Rosita Renard;-33.44611666;-70.57401747
PD1262;PD1262-Avenida Echeñique Esq. / Hamburgo;-33.44629916;-70.57668867
PD1263;PD1263-Avenida Echeñique Esq. / Coventry;-33.44647444;-70.58062917
PD1264;PD1264-Avenida Echeñique Esq. / Montenegro;-33.44661573;-70.58439694
PD1265;PD1265-Avenida Echeñique Esq. / Pedro Torres;-33.44591847;-70.58743943
PD1266;PD1266-Avenida Echeñique Esq. / Av. Eliécer Parada;-33.44456861;-70.59002891
PD1267;PD1267-Sucre Esq. / Av. Ricardo Lyon;-33.44822752;-70.60213378
PD1268;PD1268-Sucre Esq. / Av. Pedro De Valdivia;-33.44859374;-70.60519577
