id;latitud;longitud;sec
02aI;-36.7678931;-73.11420718;0
02aI;-36.7642836;-73.11292898;1
02aI;-36.76533056;-73.11673302;2
02aI;-36.76264276;-73.1177479;3
02aI;-36.76289752;-73.11818024;4
02aI;-36.76536978;-73.11697107;5
02aI;-36.77933291;-73.11237644;6
02aI;-36.77975666;-73.11432037;7
02aI;-36.78911245;-73.11151948;8
02aI;-36.78974912;-73.1126231;9
02aI;-36.79205091;-73.11455842;10
02aI;-36.79247191;-73.11373096;11
02aI;-36.79435885;-73.11489856;12
02aI;-36.79672364;-73.11418827;13
02aI;-36.79806279;-73.11056863;14
02aI;-36.79734435;-73.10694095;15
02aI;-36.8014604;-73.10570279;16
02aI;-36.80394985;-73.10178174;17
02aI;-36.8049356;-73.09971644;18
02aI;-36.80233181;-73.09716496;19
02aI;-36.8011602;-73.09861708;20
02aI;-36.7991204;-73.09663569;21
02aI;-36.79733;-73.09902;22
02aI;-36.7966;-73.09937;23
02aI;-36.79574;-73.09905;24
02aI;-36.79289747;-73.0946788;25
02aI;-36.79284888;-73.09428532;26
02aI;-36.79114125;-73.09441101;27
02aI;-36.79116273;-73.09226122;28
02aI;-36.79020808;-73.09061702;29
02aI;-36.79017358;-73.08682572;30
02aI;-36.78123;-73.08688;31
02aI;-36.77232319;-73.08578972;32
02aI;-36.76951;-73.08596;33
02aI;-36.76641;-73.0867;34
02aI;-36.76589;-73.08646;35
02aI;-36.76565;-73.08599;36
02aI;-36.76559936;-73.08520303;37
02aI;-36.76614518;-73.08483411;38
02aI;-36.76655885;-73.08518402;39
02aI;-36.7664321;-73.08545553;40
02aI;-36.75842223;-73.09033364;41
02aI;-36.75496;-73.09217;42
02aI;-36.75221;-73.09255;43
02aI;-36.74638;-73.09515;44
02aI;-36.74439;-73.097;45
02aI;-36.73998;-73.09945;46
02aI;-36.73373;-73.10694;47
02aI;-36.73046;-73.10979;48
02aI;-36.72949;-73.1099;49
02aI;-36.72819;-73.10932;50
02aI;-36.72544;-73.10682;51
02aI;-36.72461;-73.10637;52
02aI;-36.72371;-73.10695;53
02aI;-36.72205;-73.10867;54
02aI;-36.7205;-73.10812;55
02aI;-36.71539;-73.10935;56
02aI;-36.71187322;-73.11415005;57
02aI;-36.71078522;-73.11462078;58
02aI;-36.71077984;-73.11485464;59
02aI;-36.71333158;-73.11556089;60
02aI;-36.71428;-73.11644;61
02aI;-36.71516;-73.11774;62
02aI;-36.71647745;-73.11855504;63
02aI;-36.72204352;-73.1183571;64
02aI;-36.7247556;-73.11728679;65
02aI;-36.72474;-73.11833;66
02aI;-36.72137;-73.12527;67
02aI;-36.72456;-73.1303;68
02aI;-36.72390039;-73.13112076;69
02aI;-36.7235273;-73.13083315;70
02aI;-36.72317245;-73.13157977;71
02aI;-36.72402;-73.13365;72
02aI;-36.72477951;-73.13439857;73
02aI;-36.72465306;-73.13514599;74
02aI;-36.72495697;-73.13602539;75
02aI;-36.72471;-73.13657;76
02aI;-36.72408538;-73.13702997;77
02aI;-36.72383599;-73.13694279;78
02aI;-36.72226053;-73.13520171;79
02aI;-36.72163343;-73.13306432;80
02aI;-36.72081;-73.13256;81
02aI;-36.7193211;-73.1323105;82
02aI;-36.7191026;-73.13263391;83
02aI;-36.71819;-73.13274;84
02aI;-36.7158416;-73.13196586;85
02aI;-36.71385729;-73.12814045;86
02aI;-36.71384338;-73.12711426;87
02aI;-36.71427721;-73.12615189;88
02aI;-36.71325796;-73.12621889;89
02aI;-36.71229574;-73.12590305;90
02aI;-36.71160364;-73.12608426;91
02aI;-36.71037;-73.1256;92
02aI;-36.70991;-73.12586;93
02aI;-36.70903;-73.12764;94
02aI;-36.70869;-73.12922;95
02aI;-36.71112818;-73.13035395;96
02aI;-36.71199632;-73.13164074;97
02aI;-36.7130055;-73.13400682;98
02aI;-36.71199;-73.1379;99
02aI;-36.71026432;-73.14001392;100
02aI;-36.71254193;-73.14144354;101
02aI;-36.7099009;-73.15043725;102
02aI;-36.70900531;-73.14943745;103
02aI;-36.70883275;-73.14871761;104
02dI;-36.70891823;-73.14793877;0
02dI;-36.70942852;-73.14669483;1
02dI;-36.71085051;-73.14725333;2
02dI;-36.71254;-73.14138;3
02dI;-36.71030518;-73.13995424;4
02dI;-36.7119;-73.13823;5
02dI;-36.71307;-73.13398;6
02dI;-36.71212321;-73.13174;7
02dI;-36.71110591;-73.13027907;8
02dI;-36.70991446;-73.12989159;9
02dI;-36.70877171;-73.12910466;10
02dI;-36.70915687;-73.12765878;11
02dI;-36.7101029;-73.12575146;12
02dI;-36.7105;-73.12561;13
02dI;-36.7115486;-73.12614781;14
02dI;-36.71218645;-73.12595758;15
