id;id_station_measure
25592-Gsm;102
25859-Lte;36
25861-Gsm;66
26151-Gsm;1
26192-Gsm;37
26351-Gsm;82
26551-Gsm;61
26582-Gsm;38
26743-Gsm;105
2682233-Wcdma;27
2682234-Wcdma;27
2682236-Wcdma;18-27
2682237-Wcdma;27
26882-Gsm;76
26883-Gsm;76
26902-Gsm;64-65
271361-Lte;86
28042-Gsm;59-60
29083-Gsm;74
29131-Gsm;61
29132-Gsm;61
2952747-Wcdma;22
2952755-Wcdma;96-97
2952757-Wcdma;96
2952761-Wcdma;20
2952762-Wcdma;20
2952764-Wcdma;20
2952765-Wcdma;20
2952766-Wcdma;18
2952769-Wcdma;18
2952771-Wcdma;18
2952772-Wcdma;19
2952775-Wcdma;19
2952777-Wcdma;19
2952781-Wcdma;17
2952785-Wcdma;21
2952786-Wcdma;21
2952787-Wcdma;21
2952789-Wcdma;21
2952791-Wcdma;50
2952792-Wcdma;50-51
2952794-Wcdma;50-51
2952795-Wcdma;50-51
29680-Gsm;53
2969071-Wcdma;24
2969073-Wcdma;24
2969075-Wcdma;23
2969077-Wcdma;22
2969078-Wcdma;21-22
2969084-Wcdma;21
2969085-Wcdma;20
2969088-Wcdma;19
2969091-Wcdma;18
2969092-Wcdma;17
2969094-Wcdma;17
2969095-Wcdma;16
2969097-Wcdma;16
2969098-Wcdma;16
2969099-Wcdma;15
2969100-Wcdma;15
2971668-Wcdma;21
2971669-Wcdma;50
2971670-Wcdma;50
2971671-Wcdma;21
2971672-Wcdma;50
2971673-Wcdma;50
2983816-Wcdma;96
2983817-Wcdma;96
2983818-Wcdma;96
2999755-Wcdma;96
3001458-Wcdma;97
3001460-Wcdma;97
3001461-Wcdma;97
3001463-Wcdma;97
30025-Gsm;69
30026-Gsm;66-69
30054-Gsm;70
3008598-Wcdma;98
3008600-Wcdma;98
3008602-Wcdma;98
3008603-Wcdma;98
3008604-Wcdma;98
3008606-Wcdma;99
3008607-Wcdma;99
3008608-Wcdma;99
3008610-Wcdma;99
3008612-Wcdma;99
3009326-Wcdma;18
3009332-Wcdma;20
3009339-Wcdma;23
3009340-Wcdma;23
3009342-Wcdma;24
3009649-Wcdma;16
3009652-Wcdma;15
3009653-Wcdma;15
30210-Lte;36
30214-Gsm;70
30215-Gsm;71
30354-Gsm;66
30355-Gsm;67
30465-Lte;11
307244-Wcdma;18-19
307245-Wcdma;19-50
307246-Wcdma;50
3073537-Lte;61
3073540-Lte;61
3073543-Lte;61
3083779-Lte;82
3083786-Wcdma;104
3084907-Wcdma;61
3084909-Wcdma;61
3084910-Wcdma;61
3084911-Wcdma;61
3087663-Wcdma;105
3088032-Wcdma;114
3088033-Wcdma;113
3088041-Wcdma;110
3088042-Wcdma;109
3088043-Wcdma;109
3088045-Wcdma;111
3088046-Wcdma;110
3088047-Wcdma;113
3088048-Wcdma;112
3088049-Wcdma;112
3088050-Wcdma;114
3088051-Wcdma;114
3088052-Wcdma;113
3088053-Wcdma;115
3088055-Wcdma;116
3088057-Wcdma;117
3088059-Wcdma;118
3088060-Wcdma;118
3089495-Wcdma;133
3089496-Wcdma;132
3089497-Wcdma;131
3089498-Wcdma;133
3089499-Wcdma;132
3089500-Wcdma;131
3089504-Wcdma;130
3089506-Wcdma;130
3089507-Wcdma;129
3089508-Wcdma;129
3089509-Wcdma;130
3089510-Wcdma;129
3089511-Wcdma;129
3092831-Wcdma;100
3092894-Wcdma;73
3093570-Wcdma;59
3093704-Wcdma;60
3094376-Wcdma;60
3094378-Wcdma;60
3094906-Wcdma;106
3096281-Wcdma;103
3096282-Wcdma;103
3096365-Wcdma;102
3096371-Wcdma;101
3096628-Wcdma;102
3096637-Wcdma;106
3096753-Wcdma;101
3096800-Wcdma;102
3096801-Wcdma;101
3096842-Wcdma;61
3097484-Wcdma;60
3097548-Wcdma;103-104
3097549-Wcdma;103
30977-Lte;16
3097796-Wcdma;58
30978-Lte;16
3097863-Wcdma;102
3097864-Wcdma;104
3097924-Wcdma;106
3098428-Wcdma;106
3098771-Wcdma;60
3098773-Wcdma;60
3099657-Wcdma;104
3099658-Wcdma;104
3099660-Wcdma;104
3099661-Wcdma;104
3102752-Wcdma;58
3102753-Wcdma;58
3103703-Wcdma;105
3103704-Wcdma;105
3103707-Wcdma;105
3103709-Wcdma;105
3103713-Wcdma;105
3106918-Wcdma;103
3106919-Wcdma;103-104
3106920-Wcdma;102-103
3106921-Wcdma;103-104
3109974-Wcdma;60
3110301-Wcdma;104
3110390-Wcdma;106
3110806-Wcdma;60
3110807-Wcdma;103
3110992-Wcdma;58
3111820-Wcdma;62-73
3111823-Wcdma;62-73
3111824-Wcdma;62
3113340-Wcdma;73
3113345-Wcdma;73
31234-Lte;35
31236-Lte;35
3124622-Wcdma;103
3124966-Wcdma;106
3125029-Wcdma;105
3125050-Wcdma;106
3125079-Wcdma;100
3125212-Wcdma;60
3125506-Lte;2
3129958-Wcdma;102
3129961-Wcdma;102
3132544-Wcdma;59
3132545-Wcdma;59
3135775-Wcdma;59
3136648-Wcdma;107
3136649-Wcdma;107
3136650-Wcdma;107
3136651-Wcdma;107
3136652-Wcdma;107
3136653-Wcdma;107
3136654-Wcdma;63
3136655-Wcdma;108
3136656-Wcdma;108
3136658-Wcdma;108
3136659-Wcdma;108
3136660-Wcdma;63
3136662-Wcdma;63
3139687-Wcdma;100
3139690-Wcdma;100
3140865-Lte;50
3140866-Lte;50
3142402-Lte;51
31425-Gsm;27
3143937-Lte;52
3143938-Lte;52
3145473-Lte;53
3145474-Lte;53
3145477-Lte;53
3148289-Lte;54
3148290-Lte;54
31489-Lte;94
3149825-Lte;55
3149826-Lte;55
3149828-Lte;55
3150849-Lte;56
3151583-Wcdma;58
3152641-Lte;57
3152642-Lte;57
3152644-Lte;57
3152897-Lte;72
3154689-Lte;108
3154690-Lte;108
3155015-Wcdma;136
3155017-Wcdma;135
3155018-Wcdma;136
3155020-Wcdma;135
3155022-Wcdma;134
3155024-Wcdma;134
3155026-Wcdma;133
3155027-Wcdma;133
3155029-Wcdma;132-133
3155030-Wcdma;133
3157761-Lte;62-73
3157762-Lte;62
3157764-Lte;73
3157765-Lte;62
31604-Gsm;106
3164161-Lte;32
3164162-Lte;32
3165953-Lte;31
3165954-Lte;31
3168264-Wcdma;51
3168265-Wcdma;51
3168266-Wcdma;51
3168267-Wcdma;51
3168269-Wcdma;57
3168270-Wcdma;56
3168271-Wcdma;57
3168273-Wcdma;57
3168274-Wcdma;56
3168275-Wcdma;57
3168291-Wcdma;56
3168292-Wcdma;56
3168294-Wcdma;56
3168295-Wcdma;56
3168296-Wcdma;56
3168300-Wcdma;55
3168302-Wcdma;55
3168303-Wcdma;55
3168304-Wcdma;53
3168305-Wcdma;53
3168307-Wcdma;53
3168308-Wcdma;53
3169728-Wcdma;53
3169731-Wcdma;50
3169739-Wcdma;50
3170307-Lte;65
3170313-Lte;65
3171294-Wcdma;52
3171296-Wcdma;52
3171298-Wcdma;52
3171299-Wcdma;52
3171300-Wcdma;52
3171302-Wcdma;51
31745-Lte;93
3177350-Wcdma;54
3177353-Wcdma;54
3177354-Wcdma;54
3177355-Wcdma;54
3206509-Wcdma;25
3206510-Wcdma;25
3206512-Wcdma;25
3206513-Wcdma;25
3206514-Wcdma;25
3206515-Wcdma;26
3206516-Wcdma;26
3206518-Wcdma;26
3206519-Wcdma;26
3215105-Lte;102
3215107-Lte;101
3215111-Lte;101
3221251-Lte;39
3221761-Lte;107
3221762-Lte;107
3239683-Lte;61
3244545-Lte;105
3244546-Lte;105
3244547-Lte;104
3244552-Lte;105
3244803-Lte;39
3248131-Lte;77
3248134-Lte;76
3288577-Lte;21
3288578-Lte;21
3288579-Lte;22
3289089-Lte;8
3289090-Lte;8
3289345-Lte;17
3292161-Lte;16
3292162-Lte;16
3294977-Lte;19
3294978-Lte;19
3294979-Lte;18
329730-Lte;61
3305730-Lte;61
33074-Gsm;60
33076-Gsm;106-61
33085-Gsm;60-61
33086-Gsm;61
33134-Gsm;64
33234-Gsm;65
33244-Gsm;65-66
33245-Gsm;66
33325-Gsm;68-69
33326-Gsm;67
333313-Lte;76
33354-Gsm;65-66
33384-Gsm;77
33384-Wcdma;21
33385-Wcdma;21
33386-Gsm;77
33386-Wcdma;19
33388-Wcdma;20-74
33391-Wcdma;18
33394-Gsm;64
33416-Gsm;58
33685529-Wcdma;66
33816600-Wcdma;106
33816602-Wcdma;3-40
33816603-Wcdma;69-71
33824-Gsm;69
33826-Gsm;70
33834-Gsm;75
33916-Gsm;73
33944-Gsm;65-66
34065-Gsm;78
34066-Gsm;78
34074-Gsm;75-76
34076-Gsm;76-77
34078745-Wcdma;87
341000-Lte;75
34104-Gsm;103-104
34105-Gsm;103-104
34106-Gsm;104
34174-Gsm;101-102
34175-Gsm;102
34204-Gsm;104-105
34205-Gsm;106
34214-Gsm;44
34215-Gsm;45
34274-Gsm;101-39
34275-Gsm;102
34305-Gsm;102
34375-Gsm;77
34385-Gsm;75
34386-Gsm;75
34404-Gsm;82
34406-Gsm;82
34562-Lte;37
347137-Lte;66
348447-Wcdma;18
348930-Lte;77
35024-Gsm;60
35025-Gsm;106-60
35073-Lte;12
35074-Lte;11-12
35124-Gsm;58-59
35125-Gsm;59
35329-Lte;14
35330-Lte;14
35331-Lte;14
35344-Gsm;57
35445-Gsm;58
35504-Gsm;82-83
35506-Gsm;82
35585-Lte;15
3586819-Lte;100
3586825-Lte;100
3600131-Lte;103
3602178-Lte;77
36165-Gsm;84
36186-Gsm;83
36204-Gsm;1
36205-Gsm;2
36206-Gsm;1
36264-Gsm;39
36312325-Wcdma;3
36312326-Wcdma;3
36312328-Wcdma;3
36312329-Wcdma;3
36313517-Wcdma;84
36314076-Wcdma;36
36314079-Wcdma;36
36318485-Wcdma;75
36318488-Wcdma;75
36318646-Wcdma;78
36318647-Wcdma;78
36318650-Wcdma;78
36319285-Wcdma;28
36319289-Wcdma;31
36322107-Wcdma;38
36322110-Wcdma;38
36322785-Wcdma;109
36322805-Wcdma;111
36322808-Wcdma;111
36322815-Wcdma;110
36323305-Wcdma;83
36323306-Wcdma;83
36323307-Wcdma;83
36323309-Wcdma;83
36323310-Wcdma;83
36324425-Wcdma;38
36324427-Wcdma;9
36324457-Wcdma;2
36324476-Wcdma;39
36324477-Wcdma;39
36324478-Wcdma;39
36324479-Wcdma;39
36324480-Wcdma;39
36333980-Wcdma;66
36335797-Wcdma;91
36335798-Wcdma;92
36336895-Wcdma;39
36336896-Wcdma;39
36336898-Wcdma;39
36336899-Wcdma;39
36337565-Wcdma;12
36337688-Wcdma;81
36337689-Wcdma;80
36337695-Wcdma;95
36337697-Wcdma;97
36337698-Wcdma;95
36337700-Wcdma;97
36337705-Wcdma;98
36337706-Wcdma;99
36337707-Wcdma;98
36337727-Wcdma;86
36337730-Wcdma;88
36337788-Wcdma;46
36337789-Wcdma;47
36337790-Wcdma;48
36337798-Wcdma;49
36337827-Wcdma;35
36337829-Wcdma;36
36337830-Wcdma;37
36337836-Wcdma;34
36337837-Wcdma;35
36337839-Wcdma;36
36337840-Wcdma;37
36337845-Wcdma;28
36337847-Wcdma;92
36337848-Wcdma;30
36337895-Wcdma;12
36337896-Wcdma;13
36337897-Wcdma;14
36337898-Wcdma;15
36337899-Wcdma;16
36337907-Wcdma;13-8
36337908-Wcdma;9
36337909-Wcdma;10
36337910-Wcdma;12
36337915-Wcdma;6
36337916-Wcdma;7
36337917-Wcdma;13-8
36337918-Wcdma;9
36337919-Wcdma;10
36337920-Wcdma;11
36337935-Wcdma;1
36337936-Wcdma;2
36337937-Wcdma;3
36337938-Wcdma;4
36337939-Wcdma;5
36342786-Wcdma;17
36344595-Wcdma;82
36344596-Wcdma;82
36344600-Wcdma;82
36344825-Wcdma;89
36344826-Wcdma;90
36344827-Wcdma;91
36344828-Wcdma;92
36344829-Wcdma;93
36344830-Wcdma;94
36344832-Wcdma;93
36344833-Wcdma;94
36346256-Wcdma;36
36346259-Wcdma;36
36352045-Wcdma;120
36352048-Wcdma;120
36352055-Wcdma;121
36352065-Wcdma;124
36352068-Wcdma;124
36352078-Wcdma;122
36352085-Wcdma;123
36352088-Wcdma;123
36352096-Wcdma;125
36352097-Wcdma;124
36352099-Wcdma;125
36352166-Wcdma;119
36352167-Wcdma;119
36352169-Wcdma;119
36352170-Wcdma;119
36352175-Wcdma;129
36352178-Wcdma;129
36353579-Wcdma;125-126
36353588-Wcdma;127
36353609-Wcdma;130
36356205-Wcdma;1
36356206-Wcdma;2
36356207-Wcdma;3
36356208-Wcdma;4
36356209-Wcdma;5
36376362-Wcdma;24
36376364-Wcdma;25
36376366-Wcdma;27
36384901-Wcdma;23
36384902-Wcdma;24
36384904-Wcdma;25
36384905-Wcdma;26
36384906-Wcdma;27
36386181-Wcdma;118
36386182-Wcdma;20
36386184-Wcdma;118
36386185-Wcdma;20
36387541-Wcdma;117
36387545-Wcdma;116
36403291-Wcdma;54
36403292-Wcdma;55
36403293-Wcdma;56
36403295-Wcdma;59
36403304-Wcdma;57
36403311-Wcdma;50
36403313-Wcdma;52
36403314-Wcdma;53
36403315-Wcdma;50
36403412-Wcdma;18
36403413-Wcdma;19
36403414-Wcdma;20
36403416-Wcdma;22
36403421-Wcdma;17
36403422-Wcdma;18
36403423-Wcdma;19
36403424-Wcdma;20
36403425-Wcdma;21
36403426-Wcdma;22
36417732-Wcdma;135
36417735-Wcdma;135
36417741-Wcdma;136
36417744-Wcdma;136
36419171-Wcdma;134
36419174-Wcdma;134
36507644-Wcdma;58
36507647-Wcdma;58
36508743-Wcdma;65
36508746-Wcdma;65
36509507-Wcdma;68
36510354-Wcdma;70
36510356-Wcdma;70
36510357-Wcdma;70
36510358-Wcdma;70
36510664-Wcdma;73
36510667-Wcdma;73
36513164-Wcdma;61
36513165-Wcdma;61
36513166-Wcdma;61
36513167-Wcdma;61
36513168-Wcdma;61
36513203-Wcdma;64
36513204-Wcdma;64
36513206-Wcdma;64
36517993-Wcdma;112-113
36517996-Wcdma;112
36518073-Wcdma;114
36518076-Wcdma;114
36518453-Wcdma;106
36518454-Wcdma;106
36518455-Wcdma;106
36518573-Wcdma;116
36518576-Wcdma;116
36518593-Wcdma;113
36518634-Wcdma;115
36518637-Wcdma;115
36518923-Wcdma;74
36518924-Wcdma;74
36518925-Wcdma;74
36518926-Wcdma;74
36518928-Wcdma;74
36518934-Wcdma;77
36518935-Wcdma;77
36518937-Wcdma;77
36520186-Wcdma;75
36520283-Wcdma;66
36520284-Wcdma;66
36520285-Wcdma;66
36520286-Wcdma;66
36520288-Wcdma;66
36520366-Wcdma;69
36520367-Wcdma;69
36520368-Wcdma;69
36520633-Wcdma;40
36520634-Wcdma;40
36520635-Wcdma;40
36520636-Wcdma;40
36525045-Wcdma;58
36525048-Wcdma;58
36527389-Wcdma;105
36534274-Wcdma;75
36534275-Wcdma;76
36534277-Wcdma;75
36534278-Wcdma;76
36534283-Wcdma;77
36534284-Wcdma;78
36534286-Wcdma;77
36534287-Wcdma;78
36534347-Wcdma;72
36534356-Wcdma;62
36534357-Wcdma;63
36534358-Wcdma;107
36534360-Wcdma;108
36534414-Wcdma;41
36534416-Wcdma;43
36534418-Wcdma;45
36534425-Wcdma;42
36534427-Wcdma;44
36534428-Wcdma;45
36535675-Wcdma;105
36536034-Wcdma;102
36536035-Wcdma;102
36536038-Wcdma;102
36536043-Wcdma;101
36536044-Wcdma;101
36536045-Wcdma;101
36536046-Wcdma;101
36536053-Wcdma;103
36536063-Wcdma;104
36536064-Wcdma;104
36536066-Wcdma;104
36536067-Wcdma;104
36537165-Wcdma;75
36537168-Wcdma;75
36539024-Wcdma;68
36539915-Wcdma;67
36539918-Wcdma;67
36543708-Wcdma;66
36544765-Wcdma;60
36544768-Wcdma;60
36548793-Wcdma;131
36548796-Wcdma;131
36550226-Wcdma;132
36562595-Wcdma;76
36562598-Wcdma;76
36564374-Wcdma;100
36564377-Wcdma;100
36564378-Wcdma;100
36564555-Wcdma;58
36565055-Wcdma;59
36565056-Wcdma;58-59
36565058-Wcdma;59
36754-Gsm;84
36764-Gsm;109
3677697-Lte;59
3677699-Lte;59
3677702-Lte;59
3679235-Lte;106
36836-Gsm;73
36925-Gsm;42
3710465-Lte;89
3710466-Lte;89
3710721-Lte;88
3710724-Lte;88
3710977-Lte;86
3710980-Lte;86
37121-Lte;95
37165-Gsm;67
3721729-Lte;102
3721733-Lte;103
37615-Gsm;58
37914-Gsm;69
3801088-Lte;82
3801089-Lte;82
3801090-Lte;82
38025-Gsm;36
38026-Gsm;36
3803649-Lte;85
3803650-Lte;85
3803906-Lte;81
3803909-Lte;81
3804161-Lte;80
3804417-Lte;79
3804418-Lte;79
38074-Gsm;38
38075-Gsm;38-39
38076-Gsm;38
38114-Gsm;40
38235-Gsm;60
3825671-Lte;60
38265-Gsm;39
38266-Gsm;39
38273104-Wcdma;94
38435-Gsm;38
38445-Gsm;36
3846401-Lte;78
38465-Gsm;100
38490970-Wcdma;104
38506-Gsm;9
38514-Gsm;39
38524-Gsm;39
3862530-Lte;76
3868161-Lte;58
3871747-Lte;105
3872-Wcdma;91
3876610-Lte;58
3877377-Lte;100
38835-Gsm;36
3883776-Lte;58
3887104-Lte;65
3899137-Lte;68
3909632-Lte;1
3909633-Lte;2
3909635-Lte;4
3909636-Lte;5
3909889-Lte;7
3909890-Lte;8
3909891-Lte;9
3909892-Lte;10
3909893-Lte;11-12
3910144-Lte;12
3910145-Lte;13
3910146-Lte;14
3910147-Lte;15-16
3910148-Lte;16
3910400-Lte;17
3910401-Lte;18
3910402-Lte;19
3910403-Lte;20
3910404-Lte;21
3910405-Lte;22
3910656-Lte;23
3910657-Lte;24
3910659-Lte;25
3910661-Lte;27
3910912-Lte;28
3910914-Lte;92
3910916-Lte;31
3910917-Lte;32
3911169-Lte;34
3911170-Lte;35
3911172-Lte;36
3911173-Lte;37
3911425-Lte;41
3911426-Lte;42
3911428-Lte;44
3911680-Lte;46
3911681-Lte;47
3911682-Lte;48
3911683-Lte;49
3911936-Lte;50
3911937-Lte;51
3911939-Lte;53
3912192-Lte;54
3912193-Lte;55
3912194-Lte;56
3912195-Lte;57
3912196-Lte;59
3912448-Lte;62
3912449-Lte;63
3912450-Lte;107
3912451-Lte;108
3912704-Lte;71
3912705-Lte;72
3912960-Lte;85
3912962-Lte;86
3912965-Lte;88
3913216-Lte;89
3913218-Lte;91
3913219-Lte;92
3913220-Lte;93
3913221-Lte;94
3913472-Lte;95
3913473-Lte;96
3913474-Lte;97
3913476-Lte;99
3913728-Lte;81
3913729-Lte;80
3913730-Lte;79
3913985-Lte;75
3913986-Lte;76
3913987-Lte;77
3913988-Lte;78
3932162-Lte;92
3932163-Lte;92
3932418-Lte;28
39334-Gsm;91
39354-Gsm;85
3937281-Lte;2
3937282-Lte;2
3937284-Lte;2
3937537-Lte;3
3937538-Lte;3
3937539-Lte;3
3937540-Lte;3
3937541-Lte;3
3937793-Lte;4
3937794-Lte;4
3937797-Lte;4
3938049-Lte;5
3938052-Lte;5
3938305-Lte;6
3938306-Lte;6
3938562-Lte;7
3938817-Lte;9
3938818-Lte;8-9
3940097-Lte;18
3940098-Lte;18
3940099-Lte;17
3940353-Lte;20
3940354-Lte;20
3940609-Lte;22
3940610-Lte;22
3940865-Lte;23
3940866-Lte;23
3941121-Lte;24
3941122-Lte;24
3951361-Lte;34
3951362-Lte;34
3951363-Lte;35
3951617-Lte;35
3951619-Lte;35
3951873-Lte;40
3951874-Lte;40
3952385-Lte;42
3952386-Lte;42
3952641-Lte;43
3952642-Lte;43
3952897-Lte;44
3952898-Lte;44
3953153-Lte;45
3953154-Lte;45
3953409-Lte;46
3953410-Lte;46
3953665-Lte;47
3953666-Lte;47
3953921-Lte;48
3953922-Lte;48
3955713-Lte;95
3955714-Lte;95
3955969-Lte;96
3955970-Lte;96
3955971-Lte;96
3956225-Lte;97
3956226-Lte;97
3956737-Lte;99
3956738-Lte;99
3956995-Lte;38
3956998-Lte;38
40111-Gsm;100
4023813-Lte;39
4025602-Lte;36
4029954-Lte;100
4029955-Lte;100
4029958-Lte;100
4030978-Lte;104
40461-Gsm;39
4065027-Lte;106
40712-Gsm;76-77
4080386-Lte;66
40951-Gsm;66
409647-Wcdma;50
4100608-Lte;38
4127744-Lte;74
4127746-Lte;74
4136193-Lte;39
4155137-Lte;84
4155138-Lte;84
4166915-Lte;112
4167680-Lte;64
4167681-Lte;64
4167682-Lte;64
4209666-Lte;67
4269057-Lte;61
4269058-Lte;61
4299522-Lte;102
43843-Gsm;69
4386560-Lte;69
4386561-Lte;69
4386562-Lte;69
4403712-Lte;104
4403713-Lte;104
4406273-Lte;73
4407040-Lte;103
4407042-Lte;103
4438786-Lte;66
4468226-Lte;75
44931-Gsm;90
44932-Gsm;90-91
44941-Gsm;87-89
449793-Lte;65
450049-Lte;65
4502016-Lte;91
4502786-Lte;36
450305-Lte;68
4503552-Lte;40
4503562-Lte;40
4504064-Lte;101
450817-Lte;84
451073-Lte;84
451329-Lte;82
452097-Lte;69
452609-Lte;83
452865-Lte;67
453121-Lte;67
45381-Gsm;102
4682242-Lte;37
475137-Lte;119
475143-Lte;119
475144-Lte;119
475145-Lte;120
475148-Lte;121
476680-Lte;123
476684-Lte;125
476685-Lte;126
476687-Lte;126
476690-Lte;127-128
477192-Lte;129
477194-Lte;130
477196-Lte;131
477198-Lte;132
477703-Lte;133
477706-Lte;134-135
477707-Lte;135
477709-Lte;136
477710-Lte;136
48581-Gsm;85
49442-Gsm;105
49922-Lte;36
50251-Gsm;78
50686-Gsm;107
50687-Gsm;107
50689-Gsm;108
50690-Gsm;108
50691-Gsm;62-63
52383-Gsm;62-73
52384-Gsm;62
52385-Gsm;62
52386-Gsm;71
52387-Gsm;71
52388-Gsm;71-72
52389-Gsm;72
52391-Gsm;72
53002-Gsm;51
53199-Gsm;60
53213-Gsm;58
5342722-Lte;38
53488-Gsm;51
53490-Gsm;51-52
53492-Gsm;52
53493-Gsm;52
53494-Gsm;51
53495-Gsm;53
53496-Gsm;53
53601-Gsm;30
53611-Gsm;28
54341-Gsm;33
54351-Gsm;34
54361-Gsm;35
54421-Gsm;5-6
54422-Gsm;5
54423-Gsm;4-5
54424-Gsm;4
54425-Gsm;4-5
54426-Gsm;4
54427-Gsm;3
54428-Gsm;3
54430-Gsm;2
54433-Gsm;1
54573-Gsm;38
55037-Gsm;104
55039-Gsm;106
55045-Gsm;106
55056-Gsm;61
55057-Gsm;106
55123-Gsm;60
55141-Gsm;102
55146-Gsm;58
55235-Gsm;100
55237-Gsm;101-103
55248-Gsm;105
55292-Gsm;64
55476-Gsm;73
55589-Gsm;58
56516-Gsm;79
56517-Gsm;79
56534-Gsm;80-81
56535-Gsm;81
56537-Gsm;85
56539-Gsm;86
57252-Gsm;36-93
57422-Gsm;100
57423-Gsm;100
58425-Gsm;11
58426-Gsm;11
58427-Gsm;11
58428-Gsm;11
58429-Gsm;10
58430-Gsm;10
58431-Gsm;10-9
58432-Gsm;10-9
58433-Gsm;9
58434-Gsm;8-9
58439-Gsm;37
58440-Gsm;37
58441-Gsm;36
58442-Gsm;36
58446-Gsm;38
58447-Gsm;38
58448-Gsm;39
58449-Gsm;39
58482-Gsm;92
58484-Gsm;92
58485-Gsm;91
58486-Gsm;93-94
58487-Gsm;93
58488-Gsm;93
59263-Gsm;58
59470-Gsm;97-98
59471-Gsm;98
59472-Gsm;98
59474-Gsm;99
59475-Gsm;99
59476-Gsm;99
59905-Lte;17
59906-Lte;16
60161-Lte;18
60284-Gsm;3-4
60324-Gsm;15-16
60417-Lte;19
60418-Lte;19
60419-Lte;19
60424-Gsm;41
60434-Gsm;34-35
60673-Lte;20
60674-Lte;20
60675-Lte;20
610-Gsm;17-18
620-Gsm;17-18
6269441-Lte;25
6269442-Lte;25
6353922-Lte;87
6353923-Lte;87
6353926-Lte;87
659041-Wcdma;11
659046-Wcdma;12
659062-Wcdma;13
659065-Wcdma;13
662270-Wcdma;38
662273-Wcdma;38
6627840-Lte;109
6630400-Lte;110
6632960-Lte;111
668968-Wcdma;36
672467-Wcdma;36
67887-Wcdma;11-18
67888-Wcdma;18
67889-Wcdma;18
67893-Wcdma;11-18
67894-Wcdma;18
67895-Wcdma;18-9
67897-Wcdma;19-23
67898-Wcdma;19
67904-Wcdma;19
67905-Wcdma;19
67907-Wcdma;16
67908-Wcdma;20
67909-Wcdma;20
67913-Wcdma;20
67915-Wcdma;20
687909-Wcdma;36
688666-Wcdma;14
688667-Wcdma;14
688668-Wcdma;14
688669-Wcdma;13
688671-Wcdma;13
688672-Wcdma;13
688673-Wcdma;12
688674-Wcdma;12
688675-Wcdma;12
688676-Wcdma;12
688677-Wcdma;11
688678-Wcdma;11
688679-Wcdma;11
688680-Wcdma;11
6892-Gsm;74
689683-Wcdma;38
69889-Lte;34
706824-Wcdma;92
706826-Wcdma;92
706827-Wcdma;93
706828-Wcdma;93
706829-Wcdma;93
706830-Wcdma;94
706832-Wcdma;94
706833-Wcdma;95
706834-Wcdma;95
706839-Wcdma;92
706841-Wcdma;92
706842-Wcdma;93
706843-Wcdma;93
706844-Wcdma;93
706845-Wcdma;94
706847-Wcdma;94
706848-Wcdma;95
706849-Wcdma;95
706850-Wcdma;95
715728-Wcdma;34
715729-Wcdma;34
715730-Wcdma;34
715731-Wcdma;34
715732-Wcdma;33-34
715734-Wcdma;35
715735-Wcdma;35
715736-Wcdma;35
715737-Wcdma;35
715738-Wcdma;35
715739-Wcdma;35
715741-Wcdma;36
715742-Wcdma;36
715745-Wcdma;36
715747-Wcdma;37
715748-Wcdma;37
715750-Wcdma;37
715751-Wcdma;37
715755-Wcdma;38
715756-Wcdma;38
715895-Wcdma;14
715898-Wcdma;13
715899-Wcdma;13
715902-Wcdma;12
715903-Wcdma;12
715905-Wcdma;12
715906-Wcdma;11
715907-Wcdma;11
715908-Wcdma;11
745729-Lte;70
745985-Lte;70
78337-Lte;40
78338-Lte;40
7949825-Lte;60
79874-Lte;102
80898-Lte;41
80899-Lte;41
8196098-Lte;65
84225-Lte;100
84226-Lte;100
8458-Gsm;36
8477-Gsm;60
8491-Gsm;77
8513-Gsm;83
8514-Gsm;66
8515-Gsm;68
8516-Gsm;68
8622-Gsm;104
8627-Gsm;78
8655-Gsm;58
86583086-Wcdma;25
86583096-Wcdma;27
86583116-Wcdma;25
86617958-Wcdma;24
86617959-Wcdma;22-23
86617962-Wcdma;23
86649102-Wcdma;28
86649112-Wcdma;92
86653102-Wcdma;85
86653122-Wcdma;86
86653132-Wcdma;85
86653152-Wcdma;86
86675722-Wcdma;119
86675752-Wcdma;119
86675772-Wcdma;119
86675812-Wcdma;120
86675822-Wcdma;120
86675852-Wcdma;120
86675872-Wcdma;120
86675912-Wcdma;121
86675922-Wcdma;121
86676042-Wcdma;121
86676112-Wcdma;122
86676122-Wcdma;122
86676152-Wcdma;122
86676172-Wcdma;122
86676412-Wcdma;129
86676422-Wcdma;123
86676452-Wcdma;123-129
86676472-Wcdma;123
86686795-Wcdma;89
86686796-Wcdma;87
86686797-Wcdma;88
86686798-Wcdma;89
86692184-Wcdma;31
86692186-Wcdma;30
86692187-Wcdma;31
86704138-Wcdma;12
86704148-Wcdma;12
86704168-Wcdma;12
86704178-Wcdma;12
86704338-Wcdma;13
86704368-Wcdma;13
86704378-Gsm;13
86704378-Wcdma;13
86704538-Wcdma;14
86704548-Wcdma;14-15
86704568-Wcdma;14
86704578-Wcdma;14
86704738-Wcdma;17
86704748-Wcdma;17
86704768-Wcdma;17
86704778-Wcdma;17
86704938-Gsm;15
86704948-Wcdma;15
86704968-Wcdma;15
86704978-Wcdma;15-16
86705238-Gsm;16
86705238-Wcdma;16
86705248-Gsm;16
86705248-Wcdma;16
