id;id_station_measure
86705268-Wcdma;16
86705278-Wcdma;16
86705500-Wcdma;36
86706938-Wcdma;37
86706948-Wcdma;37
86706958-Wcdma;11
86706968-Wcdma;37
86706978-Wcdma;37
86706988-Wcdma;11
86707748-Wcdma;93
86707768-Wcdma;93
86707778-Wcdma;93
86707838-Wcdma;7
86707868-Wcdma;7
86710323-Wcdma;37
86714438-Wcdma;11
86714448-Wcdma;10
86714458-Wcdma;8-9
86714468-Wcdma;11
86714478-Wcdma;10
86714488-Wcdma;8
86714748-Wcdma;33
86714768-Wcdma;31-32
86714778-Wcdma;33
86718738-Wcdma;90
86718748-Wcdma;91
86718838-Wcdma;97
86718848-Wcdma;99
86718888-Wcdma;98
86724923-Wcdma;104
86738947-Wcdma;38
86740297-Wcdma;38
86742148-Wcdma;124
86742158-Wcdma;124
86742258-Wcdma;124
86742278-Wcdma;124
86742348-Wcdma;119-125
86742358-Wcdma;125
86742378-Wcdma;125
86742388-Wcdma;125
86742548-Wcdma;126
86742608-Wcdma;132
86742758-Wcdma;127
86742808-Wcdma;127
86742848-Wcdma;128
86742858-Wcdma;128
86742888-Wcdma;128
86742908-Wcdma;128
86743178-Wcdma;130
86743218-Wcdma;130
86743278-Wcdma;131
86743318-Wcdma;130-131
86757999-Wcdma;8
86758001-Wcdma;6
86758002-Wcdma;8
86758004-Wcdma;6
86758470-Wcdma;35
86758472-Wcdma;34
86758473-Wcdma;35
86758621-Wcdma;94
86758624-Wcdma;94
86758701-Wcdma;38
86758704-Wcdma;38
86761380-Wcdma;36
86761382-Wcdma;36
86761383-Wcdma;36
86767638-Wcdma;96
86767738-Wcdma;96
86767748-Wcdma;95
86767758-Wcdma;96
86769671-Wcdma;82
86772807-Wcdma;83
86774349-Wcdma;82
86775380-Wcdma;82
86776305-Wcdma;82
86776308-Wcdma;82
86778761-Wcdma;82
86780074-Wcdma;5
86780084-Wcdma;4
86780094-Wcdma;3
86780114-Wcdma;4
86780124-Wcdma;3
86784074-Wcdma;81
86784084-Wcdma;80
86790127-Wcdma;82
86790128-Wcdma;83
86790130-Wcdma;82
86791756-Wcdma;3
86791757-Wcdma;84
86796305-Wcdma;82
86796854-Wcdma;109
86812285-Wcdma;84
86818275-Wcdma;79
86818278-Wcdma;79
86818279-Wcdma;79
86818336-Wcdma;84
86818339-Wcdma;84
86821566-Wcdma;82
86823495-Wcdma;2
86823496-Wcdma;1
86823499-Wcdma;1
86835431-Wcdma;40
86835434-Wcdma;40
86837801-Wcdma;39
86838610-Wcdma;49
86838630-Wcdma;48-49
86838640-Wcdma;49
86838660-Wcdma;48
86840714-Wcdma;57
86840791-Wcdma;102
86841031-Wcdma;39
86845910-Wcdma;43
86845920-Wcdma;44
86845930-Wcdma;45
86845940-Wcdma;43
86845950-Wcdma;44
86845960-Wcdma;45
86853520-Wcdma;57
86855431-Wcdma;40
86858182-Wcdma;55
86858184-Wcdma;54
86858185-Wcdma;55
86858325-Wcdma;38
86860791-Wcdma;102
86860793-Wcdma;101
86860794-Wcdma;102
86861953-Wcdma;39
86861956-Wcdma;39
86862460-Wcdma;110
86862480-Wcdma;110
86862630-Wcdma;110
86862720-Wcdma;111
86862760-Wcdma;111
86862780-Wcdma;111
86862820-Wcdma;112
86862880-Wcdma;112
86863000-Wcdma;113
86863090-Wcdma;113
86863390-Wcdma;116
86863460-Wcdma;115
86863490-Wcdma;115
86863680-Wcdma;115
86863760-Wcdma;116
86863960-Wcdma;116
86864160-Wcdma;116
86864360-Wcdma;116
86874120-Wcdma;129
86874130-Wcdma;123
86874180-Wcdma;129
86874620-Wcdma;132
86874630-Wcdma;131-132
86874680-Wcdma;131-132
86874720-Wcdma;133
86874730-Wcdma;133-135
86874760-Wcdma;133
86874780-Wcdma;133
86875120-Wcdma;134
86875130-Wcdma;134
86875150-Wcdma;135
86875160-Wcdma;134
86875230-Wcdma;133-135
86875260-Wcdma;135
86875280-Wcdma;135
86875326-Wcdma;100
86875620-Wcdma;136
86875630-Wcdma;136
86875660-Wcdma;136
86875661-Wcdma;39
86875664-Wcdma;39-83
86875680-Wcdma;136
86878357-Wcdma;100
86886632-Wcdma;58
86887059-Wcdma;58
86887069-Wcdma;58
86887356-Wcdma;100
86889491-Wcdma;100
86889582-Wcdma;41
86889583-Wcdma;42
86889585-Wcdma;41
86889586-Wcdma;42
86889642-Wcdma;47
86889645-Wcdma;47
86889646-Wcdma;48
86892382-Wcdma;132
86892621-Wcdma;100
86892624-Wcdma;100
86896863-Wcdma;39
86896866-Wcdma;39
86901056-Wcdma;19
86901086-Wcdma;19
86901756-Wcdma;20
86901776-Wcdma;20
86901786-Wcdma;20
86901946-Wcdma;21
86901956-Wcdma;21
86901976-Wcdma;21
86901986-Wcdma;21
86902319-Wcdma;52
86903646-Wcdma;50
86903656-Wcdma;50
86903676-Wcdma;50
86903686-Wcdma;50
86910896-Wcdma;22
86918946-Wcdma;52
86918956-Wcdma;53
86918986-Wcdma;53
86923489-Wcdma;51
86929448-Wcdma;17-18
86929451-Wcdma;18
86929996-Wcdma;117
86930126-Wcdma;117
86930156-Wcdma;116
86930186-Wcdma;118
86930256-Wcdma;118
86966519-Wcdma;106
86969292-Wcdma;63
86969312-Wcdma;63
86969322-Wcdma;63
86969482-Wcdma;108
86969492-Wcdma;108
86969522-Wcdma;108
86969582-Wcdma;62-73
86969592-Wcdma;62-73
86969603-Wcdma;69-70
86969612-Wcdma;62
86969622-Wcdma;62-73
86970114-Wcdma;65
86970117-Wcdma;65
86970374-Wcdma;67
86970603-Wcdma;58
86970605-Wcdma;59
86970606-Wcdma;58
86970607-Wcdma;59
86970608-Wcdma;59
86971423-Wcdma;64
86972135-Wcdma;67
86972136-Wcdma;66
86973013-Wcdma;104
86973016-Wcdma;104
86973017-Wcdma;105
86973075-Wcdma;74
86973078-Wcdma;74
86975405-Wcdma;106
86975406-Wcdma;61
86975407-Wcdma;61
86975408-Wcdma;106
86975469-Wcdma;106
86975667-Wcdma;66
86976364-Wcdma;60
86976367-Wcdma;60
86976631-Wcdma;59
86976820-Wcdma;60
86977056-Wcdma;69
86977470-Wcdma;60
86986338-Wcdma;106
86989463-Wcdma;71
86989466-Wcdma;71
86989467-Wcdma;72
86989506-Wcdma;107
86990115-Wcdma;66
86990603-Wcdma;58-59
86990604-Wcdma;59
86990605-Wcdma;59
86990608-Wcdma;59
86991034-Wcdma;73
86991035-Wcdma;107-73
86991037-Wcdma;73
86991038-Wcdma;73
86991403-Wcdma;74
86991406-Wcdma;74
86991427-Wcdma;64
86992133-Wcdma;66
86994314-Wcdma;59
86995353-Wcdma;74
86995355-Wcdma;74
86995356-Wcdma;74
87002331-Wcdma;69
87002339-Wcdma;68
87003995-Wcdma;104
87003998-Wcdma;104
87007765-Wcdma;68
87007768-Wcdma;68
87009603-Wcdma;70
87009606-Wcdma;70
87009936-Wcdma;59
87010115-Wcdma;69
87010118-Wcdma;69
87011654-Wcdma;103
87011657-Wcdma;103
87015978-Wcdma;69
87017803-Wcdma;106
87017806-Wcdma;106
87018063-Wcdma;60
87018066-Wcdma;60
87020910-Wcdma;73
87024670-Wcdma;73
87025668-Wcdma;66
87026439-Wcdma;74
87026440-Wcdma;74
87026449-Wcdma;74
87028989-Wcdma;103
87030979-Wcdma;102
87030980-Wcdma;103
87030989-Wcdma;102
87030990-Wcdma;103
87032520-Wcdma;77
87032523-Wcdma;77
87036321-Wcdma;75
87036324-Wcdma;75
87038690-Wcdma;76
87038693-Wcdma;76
87056321-Wcdma;75
87056324-Wcdma;75
87058690-Wcdma;76
87058693-Wcdma;76
8706-Gsm;74
87070945-Wcdma;104
87071870-Wcdma;75
87071873-Wcdma;75
87072520-Wcdma;77
87072523-Wcdma;77
8708-Gsm;75-77
87082062-Wcdma;78
87093905-Wcdma;76
87093915-Wcdma;76
87553-Lte;99
88065-Lte;97
8847-Gsm;69
8849-Gsm;70
8858-Gsm;100
8929-Gsm;70
9019138-Lte;104
9024-Gsm;1
9025-Gsm;1
9220097-Lte;74
9220098-Lte;74
9220103-Lte;74
9269505-Lte;76
9285377-Lte;102-103
93697-Lte;42
93700-Lte;41
93955-Lte;38
93956-Lte;37
94209-Lte;39
94210-Lte;39
94465-Lte;40
94466-Lte;40
95233-Lte;38
