servicio;distancia;latitud;longitud
AC_I;2940;-22.44052047;-68.93283643
AC_I;2960;-22.4406984;-68.93287026
AC_I;2980;-22.44087632;-68.93290409
AC_I;3000;-22.44105424;-68.93293792
AC_I;3020;-22.44123217;-68.93297176
AC_I;3040;-22.44137514;-68.93307302
AC_I;3060;-22.44155031;-68.93311935
AC_I;3080;-22.44172806;-68.93315425
AC_I;3100;-22.4419058;-68.93318914
AC_I;3120;-22.44208355;-68.93322403
AC_I;3140;-22.44226129;-68.93325893
AC_I;3160;-22.44243904;-68.93329382
AC_I;3180;-22.44261679;-68.93332871
AC_I;3200;-22.44263497;-68.93348293
AC_I;3220;-22.44260345;-68.93367432
AC_I;3240;-22.44257193;-68.93386571
AC_I;3260;-22.44254041;-68.9340571
AC_I;3280;-22.44250598;-68.9342479
AC_I;3300;-22.4424708;-68.93443855
AC_I;3320;-22.44243563;-68.9346292
AC_I;3340;-22.44240046;-68.93481985
AC_I;3360;-22.44236625;-68.93501069
AC_I;3380;-22.44233398;-68.93520193
AC_I;3400;-22.4423017;-68.93539318
AC_I;3420;-22.44226938;-68.93558441
AC_I;3440;-22.442237;-68.93577563
AC_I;3460;-22.44220462;-68.93596685
AC_I;3480;-22.44217223;-68.93615807
AC_I;3500;-22.44213985;-68.93634929
AC_I;3520;-22.44210747;-68.93654051
AC_I;3540;-22.44207509;-68.93673173
AC_I;3560;-22.4420427;-68.93692295
AC_I;3580;-22.44207313;-68.93706752
AC_I;3600;-22.44225082;-68.93710271
AC_I;3620;-22.44242852;-68.93713791
AC_I;3640;-22.44260621;-68.9371731
AC_I;3660;-22.44278391;-68.93720829
AC_I;3680;-22.4429616;-68.93724349
AC_I;3700;-22.4431393;-68.93727868
AC_I;3720;-22.44331699;-68.93731387
AC_I;3740;-22.44349469;-68.93734906
AC_I;3760;-22.44367215;-68.93738557
AC_I;3780;-22.44384948;-68.93742284
AC_I;3800;-22.44402681;-68.93746011
AC_I;3820;-22.44420414;-68.93749739
AC_I;3840;-22.44438146;-68.93753466
AC_I;3860;-22.44455879;-68.93757193
AC_I;3880;-22.44473612;-68.9376092
AC_I;3900;-22.44491345;-68.93764647
AC_I;3920;-22.44509078;-68.93768374
AC_I;3940;-22.44526811;-68.93772101
AC_I;3960;-22.44544543;-68.93775829
AC_I;3980;-22.44562276;-68.93779556
AC_I;4000;-22.44580009;-68.93783283
AC_I;4020;-22.44597742;-68.9378701
AC_I;4040;-22.44615475;-68.93790738
AC_I;4060;-22.44633208;-68.93794465
AC_I;4080;-22.44650941;-68.93798192
AC_I;4100;-22.44665065;-68.93796277
AC_I;4120;-22.44668165;-68.93777128
AC_I;4140;-22.44671266;-68.93757979
AC_I;4160;-22.44674366;-68.9373883
AC_I;4180;-22.44677355;-68.93719662
AC_I;4200;-22.44679936;-68.93700424
AC_I;4220;-22.44682517;-68.93681186
AC_I;4240;-22.44685097;-68.93661948
AC_I;4260;-22.44688081;-68.93642785
AC_I;4280;-22.44691724;-68.93623747
AC_I;4300;-22.44695368;-68.93604709
AC_I;4320;-22.44699011;-68.93585671
AC_I;4340;-22.44702445;-68.93566592
AC_I;4360;-22.44705193;-68.93547381
AC_I;4380;-22.44707941;-68.9352817
AC_I;4400;-22.4471069;-68.93508958
AC_I;4420;-22.44704214;-68.93496716
AC_I;4440;-22.44686483;-68.93492977
AC_I;4460;-22.44668753;-68.93489238
AC_I;4480;-22.44651022;-68.93485499
AC_I;4500;-22.44633291;-68.9348176
AC_I;4520;-22.4461556;-68.93478021
AC_I;4540;-22.44597839;-68.93474232
AC_I;4560;-22.4458013;-68.93470378
AC_I;4580;-22.44562421;-68.93466523
AC_I;4600;-22.44544711;-68.93462668
AC_I;4620;-22.44526928;-68.93459229
AC_I;4640;-22.44509144;-68.93455798
AC_I;4660;-22.44491359;-68.93452367
AC_I;4680;-22.44473575;-68.93448936
AC_I;4700;-22.4445579;-68.93445505
AC_I;4720;-22.44438006;-68.93442075
AC_I;4740;-22.44420222;-68.93438644
AC_I;4760;-22.44406628;-68.93432065
AC_I;4780;-22.44409762;-68.93412923
AC_I;4800;-22.44412896;-68.9339378
AC_I;4820;-22.4441603;-68.93374638
AC_I;4840;-22.44419176;-68.93355498
AC_I;4860;-22.44422522;-68.93336397
AC_I;4880;-22.44425868;-68.93317296
AC_I;4900;-22.44429214;-68.93298196
AC_I;4920;-22.44432561;-68.93279095
AC_I;4940;-22.44436132;-68.93260041
AC_I;4960;-22.44439713;-68.9324099
AC_I;4980;-22.44443294;-68.93221938
AC_I;5000;-22.44446632;-68.93202839
AC_I;5020;-22.44449611;-68.93183668
AC_I;5040;-22.44452602;-68.93164499
AC_I;5060;-22.44455593;-68.9314533
AC_I;5080;-22.44458597;-68.93126163
AC_I;5100;-22.4446203;-68.9310708
AC_I;5120;-22.44465463;-68.93087998
AC_I;5140;-22.44468897;-68.93068915
AC_I;5160;-22.4447233;-68.93049832
AC_I;5180;-22.44475684;-68.93030732
AC_I;5200;-22.44479039;-68.93011633
AC_I;5220;-22.44482393;-68.92992534
AC_I;5240;-22.44485748;-68.92973435
AC_I;5260;-22.44489025;-68.9295432
AC_I;5280;-22.44492295;-68.92935204
AC_I;5300;-22.44495565;-68.92916088
AC_I;5320;-22.44498831;-68.92896971
AC_I;5340;-22.44502076;-68.9287785
AC_I;5360;-22.44505321;-68.92858729
AC_I;5380;-22.44508566;-68.92839608
AC_I;5400;-22.44511896;-68.92820504
AC_I;5420;-22.44515675;-68.92801497
AC_I;5440;-22.44519454;-68.9278249
AC_I;5460;-22.44522882;-68.9276341
AC_I;5480;-22.44526049;-68.92744274
AC_I;5500;-22.44529216;-68.92725137
AC_I;5520;-22.44532383;-68.92706001
AC_I;5540;-22.44535551;-68.92686865
AC_I;5560;-22.44538714;-68.92667728
AC_I;5580;-22.44541874;-68.9264859
AC_I;5600;-22.44545034;-68.92629453
AC_I;5620;-22.44548193;-68.92610315
AC_I;5640;-22.44551361;-68.92591179
AC_I;5660;-22.44554533;-68.92572044
AC_I;5680;-22.44557706;-68.92552908
AC_I;5700;-22.44560879;-68.92533773
AC_I;5720;-22.44564109;-68.92514649
AC_I;5740;-22.4456739;-68.92495535
AC_I;5760;-22.44570672;-68.92476421
AC_I;5780;-22.44573954;-68.92457307
AC_I;5800;-22.44577236;-68.92438193
AC_I;5820;-22.44580518;-68.9241908
AC_I;5840;-22.44579436;-68.9240037
AC_I;5860;-22.44573167;-68.9238214
AC_I;5880;-22.44566899;-68.9236391
AC_I;5900;-22.44562156;-68.92345553
AC_I;5920;-22.4456575;-68.92326504
AC_I;5940;-22.44569344;-68.92307455
AC_I;5960;-22.44572935;-68.92288406
AC_I;5980;-22.44576499;-68.9226935
AC_I;6000;-22.4458006;-68.92250294
AC_I;6020;-22.44583609;-68.92231236
AC_I;6040;-22.44587161;-68.92212178
AC_I;6060;-22.44590743;-68.92193126
AC_I;6080;-22.44594202;-68.92174051
AC_I;6100;-22.44597081;-68.92154862
AC_I;6120;-22.44599962;-68.92135673
AC_I;6140;-22.44602878;-68.92116491
AC_I;6160;-22.44605803;-68.9209731
AC_I;6180;-22.44608788;-68.9207814
AC_I;6200;-22.44611774;-68.9205897
AC_I;6220;-22.44614699;-68.92039789
AC_I;6240;-22.44617791;-68.92020638
AC_I;6260;-22.44620883;-68.92001488
AC_I;6280;-22.4462379;-68.91982308
AC_I;6300;-22.44625886;-68.91963002
AC_I;6320;-22.4463752;-68.91957867
AC_I;6340;-22.44654943;-68.91963015
AC_I;6360;-22.44672366;-68.91968163
AC_I;6380;-22.44689789;-68.9197331
AC_I;6400;-22.44707212;-68.91978458
AC_I;6420;-22.44724635;-68.91983606
AC_I;6440;-22.44742058;-68.91988753
AC_I;6460;-22.44759481;-68.91993901
AC_I;6480;-22.44776925;-68.91998967
AC_I;6500;-22.44794386;-68.9200396
AC_I;6520;-22.44811848;-68.92008954
AC_I;6540;-22.4482931;-68.92013948
AC_I;6560;-22.44846771;-68.92018941
AC_I;6580;-22.44864233;-68.92023935
AC_I;6600;-22.44881695;-68.92028929
AC_I;6620;-22.44899156;-68.92033922
AC_I;6640;-22.44916618;-68.92038916
AC_I;6660;-22.4493408;-68.9204391
AC_I;6680;-22.44951541;-68.92048904
AC_I;6700;-22.44969003;-68.92053897
AC_I;6720;-22.44986465;-68.92058891
AC_I;6740;-22.45003926;-68.92063885
AC_I;6760;-22.45021388;-68.92068879
AC_I;6780;-22.4503885;-68.92073873
AC_I;6800;-22.45056311;-68.92078866
AC_I;6820;-22.45073773;-68.9208386
AC_I;6840;-22.45091235;-68.92088854
AC_I;6860;-22.45108696;-68.92093848
AC_I;6880;-22.45126158;-68.92098842
AC_I;6900;-22.4514362;-68.92103836
AC_I;6920;-22.45161081;-68.9210883
AC_I;6940;-22.45178543;-68.92113824
AC_I;6960;-22.45196005;-68.92118818
AC_I;6980;-22.45213466;-68.92123811
AC_I;7000;-22.45230928;-68.92128805
AC_I;7020;-22.45248378;-68.92133844
AC_I;7040;-22.45265817;-68.92138931
AC_I;7060;-22.45283255;-68.92144019
AC_I;7080;-22.45300693;-68.92149106
AC_I;7100;-22.45318132;-68.92154193
AC_I;7120;-22.4533557;-68.92159281
AC_I;7140;-22.45353008;-68.92164368
AC_I;7160;-22.45370447;-68.92169455
AC_I;7180;-22.45387885;-68.92174543
AC_I;7200;-22.45405323;-68.9217963
AC_I;7220;-22.45422762;-68.92184717
AC_I;7240;-22.45433193;-68.92194113
AC_I;7260;-22.45428415;-68.92212859
AC_I;7280;-22.45423637;-68.92231606
AC_I;7300;-22.45418859;-68.92250352
AC_I;7320;-22.45414082;-68.92269099
AC_I;7340;-22.45409304;-68.92287845
AC_I;7360;-22.45404529;-68.92306593
AC_I;7380;-22.45399966;-68.92325401
AC_I;7400;-22.45395403;-68.92344209
AC_I;7420;-22.4539084;-68.92363018
AC_I;7440;-22.45386277;-68.92381826
AC_I;7460;-22.45381715;-68.92400634
AC_I;7480;-22.45377152;-68.92419443
AC_I;7500;-22.45372589;-68.92438251
AC_I;7520;-22.45368026;-68.92457059
AC_I;7540;-22.45363463;-68.92475867
AC_I;7560;-22.453589;-68.92494676
AC_I;7580;-22.45354337;-68.92513484
AC_I;7600;-22.45349772;-68.92532292
AC_I;7620;-22.45345203;-68.92551098
AC_I;7640;-22.45340635;-68.92569905
AC_I;7660;-22.45336066;-68.92588712
AC_I;7680;-22.45331497;-68.92607518
AC_I;7700;-22.45326929;-68.92626325
AC_I;7720;-22.4532236;-68.92645131
AC_I;7740;-22.45318511;-68.92664111
AC_I;7760;-22.45315203;-68.92683221
AC_I;7780;-22.45311894;-68.9270233
AC_I;7800;-22.45308586;-68.9272144
AC_I;7820;-22.45305256;-68.92740545
AC_I;7840;-22.45301921;-68.9275965
AC_I;7860;-22.45298586;-68.92778754
AC_I;7880;-22.45295266;-68.92797861
AC_I;7900;-22.45291952;-68.9281697
AC_I;7920;-22.45288638;-68.92836078
AC_I;7940;-22.45285327;-68.92855187
AC_I;7960;-22.4528202;-68.92874297
AC_I;7980;-22.45278714;-68.92893407
AC_I;8000;-22.45275407;-68.92912517
AC_I;8020;-22.45274759;-68.92931827
AC_I;8040;-22.45281232;-68.92949458
AC_I;8060;-22.45292628;-68.92964541
AC_I;8080;-22.45303937;-68.92979701
AC_I;8100;-22.45306885;-68.92998298
AC_I;8120;-22.45307855;-68.93017708
AC_I;8140;-22.45308826;-68.93037118
AC_I;8160;-22.45309796;-68.93056529
AC_I;8180;-22.45310137;-68.9307596
AC_I;8200;-22.45310311;-68.93095398
AC_I;8220;-22.45310484;-68.93114835
AC_I;8240;-22.45310658;-68.93134273
AC_I;8260;-22.45311095;-68.93153704
AC_I;8280;-22.45311618;-68.93173135
AC_I;8300;-22.4531214;-68.93192565
AC_I;8320;-22.45312663;-68.93211995
AC_I;8340;-22.45313237;-68.93231423
AC_I;8360;-22.45313831;-68.93250851
AC_I;8380;-22.45314424;-68.93270279
AC_I;8400;-22.45315017;-68.93289707
AC_I;8420;-22.45315074;-68.93309141
AC_I;8440;-22.45314891;-68.93328578
AC_I;8460;-22.45314709;-68.93348016
AC_I;8480;-22.45314527;-68.93367453
AC_I;8500;-22.45314326;-68.93386875
AC_I;8520;-22.45314811;-68.93406307
AC_I;8540;-22.45315295;-68.93425738
AC_I;8560;-22.4531578;-68.93445169
AC_I;8580;-22.4531623;-68.93464602
AC_I;8600;-22.45316651;-68.93484035
AC_I;8620;-22.45317073;-68.93503468
AC_I;8640;-22.45317494;-68.93522901
AC_I;8660;-22.45317929;-68.93542333
AC_I;8680;-22.45318377;-68.93561766
AC_I;8700;-22.45318825;-68.93581198
AC_I;8720;-22.45319273;-68.9360063
AC_I;8740;-22.45319937;-68.93620054
AC_I;8760;-22.45320824;-68.93639469
AC_I;8780;-22.45321711;-68.93658884
AC_I;8800;-22.45322598;-68.93678298
AC_I;8820;-22.45323;-68.93697726
AC_I;8840;-22.45323;-68.93717164
AC_I;8860;-22.45323;-68.93736603
AC_I;8880;-22.45323;-68.93756041
AC_I;8900;-22.45323269;-68.93775475
AC_I;8920;-22.45323798;-68.93794905
AC_I;8940;-22.45324327;-68.93814335
AC_I;8960;-22.45324857;-68.93833765
AC_I;8980;-22.45325307;-68.93853197
AC_I;9000;-22.45325689;-68.93872631
AC_I;9020;-22.45326072;-68.93892065
AC_I;9040;-22.45326454;-68.93911499
AC_I;9060;-22.45326953;-68.93930929
AC_I;9080;-22.45327523;-68.93950358
AC_I;9100;-22.45328092;-68.93969787
AC_I;9120;-22.45328675;-68.93989215
AC_I;9140;-22.45329361;-68.94008639
AC_I;9160;-22.45330035;-68.94028064
AC_I;9180;-22.45330666;-68.9404749
AC_I;9200;-22.45331297;-68.94066917
AC_I;9220;-22.45331955;-68.94086342
AC_I;9240;-22.45332721;-68.94105763
AC_I;9260;-22.45333487;-68.94125184
AC_I;9280;-22.45334253;-68.94144605
AC_I;9300;-22.45335018;-68.94164026
AC_I;9320;-22.45335582;-68.94183454
AC_I;9340;-22.45336123;-68.94202884
AC_I;9360;-22.45336663;-68.94222313
AC_I;9380;-22.45337203;-68.94241743
AC_I;9400;-22.45337743;-68.94261173
AC_I;9420;-22.45338283;-68.94280602
AC_I;9440;-22.45338867;-68.9430003
AC_I;9460;-22.45339463;-68.94319458
AC_I;9480;-22.45340059;-68.94338886
AC_I;9500;-22.45340654;-68.94358314
AC_I;9520;-22.4534125;-68.94377741
AC_I;9540;-22.45341846;-68.94397169
AC_I;9560;-22.45342272;-68.94416602
AC_I;9580;-22.45342638;-68.94436036
AC_I;9600;-22.45343005;-68.9445547
AC_I;9620;-22.45343372;-68.94474905
AC_I;9640;-22.45343739;-68.94494339
AC_I;9660;-22.45344105;-68.94513773
AC_I;9680;-22.45344546;-68.94533206
AC_I;9700;-22.45345071;-68.94552636
AC_I;9720;-22.45345595;-68.94572066
AC_I;9740;-22.4534612;-68.94591496
AC_I;9760;-22.45346645;-68.94610926
AC_I;9780;-22.45347169;-68.94630356
AC_I;9800;-22.45347694;-68.94649787
AC_I;9820;-22.45348218;-68.94669217
AC_I;9840;-22.45348742;-68.94688647
AC_I;9860;-22.45349265;-68.94708077
AC_I;9880;-22.45349789;-68.94727507
AC_I;9900;-22.45350313;-68.94746937
AC_I;9920;-22.45355393;-68.94760837
AC_I;9940;-22.45373402;-68.94759267
AC_I;9960;-22.45391413;-68.94757728
AC_I;9980;-22.45409424;-68.94756187
AC_I;10000;-22.45427435;-68.94754645
AC_I;10020;-22.45445447;-68.94753103
AC_I;10040;-22.45463458;-68.94751561
AC_I;10060;-22.45481469;-68.94750019
AC_I;10080;-22.45499496;-68.94748753
AC_I;10100;-22.45517535;-68.94747654
AC_I;10120;-22.45535574;-68.94746539
AC_I;10140;-22.45553618;-68.94745562
AC_I;10160;-22.45571669;-68.94744715
AC_I;10180;-22.4558972;-68.94743867
AC_I;10200;-22.45607771;-68.9474302
AC_I;10220;-22.45625822;-68.94742172
AC_I;10240;-22.45637917;-68.94735276
AC_I;10260;-22.45637663;-68.94715839
AC_I;10280;-22.45637409;-68.94696402
AC_I;10300;-22.45637156;-68.94676966
AC_I;10320;-22.45636902;-68.94657529
AC_I;10340;-22.45636648;-68.94638092
AC_I;10360;-22.45636388;-68.94618655
AC_I;10380;-22.45636121;-68.94599219
AC_I;10400;-22.45635854;-68.94579782
AC_I;10420;-22.45635587;-68.94560345
AC_I;10440;-22.4563532;-68.94540909
AC_I;10460;-22.45635053;-68.94521472
AC_I;10480;-22.45634679;-68.94502038
AC_I;10500;-22.4563416;-68.94482607
AC_I;10520;-22.45633641;-68.94463177
AC_I;10540;-22.45633122;-68.94443746
AC_I;10560;-22.45632602;-68.94424315
AC_I;10580;-22.45632083;-68.94404885
AC_I;10600;-22.45632848;-68.94386703
AC_I;10620;-22.45650869;-68.94385296
AC_I;10640;-22.4566889;-68.94383889
AC_I;10660;-22.45686911;-68.94382482
AC_I;10680;-22.45704931;-68.94381075
AC_I;10700;-22.45722952;-68.94379668
AC_I;10720;-22.45740973;-68.94378261
AC_I;10740;-22.45758993;-68.94376843
AC_I;10760;-22.45777013;-68.94375422
AC_I;10780;-22.45795032;-68.94374
AC_I;10800;-22.45813052;-68.94372578
AC_I;10820;-22.45831072;-68.94371157
AC_I;10840;-22.45849094;-68.94369772
AC_I;10860;-22.45867133;-68.9436867
AC_I;10880;-22.45885172;-68.94367568
AC_I;10900;-22.45903211;-68.94366466
AC_I;10920;-22.4592125;-68.94365364
AC_I;10940;-22.4593931;-68.94364818
AC_I;10960;-22.45957372;-68.94364307
AC_I;10980;-22.45975434;-68.94363795
AC_I;11000;-22.45993423;-68.94362075
AC_I;11020;-22.46011396;-68.94360078
AC_I;11040;-22.46029419;-68.94358765
AC_I;11060;-22.46047458;-68.94357667
AC_I;11080;-22.46065497;-68.94356565
AC_I;11100;-22.46083536;-68.94355448
AC_I;11120;-22.46101574;-68.94354331
AC_I;11140;-22.46119612;-68.94353214
AC_I;11160;-22.46137651;-68.94352102
AC_I;11180;-22.46155689;-68.9435099
AC_I;11200;-22.46173728;-68.94349878
AC_I;11220;-22.46191766;-68.94348769
AC_I;11240;-22.46209805;-68.94347659
AC_I;11260;-22.46227844;-68.94346549
AC_I;11280;-22.46245882;-68.9434544
AC_I;11300;-22.46263921;-68.94344337
AC_I;11320;-22.4628196;-68.94343234
AC_I;11340;-22.46299999;-68.94342131
AC_I;11360;-22.46300026;-68.94323207
AC_I;11380;-22.46299538;-68.94303774
AC_I;11400;-22.4629905;-68.94284342
AC_I;11420;-22.46298562;-68.94264909
AC_I;11440;-22.46298074;-68.94245477
AC_I;11460;-22.46297588;-68.94226044
AC_I;11480;-22.46297159;-68.9420661
AC_I;11500;-22.4629673;-68.94187176
AC_I;11520;-22.46296302;-68.94167741
AC_I;11540;-22.46295873;-68.94148307
AC_I;11560;-22.46295444;-68.94128873
AC_I;11580;-22.46295016;-68.94109439
AC_I;11600;-22.46294571;-68.94090005
AC_I;11620;-22.46294121;-68.94070571
AC_I;11640;-22.4629367;-68.94051138
AC_I;11660;-22.4629322;-68.94031704
AC_I;11680;-22.46292769;-68.94012271
AC_I;11700;-22.46292319;-68.93992837
AC_I;11720;-22.46291848;-68.93973404
AC_I;11740;-22.46291358;-68.93953972
AC_I;11760;-22.46290867;-68.93934539
AC_I;11780;-22.46290377;-68.93915107
AC_I;11800;-22.46289887;-68.93895674
AC_I;11820;-22.46289396;-68.93876242
AC_I;11840;-22.46288977;-68.93856807
AC_I;11860;-22.46288668;-68.93837371
AC_I;11880;-22.46288358;-68.93817934
AC_I;11900;-22.46288048;-68.93798497
AC_I;11920;-22.46287738;-68.9377906
AC_I;11940;-22.46287428;-68.93759624
AC_I;11960;-22.4628709;-68.93740187
AC_I;11980;-22.4628667;-68.93720753
AC_I;12000;-22.4628625;-68.93701319
AC_I;12020;-22.46285831;-68.93681884
AC_I;12040;-22.46285411;-68.9366245
AC_I;12060;-22.46284991;-68.93643015
AC_I;12080;-22.46284572;-68.93623581
AC_I;12100;-22.46284124;-68.93604147
AC_I;12120;-22.46283627;-68.93584715
AC_I;12140;-22.46283129;-68.93565283
AC_I;12160;-22.46282631;-68.93545851
AC_I;12180;-22.46282133;-68.93526418
AC_I;12200;-22.46281635;-68.93506986
AC_I;12220;-22.46281137;-68.93487554
AC_I;12240;-22.46293736;-68.93485455
AC_I;12260;-22.46311315;-68.93489947
AC_I;12280;-22.46328891;-68.93494453
AC_I;12300;-22.46346452;-68.93499026
AC_I;12320;-22.46364013;-68.935036
AC_I;12340;-22.46381608;-68.9350801
AC_I;12360;-22.46399284;-68.9351204
AC_I;12380;-22.46416959;-68.9351607
AC_I;12400;-22.46434635;-68.935201
AC_I;12420;-22.4645231;-68.9352413
AC_I;12440;-22.46470016;-68.93527994
AC_I;12460;-22.46487695;-68.93532007
AC_I;12480;-22.46505374;-68.93536018
AC_I;12500;-22.46523056;-68.93540016
AC_I;12520;-22.46540738;-68.93544015
AC_I;12540;-22.4655842;-68.93548013
AC_I;12560;-22.4656133;-68.93533198
AC_I;12580;-22.46560619;-68.93513773
AC_I;12600;-22.46559909;-68.93494348
AC_I;12620;-22.46559199;-68.93474923
AC_I;12640;-22.46558489;-68.93455498
AC_I;12660;-22.46557314;-68.93436131
AC_I;12680;-22.46553865;-68.93417056
AC_I;12700;-22.46542215;-68.93402197
