id;entity;name;address;schedule;longitude;latitude;services
1;UNIMARC;UNIMARC JUAN ANTONIO RIOS;SALOMON SACK 351;Lun-Dom 09:00 a 20:00;-70.67080616666668;-33.419566666666654;Carga de tarjetas,Consulta de saldo, Activación de carga remota
2;UNIMARC;UNIMARC DORSAL;AV. EL GUANACO 3100;Lun-Dom 09:00 a 20:00;-70.6578679616206;-33.3945915377861;Carga de tarjetas,Consulta de saldo, Activación de carga remota
3;UNIMARC;UNIMARC LO OVALLE;GRAN AVENIDA JOSE MIGUEL CARRERA 6555;Lun-Dom 09:00 a 20:00;-70.65963511904762;-33.516832083333334;Carga de tarjetas,Consulta de saldo, Activación de carga remota
4;UNIMARC;UNIMARC VICUÑA PARAD 19;AV. VICUÑA MACKENNA 9090;Lun-Dom 09:00 a 20:00;-70.5914099988768;-33.5394802038029;Carga de tarjetas,Consulta de saldo, Activación de carga remota
5;UNIMARC;UNIMARC ROJAS MAGALLANES;AV. ROJAS MAGALLANES 3638;Lun-Dom 09:00 a 20:00;-70.5547798666583;-33.5359270019668;Carga de tarjetas,Consulta de saldo, Activación de carga remota
6;UNIMARC;UNIMARC MIRADOR;AV. VICUÑA MACKENNA ORIENTE 6331;Lun-Dom 09:00 a 20:00;-70.6071683333333;-33.513935000000004;Carga de tarjetas,Consulta de saldo, Activación de carga remota
7;UNIMARC;UNIMARC VICENTE VALDES;VICENTE VALDES 87;Lun-Dom 09:00 a 20:00;-70.595128;-33.526600;Carga de tarjetas,Consulta de saldo, Activación de carga remota
8;UNIMARC;UNIMARC LA REINA;PRINCIPE DE GALES 7271;Lun-Dom 09:00 a 20:00;-70.5566216661032;-33.439033930051;Carga de tarjetas,Consulta de saldo, Activación de carga remota
9;UNIMARC;UNIMARC BATUCO;AV. FRANCIA 640;Lun-Dom 09:00 a 20:00;-70.80771748822639;-33.230514171094136;Carga de tarjetas,Consulta de saldo, Activación de carga remota
10;UNIMARC;UNIMARC LARAPINTA;LOS HALCONES 2180;Lun-Dom 09:00 a 20:00;-70.86674258469635;-33.294249826808695;Carga de tarjetas,Consulta de saldo, Activación de carga remota
11;UNIMARC;UNIMARC LAS CONDES;AV. LAS CONDES 14791;Lun-Dom 09:00 a 20:00;-70.4992863209999;-33.3671586729999;Carga de tarjetas,Consulta de saldo, Activación de carga remota
12;UNIMARC;UNIMARC LOS MILITARES;AV. MANQUEHUE NORTE 457;Lun-Dom 09:00 a 20:00;-70.569019;-33.403826;Carga de tarjetas,Consulta de saldo, Activación de carga remota
13;UNIMARC;UNIMARC ESCUELA MILITAR;AV. APOQUINDO 4335;Lun-Dom 09:00 a 20:00;-70.5854137269988;-33.4151957807766;Carga de tarjetas,Consulta de saldo, Activación de carga remota
14;UNIMARC;UNIMARC MANQUEHUE;AV. MANQUEHUE SUR 1700;Lun-Dom 09:00 a 20:00;-70.5638241520871;-33.4267767581412;Carga de tarjetas,Consulta de saldo, Activación de carga remota
15;UNIMARC;UNIMARC LOS TRAPENSES;AV. JOSE ALCALDE DELANO 10497;Lun-Dom 09:00 a 20:00;-70.539645;-33.356825;Carga de tarjetas,Consulta de saldo, Activación de carga remota
16;UNIMARC;UNIMARC 2° TRANSVERSAL MAIPU;AV. SEGUNDA TRANSVERSAL 4090;Lun-Dom 09:00 a 20:00;-70.742400759;-33.488491715;Carga de tarjetas,Consulta de saldo, Activación de carga remota
17;UNIMARC;UNIMARC EL ROSAL;AV. EL ROSAL 6361;Lun-Dom 09:00 a 20:00;-70.755865037;-33.4790914719999;Carga de tarjetas,Consulta de saldo, Activación de carga remota
18;UNIMARC;UNIMARC MAIPU 4 PONIENTE ;AV. CUATRO PONIENTE 1197;Lun-Dom 09:00 a 20:00;-70.7929883333333;-33.5311133333333;Carga de tarjetas,Consulta de saldo, Activación de carga remota
19;UNIMARC;UNIMARC SILVA CARVALLO;AV. ALFREDO SILVA CARVALLO 1414;Lun-Dom 09:00 a 20:00;-70.7748811580075;-33.5317578837243;Carga de tarjetas,Consulta de saldo, Activación de carga remota
20;UNIMARC;UNIMARC ABRAZO DE MAIPU;AV. JORGE GUERRA 16190;Lun-Dom 09:00 a 20:00;-70.77119666666665;-33.542105555555565;Carga de tarjetas,Consulta de saldo, Activación de carga remota
21;UNIMARC;UNIMARC IGNACIO CARRERA PINTO;CAPITAN IGNACIO CARRERA PINTO 3857;Lun-Dom 09:00 a 20:00;-70.590836;-33.471126;Carga de tarjetas,Consulta de saldo, Activación de carga remota
22;UNIMARC;UNIMARC IRARRAZAVAL;AV. IRARRAZAVAL 4354;Lun-Dom 09:00 a 20:00;-70.5832589036208;-33.454682812099;Carga de tarjetas,Consulta de saldo, Activación de carga remota
23;UNIMARC;UNIMARC VILLA OLIMPICA;OBISPO ORREGO 1250;Lun-Dom 09:00 a 20:00;-70.620126539;-33.4622026659999;Carga de tarjetas,Consulta de saldo, Activación de carga remota
24;UNIMARC;UNIMARC GRECIA;AV. GRECIA 320;Lun-Dom 09:00 a 20:00;-70.624774370013;-33.4570436385942;Carga de tarjetas,Consulta de saldo, Activación de carga remota
