id;entity;name;address;schedule;longitude;latitude;services
1;UNIRED;UNIMARC LAS REJAS;LAS REJAS SUR 1279;Lun-Dom 09:00 a 20:00;-70.70507104166667;-33.46882000000001;Carga de tarjetas,Consulta de saldo, Activación de carga remota
2;UNIRED;UNIMARC JUAN ANTONIO RIOS;SALOMON SACK 351;Lun-Dom 09:00 a 20:00;-70.67080616666668;-33.419566666666654;Carga de tarjetas,Consulta de saldo, Activación de carga remota
3;UNIRED;UNIMARC-INDEPENDENCIA;AVDA. EL GUANACO 3100;Lun-Dom 09:00 a 20:00;-70.6578679616206;-33.3945915377861;Carga de tarjetas,Consulta de saldo, Activación de carga remota
4;UNIRED;UNIMARC LO OVALLE;GRAN AVENIDA 6555;Lun-Dom 09:00 a 20:00;-70.65963511904762;-33.516832083333334;Carga de tarjetas,Consulta de saldo, Activación de carga remota
5;UNIRED;UNIMARC VICUÑA PARAD 19;AVDA.VICUÑA MACKENNA 9090;Lun-Dom 09:00 a 20:00;-70.5914099988768;-33.5394802038029;Carga de tarjetas,Consulta de saldo, Activación de carga remota
6;UNIRED;UNIMARC ROJAS MAGALLANES;ROJAS MAGALLANES 3638;Lun-Dom 09:00 a 20:00;-70.5547798666583;-33.5359270019668;Carga de tarjetas,Consulta de saldo, Activación de carga remota
7;UNIRED;UNIMARC MIRADOR;VICUÑA MACKENNA ORIENTE 6331;Lun-Dom 09:00 a 20:00;-70.6071683333333;-33.513935000000004;Carga de tarjetas,Consulta de saldo, Activación de carga remota
8;UNIRED;UNIMARC VICENTE VALDES;VICENTE VALDES 087;Lun-Dom 09:00 a 20:00;-70.595128;-33.526600;Carga de tarjetas,Consulta de saldo, Activación de carga remota
9;UNIRED;UNIMARC LA REINA;PRINCIPE DE GALES 7271;Lun-Dom 09:00 a 20:00;-70.5566216661032;-33.439033930051;Carga de tarjetas,Consulta de saldo, Activación de carga remota
10;UNIRED;UNIMARC BATUCO;AVDA. FRANCIA 640;Lun-Dom 09:00 a 20:00;-70.80771748822639;-33.230514171094136;Carga de tarjetas,Consulta de saldo, Activación de carga remota
