Codigo;Abreviacion;Nombre;Linea;Dias;Apertura Estacion;Apertura Boletaria;Cierre boleteria;Cierre Estacion;Destino 1;Primer Tren D1;Ultimo tren D1;Destino 2;Primer Tren D2;Ultimo tren D2;Expreso
24;PZE;Plaza Egaña;L4;Sábado;6:30;6:30;23:00;23:30;Plaza Puente Alto;6:32;23:23;Tobalaba;6:34;23:34;VERDE/ROJA
62;OR;Los Orientales;L4;Sábado;6:30;6:30;23:00;23:25;Plaza Puente Alto;6:34;23:25;Tobalaba;6:32;23:32;ROJA
79;RG;Grecia;L4;Sábado;6:30;6:30;23:00;23:25;Plaza Puente Alto;6:30;23:27;Tobalaba;6:30;23:31;VERDE
48;LP;Los Presidentes;L4;Sábado;6:30;6:30;23:00;23:25;Plaza Puente Alto;6:31;23:28;Tobalaba;6:35;23:29;ROJA
84;RQ;Quilín;L4;Sábado;6:30;6:30;23:00;23:25;Plaza Puente Alto;6:33;23:30;Tobalaba;6:33;23:28;VERDE
52;LT;Las Torres;L4;Sábado;6:30;6:30;23:00;23:25;Plaza Puente Alto;6:35;23:32;Tobalaba;6:31;23:26;ROJA
55;MC;Macúl;L4;Sábado;6:30;6:30;23:00;23:30;Plaza Puente Alto;6:37;23:34;Tobalaba;6:35;23:24;VERDE/ROJA
99;VMI;Vicuña Mackenna;L4;Sábado;6:30;6:30;23:00;23:30;Plaza Puente Alto;6:39;23:36;Tobalaba;6:33;23:21;VERDE/ROJA
98;VV;Vicente Valdés;L4;Sábado;6:30;6:30;23:00;23:30;Plaza Puente Alto;6:41;23:38;Tobalaba;6:31;23:20;VERDE/ROJA
80;RM;Rojas Magallanes;L4;Sábado;6:30;6:30;23:00;23:35;Plaza Puente Alto;6:43;23:40;Tobalaba;6:35;23:18;VERDE
95;TR;Trinidad;L4;Sábado;6:30;6:30;23:00;23:35;Plaza Puente Alto;6:46;23:43;Tobalaba;6:32;23:14;ROJA
36;JE;San José de la Estrella;L4;Sábado;6:30;6:30;23:00;23:35;Plaza Puente Alto;6:45;23:42;Tobalaba;6:34;23:16;VERDE
49;LQ;Los Quillayes;L4;Sábado;6:30;6:30;23:00;23:40;Plaza Puente Alto;6:48;23:45;Tobalaba;6:30;23:13;ROJA
22;EA;Elisa Correa;L4;Sábado;6:30;6:30;23:00;23:40;Plaza Puente Alto;6:49;23:46;Tobalaba;6:35;23:12;VERDE/ROJA
34;HS;H. Sotero del Río;L4;Sábado;6:30;6:30;23:00;23:40;Plaza Puente Alto;6:51;23:48;Tobalaba;6:33;23:10;VERDE/ROJA
66;PI;P. de La Infancia;L4;Sábado;6:30;6:30;23:00;23:45;Plaza Puente Alto;6:53;23:50;Tobalaba;6:31;23:08;VERDE
56;ME;Las Mercedes;L4;Sábado;6:30;6:30;23:00;23:45;Plaza Puente Alto;6:55;23:52;Tobalaba;6:30;23:06;ROJA
69;PPA;Plaza de P. Alto;L4;Sábado;6:30;6:30;23:00;23:50;Plaza Puente Alto;-;-;Tobalaba;6:34;23:05;VERDE/ROJA
93;TB;Tobalaba;L4;Domingo;8:00;8:00;22:30;23:20;Plaza Puente Alto;8:06;23:15;Tobalaba;-;-;VERDE/ROJA
17;CO;Cristobal Colón;L4;Domingo;8:00;8:00;22:30;23:20;Plaza Puente Alto;8:00;23:16;Tobalaba;8:18;23:26;VERDE
8;BI;Francisco Bilbao;L4;Domingo;8:00;8:00;22:30;23:15;Plaza Puente Alto;8:01;23:18;Tobalaba;8:17;23:25;VERDE/ROJA
30;GA;P. de Gales;L4;Domingo;8:00;8:00;22:30;23:15;Plaza Puente Alto;8:03;23:20;Tobalaba;8:14;23:22;ROJA
86;SB;Simón Bolívar;L4;Domingo;8:00;8:00;22:30;23:15;Plaza Puente Alto;8:05;23:22;Tobalaba;8:13;23:21;VERDE
24;PZE;Plaza Egaña;L4;Domingo;8:00;8:00;22:30;23:15;Plaza Puente Alto;8:07;23:23;Tobalaba;8:11;23:19;VERDE/ROJA
62;OR;Los Orientales;L4;Domingo;8:00;8:00;22:30;23:20;Plaza Puente Alto;8:00;23:25;Tobalaba;8:09;23:17;ROJA
79;RG;Grecia;L4;Domingo;8:00;8:00;22:30;23:20;Plaza Puente Alto;8:02;23:27;Tobalaba;8:08;23:16;VERDE
48;LP;Los Presidentes;L4;Domingo;8:00;8:00;22:30;23:20;Plaza Puente Alto;8:03;23:28;Tobalaba;8:06;23:14;ROJA
84;RQ;Quilín;L4;Domingo;8:00;8:00;22:30;23:25;Plaza Puente Alto;8:05;23:30;Tobalaba;8:05;23:13;VERDE
52;LT;Las Torres;L4;Domingo;8:00;8:00;22:30;23:25;Plaza Puente Alto;8:07;23:32;Tobalaba;8:03;23:11;ROJA
55;MC;Macúl;L4;Domingo;8:00;8:00;22:30;23:25;Plaza Puente Alto;8:09;23:34;Tobalaba;8:01;23:09;VERDE/ROJA
99;VMI;Vicuña Mackenna;L4;Domingo;8:00;8:00;22:30;23:30;Plaza Puente Alto;8:11;23:36;Tobalaba;8:07;23:06;VERDE/ROJA
98;VV;Vicente Valdés;L4;Domingo;8:00;8:00;22:30;23:30;Plaza Puente Alto;8:13;23:38;Tobalaba;8:05;23:05;VERDE/ROJA
80;RM;Rojas Magallanes;L4;Domingo;8:00;8:00;22:30;23:55;Plaza Puente Alto;8:15;23:40;Tobalaba;8:03;23:03;VERDE
95;TR;Trinidad;L4;Domingo;8:00;8:00;22:30;23:55;Plaza Puente Alto;8:18;23:43;Tobalaba;8:00;22:59;ROJA
36;JE;San José de la Estrella;L4;Domingo;8:00;8:00;22:30;23:55;Plaza Puente Alto;8:17;23:42;Tobalaba;8:01;23:01;VERDE
49;LQ;Los Quillayes;L4;Domingo;8:00;8:00;22:30;23:50;Plaza Puente Alto;8:20;23:45;Tobalaba;8:06;22:58;ROJA
22;EA;Elisa Correa;L4;Domingo;8:00;8:00;22:30;23:45;Plaza Puente Alto;8:21;23:46;Tobalaba;8:05;22:57;VERDE/ROJA
34;HS;H. Sotero del Río;L4;Domingo;8:00;8:00;22:30;23:45;Plaza Puente Alto;8:23;23:48;Tobalaba;8:03;22:55;VERDE/ROJA
66;PI;P. de La Infancia;L4;Domingo;8:00;8:00;22:30;23:45;Plaza Puente Alto;8:25;23:50;Tobalaba;8:01;22:53;VERDE
56;ME;Las Mercedes;L4;Domingo;8:00;8:00;22:30;23:45;Plaza Puente Alto;8:27;23:52;Tobalaba;8:07;22:51;ROJA
69;PPA;Plaza de P. Alto;L4;Domingo;8:00;8:00;22:30;23:45;Plaza Puente Alto;-;-;Tobalaba;8:06;22:50;VERDE/ROJA
99;VMI;Vicuña Mackenna;L4A;Lunes a Viernes;5:55;6:00;23:00;23:50;La Cisterna;5:59;23:57;Vicuña Mackenna;-;-;
37;JU;Santa Julia;L4A;Lunes a Viernes;5:50;6:00;23:00;23:55;La Cisterna;5:57;23:59;Vicuña Mackenna;5:55;23:53;
43;LG;La Granja;L4A;Lunes a Viernes;5:50;6:00;23:00;23:55;La Cisterna;5:59;0:01;Vicuña Mackenna;5:53;23:51;
92;SR;Santa Rosa;L4A;Lunes a Viernes;5:45;6:00;23:00;23:55;La Cisterna;6:01;0:03;Vicuña Mackenna;5:51;23:49;
81;RN;San Ramón;L4A;Lunes a Viernes;5:50;6:00;23:00;23:55;La Cisterna;6:03;0:05;Vicuña Mackenna;5:53;23:47;
39;LC;La Cisterna;L4A;Lunes a Viernes;5:40;6:00;23:00;0:08;La Cisterna;-;-;Vicuña Mackenna;5:46;23:44;
99;VMI;Vicuña Mackenna;L4A;Sábado;6:30;6:30;23:00;23:50;La Cisterna;6:32;23:57;Vicuña Mackenna;-;-;
37;JU;Santa Julia;L4A;Sábado;6:30;6:30;23:00;23:55;La Cisterna;6:34;23:59;Vicuña Mackenna;6:34;23:53;
43;LG;La Granja;L4A;Sábado;6:30;6:30;23:00;23:55;La Cisterna;6:36;0:01;Vicuña Mackenna;6:32;23:51;
92;SR;Santa Rosa;L4A;Sábado;6:30;6:30;23:00;23:55;La Cisterna;6:38;0:03;Vicuña Mackenna;6:30;23:49;
81;RN;San Ramón;L4A;Sábado;6:30;6:30;23:00;23:55;La Cisterna;6:40;0:05;Vicuña Mackenna;6:34;23:47;
39;LC;La Cisterna;L4A;Sábado;6:30;6:30;23:00;0:08;La Cisterna;-;-;Vicuña Mackenna;6:32;23:45;
99;VMI;Vicuña Mackenna;L4A;Domingo;8:00;8:00;22:30;23:35;La Cisterna;8:02;23:38;Vicuña Mackenna;-;-;
37;JU;Santa Julia;L4A;Domingo;8:00;8:00;22:30;23:30;La Cisterna;8:04;23:40;Vicuña Mackenna;8:04;23:34;
43;LG;La Granja;L4A;Domingo;8:00;8:00;22:30;23:35;La Cisterna;8:06;23:42;Vicuña Mackenna;8:02;23:32;
92;SR;Santa Rosa;L4A;Domingo;8:00;8:00;22:30;23:40;La Cisterna;8:01;23:44;Vicuña Mackenna;8:00;23:30;
81;RN;San Ramón;L4A;Domingo;8:00;8:00;22:30;23:40;La Cisterna;8:03;23:46;Vicuña Mackenna;8:04;23:28;
39;LC;La Cisterna;L4A;Domingo;8:00;8:00;22:30;23:48;La Cisterna;-;-;Vicuña Mackenna;8:02;23:26;
68;PM;Plaza de Maipú;L5;Lunes a Viernes;5:55;6:00;23:00;23:45;Vicente Valdés;5:58;23:05;Plaza Maipú;-;-;VERDE/ROJA
11;BU;Santiago Bueras;L5;Lunes a Viernes;5:55;6:00;23:00;23:43;Vicente Valdés;5:55;23:07;Plaza Maipú;6:00;23:51;ROJA
21;DS;Del Sol;L5;Lunes a Viernes;5:55;6:00;23:00;23:42;Vicente Valdés;5:57;23:08;Plaza Maipú;5:59;23:50;VERDE
59;MT;Monte Tabor;L5;Lunes a Viernes;5:55;6:00;23:00;23:40;Vicente Valdés;5:58;23:10;Plaza Maipú;5:57;23:48;ROJA
63;PA;Las Parcelas;L5;Lunes a Viernes;5:55;6:00;23:00;23:39;Vicente Valdés;5:55;23:11;Plaza Maipú;5:56;23:47;VERDE
51;LS;Laguna Sur;L5;Lunes a Viernes;5:55;6:00;23:00;23:37;Vicente Valdés;5:58;23:14;Plaza Maipú;5:57;23:44;VERDE/ROJA
10;BR;Barrancas;L5;Lunes a Viernes;5:55;6:00;23:00;23:35;Vicente Valdés;5:56;23:16;Plaza Maipú;5:55;23:42;ROJA
73;PU;Pudahuel;L5;Lunes a Viernes;5:55;6:00;23:00;23:34;Vicente Valdés;5:58;23:18;Plaza Maipú;5:57;23:40;VERDE/ROJA
91;SO;San Pablo;L5;Lunes a Viernes;5:55;6:00;23:00;23:32;Vicente Valdés;5:56;23:21;Plaza Maipú;5:55;23:38;VERDE/ROJA
71;PR;Lo Prado;L5;Lunes a Viernes;5:55;6:00;23:00;23:30;Vicente Valdés;5:57;23:22;Plaza Maipú;5:56;23:37;VERDE
9;BL;Blanqueado;L5;Lunes a Viernes;5:55;6:00;23:00;23:29;Vicente Valdés;5:58;23:23;Plaza Maipú;5:55;23:35;ROJA
31;GL;Gruta de Lourdes;L5;Lunes a Viernes;5:55;6:00;23:00;23:27;Vicente Valdés;5:56;23:25;Plaza Maipú;5:56;23:33;VERDE
76;QN;Quinta Normal;L5;Lunes a Viernes;5:55;6:00;23:00;23:25;Vicente Valdés;5:58;23:27;Plaza Maipú;5:57;23:31;ROJA
78;RC;Cumming;L5;Lunes a Viernes;5:55;6:00;23:00;23:23;Vicente Valdés;5:59;23:29;Plaza Maipú;5:56;23:30;VERDE
4;AN;Santa Ana;L5;Lunes a Viernes;5:55;6:00;23:00;23:24;Vicente Valdés;5:56;23:31;Plaza Maipú;5:57;23:28;VERDE/ROJA
75;PZ;Plaza de Armas;L5;Lunes a Viernes;5:55;6:00;23:00;23:25;Vicente Valdés;5:58;23:32;Plaza Maipú;5:55;23:26;VERDE/ROJA
7;BE;Bellas Artes;L5;Lunes a Viernes;5:55;6:00;23:00;23:27;Vicente Valdés;5:59;23:33;Plaza Maipú;5:57;23:25;VERDE/ROJA
6;BA;Baquedano;L5;Lunes a Viernes;5:55;6:00;23:00;23:29;Vicente Valdés;5:56;23:36;Plaza Maipú;5:55;23:23;VERDE/ROJA
64;PB;Parque Bustamante;L5;Lunes a Viernes;5:50;6:00;23:00;23:31;Vicente Valdés;5:52;23:37;Plaza Maipú;5:51;23:22;ROJA
87;SI;Santa Isabel;L5;Lunes a Viernes;5:50;6:00;23:00;23:32;Vicente Valdés;5:53;23:38;Plaza Maipú;5:52;23:20;VERDE
35;IRA;Irarrázaval;L5;Lunes a Viernes;5:50;6:00;23:00;23:33;Vicente Valdés;5:55;23:39;Plaza Maipú;5:51;23:19;VERDE/ROJA
61;NUB;Ñuble;L5;Lunes a Viernes;5:50;6:00;23:00;23:35;Vicente Valdés;5:57;23:42;Plaza Maipú;5:52;23:17;VERDE/ROJA
77;RA;Rodrigo de Araya;L5;Lunes a Viernes;5:50;6:00;23:00;23:37;Vicente Valdés;5:59;23:44;Plaza Maipú;5:50;23:15;VERDE
18;CV;Carlos Valdovinos;L5;Lunes a Viernes;5:45;6:00;23:00;23:39;Vicente Valdés;6:01;23:45;Plaza Maipú;5:45;23:13;ROJA
1;AG;Camino Agrícola;L5;Lunes a Viernes;5:45;6:00;23:00;23:41;Vicente Valdés;6:02;23:46;Plaza Maipú;5:47;23:12;VERDE
88;SJ;San Joaquín;L5;Lunes a Viernes;5:45;6:00;23:00;23:42;Vicente Valdés;6:03;23:48;Plaza Maipú;5:46;23:11;ROJA
65;PE;Pedrero;L5;Lunes a Viernes;5:45;6:00;23:00;23:44;Vicente Valdés;6:05;23:50;Plaza Maipú;5:47;23:09;VERDE
54;MA;Mirador;L5;Lunes a Viernes;5:40;6:00;23:00;23:45;Vicente Valdés;6:07;23:51;Plaza Maipú;5:40;23:08;ROJA
42;LF;Bellavista de La Florida;L5;Lunes a Viernes;5:40;6:00;23:00;23:47;Vicente Valdés;6:08;23:53;Plaza Maipú;5:41;23:06;VERDE/ROJA
98;VV;Vicente Valdés;L5;Lunes a Viernes;5:40;6:00;23:00;23:49;Vicente Valdés;-;-;Plaza Maipú;5:40;23:05;VERDE/ROJA
68;PM;Plaza de Maipú;L5;Sábado;6:30;6:30;23:00;23:47;Vicente Valdés;6:33;23:05;Plaza Maipú;-;-;VERDE/ROJA
11;BU;Santiago Bueras;L5;Sábado;6:30;6:30;23:00;23:45;Vicente Valdés;6:35;23:07;Plaza Maipú;6:53;23:51;ROJA
21;DS;Del Sol;L5;Sábado;6:30;6:30;23:00;23:43;Vicente Valdés;6:31;23:08;Plaza Maipú;6:52;23:50;VERDE
59;MT;Monte Tabor;L5;Sábado;6:30;6:30;23:00;23:42;Vicente Valdés;6:32;23:10;Plaza Maipú;6:50;23:48;ROJA
63;PA;Las Parcelas;L5;Sábado;6:30;6:30;23:00;23:40;Vicente Valdés;6:34;23:11;Plaza Maipú;6:49;23:47;VERDE
51;LS;Laguna Sur;L5;Sábado;6:30;6:30;23:00;23:38;Vicente Valdés;6:30;23:14;Plaza Maipú;6:46;23:44;VERDE/ROJA
10;BR;Barrancas;L5;Sábado;6:30;6:30;23:00;23:36;Vicente Valdés;6:32;23:16;Plaza Maipú;6:44;23:42;ROJA
73;PU;Pudahuel;L5;Sábado;6:30;6:30;23:00;23:35;Vicente Valdés;6:34;23:18;Plaza Maipú;6:42;23:40;VERDE/ROJA
91;SO;San Pablo;L5;Sábado;6:30;6:30;23:00;23:33;Vicente Valdés;6:36;23:20;Plaza Maipú;6:40;23:38;VERDE/ROJA
71;PR;Lo Prado;L5;Sábado;6:30;6:30;23:00;23:31;Vicente Valdés;6:30;23:22;Plaza Maipú;6:39;23:37;VERDE
9;BL;Blanqueado;L5;Sábado;6:30;6:30;23:00;23:30;Vicente Valdés;6:32;23:23;Plaza Maipú;6:37;23:35;ROJA
31;GL;Gruta de Lourdes;L5;Sábado;6:30;6:30;23:00;23:28;Vicente Valdés;6:34;23:25;Plaza Maipú;6:35;23:33;VERDE
76;QN;Quinta Normal;L5;Sábado;6:30;6:30;23:00;23:26;Vicente Valdés;6:36;23:27;Plaza Maipú;6:33;23:31;ROJA
78;RC;Cumming;L5;Sábado;6:30;6:30;23:00;23:23;Vicente Valdés;6:37;23:29;Plaza Maipú;6:32;23:30;VERDE
4;AN;Santa Ana;L5;Sábado;6:30;6:30;23:00;23:25;Vicente Valdés;6:39;23:31;Plaza Maipú;6:30;23:28;VERDE/ROJA
75;PZ;Plaza de Armas;L5;Sábado;6:30;6:30;23:00;23:26;Vicente Valdés;6:41;23:32;Plaza Maipú;6:36;23:26;VERDE/ROJA
7;BE;Bellas Artes;L5;Sábado;6:30;6:30;23:00;23:28;Vicente Valdés;6:42;23:33;Plaza Maipú;6:35;23:25;VERDE/ROJA
6;BA;Baquedano;L5;Sábado;6:30;6:30;23:00;23:29;Vicente Valdés;6:44;23:36;Plaza Maipú;6:33;23:23;VERDE/ROJA
64;PB;Parque Bustamante;L5;Sábado;6:30;6:30;23:00;23:31;Vicente Valdés;6:45;23:37;Plaza Maipú;6:32;23:22;ROJA
87;SI;Santa Isabel;L5;Sábado;6:30;6:30;23:00;23:32;Vicente Valdés;6:47;23:38;Plaza Maipú;6:30;23:20;VERDE
35;IRA;Irarrázaval;L5;Sábado;6:30;6:30;23:00;23:34;Vicente Valdés;6:48;23:39;Plaza Maipú;6:37;23:19;VERDE/ROJA
61;NUB;Ñuble;L5;Sábado;6:30;6:30;23:00;23:35;Vicente Valdés;6:50;23:42;Plaza Maipú;6:35;23:17;VERDE/ROJA
77;RA;Rodrigo de Araya;L5;Sábado;6:30;6:30;23:00;23:38;Vicente Valdés;6:52;23:43;Plaza Maipú;6:33;23:15;VERDE
18;CV;Carlos Valdovinos;L5;Sábado;6:30;6:30;23:00;23:39;Vicente Valdés;6:54;23:45;Plaza Maipú;6:31;23:13;ROJA
1;AG;Camino Agrícola;L5;Sábado;6:30;6:30;23:00;23:41;Vicente Valdés;6:55;23:46;Plaza Maipú;6:30;23:12;VERDE
88;SJ;San Joaquín;L5;Sábado;6:30;6:30;23:00;23:42;Vicente Valdés;6:56;23:48;Plaza Maipú;6:36;23:11;ROJA
65;PE;Pedrero;L5;Sábado;6:30;6:30;23:00;23:44;Vicente Valdés;6:58;23:49;Plaza Maipú;6:34;23:09;VERDE
54;MA;Mirador;L5;Sábado;6:30;6:30;23:00;23:46;Vicente Valdés;7:00;23:51;Plaza Maipú;6:32;23:08;ROJA
42;LF;Bellavista de La Florida;L5;Sábado;6:30;6:30;23:00;23:47;Vicente Valdés;7:01;23:53;Plaza Maipú;6:31;23:06;VERDE/ROJA
98;VV;Vicente Valdés;L5;Sábado;6:30;6:30;23:00;23:49;Vicente Valdés;-;-;Plaza Maipú;6:36;23:05;VERDE/ROJA
68;PM;Plaza de Maipú;L5;Domingo;8:00;8:00;22:30;23:41;Vicente Valdés;8:01;22:58;Plaza Maipú;-;-;VERDE/ROJA
11;BU;Santiago Bueras;L5;Domingo;8:00;8:00;22:30;23:39;Vicente Valdés;8:03;23:00;Plaza Maipú;8:17;23:45;ROJA
21;DS;Del Sol;L5;Domingo;8:00;8:00;22:30;23:37;Vicente Valdés;8:04;23:01;Plaza Maipú;8:16;23:44;VERDE
59;MT;Monte Tabor;L5;Domingo;8:00;8:00;22:30;23:36;Vicente Valdés;8:06;23:03;Plaza Maipú;8:14;23:42;ROJA
63;PA;Las Parcelas;L5;Domingo;8:00;8:00;22:30;23:34;Vicente Valdés;8:01;23:04;Plaza Maipú;8:13;23:41;VERDE
51;LS;Laguna Sur;L5;Domingo;8:00;8:00;22:30;23:32;Vicente Valdés;8:04;23:07;Plaza Maipú;8:10;23:38;VERDE/ROJA
10;BR;Barrancas;L5;Domingo;8:00;8:00;22:30;23:30;Vicente Valdés;8:06;23:09;Plaza Maipú;8:08;23:36;ROJA
73;PU;Pudahuel;L5;Domingo;8:00;8:00;22:30;23:29;Vicente Valdés;8:01;23:11;Plaza Maipú;8:06;23:34;VERDE/ROJA
91;SO;San Pablo;L5;Domingo;8:00;8:00;22:30;23:26;Vicente Valdés;8:03;23:13;Plaza Maipú;8:04;23:32;VERDE/ROJA
71;PR;Lo Prado;L5;Domingo;8:00;8:00;22:30;23:25;Vicente Valdés;8:05;23:15;Plaza Maipú;8:03;23:31;VERDE
9;BL;Blanqueado;L5;Domingo;8:00;8:00;22:30;23:24;Vicente Valdés;8:00;23:16;Plaza Maipú;8:01;23:29;ROJA
31;GL;Gruta de Lourdes;L5;Domingo;8:00;8:00;22:30;23:22;Vicente Valdés;8:02;23:18;Plaza Maipú;8:06;23:27;VERDE
76;QN;Quinta Normal;L5;Domingo;8:00;8:00;22:30;23:20;Vicente Valdés;8:03;23:20;Plaza Maipú;8:04;23:25;ROJA
78;RC;Cumming;L5;Domingo;8:00;8:00;22:30;23:18;Vicente Valdés;8:05;23:22;Plaza Maipú;8:02;23:24;VERDE
4;AN;Santa Ana;L5;Domingo;8:00;8:00;22:30;23:17;Vicente Valdés;8:01;23:24;Plaza Maipú;8:01;23:22;VERDE/ROJA
75;PZ;Plaza de Armas;L5;Domingo;8:00;8:00;22:30;23:19;Vicente Valdés;8:02;23:25;Plaza Maipú;8:05;23:20;VERDE/ROJA
7;BE;Bellas Artes;L5;Domingo;8:00;8:00;22:30;23:20;Vicente Valdés;8:03;23:26;Plaza Maipú;8:04;23:19;VERDE/ROJA
6;BA;Baquedano;L5;Domingo;8:00;8:00;22:30;23:22;Vicente Valdés;8:06;23:29;Plaza Maipú;8:02;23:17;VERDE/ROJA
64;PB;Parque Bustamante;L5;Domingo;8:00;8:00;22:30;23:24;Vicente Valdés;8:07;23:30;Plaza Maipú;8:01;23:16;ROJA
87;SI;Santa Isabel;L5;Domingo;8:00;8:00;22:30;23:25;Vicente Valdés;8:08;23:31;Plaza Maipú;8:06;23:14;VERDE
35;IRA;Irarrázaval;L5;Domingo;8:00;8:00;22:30;23:26;Vicente Valdés;8:09;23:32;Plaza Maipú;8:05;23:13;VERDE/ROJA
61;NUB;Ñuble;L5;Domingo;8:00;8:00;22:30;23:27;Vicente Valdés;8:12;23:35;Plaza Maipú;8:02;23:11;VERDE/ROJA
77;RA;Rodrigo de Araya;L5;Domingo;8:00;8:00;22:30;23:31;Vicente Valdés;8:13;23:36;Plaza Maipú;8:00;23:09;VERDE
18;CV;Carlos Valdovinos;L5;Domingo;8:00;8:00;22:30;23:32;Vicente Valdés;8:15;23:38;Plaza Maipú;8:05;23:07;ROJA
1;AG;Camino Agrícola;L5;Domingo;8:00;8:00;22:30;23:34;Vicente Valdés;8:16;23:39;Plaza Maipú;8:04;23:06;VERDE
88;SJ;San Joaquín;L5;Domingo;8:00;8:00;22:30;23:35;Vicente Valdés;8:18;23:41;Plaza Maipú;8:03;23:05;ROJA
65;PE;Pedrero;L5;Domingo;8:00;8:00;22:30;23:37;Vicente Valdés;8:19;23:42;Plaza Maipú;8:01;23:03;VERDE
54;MA;Mirador;L5;Domingo;8:00;8:00;22:30;23:38;Vicente Valdés;8:21;23:44;Plaza Maipú;8:00;23:02;ROJA
42;LF;Bellavista de La Florida;L5;Domingo;8:00;8:00;22:30;23:40;Vicente Valdés;8:23;23:46;Plaza Maipú;8:04;23:00;VERDE/ROJA
98;VV;Vicente Valdés;L5;Domingo;8:00;8:00;22:30;23:42;Vicente Valdés;-;-;Plaza Maipú;8:03;22:59;VERDE/ROJA
101;CS;Cerrillos;L6;Lunes a Viernes;5:35;-;-;23:40;Los Leones;5:38;23:20;Cerrillos;-;-;
102;LVA;Lo Valledor;L6;Lunes a Viernes;5:40;-;-;23:40;Los Leones;5:40;23:22;Cerrillos;6:02;23:47;
202;MT-PAC;Pedro Aguirre Cerda;L6;Lunes a Viernes;5:40;-;-;23:40;Los Leones;5:42;23:24;Cerrillos;6:00;23:45;
29;FRA;Franklin;L6;Lunes a Viernes;5:40;-;-;23:40;Los Leones;5:40;23:26;Cerrillos;5:57;23:42;
104;BB;Bio Bio;L6;Lunes a Viernes;5:40;-;-;23:40;Los Leones;5:41;23:27;Cerrillos;5:56;23:41;
61;NUB;Ñuble;L6;Lunes a Viernes;5:40;-;-;23:35;Los Leones;5:40;23:30;Cerrillos;5:54;23:39;
105;EN;Estadio Nacional;L6;Lunes a Viernes;5:40;-;-;23:35;Los Leones;5:43;23:33;Cerrillos;5:51;23:36;
106;NUN;Ñuñoa;L6;Lunes a Viernes;5:40;-;-;23:30;Los Leones;5:44;23:34;Cerrillos;5:50;23:35;
107;IS;Ines de Suarez;L6;Lunes a Viernes;5:40;-;-;23:30;Los Leones;5:46;23:36;Cerrillos;5:47;23:32;
41;LEN;Los Leones;L6;Lunes a Viernes;5:40;-;-;23:28;Los Leones;-;-;Cerrillos;5:45;23:30;
101;CS;Cerrillos;L6;Sábado;6:30;-;-;23:40;Los Leones;6:35;23:26;Cerrillos;-;-;
102;LVA;Lo Valledor;L6;Sábado;6:30;-;-;23:40;Los Leones;6:32;23:29;Cerrillos;6:47;23:55;
202;MT-PAC;Pedro Aguirre Cerda;L6;Sábado;6:30;-;-;23:40;Los Leones;6:34;23:31;Cerrillos;6:45;23:53;
29;FRA;Franklin;L6;Sábado;6:30;-;-;23:40;Los Leones;6:30;23:33;Cerrillos;6:42;23:51;
104;BB;Bio Bio;L6;Sábado;6:30;-;-;23:40;Los Leones;6:31;23:34;Cerrillos;6:41;23:50;
61;NUB;Ñuble;L6;Sábado;6:30;-;-;23:35;Los Leones;6:34;23:37;Cerrillos;6:39;23:47;
105;EN;Estadio Nacional;L6;Sábado;6:30;-;-;23:35;Los Leones;6:37;23:39;Cerrillos;6:36;23:45;
106;NUN;Ñuñoa;L6;Sábado;6:30;-;-;23:30;Los Leones;6:38;23:41;Cerrillos;6:35;23:43;
107;IS;Ines de Suarez;L6;Sábado;6:30;-;-;23:30;Los Leones;6:40;23:43;Cerrillos;6:32;23:41;
41;LEN;Los Leones;L6;Sábado;6:30;-;-;23:25;Los Leones;-;-;Cerrillos;6:30;23:38;
101;CS;Cerrillos;L6;Domingo;8:00;-;-;23:05;Los Leones;8:05;23:26;Cerrillos;-;-;
102;LVA;Lo Valledor;L6;Domingo;8:00;-;-;23:05;Los Leones;8:02;23:28;Cerrillos;8:14;23:52;
202;MT-PAC;Pedro Aguirre Cerda;L6;Domingo;8:00;-;-;23:10;Los Leones;8:04;23:30;Cerrillos;8:12;23:50;
29;FRA;Franklin;L6;Domingo;8:00;-;-;23:07;Los Leones;8:00;23:32;Cerrillos;8:10;23:48;
104;BB;Bio Bio;L6;Domingo;8:00;-;-;23:10;Los Leones;8:01;23:34;Cerrillos;8:09;23:46;
61;NUB;Ñuble;L6;Domingo;8:00;-;-;23:10;Los Leones;8:04;23:36;Cerrillos;8:06;23:44;
105;EN;Estadio Nacional;L6;Domingo;8:00;-;-;23:10;Los Leones;8:07;23:39;Cerrillos;8:04;23:41;
106;NUN;Ñuñoa;L6;Domingo;8:00;-;-;23:10;Los Leones;8:08;23:40;Cerrillos;8:02;23:40;
107;IS;Ines de Suarez;L6;Domingo;8:00;-;-;23:05;Los Leones;8:10;23:43;Cerrillos;8:00;23:38;
41;LEN;Los Leones;L6;Domingo;8:00;-;-;23:05;Los Leones;-;-;Cerrillos;8:06;23:35;
108;LIB;Los Libertadores;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
109;CAR;Cardenal Caro;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
110;VIV;Vivaceta;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
111;CCH;Conchalí;L3;Lunes a Viernes;-;-;-;-;Los Libertadores;-;-;Fernando Castillo Velasco;-;-;
