mode;code;name;latitude;longitude;services
1;1;Camino Agrícola;-33.49158577;-70.61753772;L5
1;10;Barrancas;-33.45267751;-70.73901813;L5
1;100;Zapadores;-33.39093874;-70.64245073;L2
1;101;Cerrillos;-33.48337383;-70.6955073;L6
1;102;Lo Valledor;-33.47824604;-70.68068575;L6
1;103;Pdte. Pedro Aguirre Cerda;-33.47868711;-70.66471343;L6
1;104;Bio Bio;-33.47640257;-70.64195268;L6
1;105;Estadio Nacional;-33.46228967;-70.60611531;L6
1;106;Ñuñoa ;-33.45427006;-70.6049023;L3-L6
1;107;Ines de Suárez;-33.43888194;-70.60721124;L6
1;108;Los Libertadores;-33.36548469;-70.69244267;L3
1;109;Cardenal Caro;-33.37345293;-70.68610494;L3
1;11;Santiago Bueras;-33.4966492;-70.75757079;L5
1;110;Vivaceta;-33.38588319;-70.67922839;L3
1;111;Conchalí;-33.3979901;-70.66954836;L3
1;112;Plaza Chacabuco;-33.40657255;-70.6610352;L3
1;113;Hospitales;-33.41766423;-70.65637484;L3
1;115;Parque Almagro;-33.45138975;-70.6504964;L3
1;116;Avenida Matta;-33.45823915;-70.64268604;L3
1;117;Mons. Eyzaguirre;-33.45317098;-70.61384387;L3
1;118;Chile-España;-33.45495212;-70.59748059;L3
1;119;Villa Frei;-33.45462242;-70.5809922;L3
1;12;Puente Cal y Canto ;-33.43272221;-70.65250915;L2-L3
1;120;Fernando Castillo Velasco;-33.45207371;-70.55792289;L3
1;13;Cerro Blanco;-33.42255949;-70.64498188;L2
1;14;Cementerios;-33.41407403;-70.64356368;L2
1;15;Universidad de Chile ;-33.44381576;-70.65039595;L1-L3
1;16;Ciudad del Niño;-33.51016653;-70.65686527;L2
1;17;Cristóbal Colón;-33.42623115;-70.59097429;L4
1;18;Carlos Valdovinos;-33.48564214;-70.61965503;L5
1;19;Departamental;-33.50255786;-70.6546427;L2
1;2;San Alberto Hurtado;-33.4541158;-70.69244156;L1
1;20;Dorsal;-33.39680665;-70.6426794;L2
1;21;Del Sol;-33.48999766;-70.75285145;L5
1;22;Elisa Correa;-33.5694096;-70.58362038;L4
1;23;Ecuador;-33.4560549;-70.69967678;L1
1;24;Plaza Egaña ;-33.4532828;-70.57073648;L3-L4
1;25;Einstein;-33.40573774;-70.64313783;L2
1;26;Estación Central;-33.4509776;-70.67916969;L1
1;27;Escuela Militar;-33.41375834;-70.58325147;L1
1;28;El Parrón;-33.52653641;-70.66143062;L2
1;29;Franklin;-33.47621941;-70.64963277;L2-L6
1;3;Alcántara;-33.41532925;-70.58946345;L1
1;30;Príncipe de Gales;-33.43916616;-70.57309591;L4
1;31;Gruta de Lourdes;-33.43826562;-70.69084291;L5
1;32;El Golf;-33.41661106;-70.59569187;L1
1;33;Hernando de Magallanes;-33.40790476;-70.55621978;L1
1;34;Hospital Sótero del Río;-33.57646866;-70.58238104;L4
1;35;Irarrázaval ;-33.45376927;-70.62877705;L3-L5
1;36;San José de la Estrella;-33.5533645;-70.58656955;L4
1;37;Santa Julia;-33.53110695;-70.60550244;L4A
1;38;Unión Latino Americana;-33.44947094;-70.67321305;L1
1;39;La Cisterna ;-33.5373816;-70.66438417;L2-L4A
1;4;Santa Ana ;-33.43832363;-70.65985451;L2-L5
1;40;Los Dominicos;-33.40789932;-70.54511181;L1
1;41;Los Leones;-33.42217108;-70.60859166;L1-L6
1;42;Bellavista de la Florida;-33.51982871;-70.59965221;L5
1;43;La Granja;-33.54114326;-70.61597279;L4A
1;44;Los Héroes ;-33.44615329;-70.66039094;L1-L2
1;45;El Llano;-33.48270587;-70.64945441;L2
1;46;La Moneda;-33.44485707;-70.65481544;L1
1;47;Lo Ovalle;-33.51720303;-70.65871128;L2
1;48;Los Presidentes;-33.4798036;-70.57871606;L4
1;49;Los Quillayes;-33.56063153;-70.58529133;L4
1;5;Vespucio Norte;-33.38043757;-70.64682174;L2
1;50;Las Rejas;-33.45715883;-70.7059707;L1
1;51;Laguna Sur;-33.46256553;-70.73807511;L5
1;52;Las Torres;-33.50004203;-70.58708134;L4
1;53;Lo Vial;-33.49727563;-70.65311058;L2
1;54;Mirador;-33.51293918;-70.60658782;L5
1;55;Macul;-33.50878592;-70.58949095;L4
1;56;Las Mercedes;-33.60211937;-70.57720235;L4
1;57;Manuel Montt;-33.42834568;-70.61921362;L1
1;58;Manquehue;-33.40925315;-70.568739;L1
1;59;Monte Tabor;-33.48181847;-70.74517496;L5
1;6;Baquedano ;-33.43704093;-70.63353064;L1-L5
1;60;Neptuno;-33.45155269;-70.72269726;L1
1;61;Ñuble ;-33.4671905;-70.62518673;L5-L6
1;62;Los Orientales;-33.46246076;-70.57379639;L4
1;63;Las Parcelas;-33.47539752;-70.7400531;L5
1;64;Parque Bustamante;-33.44279248;-70.63163763;L5
1;65;Pedrero;-33.50781891;-70.61267243;L5
1;66;Protectora de la Infancia;-33.58929064;-70.57970577;L4
1;67;Pajaritos;-33.4579884;-70.71577752;L1
1;68;Plaza de Maipú;-33.51052357;-70.75723771;L5
1;69;Plaza de Puente Alto;-33.60954872;-70.57591498;L4
1;7;Bellas Artes;-33.43661601;-70.64452646;L5
1;70;Parque O`higgins;-33.46046715;-70.65687656;L2
1;71;Lo Prado;-33.44329809;-70.71641329;L5
1;72;Patronato;-33.42963814;-70.64707294;L2
1;73;Pudahuel;-33.44483491;-70.74072257;L5
1;74;Pedro de Valdivia;-33.42547006;-70.61427742;L1
1;75;Plaza de Armas ;-33.43726643;-70.65055158;L3-L5
1;76;Quinta Normal;-33.4402839;-70.68036198;L5
1;77;Rodrigo de Araya;-33.47751785;-70.62232331;L5
1;78;Cumming;-33.43910131;-70.66843161;L5
1;79;Grecia;-33.46882419;-70.57620341;L4
1;8;Francisco Bilbao;-33.4314887;-70.58464899;L4
1;80;Rojas Magallanes;-33.5358616;-70.59277553;L4
1;81;San Ramón;-33.54120244;-70.64367267;L4A
1;82;Rondizzoni;-33.47005169;-70.65633802;L2
1;83;República;-33.4479598;-70.6675685;L1
1;84;Quilín;-33.48799997;-70.58023168;L4
1;85;Salvador;-33.43310996;-70.62659467;L1
1;86;Simón Bolivar;-33.44590721;-70.57204503;L4
1;87;Santa Isabel;-33.4471104;-70.63040605;L5
1;88;San Joaquín;-33.49832408;-70.61602692;L5
1;89;Santa Lucía;-33.44269642;-70.64572767;L1
1;9;Blanqueado;-33.44151165;-70.70733161;L5
1;90;San Miguel;-33.48880618;-70.6511845;L2
1;91;San Pablo ;-33.44422153;-70.7233053;L1-L5
1;92;Santa Rosa;-33.54251911;-70.63413428;L4A
1;93;Tobalaba ;-33.41815235;-70.60135526;L1-L4
1;94;Toesca;-33.4529682;-70.65858433;L2
1;95;Trinidad;-33.54702875;-70.58765998;L4
1;96;Universidad Católica;-33.44022189;-70.64054994;L1
1;97;Universidad de Santiago;-33.45290283;-70.68615667;L1
1;98;Vicente Valdés ;-33.52634117;-70.59675722;L4-L5
1;99;Vicuña Mackenna ;-33.51964942;-70.59607435;L4-L4A
3;PA1;Parada 6 (M) Quinta Normal;-33.44012613;-70.68002548;109-406-422-426-505-507-508-513-B26-B28-J01-J02-J05-J16
3;PA10;Bascuñán Guerrero esq Avenida El Mirador;-33.46677116;-70.6716302;109-109N-119-345-511-I18
3;PA100;Parada 2 Persa Bío Bío;-33.47405799;-70.64194073;203-206-385
3;PA101;Parada 2 Franklin Santa Rosa;-33.47199148;-70.64204164;203-203e-206-385
3;PA102;Parada 2 Sargento Aldea Santa Rosa;-33.4686251;-70.64223638;203-206-385-I01
3;PA103;Parada 2 Miguel León Prado Santa Rosa;-33.46464577;-70.64240879;203-206-385-I01
3;PA104;Parada 2 Hospital Sn Borja Arriarán;-33.4608973;-70.64285454;203-203e-206-385-I01
3;PA105;Parada 1 (M) Matta;-33.45767231;-70.64326709;203-203e-206-385
3;PA106;Parada 2 Colegio Santa María;-33.45212394;-70.64410914;203-206-385
3;PA107;Parada 2 Cóndor Santa Rosa;-33.44986438;-70.64448605;203-203e-206-214-226-385
3;PA108;Parada 4 Eleuterio Ramírez Santa Rosa;-33.44695266;-70.64507655;203-206-214-226-385
3;PA109;Parada 8 (M) Santa Lucía;-33.44339581;-70.64603133;203-203N-203e-208-B02-B31N
3;PA11;Bascuñán Guerrero esq Fray De La Peña;-33.46269181;-70.67253099;109-109N-119-345-511-I18
3;PA111;Parada 2 Iglesia La Merced;-33.43834244;-70.646947;203-203N-208-B02N-B31N
3;PA112;Parada 2 Casa de Los Velasco;-33.43600216;-70.64729;203-203N-208-B02N-B31N
3;PA113;Parada 3 Mercado Central;-33.43378609;-70.64778592;203-203N-208-B02N-B31N
3;PA114;Parada 2 Huérfanos Mac Iver;-33.43963502;-70.64672402;203e-206-207-207e-214-226-230-404-B02
3;PA115;Parada 6 (M) Santa Lucía;-33.4433254;-70.64590091;204-204N-204e
3;PA116;Carmen esq Sara Del Campo;-33.44418323;-70.6430987;204-204N-205-209
3;PA117;Carmen esq Marín;-33.44734896;-70.64239461;204-204N
3;PA118;Carmen esq Santa Isabel;-33.44968492;-70.64169635;204-204N-204e
3;PA119;Carmen esq Av 10 de Julio;-33.45249113;-70.64089933;204-204N
3;PA12;Bascuñán Guerrero esq Av Blanco Encalada;-33.4587471;-70.67347734;109-109N-119-345-511-I18
3;PA120;Carmen esq Coquimbo;-33.45435483;-70.6404503;204-204N
3;PA121;Carmen esq Av Manuel A Matta;-33.45713285;-70.63973875;204-204N-204e
3;PA122;Carmen esq Santa Elvira;-33.46046369;-70.63882237;204-204N
3;PA123;Carmen esq M León Prado;-33.46332356;-70.63805846;204-204N-204e
3;PA124;Carmen esq Maule;-33.4659118;-70.63737548;204-204N
3;PA125;Carmen esq Ñuble;-33.46824674;-70.63675226;204-204N
3;PA126;Carmen esq Franklin;-33.47219249;-70.63570733;204-204N-D07
3;PA127;Sierra Bella esq Franklin;-33.47248268;-70.6328504;204-204N
3;PA128;Sierra Bella esq Ñuble;-33.46842861;-70.63390419;204-204N
3;PA129;Sierra Bella esq Maule;-33.46596675;-70.63457891;204-204N
3;PA13;Bascuñán Guerrero esq Toesca;-33.45612379;-70.67407245;109-109N-345-507-511-I18
3;PA130;Sierra Bella esq M León Prado;-33.46351404;-70.635243;204-204N-204e
3;PA131;Sierra Bella esq Santa Elvira;-33.46028269;-70.63613989;204-204N
3;PA132;Sierra Bella esq Av Manuel A Matta;-33.45738833;-70.63678485;204-204N-204e
3;PA133;Lira esq Coquimbo;-33.45485603;-70.63732898;204-204N
3;PA134;Lira esq Av 10 de Julio;-33.45244066;-70.6378968;204-204N
3;PA135;Lira esq Santa Isabel;-33.44938818;-70.63890445;204-204N-204e
3;PA136;Lira esq Marín;-33.4471059;-70.63963606;204-204N
3;PA137;Curicó esq San Isidro;-33.44622919;-70.6438688;204-204N-204e-205-209
3;PA138;Parada 7 (M) Santa Lucía;-33.44363294;-70.64583142;205-209
3;PA139;Parada 1 Eyzaguirre San Francisco;-33.45176353;-70.64680266;203N-205-207-207e-209
3;PA14;Bascuñán Guerrero esq Sazié;-33.45291197;-70.67483911;109-109N-345-507-511-B26-I18
3;PA140;Parada 1 Copiapó San Francisco;-33.45470917;-70.64637421;203N-205-207-209
3;PA141;Parada 8 (M) Matta;-33.45840928;-70.64549736;203N-205-207-207e-209
3;PA142;Parada 1 Hospital Sn Borja Arriarán;-33.46148228;-70.64498518;203N-205-207-207e-209
3;PA143;Parada 1 Victoria San Francisco;-33.46491477;-70.64456584;203N-205-207-209
3;PA144;Parada 1 General Gana San Francisco;-33.47011654;-70.64401848;203N-205-207-209-227
3;PA145;Parada 1 Matadero Franklin;-33.47286912;-70.64386602;203N-205-207-207e-209-227
3;PA146;Parada 4 Persa Bío Bío;-33.47502342;-70.64190514;203N-205-207-209-227-D07-E04
3;PA147;Parada 4 Franklin Santa Rosa;-33.47271362;-70.6419907;203N-205-207-207e-209-227
3;PA148;Parada 4 Ñuble Santa Rosa;-33.46978029;-70.64217209;203N-205-207-209-227
3;PA149;Parada 4 Pedro Lagos Santa Rosa;-33.46597269;-70.64231547;203N-205-207-209-227-I01
3;PA15;Parada Estadio Victor Jara;-33.45045996;-70.67543744;109-109N-345-507-511-B26-I14-I18
3;PA150;Parada 4 Hospital Sn Borja Arriarán;-33.46156562;-70.64278107;203N-205-207-207e-209
3;PA151;Parada 4 (M) Matta;-33.4586572;-70.64312429;203N-205-207-207e-209-I01
3;PA152;Parada 4 Diez de Julio Santa Rosa;-33.45364205;-70.64387959;203N-205-207-209
3;PA153;Parada 4 Santa Isabel Santa Rosa;-33.4508859;-70.64430093;203N-205-207-207e-209
3;PA154;Parada 2 Curicó Santa Rosa;-33.44772188;-70.64487592;203N-205-207-209
3;PA155;Parada Cerro Santa Lucía;-33.43939779;-70.64421322;504
3;PA156;Parada 1 (M) Santa Lucía;-33.44202138;-70.64630656;203e-206-207-207e-214-226-230-B02
3;PA158;Parada 8 Estación Mapocho;-33.43311891;-70.65251667;207-207e
3;PA159;Parada 2 Monjitas Mac Iver;-33.43715921;-70.64708598;206-207-226-230-402-404-B02
3;PA16;Parada 2 (M) Estación Central;-33.45049149;-70.67843953;109-210-210v-221e-385-407-412-418-507-511-513-B28-J16
3;PA160;Parada 2 Iglesia San Pedro;-33.43483652;-70.64746158;203e-206-207-226-230-402-404-B02
3;PA161;Parada 1 Mercado Central;-33.43327391;-70.64832479;207-207e-230-404-B27
3;PA163;Parada 1 (M) Unión Latinoamericana;-33.44894402;-70.67082545;106-109N-210-210v-345-346N-385-404-419-422-423-424-481-I08N-I10N-I14N
3;PA164;Parada 2 (M) República;-33.44787104;-70.66679224;106-345-346N-385-404-422-510-513-516-I08N-I09-I09e-I10N-I14N
3;PA165;Parada 7 (M) Los Héroes;-33.446748;-70.66110151;106-345-346N-385-516-519-I08N-I09-I09e-I10N-I14N
3;PA166;Parada 8 (M) La Moneda;-33.44603183;-70.65801121;113-113e-115-125
3;PA167;Parada 6 (M) Universidad de Chile;-33.44413417;-70.65086454;210-210v-221e-345-346N-385-403-412-418-422-513-518-F30N-I09-I09e-I14N
3;PA168;Parada 4 (M) Santa Lucía;-33.44255026;-70.64450936;106-109N-210-210v-221e-345-403-419-422-423-481-513-516-518-519-F30N
3;PA169;Parada 1 (M) Universidad Católica;-33.44040164;-70.64059635;106-109N-210-210v-303-307-307e-314-315e-403-419-422-423-481-513-F30N
3;PA17;Parada 2 Centro de Justicia;-33.47244914;-70.65509235;113-115-125-302-302N-511-H07-I01
3;PA170;Parada 6 Plaza Italia;-33.4381315;-70.63631553;210-210v-213e-221e-303-307-307e-314-315e-B02N-F30N
