mode;code;name;latitude;longitude;services
3;PA171;Barón P de Coubertin esq AvVicuña Mackenna;-33.44022746;-70.63466606;210-210v-307-307e-314-315e-403-422-513-B02N-F30N
3;PA172;Parada 1 (M) Parque Bustamante;-33.44297379;-70.63362035;210-210v-213e-403-422-513-516-519-F30N-H13
3;PA174;Parada 1 (M) Santa Isabel;-33.44821618;-70.63204042;210-210v-213e-403-513-516-519-F30N-H13
3;PA176;Parada 6 (M) Irarrázaval;-33.45283376;-70.63065304;210-210v-F30N
3;PA177;Parada 4 (M) Irarrázaval;-33.4551412;-70.63006147;210-210v-213e-221e-F30N
3;PA179;Av Vicuña Mackenna esq Maule;-33.46259322;-70.62778006;210-210v-227-F30N
3;PA18;Parada 2 (M) Rondizzoni;-33.47060799;-70.65587514;113-115-125-302-302N-H07-I01
3;PA181;Parada 1 (M) Ñuble;-33.46708143;-70.62662655;210-210v-213e-221e-F30N
3;PA182;Parada 2 (M) Santa Lucía;-33.44259382;-70.64598391;210-210v-221e-345-403-513-518-F30N
3;PA183;Parada 3 (M) Universidad de Chile;-33.44380401;-70.65127782;210-210v-221e-302N-345-346N-385-403-412-418-424-516-518-519-F30N-I14N
3;PA184;Parada 4 (M) La Moneda;-33.44462406;-70.65538115;109N-210-210v-302N-346N-401-405-419-421-423-432N-518-541N-F30N-I08N-I09e-I10N
3;PA185;Parada 3 (M) Los Héroes;-33.44596332;-70.66110807;210-210v-221e-345-346N-385-412-418-516-518-I14N
3;PA186;Parada 6 (M) Unión Latinoamericana;-33.44857657;-70.67132402;210-210v-345-346N-385-406-407-412-418-422-426-513-I14N
3;PA187;Parada 1 (M) República;-33.44742579;-70.66704191;210-210v-221e-345-346N-385-406-407-412-418-422-426-513-I09e-I14N
3;PA19;Ñuble esq Lord Cochrane;-33.470283;-70.65252244;113-115-511-H07-I01
3;PA190;Parada 10 (M) Santa Ana;-33.43799243;-70.66034301;201e-217e-313e
3;PA191;Parada 4 (M) Quinta Normal;-33.44110057;-70.67999048;221e-J19
3;PA195;Parada 1 Monjitas San Antonio;-33.43668725;-70.64866901;203-203N-206-207-208-214-226-230-B02-B02N-B30N-B31N
3;PA196;Nataniel Cox esq Eleuterio Ramírez;-33.44954829;-70.65333389;214-223-226-229-264N-301
3;PA197;Parada 1 (M) Pque Almagro;-33.45200651;-70.65293946;214-223-226-229-264N-301
3;PA198;Parada 6 Teatro Cariola;-33.4494755;-70.65067529;229-301
3;PA199;Portugal esq Coquimbo;-33.45356467;-70.63404488;227-H13
3;PA2;Chacabuco esq Romero;-33.44816017;-70.67811491;109-406-422-426-507-513-B26
3;PA20;Lord Cochrane esq Pedro Lagos;-33.46818458;-70.65231044;113-115
3;PA200;Parada 5 (M) Irarrázaval;-33.45605835;-70.63163866;227
3;PA202;Maule esq Avenida Portugal;-33.46529719;-70.63063896;227-D05
3;PA203;Maule esq Sierra Bella;-33.4657432;-70.63443483;227
3;PA204;Maule esq Santiago Concha;-33.4661291;-70.63799289;227
3;PA205;Maule esq Av Santa Rosa;-33.46656258;-70.64203607;227
3;PA206;Miguel León Prado esq Pasaje Marta;-33.46411963;-70.64127985;227
3;PA207;Miguel León Prado esq Carmen;-33.46371699;-70.63831334;227
3;PA208;Miguel León Prado esq Sierra Bella;-33.46336596;-70.63553073;227
3;PA209;Miguel León Prado esq Avenida Portugal;-33.4627474;-70.63182856;227
3;PA21;Lord Cochrane esq Victoria;-33.46540236;-70.65265575;113-115
3;PA210;Miguel León Prado esq AvVicuña Mackenna;-33.46196995;-70.62854309;227
3;PA212;Tarapacá esq Lord Cochrane;-33.44776253;-70.65402076;201-223-229-264N-271-301
3;PA213;Parada Colegio San Ignacio;-33.44703592;-70.65508273;229-509
3;PA214;Av Pdte Balmaceda esq Hnos Amunátegui;-33.4318917;-70.65730123;121-502c-503-517
3;PA215;Parada 5 (M) La Moneda;-33.44514216;-70.65440131;210-210v-223-229-264N-301-345-385-403-422-513-516-519-F30N-I08N-I09-I09e-I10N-I14N
3;PA218;Hermanos Amunátegui esq Moneda;-33.44265912;-70.65597849;201-264N-271-509
3;PA219;Hermanos Amunátegui esq Huérfanos;-33.4402899;-70.65646055;301-509
3;PA22;Lord Cochrane esq Santiago;-33.4628912;-70.65296315;113-115
3;PA220;Hermanos Amunátegui esq Santo Domingo;-33.43710037;-70.65691623;301-509
3;PA221;Parada 10 Estación Mapocho;-33.43398629;-70.65307091;119-121
3;PA222;San Pablo esq Herrera;-33.43565939;-70.67822914;402
3;PA223;San Pablo esq Rafael Sotomayor;-33.43513849;-70.67406725;402
3;PA224;San Pablo esq General Bulnes;-33.43506845;-70.67123705;402
3;PA225;San Pablo esq Maturana;-33.43494888;-70.6680617;402
3;PA226;San Pablo esq Almirante Barroso;-33.4347657;-70.6635729;121-271-402-502-518
3;PA228;Manuel Rodríguez esq Rosas;-33.43549899;-70.66067197;402-504
3;PA229;Parada 13 (M) Santa Ana;-33.4366738;-70.66048999;302-402-504
3;PA23;Lord Cochrane esq Aconcagua;-33.45893432;-70.65347979;113-115-509
3;PA230;Manuel Rodríguez esq Agustinas;-33.44100462;-70.66033585;302-403
3;PA231;Manuel Rodríguez esq Alameda;-33.4442865;-70.66106534;302-302e-403
3;PA232;Parada 6 (M) Los Héroes;-33.44714159;-70.66066796;125-302-302N-302e
3;PA233;Manuel Rodríguez esq Sazié;-33.44879827;-70.66019392;125-302-302N-510
3;PA234;Parada 3 (M) Parque O'Higgins;-33.46097444;-70.65738114;125-302-302N
3;PA235;Avenida Viel esq Pedro Lagos;-33.46719681;-70.65604698;125-302-302N
3;PA236;Avenida Viel esq Victoria;-33.46489574;-70.65615384;125-302-302N
3;PA237;Avenida Viel esq Santiago;-33.46291938;-70.65625612;125-302-302N
3;PA238;Parada 2 (M) Parque O'Higgins;-33.46088907;-70.65634662;125-302-302N
3;PA239;Parada Museo Militar;-33.45680927;-70.6566133;125-302-302N
3;PA24;Lord Cochrane esq Copiapó;-33.45627017;-70.65376273;113-115-509
3;PA240;Manuel Rodríguez esq Av 10 de Julio;-33.45485963;-70.65741539;125-302-302N
3;PA241;Manuel Rodríguez esq Padre M de Olivares;-33.44987799;-70.65903112;302-302N
3;PA243;Parada 5 (M) Santa Ana;-33.43950319;-70.65931763;201e-403
3;PA244;Parada 9 (M) Santa Ana;-33.43841897;-70.65946909;302-303e
3;PA245;Parada 2 Teatro Teletón;-33.43612431;-70.6597696;303-307-314-B29
3;PA247;Parada 2 Brasil Rosas;-33.43617225;-70.66426664;402
3;PA248;Rosas esq Ricardo Cumming;-33.43658312;-70.66858777;402-505
3;PA249;Rosas esq García Reyes;-33.43675341;-70.67134465;402-505
3;PA25;Avenida 10 de Julio esq San Ignacio;-33.45441854;-70.6553306;113-115-D03
3;PA250;Rosas esq Cueto;-33.43683779;-70.67244341;402-505
3;PA251;Rosas esq Maipú;-33.43709671;-70.67664337;402-505
3;PA259;Parada 4 (M) Bellas Artes;-33.43654235;-70.64259968;307-314-517-B27
3;PA260;Parada Santo Domingo Miraflores;-33.4355287;-70.64559232;502c-504-505-508-517-B27
3;PA261;Parada 4 San Antonio Santo Domingo;-33.43587066;-70.64836314;214-303-307-307e-314-315e
3;PA262;Parada 2 (M) Plaza de Armas;-33.4361503;-70.65106826;214-303-307-314
3;PA264;Parada 2 (M) Santa Ana;-33.43685119;-70.65734175;402-504-505-508-514
3;PA265;Manuel Rodríguez esq San Pablo;-33.43479623;-70.65994868;303-307-314-B29
3;PA271;Parada 3 Plaza Brasil;-33.44071518;-70.66510638;119
3;PA272;Avenida Brasil esq Moneda;-33.44307663;-70.66520529;119-121
3;PA273;Avenida Brasil esq Alameda;-33.44661852;-70.66470283;119-121
3;PA274;Almirante Latorre esq Sazié;-33.45008078;-70.66475823;119-121
3;PA275;Club Hípico esq Toesca;-33.45370185;-70.66507489;119-121
3;PA276;Parada 3 Escuela de Ingeniería;-33.45628169;-70.66502738;119-121
3;PA277;Parada 2 Avenida España Blanco;-33.45771449;-70.66913241;119-507
3;PA278;Parada 2 Bascuñán Blanco;-33.4583331;-70.67341558;506-506e-506v-507-509
3;PA279;San Alfonso esq Lincoln;-33.45943349;-70.67473859;119-511-I18
3;PA28;Parada 7 (M) La Moneda;-33.44572322;-70.65681126;106-109N-303-314-315e-404-419-423-424-481-518
3;PA280;San Alfonso esq Fray Luis de La Peña;-33.46256358;-70.67401334;119-345-511-I18
3;PA281;San Alfonso esq Espiñeira;-33.46485272;-70.67345481;119-345-511-I18
3;PA282;Antofagasta esq Bascuñán Guerrero;-33.46652367;-70.67192673;119
3;PA283;El Mirador esq Manuel de Amat;-33.46806212;-70.6701916;119
3;PA284;El Mirador esq Av Gral Rondizzoni;-33.47030871;-70.66810413;119
3;PA285;El Mirador esq Av Pedro Montt;-33.47325889;-70.66533057;119-511
3;PA286;Club Hípico esq Av Pedro Montt;-33.47324664;-70.6648999;119-121-H07-I01
3;PA287;Bascuñán Guerrero esq Siria;-33.47336436;-70.67156313;119-345-H07
3;PA288;Parada 4 Rondizzoni Bascuñán;-33.47088398;-70.67159082;345-511-H07
3;PA289;Parada 1 Molina Blanco;-33.45856298;-70.67241941;119-506-506e-506v-509
3;PA29;Nataniel Cox esq Tarapacá;-33.44747876;-70.65366037;223-226-229-264N
3;PA290;Parada 1 Avenida España Blanco;-33.45789361;-70.66855486;506-506v-509
3;PA291;Avenida República esq Gay;-33.45580893;-70.66665366;119-121
3;PA292;Avenida República esq Gorbea;-33.45353842;-70.66716965;119-121
3;PA293;Avenida República esq Sazié;-33.45127663;-70.6677073;119-121
3;PA294;Parada 4 (M) República;-33.44920592;-70.66811949;119-121
3;PA295;Av Ricardo Cumming esq Moneda;-33.44403513;-70.66769777;119-121-J10
3;PA296;Av Ricardo Cumming esq Compañía de Jesús;-33.44060899;-70.66830988;119-121-J10
3;PA297;Parada 1 Plaza Brasil;-33.43998359;-70.66518921;119-505-508-514
3;PA298;Parada 7 (M) Santa Ana;-33.4395434;-70.66102871;505-508-514
3;PA299;Hermanos Amunátegui esq General Mackenna;-33.43346004;-70.65736332;301-502-502c-503-509-517
3;PA30;San Ignacio esq Padre M de Olivares;-33.44881583;-70.65685932;113-115-201-271-509
3;PA300;Parada 9 Estación Mapocho;-33.4332358;-70.65389564;404-502-502c-503-509-517
3;PA303;Parada 1 (M) Santa Ana;-33.43701037;-70.65892597;303-307-307e-314-315e-B29
3;PA305;Parada Mercado de Anticuarios;-33.43024415;-70.66584208;121
3;PA307;Av Ricardo Cumming esq Castillo;-33.43062847;-70.66945254;121
3;PA308;Av Ricardo Cumming esq Andes;-33.43284069;-70.66924753;121
3;PA309;Av Ricardo Cumming esq San Pablo;-33.43464663;-70.66907774;121
3;PA31;Parada Palacio Cousiño;-33.45149231;-70.65632929;113-115-201-271-509
3;PA310;Av Ricardo Cumming esq Santo Domingo;-33.4373825;-70.66882896;121
3;PA311;Av Ricardo Cumming esq Compañía de Jesús;-33.43991915;-70.66864089;121
3;PA312;Av Ricardo Cumming esq Agustinas;-33.44209835;-70.66820931;121
3;PA313;Parada Fantasilandia;-33.45978073;-70.66502973;121
3;PA314;Parada Movistar Arena;-33.46197246;-70.66500708;121
3;PA315;Club Hípico esq Raimundo Larraín;-33.46617516;-70.66499061;121
3;PA316;Club Hípico esq Av Gral Rondizzoni;-33.4700447;-70.6649355;121
3;PA318;Avenida Beaucheff esq Av Gral Rondizzoni;-33.47067916;-70.66335508;121
3;PA319;Avenida Beaucheff esq Marsella;-33.46752144;-70.66345614;121
3;PA32;San Ignacio esq Av 10 de Julio;-33.45386225;-70.6557934;113-115-509
3;PA320;Parada Movistar Arena;-33.4636772;-70.66364092;121
3;PA321;Parada Fantasilandia;-33.45887671;-70.66385046;121
3;PA322;Parada 2 Escuela de Ingeniería;-33.4569721;-70.66465326;121-507
3;PA323;Av Ricardo Cumming esq Santo Domingo;-33.43826153;-70.66851234;121-J10
3;PA324;Av Ricardo Cumming esq San Pablo;-33.43517317;-70.66881892;121-J10
3;PA325;Av Ricardo Cumming esq Avenida Mapocho;-33.43242813;-70.66907829;J10
3;PA326;Av Ricardo Cumming esq Av Pdte Balmaceda;-33.42939415;-70.66936437;J10
3;PA327;Parada 4 Puente Bulnes;-33.42833737;-70.6714952;J10
3;PA329;Parada 13 Estación Mapocho;-33.43185109;-70.6522345;214-230-307-307e-B02N-B03-B04-B20-B30N
3;PA33;San Ignacio esq Coquimbo;-33.45725397;-70.65572877;113-115-509
3;PA331;Parada 5 (M) Quinta Normal;-33.44109302;-70.67988277;313e
3;PA332;Parada 2 Liceo Uno;-33.43912192;-70.65748174;402-504-505-508-514
3;PA334;Merced esq Miraflores;-33.43803888;-70.64603771;504-505-508-514-517-B02N-B27
3;PA335;Parada 3 (M) Unión Latinoamericana;-33.44930427;-70.67219861;507-510-513-516
3;PA336;Parada 3 (M) República;-33.44809258;-70.66775392;109N-210-210v-221e-412-418-419-423-424-481
3;PA337;Parada 8 (M) Los Héroes;-33.44690791;-70.66195441;109N-210-210v-221e-412-418-419-423-424-510
3;PA338;Parada 6 (M) La Moneda;-33.44544064;-70.65568712;302N-346N-401-405-406-407-412-418-421-426-432N-541N
