stop_code;stop_name;stop_lat;stop_lon;stop_mode
PA20;PA20-Lord Cochrane  esq Pedro Lagos;-33.46818458;-70.65231044;3
PA200;PA200-Parada 5  (M) Irarrázaval;-33.45605835;-70.63163866;3
PA202;PA202-Maule  esq Avenida Portugal;-33.46529719;-70.63063896;3
PA203;PA203-Maule  esq Sierra Bella;-33.4657432;-70.63443483;3
PA204;PA204-Maule  esq Santiago Concha;-33.4661291;-70.63799289;3
PA205;PA205-Maule  esq Av Santa Rosa;-33.46656258;-70.64203607;3
PA206;PA206-Miguel León Prado  esq Pasaje Marta;-33.46411963;-70.64127985;3
PA207;PA207-Miguel León Prado  esq Carmen;-33.46371699;-70.63831334;3
PA208;PA208-Miguel León Prado  esq Sierra Bella;-33.46336596;-70.63553073;3
PA209;PA209-Miguel León Prado  esq Avenida Portugal;-33.4627474;-70.63182856;3
PA21;PA21-Lord Cochrane  esq Victoria;-33.46540236;-70.65265575;3
PA210;PA210-Miguel León Prado  esq AvVicuña Mackenna;-33.46196995;-70.62854309;3
PA212;PA212-Tarapacá  esq Lord Cochrane;-33.44776253;-70.65402076;3
PA213;PA213-Parada  Colegio San Ignacio;-33.44703592;-70.65508273;3
PA214;PA214-Av Pdte Balmaceda  esq Hnos Amunátegui;-33.4318917;-70.65730123;3
PA215;PA215-Parada 5  (M) La Moneda;-33.44514216;-70.65440131;3
PA218;PA218-Hermanos Amunátegui  esq Moneda;-33.44265912;-70.65597849;3
PA219;PA219-Hermanos Amunátegui  esq Huérfanos;-33.4402899;-70.65646055;3
PA22;PA22-Lord Cochrane  esq Santiago;-33.4628912;-70.65296315;3
PA220;PA220-Hermanos Amunátegui  esq Santo Domingo;-33.43710037;-70.65691623;3
PA221;PA221-Parada 10  Estación Mapocho;-33.43398629;-70.65307091;3
PA222;PA222-San Pablo  esq Herrera;-33.43565939;-70.67822914;3
PA223;PA223-San Pablo  esq Rafael Sotomayor;-33.43513849;-70.67406725;3
PA224;PA224-San Pablo  esq General Bulnes;-33.43506845;-70.67123705;3
PA225;PA225-San Pablo  esq Maturana;-33.43494888;-70.6680617;3
PA226;PA226-San Pablo  esq Almirante Barroso;-33.4347657;-70.6635729;3
PA228;PA228-Manuel Rodríguez  esq Rosas;-33.43549899;-70.66067197;3
PA229;PA229-Parada 13  (M) Santa Ana;-33.4366738;-70.66048999;3
PA23;PA23-Lord Cochrane  esq Aconcagua;-33.45893432;-70.65347979;3
PA230;PA230-Manuel Rodríguez  esq Agustinas;-33.44100462;-70.66033585;3
PA231;PA231-Manuel Rodríguez  esq Alameda;-33.4442865;-70.66106534;3
PA232;PA232-Parada 6  (M) Los Héroes;-33.44714159;-70.66066796;3
PA233;PA233-Manuel Rodríguez  esq Sazié;-33.44879827;-70.66019392;3
PA234;PA234-Parada 3  (M) Parque O'Higgins;-33.46097444;-70.65738114;3
PA235;PA235-Avenida Viel  esq Pedro Lagos;-33.46719681;-70.65604698;3
PA236;PA236-Avenida Viel  esq Victoria;-33.46489574;-70.65615384;3
PA237;PA237-Avenida Viel  esq Santiago;-33.46291938;-70.65625612;3
PA238;PA238-Parada 2  (M) Parque O'Higgins;-33.46088907;-70.65634662;3
PA239;PA239-Parada  Museo Militar;-33.45680927;-70.6566133;3
PA24;PA24-Lord Cochrane  esq Copiapó;-33.45627017;-70.65376273;3
PA240;PA240-Manuel Rodríguez  esq Av 10 de Julio;-33.45485963;-70.65741539;3
PA241;PA241-Manuel Rodríguez  esq Padre M de Olivares;-33.44987799;-70.65903112;3
PA243;PA243-Parada 5  (M) Santa Ana;-33.43950319;-70.65931763;3
PA244;PA244-Parada 9  (M) Santa Ana;-33.43841897;-70.65946909;3
PA245;PA245-Parada 2  Teatro Teletón;-33.43612431;-70.6597696;3
PA247;PA247-Parada 2  Brasil - Rosas;-33.43617225;-70.66426664;3
PA248;PA248-Rosas  esq Ricardo Cumming;-33.43658312;-70.66858777;3
PA249;PA249-Rosas  esq García Reyes;-33.43675341;-70.67134465;3
PA25;PA25-Avenida 10 de Julio  esq San Ignacio;-33.45441854;-70.6553306;3
PA250;PA250-Rosas  esq Cueto;-33.43683779;-70.67244341;3
PA251;PA251-Rosas  esq Maipú;-33.43709671;-70.67664337;3
PA259;PA259-Parada 4  (M) Bellas Artes;-33.43654235;-70.64259968;3
PA260;PA260-Parada  Santo Domingo - Miraflores;-33.4355287;-70.64559232;3
PA261;PA261-Parada 4  San Antonio - Santo Domingo;-33.43587066;-70.64836314;3
PA262;PA262-Parada 2  (M) Plaza de Armas;-33.4361503;-70.65106826;3
PA264;PA264-Parada 2  (M) Santa Ana;-33.43685119;-70.65734175;3
PA265;PA265-Manuel Rodríguez  esq San Pablo;-33.43479623;-70.65994868;3
PA271;PA271-Parada 3  Plaza Brasil;-33.44071518;-70.66510638;3
PA272;PA272-Avenida Brasil  esq Moneda;-33.44307663;-70.66520529;3
PA273;PA273-Avenida Brasil  esq Alameda;-33.44661852;-70.66470283;3
PA274;PA274-Almirante Latorre  esq Sazié;-33.45008078;-70.66475823;3
PA275;PA275-Club Hípico  esq Toesca;-33.45370185;-70.66507489;3
PA276;PA276-Parada 3  Escuela de Ingeniería;-33.45628169;-70.66502738;3
PA277;PA277-Parada 2  Avenida España - Blanco;-33.45771449;-70.66913241;3
PA278;PA278-Parada 2  Bascuñán - Blanco;-33.4583331;-70.67341558;3
PA279;PA279-San Alfonso  esq Lincoln;-33.45943349;-70.67473859;3
PA28;PA28-Parada 7  (M) La Moneda;-33.44572322;-70.65681126;3
PA280;PA280-San Alfonso  esq Fray Luis de La Peña;-33.46256358;-70.67401334;3
PA281;PA281-San Alfonso  esq Espiñeira;-33.46485272;-70.67345481;3
PA282;PA282-Antofagasta  esq Bascuñán Guerrero;-33.46652367;-70.67192673;3
PA283;PA283-El Mirador  esq Manuel de Amat;-33.46806212;-70.6701916;3
PA284;PA284-El Mirador  esq Av Gral Rondizzoni;-33.47030871;-70.66810413;3
PA285;PA285-El Mirador  esq Av Pedro Montt;-33.47325889;-70.66533057;3
PA286;PA286-Club Hípico  esq Av Pedro Montt;-33.47324664;-70.6648999;3
PA287;PA287-Bascuñán Guerrero  esq Siria;-33.47336436;-70.67156313;3
PA288;PA288-Parada 4  Rondizzoni - Bascuñán;-33.47088398;-70.67159082;3
PA289;PA289-Parada 1  Molina - Blanco;-33.45856298;-70.67241941;3
PA29;PA29-Nataniel Cox  esq Tarapacá;-33.44747876;-70.65366037;3
PA290;PA290-Parada 1  Avenida España - Blanco;-33.45789361;-70.66855486;3
PA291;PA291-Avenida República  esq Gay;-33.45580893;-70.66665366;3
PA292;PA292-Avenida República  esq Gorbea;-33.45353842;-70.66716965;3
PA293;PA293-Avenida República  esq Sazié;-33.45127663;-70.6677073;3
PA294;PA294-Parada 4  (M) República;-33.44920592;-70.66811949;3
PA295;PA295-Av Ricardo Cumming  esq Moneda;-33.44403513;-70.66769777;3
PA296;PA296-Av Ricardo Cumming  esq Compañía de Jesús;-33.44060899;-70.66830988;3
PA297;PA297-Parada 1  Plaza Brasil;-33.43998359;-70.66518921;3
PA298;PA298-Parada 7  (M) Santa Ana;-33.4395434;-70.66102871;3
PA299;PA299-Hermanos Amunátegui  esq General Mackenna;-33.43346004;-70.65736332;3
PA30;PA30-San Ignacio  esq Padre M de Olivares;-33.44881583;-70.65685932;3
PA300;PA300-Parada 9  Estación Mapocho;-33.4332358;-70.65389564;3
PA303;PA303-Parada 1  (M) Santa Ana;-33.43701037;-70.65892597;3
PA305;PA305-Parada  Mercado de Anticuarios;-33.43024415;-70.66584208;3
PA307;PA307-Av Ricardo Cumming  esq Castillo;-33.43062847;-70.66945254;3
PA308;PA308-Av Ricardo Cumming  esq Andes;-33.43284069;-70.66924753;3
PA309;PA309-Av Ricardo Cumming  esq San Pablo;-33.43464663;-70.66907774;3
PA31;PA31-Parada  Palacio Cousiño;-33.45149231;-70.65632929;3
PA310;PA310-Av Ricardo Cumming  esq Santo Domingo;-33.4373825;-70.66882896;3
PA311;PA311-Av Ricardo Cumming  esq Compañía de Jesús;-33.43991915;-70.66864089;3
PA312;PA312-Av Ricardo Cumming  esq Agustinas;-33.44209835;-70.66820931;3
PA313;PA313-Parada  Fantasilandia;-33.45978073;-70.66502973;3
PA314;PA314-Parada  Movistar Arena;-33.46197246;-70.66500708;3
PA315;PA315-Club Hípico  esq Raimundo Larraín;-33.46617516;-70.66499061;3
PA316;PA316-Club Hípico  esq Av Gral Rondizzoni;-33.4700447;-70.6649355;3
PA318;PA318-Avenida Beaucheff  esq Av Gral Rondizzoni;-33.47067916;-70.66335508;3
PA319;PA319-Avenida Beaucheff  esq Marsella;-33.46752144;-70.66345614;3
PA32;PA32-San Ignacio  esq Av 10 de Julio;-33.45386225;-70.6557934;3
PA320;PA320-Parada  Movistar Arena;-33.4636772;-70.66364092;3
PA321;PA321-Parada  Fantasilandia;-33.45887671;-70.66385046;3
PA322;PA322-Parada 2  Escuela de Ingeniería;-33.4569721;-70.66465326;3
PA323;PA323-Av Ricardo Cumming  esq Santo Domingo;-33.43826153;-70.66851234;3
PA324;PA324-Av Ricardo Cumming  esq San Pablo;-33.43517317;-70.66881892;3
PA325;PA325-Av Ricardo Cumming  esq Avenida Mapocho;-33.43242813;-70.66907829;3
PA326;PA326-Av Ricardo Cumming  esq Av Pdte Balmaceda;-33.42939415;-70.66936437;3
PA327;PA327-Parada 4  Puente Bulnes;-33.42833737;-70.6714952;3
PA329;PA329-Parada 13  Estación Mapocho;-33.43185109;-70.6522345;3
PA33;PA33-San Ignacio  esq Coquimbo;-33.45725397;-70.65572877;3
PA331;PA331-Parada 5  (M) Quinta Normal;-33.44109302;-70.67988277;3
PA332;PA332-Parada 2  Liceo Uno;-33.43912192;-70.65748174;3
PA334;PA334-Merced  esq Miraflores;-33.43803888;-70.64603771;3
PA335;PA335-Parada 3  (M) Unión Latinoamericana;-33.44930427;-70.67219861;3
PA336;PA336-Parada 3  (M) República;-33.44809258;-70.66775392;3
PA337;PA337-Parada 8  (M) Los Héroes;-33.44690791;-70.66195441;3
PA338;PA338-Parada 6  (M) La Moneda;-33.44544064;-70.65568712;3
PA339;PA339-Parada 5  (M) Universidad de Chile;-33.44382649;-70.64958936;3
PA34;PA34-Parada 6  (M) Parque O'Higgins;-33.45998939;-70.6555118;3
PA340;PA340-Parada 9  (M) Santa Lucía;-33.44310989;-70.64651;3
PA341;PA341-Parada 3  (M) Universidad Católica;-33.44079968;-70.64118472;3
PA342;PA342-Parada 7  Plaza Italia;-33.43789013;-70.63683806;3
PA343;PA343-Parada 10  Plaza Italia;-33.43730259;-70.63625694;3
PA344;PA344-Parada 12  (M) Santa Lucía;-33.44286633;-70.64719385;3
PA345;PA345-Parada 4  (M) Universidad de Chile;-33.4434109;-70.64964603;3
PA346;PA346-Parada 10  (M) La Moneda;-33.44533228;-70.65839593;3
PA347;PA347-Parada 1  (M) Los Héroes;-33.44646685;-70.66323691;3
PA348;PA348-Parada 6  (M) República;-33.44772789;-70.66804816;3
PA349;PA349-Parada 4  (M) Unión Latinoamericana;-33.44893725;-70.67266491;3
PA35;PA35-Parada 1  (M) Toesca;-33.45316195;-70.65893229;3
PA350;PA350-Parada 7  (M) Universidad de Chile;-33.44441967;-70.65177357;3
PA352;PA352-Parada  Hospital Traumatológico;-33.43458005;-70.65925617;3
PA353;PA353-Parada 4  Mercado Central;-33.43417851;-70.64811602;3
PA354;PA354-Parada 5  Estación Mapocho;-33.43289911;-70.65006016;3
PA355;PA355-Rosas  esq Avenida Matucana;-33.43733282;-70.67985331;3
PA357;PA357-Avenida 10 de Julio  esq Avenida Portugal;-33.45154224;-70.63422211;3
PA358;PA358-Portugal  esq Argomedo;-33.44999298;-70.63476322;3
PA359;PA359-Parada  Claustro Del 900;-33.44622741;-70.63582211;3
PA36;PA36-Manuel Rodríguez  esq Domeyko;-33.45478271;-70.65844675;3
PA360;PA360-Parada 2  Posta Central;-33.44471882;-70.6366974;3
PA361;PA361-Portugal  esq Diagonal Paraguay;-33.44323756;-70.63755167;3
PA362;PA362-Parada  Hospital UCatólica;-33.44198787;-70.6386254;3
PA365;PA365-Parada 3  (M) La Moneda;-33.44475269;-70.65587843;3
PA366;PA366-Parada 4  (M) Los Héroes;-33.44580038;-70.66048103;3
PA367;PA367-Parada 3  (M) Estación Central;-33.45020838;-70.67736904;3
PA368;PA368-Parada 4  (M) Estación Central;-33.45063547;-70.67712983;3
PA369;PA369-Parada 5  (M) República;-33.44840195;-70.66888941;3
PA37;PA37-Parada  Museo Militar;-33.45605141;-70.65798676;3
PA370;PA370-Parada 9  (M) Los Héroes;-33.44715481;-70.66304564;3
PA371;PA371-Parada 5  (M) Santa Lucía;-33.44281004;-70.64532105;3
PA372;PA372-Parada 8  Plaza Italia;-33.43827803;-70.63751226;3
PA373;PA373-Parada 9  Plaza Italia;-33.43763469;-70.63705915;3
PA374;PA374-Parada 10  (M) Santa Lucía;-33.44308631;-70.64828449;3
PA375;PA375-Parada 2  (M) Universidad de Chile;-33.44391806;-70.65219435;3
PA376;PA376-Parada 2  (M) La Moneda;-33.44491495;-70.65655923;3
PA377;PA377-Parada 2  (M) Los Héroes;-33.44617704;-70.6619835;3
PA378;PA378-Parada 1  (M) Estación Central;-33.45016909;-70.67893895;3
PA38;PA38-Parada 1  (M) Rondizzoni;-33.46979436;-70.65669898;3
PA380;PA380-Parada 4  Estación Mapocho;-33.43257496;-70.65137699;3
