iLat;iLon;stops;services;route_segments;puntos
61;54;PG712/PG713/PG716/PG717;G02I/G02R/G14I/G14R;31/2/16/2;1804
61;55;PG714/PG715;G02I/G02R/G14I/G14R;31-32/1-2/16-17/1-2;
62;36;PG1565/PG1648;G07I/G07R;32-33-34/5-6;
62;37;PG1564/PG1649;G07I/G07R;31-32/6-7-8;
62;38;;G07I/G07R;31/8;
62;39;PG1768/PG1769;G07I/G07R;31/8;
62;40;;G07I/G07R;30-31/8-9;
62;41;;G07I/G07R;30/9;
62;42;PG1574/PG1615/PG1641;211R/G02I/G07I/G07R;1-2/19-20-21/28-29-30/9-10-11;
62;43;PG1605/PG702/PG703;211I/211R/G02I/G02R/G07I/G07R/MTRI/MTRR;42-43-44-45/2-3/14-15-16-17-21-22/10-11-12/26-27-28/11-12/11/39;730
62;44;PG1628/PG1629;G02I/G02R/G07R/MTRI/MTRR;22-23-24-25-26/7-8-9-10/12/11/39;60
62;45;PG1751/PG1752;G02I/G02R;26/7;
62;46;PG704/PG725;G02I/G02R;26-27/6-7;
62;47;PG705/PG724;G02I/G02R;27/6;
62;48;PG706/PG723;G02I/G02R;27/6;
62;49;PG707/PG722;G02I/G02R;27/6;
62;50;PG708/PG721;G02I/G02R;27-28/5-6;
62;51;PG1601/PG1603/PG709/PG720;G02I/G02R/G14I/G14R;28-29-30/3-4-5/15/3;
62;52;PG1212/PG1754/PG1755/PG710/PG719;G02I/G02R/G14I/G14R;30-31/2-3/15-16/2-3;
62;53;PG1614/PG1630;G02I/G02R/G14I/G14R;31/2/16/2;
62;63;PF1140;207I/207R/207cR/207eI/207eR/209I/209R/209cR;28-29-30/0-1/0-1-29-30-31/23-24/0-1-2/29-30-31/0-1/0-1-36-37-38;
62;64;;207I/207R/207cR/209I/209R/209cR;28/1-2/1-2-29/28-29/1-2/1-2-35-36;
62;65;PF1109/PF1110;207I/207R/207cR/209I/209R/209cR/F18I/F18R;27-28/2-3/2-3-28-29/27-28/2/2-34-35/5-6/18-19;
62;66;PF1108;209I/209R/209cR/F18I/F18R;27/2/2-34/5/19;
62;67;;209I/209R/209cR;27/2/2-34;
62;68;;209I/209R/209cR/213eI/213eR/F10I/F10R/F10cI/F12I/F12R/F12cI/F12cR/F13I/F13R/F13cI/F13cR/F15I/F15R/F18I/F18R/F25I/F25R/F25eI/F25eR;24-25-26/3-4-5/3-4-5-31-32-33/37-38-39-40/0/0-1-2/25-26-27-28/0-1-2-33-34-35-36/0-1-2/20-21-22-23/0-1-2/24-25-26-27/0-1-2/28-29-30-31/0-1-2/24-25-26-27/0-1-2/36-37-38-39/0-1-2/22-23-24-25/0-1-2/47-48-49-50/0-1-2/30-31-32-33;
63;41;;;;129/1984
63;42;;G08vI/G08vR;0/38-39;
63;43;PG1745/PG1790;211I/211R/G02I/G02R/G07I/G08vI/G08vR;42/3/14/12/26/0-1/36-37-38;
63;44;209/PG1763/PG1764/PG700/PG728/PG729;211I/211R/G02I/G02R/G07I/G07R/G08vI/G08vR/MTNI/MTNR/MTRI/MTRR;40-41-42/3-4/12-13-14/12-13-14/25-26/12-13/1-2-3/34-35-36/10-11/0/11/39;1381/1582/2089
63;45;;211I/211R/G02I/G02R/G07I/G07R/G08vI/G08vR/MTNI/MTNR/MTRI/MTRR;40/4/12/14/25/13/3/34/10/0/11/39;
63;46;;G08I/G08R;8/27;
63;47;;G08I/G08R;8-9/26-27;
63;50;PG1211/PG1213;G14I/G14R;14-15/3-4;
63;51;PG1600/PG1604;G14I/G14R;15/3;
63;61;PG1692;F03R;16-17;
63;62;PG1683/PG1693;F03R;17-18;
63;63;PF1122/PG1918;207eI/207eR;22-23/2;
63;64;PF1123/PF1124/PF1143/PF586/PF587/PF599/PF831/PF832/PF834/PG1655/PG1701/PG187/PG188;207I/207R/207cR/207eI/207eR/F13I/F13R/F13cI/F13cR/F18I/F18R;22-23-24-25-26/4-5-6-7-8/4-5-6-7-8-23-24-25-26-27/22/2/5-6-7-8/22-23-24-25/5-6-7-8/18-19-20-21/9-10-11/13-14-15;895
63;65;PF1141/PF1142/PF585/PF588/PF598/PF600/PF601/PF713/PF714/PF715/PF737/PF738/PF739/PF833;207I/207R/207cR/F13I/F13R/F13cI/F13cR/F18I/F18R;23-24-26-27/3-4-6-7/3-4-6-7-24-25-27-28/4-5-8-9-10-11/20-21-22-25-26/4-5-8-9-10-11/16-17-18-21-22/6-7-8-9/15-16-17-18;758/995
63;66;PF583/PF584/PF589/PF597/PF602/PF710/PF742/PF848/PF849/PF864;F13I/F13R/F13cI/F13cR/F18I/F18R/F25I/F25R/F25eI;3-4-11-12/19-20-26-27/3-4-11-12/15-16-22-23/3-4-5/19-20-21/3-4-5-6/43-44-45-46/3-4-5-6;1725
63;67;PF582/PF590/PF596/PF603/PF620/PF621/PF672/PF673;209I/209R/209cR/F13I/F13R/F13cI/F13cR/F18I/F18R/F25I/F25R/F25eI;27/2/2-34/3-12/19-27/3-12/15-23/3/21/3-6/43-46/3-6;896
63;68;PF467/PF468/PF494/PF532/PF580/PF581/PF591/PF604/PF674/PF863;209I/209R/209cR/213eI/213eR/F10I/F10R/F10cI/F12I/F12R/F12cI/F12cR/F13I/F13R/F13cI/F13cR/F15I/F15R/F18I/F18R/F25I/F25R/F25eI/F25eR;23-24-26-27/2-3-5-6-12-13/2-3-5-6-12-13-30-31-33-34/34-35-36-37/0-1/2-3/24-25/2-3-32-33/2/19-20/2-3/23-24/2-3-12-13/18-19-27-28/2-3-12-13/14-15-23-24/2-3/35-36/2-3/21-22/2-3-6-7/42-43-46-47/2-3-6-7/29-30;899
63;69;PF1115/PF1118/PF1119/PF469/PF470/PF493/PF883/PF885/PF921/PF940;209R/209cR/213eI/213eR/F10I/F10R/F10cI/F12cI/F12cR;6-7-8-9-10-11/6-7-8-9-10-11/34/1/3-4-5-6/21-22-23-24/3-4-5-6-29-30-31-32/3-4-5/21-22-23;1159/1324
63;70;PF1113/PF1114/PF1117;213eI/213eR/F12cI/F12cR;33-34/1-2/5-6-7/19-20-21;
63;71;PF1116;213eI/213eR/F12cI/F12cR;31-32-33/2-3-4/7-8-9-10/16-17-18-19;
63;72;PF1022/PF1023/PF1024/PF1025/PF1038;213eI/213eR/F12cI/F12cR;29-30-31/4-5-6/10-11-12-20-21/8-9-14-15-16;1296
63;73;PF1028/PF1039/PF542/PF543/PF544/PF569/PF830/PF875/PF952;F12I/F12R/F12cI/F12cR;11-12/9-10/21-22-23/6-7-8;1569
63;74;PF545/PF546/PF547/PF548/PF563/PF564/PF565/PF566/PF953;F02I/F12I/F12R/F12cI/F12cR;9-10-11/12-13/8-9/23-24/5-6;
63;76;PF258;F16R;0-1-2-3;
63;77;PF257/PF259/PF897;F16I/F16R;24-25/0-3;
63;78;;F16I/F16R;23-24/3-4;
64;19;;;;1968
64;44;PG906/PG914/PG923/PG924;211cI/211cR/G07I/G07R/G08I/G08R;14-15/0-1/21-22/16-17/0/35;
64;45;208/PG1453/PG1456/PG1940/PG697/PG698/PG699/PG730/PG731/PG732/PG907/PG989;211I/211R/G02I/G02R/G07I/G07R/G08I/G08R/G08vI/G08vR/MTNI/MTNR/MTRI/MTRR;38-39-40/4-5-6/10-11-12/14-15-16-17/22-23-24-25/13-14-15-16/0-1-2-3-4-5-6-7-8/27-28-29-30-31-32-33-34-35/3-4-5-6-7-8-9-10-11-12-13-14/23-24-25-26-27-28-29-30-31-32-33-34/10/0/10-11/39-40;256/2088
64;46;PG1452/PG1455/PG1770/PG1776/PG925/PG988;211I/211R/G02I/G02R/G08I/G08R/G08vI/G08vR/MTNI/MTNR/MTRI/MTRR;38/6/9-10/17/8-11-12/23-24-27/14/23/10/0/10/40;
64;47;PG1440/PG1442/PG1443/PG1582/PG926/PG928;G08I/G08R/G08vI/G08vR;9-10-11/24-25-26/14-16-17/20-21-23;
64;48;PG1441/PG927/PG986/PG987;G08I/G08R/G08vI/G08vR;10-11/24-25/14-15-16/21-22-23;1367
64;50;PG1210/PG1214/PG1602;G14I/G14R;13-14/4-5;
64;60;PG1695;F03R;14-15;
64;61;PG1698/PG504/PG505/PG555/PG556/PG557;F03I/F03R;13-14/15-16;
64;62;PG1713/PG559;F03I/F03R;11-12-13/18-19;
64;63;PG1696/PG1714/PG502/PG503;F03I/F03R;11-12-13/19;
64;64;PF1120/PF1121/PF116/PF117/PF233/PG1697/PG183/PG184/PG185;207I/207R/207cR/207eI/207eR/209I/209R/209cR/F03I/F03R/F03cI/F18I/F18R;21-22/8-9-10/8-9-22-23/21-22/2-3/21-22/15-16/15-16-28-29/9-10-11/19-20-21/13-14/11-12/12-13;2006
64;65;PF231/PF232/PF234/PF235;209I/209R/209cR/F03I/F03R/F03cI/F18I/F18R;22/15/15-29/9/21/13/12/12;
64;66;PF230/PF236/PF905;209I/209R/209cR/F03I/F03R/F03cI/F03cR/F18I/F18R;22/15/15-29/9/21/10-11-12/5-6-7/12/12;607/1842
64;67;PF1014/PF1015/PF1018/PF1020/PF228/PF229/PF237/PF238/PF888/PF889/PF891/PF892;209I/209R/209cR/F03I/F03R/F03cI/F03cR/F15I/F15R/F18I/F18R;22/15/15-29/9/21/10/7/4-5-6-7/31-32-33-34/12/12;
64;68;PF1019/PF227/PF239/PF240/PF533/PF534/PF535/PF577/PF578/PF579/PF622/PF670/PF671/PF893/PF899/PF946;209I/209R/209cR/F03I/F03R/F03cI/F03cR/F12I/F12R/F13I/F13R/F13cI/F13cR/F15I/F15R/F18I/F18R/F25I/F25R/F25eI/F25eR;22-23/12-13-14-15/12-13-14-15-29-30/9/21/10/7/2-3/18-19/13-14-15/17-18/13-14/13-14/3-4-7-8-9/29-30-31-34-35/12/12/7-8-9/41-42/7-8-9/28-29;231
64;69;PF226/PF241/PF471/PF472/PF473/PF474/PF489/PF490/PF491/PF492/PF623/PF669/PF884;209R/209cR/F03I/F03R/F03cI/F03cR/F10I/F10R/F10cI/F12I/F12R/F13I/F13R/F13cI/F13cR/F15I/F15R/F18I/F18R/F25I/F25R/F25eI/F25eR;9-10-11-12/9-10-11-12/9/21/10/7/6-7-8-9/20-21/6-7-8-9-28-29/3/18/15/17/14-15/12-13/9/29/12/12/9/41/9/28;989
64;70;PF757/PF815/PF817/PF890;F13cI/F13cR;15-16/11-12;
64;71;;213eI/213eR/F12cI/F12cR;27-28/8/12-13-14-15/11-12-13-14;
64;72;PF538/PF539/PF540/PF571/PF572/PF573/PF949/PF950/PF951/PF961;213eI/213eR/F12I/F12R/F12cI/F12cR;28-29/6-7-8/8-9-10/11-12-13/12-15-16-17-18-19-20/9-10-11-14;1186
64;73;PF536/PF537/PF541/PF570/PF574/PF575;213eI/213eR/F03I/F03R/F12I/F12R/F18I/F18R;22-23/13-14/5-6/24-25/7-8-10-11/10-11-13-14/15-16/8-9;
64;74;PF1145/PF549/PF550/PF626/PF627/PF628/PF629/PF664/PF665/PF717/PF734/PF735/PF808/PF809;213eI/213eR/F02I/F03I/F03R/F12I/F12R/F12cI/F12cR/F18I/F18R;21-22/14-15/9-11/4-5/25-26/13-14/5-6-7-8/24-25/4-5/16-17-18/6-7-8;1188
64;75;PF551/PF561/PF562/PF718/PF719/PF733/PF784/PF786/PF790/PF792;F12I/F12R/F12cI/F12cR/F16I/F16R/F18I/F18R;14-15/4-5/25/4/14-15-16/11-12-13/18/6;
64;76;PF552/PF553/PF559/PF560/PF720/PF731/PF732/PF782/PF785/PF789/PF793;F12I/F12R/F12cI/F12cR/F16I/F16R/F18I/F18R;15/4/25/4/16-17-18/9-10-11/18/6;
64;77;PF554/PF555/PF558/PF721/PF730/PF791/PF823/PF894;F12I/F12R/F12cI/F12cR/F16I/F16R/F18I/F18R;15/4/25/4/18-19-20/7-8-9/18-19/5-6;
64;78;PF253/PF254/PF255/PF256/PF260/PF261/PF262/PF264/PF556/PF557/PF788/PF900;712I/F12I/F12R/F12cI/F12cR/F16I/F16R;13-14/15-16/3-4/25-26/3-4/20-21-22-23/4-5-6-7;
64;79;;712R;82-83;
64;80;PF979/PF980/PF983;712I/712R;11-12/83;
64;81;PF982;712I/712R/F01I/F01R/F29I/F29R;11/83-84/16-17/7-8/37-38/11-12;
65;4;;;;209
65;42;PG1783/PG1785/PG1787/PG1788/PG1789;211cI/211cR/G08I/G08R/G22I/G22R;15-16/0/0/35-36/0/17-18;492
65;43;PG1898/PG1899/PG1900/PG810/PG905/PG922;211I/211R/211cI/211cR/G07I/G07R/G08I/G08R/G08vI/G08vR;36-37/7-8-9/12-13-15/0-2-3-4/19-20/18-19/0/35/22/19;495
65;44;PG1896/PG1897/PG748/PG749/PG809/PG903/PG904/PG915/PG916/PG917/PG935/PG979;211I/211R/211cI/211cR/G07I/G07R/G08I/G08R/G08vI/G08vR;36-37/7-8-9/12-13-14-15/0-1-2-3-4/19-20-21/17-18-19-20/0-14/21-35/22/19;149/749/1451
65;45;PG1636/PG1637/PG1894/PG1895/PG808/PG933/PG934/PG980/PG981;211I/211R/217eI/217eR/G08I/G08R/G08vI/G08vR;37/7/0/33-34/14/21/22/19;
65;46;PG1718/PG1906/PG694/PG695/PG733/PG734/PG735/PG931/PG932/PG982;211I/211R/217eI/217eR/G02I/G02R/G08I/G08R/G08vI/G08vR/MTNI/MTNR/MTRI/MTRR;37-38/6-7/0-1-2-3/30-31-32-33/7-8-9/17-18-19/12-13-14/21-22-23/22/19/8-9-10/0-1-2/8-9-10/40-41-42;
65;47;PG1904/PG1905/PG1907/PG1908;G08vI/G08vR;17-18-22/19-20;
65;48;;G08vI;18-19-20-21-22;
65;49;PG1207/PG1208/PG1215/PG1216/PG1892/PG1893;G14I/G14R;12-13/5-6;1613
65;50;PG1209;G14I/G14R;13/5;
65;53;;F03I/F03R;17/11;
65;54;;F03I/F03R;17/11;
65;55;;F03I/F03R;17/11;
65;56;;F03I/F03R;17/11;
65;57;;F03I/F03R;17/11;
65;58;PG513/PG542;F03I/F03R;17/11;
65;59;;F03I/F03R;17/11;
65;60;PG1680/PG1694/PG512/PG543;F03I/F03R;17/11-13-14;
65;61;PG1682/PG506/PG511/PG544;F03I/F03R;14-15-17/11-13;
65;62;PG1679/PG507;F03I/F03R;15-17/11-13;
65;63;PG1681/PG508/PG510/PG545;F03I/F03R;15-17/11-13;
65;64;PF120/PF121/PF818/PF819/PG1668/PG1669/PG181/PG182/PG509/PG546;207I/207R/207cR/207eI/207eR/209I/209R/209cR/F03I/F03R/F03cI/F03cR/G23I/G23R;20-21/10/9-21-22/20-21/3/21/16/16-28/15-16-17/11-12-13/14-15/0-1/20-21/0;
65;65;PF906/PF907/PF909/PF910;F03cI/F03cR;13/1;737/972
65;66;PF904/PF908;F03cI/F03cR;12-13/1-2-3-4-5;745
65;69;;F03I/F03R/F03cI/F03cR/F10I/F10R/F10cI/F12I/F12R/F13I/F13R/F15I/F15R/F18I/F18R/F25I/F25R/F25eI/F25eR;9/21/10/7/9/20/9-28/3/18/15/17/9/29/12/12/9/41/9/28;
65;70;PF225/PF242/PF862/PF903;F03I/F03R/F03cI/F03cR/F10I/F10R/F10cI/F12I/F12R/F13I/F13R/F13cI/F13cR/F15I/F15R/F18I/F18R/F25I/F25R/F25eI/F25eR/F29I;9/21-22/10/7/9/20/9-28/3/18/15/17/16-17/10-11/9/29/12-13/11-12/9/41/9-20/26-28/13-15;
65;71;PF1030/PF986/PF987/PF992;213eI/213eR/F03I/F03R/F03cI/F03cR/F10I/F10R/F10cI/F12I/F12R/F13I/F13R/F13cI/F13cR/F15I/F15R/F18I/F18R/F25I/F25R/F25eI/F25eR/F29I/F29R;24-25-26-27/8-9/7-8-9/22-23/8-9-10/7-8-9/9-10-11/18-19-20/9-10-11-26-27-28/3-4-5/16-17-18/15-16-17/15-16-17/17-18/9-10/9-10-11-17-18-19/20-21-22-27-28-29/13-14/10-11/9-10-11/39-40-41/9-10-11-18-19-20/26-27-28/12-13-15-16-17-18-19-20-21/24-25-26;
65;72;PF1126/PF224/PF243/PF576/PF633/PF659/PF990/PF991;213eI/213eR/F02I/F03I/F03R/F03cI/F03cR/F10I/F10R/F10cI/F12I/F12R/F13I/F13R/F13cI/F13cR/F15I/F15R/F18I/F18R/F25I/F25R/F25eI/F29I/F29R;23-24/9-10-11-12-13/6-7-13-14/6-7/23-24/8/9/11/18/11-26/5-6/15-16/17/15/18/9/11-15-16-17/22-23-24-26-27/14-15/9-10/11/38-39/11-16-17-18/10-11-12-21-22/24-26-27;144/599
65;73;PF1107/PF223/PF244/PF632/PF660/PF661/PF774/PF845/PF989;213eI/213eR/F02I/F03I/F03R/F03cI/F03cR/F10I/F10R/F10cI/F12I/F12R/F13I/F13R/F13cI/F13cR/F15I/F15R/F18I/F18R/F25I/F25R/F25eI/F29I/F29R;23/13/7-8-12-13/6/24/7-8/9-10/11-12/17-18/11-12-25-26/6-7/14-15/17-18/14-15/18-19/8-9/11-12-14-15/24-25-26/15/9/11-12/38/11-12-15-16/9-10-22-23/24;1240
65;74;PF1146/PF222/PF245/PF630/PF631/PF662/PF663/PF881/PF882;213eI/213eR/F02I/F03I/F03R/F03cI/F03cR/F10I/F10R/F10cI/F13I/F13R/F13cI/F13cR/F15I/F15R/F25I/F25R/F25eI/F29I/F29R;21/15/8-9-11-12/4/26/6-7/10-11/12-13/16-17/12-13-24-25/18-19/13-14/19-20/7-8/12-13-14/25-26/12-13/36-37-38/12-13-14-15/23-24/22-23-24;
65;75;PF219/PF220/PF221/PF246/PF247/PF647/PF743/PF783/PF787/PF798/PF799/PF801/PF802;213eI/213eR/F03I/F03R/F03cI/F03cR/F10I/F10R/F10cI/F13I/F13R/F13cI/F13cR/F15I/F15R/F16I/F16R/F25I/F25R/F29I/F29R;21/15/4/26/4-5-6/11-12/13-14/14-15-16/13-14-22-23-24/19-20/11-12-13/20-21/5-6-7/23-24/15-16/13-14/13-14-15/13-14-15-16/33-34-35-36/24-25-26-27/19-20-21-22-32-33;1108
65;76;PF1111/PF218/PF248/PF800;213eI/213eR/F03I/F03R/F03cI/F03cR/F10I/F10R/F10cI/F13I/F13R/F13cI/F13cR/F15I/F15R/F16I/F16R/F25I/F25R/F29I/F29R;20-21/15-16/3-4/26-27/3-4/12/14/13-14/14-21-22/20/10-11/21/4-5/24/15/12-13/15-16/16/33/27/19-33;
65;77;PF249/PF722/PF723/PF724/PF725/PF727/PF728/PF729/PF90;205I/205cR/210I/213eI/213eR/221eR/F01I/F03I/F03R/F03cI/F03cR/F10I/F10R/F10cI/F13I/F13R/F13cI/F13cR/F16I/F16R/F18I/F18R;25/20/27/19-20/16/30/8/3/27/3/12-13/14-15/12-13/14-15-21/20-21/9-10/21-22/4/11-12/16-17/19-20/5;1977
65;78;69/PF1009/PF1112/PF126/PF176/PF212/PF213/PF250/PF252/PF511/PF512/PF88/PF89/PF92/PF93/PF94/PF960;205I/205R/205cR/210I/210R/213eI/213eR/221eI/221eR/712I/712R/F01I/F01R/F01cR/F03I/F03R/F03cI/F03cR/F10I/F10R/F10cI/F11I/F11R/F12I/F12R/F12cI/F12cR/F13I/F13R/F13cI/F13cR/F14I/F14R/F16I/F16R/F18I/F18R/F29I/F29R/L4I/L4R;25-26-27/0-1-2/0-1-20-21-22/27-28-29/0-1-2/19-20/16-17-18/0/30-31-32-33-34/13-14-15-16-17-18/76-77-78-79-80/8-9-10-11-12/13/8-10-11-12-13-14/2-3/27-28-29-30/2-3/13-14-15/15-16-17-18/12-13/15-16-17-18-20-21/16/6-7-8-9-10/16-17-18-19/0-1-3/26-27-28-29/0-1-3/21-22-23-24/9-10/22-23-24/0-1-3-4/24-25/0-1-2-3/11-12/17-18/20-21/0-1/29-30-31-32-33/17/20-21/0;162/244/1233/1276
65;79;PF177/PF210/PF251/PF509/PF510/PF516;712I/712R/F01I/F01R/F01cR/F03R/F03cR/F11I/F11R/F14R/F29I/F29R;13/80-81-82/12-13/11-12-13/6-7-8-14-15/30-31/15-16/14-15-16/10-11/3-4/33-34/15-16-17;
65;80;PF178/PF209/PF919;712I/F01I/F01R/F01cR/F11I/F11R/F29I/F29R;12-13/13/11/6-15-16-17/14/11-12-13/34/15;
65;81;PF179/PF180/PF208/PF876/PF877/PF878/PF978;712I/712R/F01I/F01R/F01cR/F11I/F11R/F29I/F29R;11/84/13-14-15-16-17/7-8-9-10-11/6-17/14/13/34-35-36-37-38/11-12-13-14-15;1638
65;82;PF1144/PF181/PF206/PF207/PF977/PF981;712I/712R/F01I/F01R/F01cR/F11I/F11R/F29I/F29R;11/84/17/7/5-6-17-18/13-14/13-14/38/11;
65;83;PF182/PF183/PF205/PF505/PF520/PF691/PF708/PF709/PF939;712I/712R/F01I/F01R/F01cR/F11I/F11R/F29I/F29R;5-6-7-11/84/17-18-19/5-6-7/5-18/13/14/38/5-6-7-11;
65;84;PF204/PF502/PF504/PF521/PF522/PF523;712I/712R/F01I/F01R/F01cR/F11I/F11R/F29I/F29R;4-5-7-8-9-10-11/84-85-86-87/19-20/4-5/4-5-18-19/12-13/14-15/38-39-40-41/4-5-7-8-9-10-11;1436
65;85;PF185/PF203/PF503;712I/712R/F01I/F01R/F01cR/F11I/F11R/F29I/F29R;4-10-11/87/20/4/4-19/12/15/41/4-10-11;
65;86;PF186/PF202;712I/712R/F01I/F01R/F01cR/F11I/F11R/F29I/F29R;3-4/87-88/20-21/3-4/3-4-19-20/11-12/15-16/41-42/3-4;
65;87;PF187/PF201/PF851;712I/712R/F01I/F01R/F01cR/F11I/F11R/F29I/F29R;2-3/88-89/21-22/2-3/2-3-20-21/11/16/42-43/2-3;868
65;88;PF188/PF189/PF200/PF707/PF850;712I/712R/F01I/F01R/F01cR/F11I/F11R/F24I/F29I/F29R;2/89/22/2/2-21/11/16/6-7-42-43/43/2;
65;89;PF190/PF199;712I/712R/F01I/F01R/F01cR/F24I/F29I/F29R;2/89/22/2/2-21/6-43/43/2;1625
65;90;PF191/PF197/PF198;712I/712R/F01I/F01R/F01cR/F24I/F29I/F29R;2/89/22/2/2-21/6-43/43/2;
65;91;PF192/PF196/PF995/PF996;712I/712R/F01I/F01R/F01cR/F24I/F29I/F29R;1-2/89-90/22-23/1-2/1-2-21-22/4-5-6-43-44-45/43-44/1-2;1447
65;92;PF985/PF993/PF997/PF998;712I/712R/F01I/F01R/F01cR/F24I/F29I/F29R;1/90-91-92/23-24-25/1/1-22-23-24/2-3-4-45-46/44-45-46/1;1763
